6239.M117.2.1	P41932
6239.C45G7.5	U4PBZ2
6239.R07E4.6c	I4EC32
6239.F29B9.5	Q95Q57
6239.F59F3.6	Q8MQ13
6239.W02D9.6	Q9XVH0
6239.T27A1.1	O17277
6239.F07C4.6	P91208
6239.W03C9.6.2	Q23149
6239.F19H8.2	O45378
6239.F12E12.11	Q1EPL7
6239.ZK856.8.2	Q23643
6239.C16C10.13.1	Q7YX69
6239.C36F7.5	Q93351
6239.T24C4.2	Q9TZ37
6239.F36H2.4	Q564V9
6239.Y105C5A.1269	C5VUJ7
6239.F23D12.11	C6KRL2
6239.C35E7.10a	H2KZ80
6239.K09E9.4	Q564X6
6239.K04G2.12	B3WFW1
6239.T21E8.6	B6VQ80
6239.T23B3.5	P91488
6239.Y25C1A.14	D3NQ92
6239.B0348.5	O61954
6239.T28A11.3	P91521
6239.C12D5.3	Q17927
6239.F46B6.13	Q565A5
6239.F32E10.8	Q95QH2
6239.F20C5.2b	Q9GV92
6239.F53C3.11	Q9TXT7
6239.F14E5.8	D7SFM2
6239.Y60A9.1	Q9U1Y4
6239.C34E11.7	B6VQ65
6239.F43E2.9	O02087
6239.F53G2.3	O17246
6239.F25E5.9	O76648
6239.F28B3.10.1	Q95R11
6239.F28C1.2b	Q968T0
6239.W07G1.1	Q9XUK4
6239.C46F4.1a.2	B5B0J1
6239.F58A6.1	Q20959
6239.F39B3.3	Q94221
6239.C39B10.7	G5ECK1
6239.F22E5.8	O16706
6239.C04C3.6	O44453
6239.E02C12.11	Q19035
6239.K09C4.5	Q21381
6239.Y119C1B.1	Q95Y76
6239.Y58A7A.2	Q966A7
6239.T02H6.4	Q9N5E6
6239.F28C1.1	Q19854
6239.ZK666.15.2	D7SFL8
6239.B0041.1	O02060
6239.C05C8.7.2	O16315
6239.F55G1.1	Q20850
6239.C08A9.10	Q27GT6
6239.D2024.10	Q4PIV9
6239.Y50D4A.3	Q95Y59
6239.C29F3.3	O17614
6239.F13A7.1	O17799
6239.R102.2	Q21888
6239.ZK1073.2	Q23393
6239.ZK930.2	Q23665
6239.Y19D10B.1	Q966C9
6239.F16G10.3	O76589
6239.F35C11.3	Q20018
6239.Y53F4B.2	Q9NAC6
6239.Y51H4A.1	Q9NAE5
6239.R52.5	O17290
6239.K07D4.5	O76574
6239.D1005.1.2	Q2Q3B4
6239.K08H2.8	Q86PK8
6239.EGAP1.1	G4SBR5
6239.F13A2.5	O16892
6239.B0379.6	O45221
6239.C47F8.1	O62111
6239.T13C5.3	Q22457
6239.E01G4.6.1	Q2Q317
6239.C28C12.12.2	Q95QT5
6239.ZC239.7	P91550
6239.Y48G1A.4	Q9N3Q9
6239.C14A6.12	A8WI09
6239.T10F2.5	G4SNB8
6239.H19J13.2	G5EBL7
6239.Y71F9AL.13a.1	Q9U3B1
6239.F21D12.1e.1	Q9UAN6
6239.T05D4.3	O45749
6239.T26E4.18	G1K0Y3
6239.R05G9.5	G4SPD7
6239.F46B3.23	E1B6V5
6239.C14A11.6	A8WFN8
6239.Y57A10C.1	G5EFU1
6239.Y38H8A.7	Q7K7Q1
6239.C17G10.10	G4S142
6239.MTCE.21	G4XR30
6239.K11E4.6	B1Q258
6239.F28B3.6.2	Q86NJ0
6239.C40A11.7	Q9TZA6
6239.T13F2.8a	H2L2G6
6239.C54G10.1	Q18842
6239.C54C8.11	Q962C6
6239.Y9D1A.1	Q9TYK9
6239.Y52B11A.10	Q9U255
6239.K10C2.12	E9P843
6239.F19G12.9	F5GU51
6239.T22A3.12	F5GUF1
6239.F56D6.13	Q4R113
6239.C05C8.8	O16316
6239.K07H8.8	O45177
6239.R11.1	O62347
6239.B0457.4	Q17502
6239.C25E10.4	Q18153
6239.T10E10.4	Q22378
6239.F46F11.10	Q9BI62
6239.H10D18.5	Q9N5N2
6239.Y6B3B.3	Q9XWE7
6239.F53F4.11.1	Q20720
6239.C25H3.12	Q9BIA4
6239.C33B4.5	Q7YX73
6239.C01G12.9	Q7YX81
6239.R07B1.11	Q7YWU6
6239.R05D3.12a	U4PQV7
6239.F26H9.6.1	I7FXD3
6239.F34H10.5	Q7YX22
6239.C01G10.4	Q93164
6239.F28A10.8	Q95YB6
6239.Y40B10B.1	Q9UAX2
6239.T13H5.1c	G5EG42
6239.F46H6.5	Q6AHP6
6239.R01H2.1	Q21631
6239.T22C8.1	Q22674
6239.F59A7.7	O16282
6239.T05B4.8	O16417
6239.F41E6.12	O16465
6239.ZK250.2	O17302
6239.F42A6.5	O44486
6239.F25B4.7	P91270
6239.C06A8.3	Q17698
6239.F31D5.2.2	Q19932
6239.T25G3.1.2	Q22790
6239.ZK418.7	Q23485
6239.Y54E10A.17.1	Q8WTL3
6239.Y54F10BM.12	Q95XK6
6239.F41E6.17	D1YSH3
6239.Y106G6A.4	G5EF57
6239.K12C11.5	A4V4W5
6239.F59B1.2.2	O61880
6239.T20D4.4	P91471
6239.C01B10.3	Q17543
6239.K04C2.8	Q4TTC9
6239.Y92H12BL.5	Q95XC4
6239.K12B6.2	O16382
6239.ZK1055.2	O76446
6239.ZC239.15	P91563
6239.C04G6.7	Q17641
6239.F44D12.2	Q20392
6239.T08B2.12	Q9GYS3
6239.Y53G8AR.5	Q9N3F9
6239.R09B3.3	O45713
6239.T09F5.2	O62373
6239.M03F4.4	Q23014
6239.Y110A7A.7	Q9N591
6239.F54C4.4	Q9TZ91
6239.T03E6.9	A4UVM0
6239.W05H12.4	G3MU70
6239.M18.8.2	G5EFD8
6239.T10B5.4	O76405
6239.F25E5.2	O76655
6239.T05B11.1	Q22212
6239.ZK816.3	Q23609
6239.Y34B4A.10.1	Q8WSP0
6239.C04A11.1	O17567
6239.F15A4.5	O17814
6239.B0205.4	O61739
6239.H35N09.1	Q9TZM6
6239.B0207.8	O01430
6239.F15A8.4	O02145
6239.C46A5.4	Q18647
6239.R02F2.6	Q21647
6239.Y82E9BL.3	Q9GR30
6239.F33E2.4.1	O01698
6239.T22F7.4	Q8MP14
6239.H20J04.1	Q9N5L7
6239.F59A6.11	Q2V4S8
6239.Y53H1B.4	Q9U249
6239.T27D12.2a	Q9U6W8
6239.C24F3.1b.1	Q9XXK7
6239.Y71F9AR.4	A4UZ35
6239.T06E4.7	Q22261
6239.Y55B1BR.6	Q4W5R7
6239.R06A4.10c	Q6QWI4
6239.F38E11.9.1	G5EFJ1
6239.C44H9.6.2	Q18631
6239.F40G12.11	G5EET4
6239.W09H1.4	O45902
6239.F32D8.4	Q19965
6239.C05C12.3	Q8IG05
6239.K01A6.8	D1MN73
6239.F13B6.2	O44482
6239.C33E10.1	O61801
6239.W01A8.2	Q09EE9
6239.C44B11.6	Q8MNW0
6239.C49C3.11	Q9XUG2
6239.C27C12.1	Q18249
6239.T01E8.3	Q22070
6239.ZK829.7.2	Q23624
6239.F33H2.6	O62216
6239.K07D4.2	O76578
6239.F41D9.3e	Q8WR43
6239.W04H10.6	F8Y423
6239.H27M09.5	Q9N5K4
6239.Y116A8A.6	Q9U2W2
6239.R09H10.5.2	Q21884
6239.Y53F4B.17	Q9NAA2
6239.F49C12.1	Q20579
6239.F56F3.4	Q20899
6239.Y53C12A.10	B7WNB4
6239.C36B1.11	Q93345
6239.C37C3.7	Q22913
6239.C50H11.8	O16468
6239.T20D4.15	P91460
6239.F14F3.1a	Q17360
6239.F21C3.6	Q19670
6239.F47B8.10	Q20523
6239.T01C8.3	Q22064
6239.C50E3.6	Q22925
6239.F20A1.1	Q19615
6239.T09F3.4	Q22363
6239.ZC250.4	A3KFD8
6239.T02E1.2	O02293
6239.F49H6.12	Q9XUZ9
6239.F10A3.12	O45343
6239.F16H6.3	Q9XV90
6239.E04D5.2	Q19055
6239.F13E9.5	Q19410
6239.Y10G11A.90	D3DEM6
6239.E02H4.8	D2YW05
6239.T25B2.4	D3NQ91
6239.Y71A12B.23	E0R7K9
6239.K08H2.10	B6VQ77
6239.E02C12.9	Q19033
6239.T22B7.4	Q23039
6239.C10G8.3	Q94163
6239.Y53G8AM.7	Q9N3G8
6239.Y47G6A.13	Q9N3T7
6239.K01A2.6	Q9TZ59
6239.Y50D4C.6	Q8IAA1
6239.C17H12.4	O45083
6239.F13D12.10	Q8I4L5
6239.F46F5.16	Q9TXX1
6239.Y45F3A.4	Q9XWZ1
6239.F21H7.10.1	G5EGF3
6239.T24D1.1b	Q7KXH9
6239.F14H8.8	B1Q269
6239.C23F12.1a	H2B4M8
6239.C05B5.17	H2FLF7
6239.T14G10.5c	A0A061ACR1
6239.Y6E2A.10	A8XHS5
6239.F46F11.8	P91308
6239.M01G12.7	O62313
6239.D1014.5	Q18918
6239.F58A3.4	Q93806
6239.Y43F8B.25	D8FRP4
6239.C34G6.3	O01496
6239.W08A12.2	O01620
6239.F39G3.4	O16272
6239.K07D4.4	O76575
6239.C01B10.8.2	Q17539
6239.C31H1.1	Q18340
6239.ZK430.3	Q27538
6239.T25G12.11	Q8T3C3
6239.Y23H5B.3	Q9N475
6239.H10D18.1	Q9N5N1
6239.F54E2.5	Q9TXK0
6239.T06D4.2	O16650
6239.Y46B2A.2	Q9N4X4
6239.C26E1.1	O17604
6239.C11H1.8	Q8MQE1
6239.T28F4.4	Q22853
6239.Y82E9BR.9	Q9BKT1
6239.F53A2.7.1	O45552
6239.F54B3.2	Q09398
6239.C28G1.2	Q18287
6239.W04D12.1	Q23154
6239.W08G11.1	Q7YTW2
6239.Y40B10A.9	Q965W0
6239.C46C2.5	Q9U3M0
6239.B0205.12	Q4W4Z5
6239.Y17G7B.19	G5EC62
6239.F14F7.4	O17804
6239.W03F8.4.2	O44566
6239.C34C12.1	Q09494
6239.C50B8.1.1	Q18724
6239.F57F5.1	Q18906
6239.F52E10.3	Q20669
6239.ZK105.6	Q965Z3
6239.C26B2.3a	Q9GTI0
6239.Y47D7A.11	Q9N3U4
6239.Y51B9A.5	Q9XXC2
6239.K09D9.9	Q9N5J1
6239.F59C6.16	B3WFW3
6239.F36H2.6	C6KRM9
6239.T13F3.8	Q564Q7
6239.C14A11.2	O02135
6239.F54B8.1	O45558
6239.F55D12.6	O62264
6239.C35A5.8	Q18476
6239.T05A10.1m	Q6TPF9
6239.C14A4.15	Q86GC5
6239.Y71H2B.4	Q9N4F0
6239.D1037.4	I7F493
6239.R08B4.4	G5EFB6
6239.W02D7.4	O17525
6239.F01F1.14	Q19095
6239.F55D1.2	Q20824
6239.T04A8.8	Q22144
6239.T24C2.2	Q22725
6239.R160.7	Q2Q2X8
6239.Y92H12BL.4	Q9BKW0
6239.T12B3.2	Q9UAW9
6239.T10A3.1a	Q6BCV4
6239.H29C22.1	A2V8C8
6239.F48D6.2b	H2KZD8
6239.F53G2.2	O17247
6239.F27D9.12	F5GU49
6239.ZC250.2	O01878
6239.F56D6.12	Q4R114
6239.F26F12.8.2	Q4TT97
6239.ZK938.10	E3W726
6239.VM106R.1	A0PD34
6239.C33C12.4	O16576
6239.F25G6.9	O16928
6239.Y57G7A.1	O76628
6239.C35A11.2	O16546
6239.F42G8.7	O44508
6239.T26C12.2	O61857
6239.R09A1.3	O61933
6239.ZC190.5	O76700
6239.T03G11.4	Q22120
6239.Y119C1B.3	Q65XY1
6239.B0395.1	Q8T5S2
6239.F10E9.12	Q95QL4
6239.C04G6.11	Q95QY0
6239.C36E6.2	Q9BL99
6239.R04E5.9	Q9GYL3
6239.Y53G8AM.5	Q9N3H0
6239.Y42H9AR.4	Q9N3Y3
6239.Y41G9A.6	Q9N4Z8
6239.C29F9.5	Q9TZB8
6239.Y43F8C.16	Q9XWN5
6239.F38A1.9	A4F314
6239.F16B4.7	O44629
6239.ZK218.7	O46001
6239.C53D6.10	Q6BEU2
6239.VC5.3a	Q6R020
6239.C55A1.1	O17711
6239.F44E2.2c.2	Q17329
6239.B0393.5	Q17494
6239.F02A9.6	Q8T5Y8
6239.F53G12.1.2	I7EVK5
6239.M01G12.10	O62307
6239.W01D2.2b.1	Q9GTE7
6239.K04C1.1c	G3MU03
6239.ZC247.1	G5EBP5
6239.C25A1.1	O17594
6239.T14B4.9	Q22481
6239.ZC132.8	O17522
6239.F14H3.3	O45362
6239.F16G10.14	O76598
6239.F22B5.4.1	Q19708
6239.F46F2.4	Q20470
6239.F54B11.4	Q20740
6239.T24C12.3	Q22721
6239.Y50E8A.5	Q9NAF3
6239.Y76A2B.4	Q9XWD0
6239.K01G12.3	O45633
6239.F46B3.7	Q9XV19
6239.C53C9.3b	Q86GI9
6239.Y110A2AL.9	Q9N499
6239.M04D5.3.2	B3WFY5
6239.Y53C12A.11	D2YW13
6239.F32B5.4	O01851
6239.F42D1.4	Q564V8
6239.T13C2.2	Q6AHP7
6239.D1044.7	Q95QP8
6239.Y47A7.1	Q9BKR2
6239.T23E7.6	Q2A954
6239.W03G11.4.2	G5EFR7
6239.K02E7.7	O17251
6239.Y57G11C.31.1	O18253
6239.C17B7.9	O45153
6239.F13H10.5	O45359
6239.F32B4.8	O62201
6239.M04D8.7	Q21512
6239.ZK430.1	Q2Q256
6239.T27C5.12	Q5FC32
6239.E_BE45912.2	Q8ITZ9
6239.F46A9.5.1	Q8WSZ9
6239.F55G11.6	Q9XUE1
6239.W03C9.8	Q8I105
6239.Y41C4A.18	Q8I4D4
6239.Y47D3B.12	B9ZSH4
6239.T01B7.13	G1K0W8
6239.F36H5.13	G4RXN1
6239.F39H12.2	Q20197
6239.F35E8.4	Q7JKS4
6239.H06H21.11	Q400L6
6239.R02F11.10	E3CTG6
6239.F10D11.4	O17780
6239.C25F6.6	Q18162
6239.C50E3.5	Q22924
6239.T24D1.1b	Q7YTF6
6239.F48C5.2	Q7YX17
6239.F49F1.12	Q9GZD7
6239.Y38H6C.16	Q9XX45
6239.F33E11.2	O61852
6239.T28A11.4	P91520
6239.K10D2.6.1	Q09590
6239.C14E2.3	Q17984
6239.F18G5.5	Q19574
6239.F55A4.3	Q94237
6239.F29G6.1	Q95011
6239.Y71G12B.8	Q95XM9
6239.Y71H2AM.2	Q9BL29
6239.K01D12.1	Q21090
6239.ZK899.2.2	Q23660
6239.Y57G11C.7	O18233
6239.F56C3.3	O61753
6239.F08A8.4.2	O62139
6239.Y49A10A.2	Q0KHC1
6239.F08G12.3	Q19212
6239.K07C11.8.1	Q21269
6239.W01C9.2	Q23118
6239.F35H12.7	Q8MQ58
6239.F38A1.13	A4F317
6239.F18A1.7.1	Q19536
6239.Y110A2AL.2	Q9N497
6239.6R55.2	A4F335
6239.B0457.2	G5EGF7
6239.F16G10.2	O76590
6239.F37B12.3.1	Q20118
6239.Y58A7A.4	Q966A5
6239.Y45F3A.9	Q9XWY8
6239.R144.11.1	Q95QB7
6239.Y43F8C.17	Q9XWM8
6239.M153.5	A6ZJ60
6239.K03D3.2	O45640
6239.W06F12.3	O45897
6239.M04C7.3	P91906
6239.F52D10.2	Q20652
6239.F57A8.4	Q20915
6239.R10E4.3	Q21901
6239.F56B6.6	Q22996
6239.F46B3.1	Q9XV17
6239.W06H3.2a.1	Q9XXN0
6239.F08A8.1a.2	O62140
6239.B0432.14	Q3HKB5
6239.K10C9.7	O61890
6239.C17C3.15	Q9BIA6
6239.T02H6.3	Q9N5E5
6239.T25G12.4	I7FW36
6239.C17H1.7	O45258
6239.F47B7.4	Q20511
6239.ZC123.1	O45021
6239.F31E9.2	O45426
6239.Y18D10A.11	Q9XW20
6239.F37C12.3.1	Q20122
6239.Y57E12AR.1	Q3V5K6
6239.F35E2.9	O62231
6239.F48B9.8	Q20557
6239.C17D12.1a	Q9U3P7
6239.H03G16.5	Q9XU21
6239.F55C9.6	Q9XUY8
6239.H04M03.3	Q9TYR0
6239.Y73F4A.3	Q9XWC1
6239.F40G9.9	C3JXE4
6239.F39C12.3b	H2L006
6239.R04F11.3.2	Q21730
6239.Y51B9A.9	Q9XXC0
6239.C01F1.5	Q17554
6239.F36H1.3	Q20108
6239.K11D12.8	O44623
6239.B0563.9	Q2PJA9
6239.F44G3.2	O45518
6239.K09E3.2	Q21398
6239.B0403.6	Q5WRT2
6239.C45E5.6b	Q9GTG9
6239.T02E9.5.2	Q9U382
6239.Y116A8C.463	C5VUK0
6239.C02D4.2e	D3IUK5
6239.F15H10.12	D9N134
6239.T25C12.3	G5ECR0
6239.D2062.7	O16595
6239.C14C6.13	O44679
6239.M03D4.1c	V6CLB1
6239.Y48A6C.6	B6GUQ2
6239.H19N07.2c	N1NSD8
6239.C39B10.3	Q18521
6239.K03E6.1b	Q94157
6239.K09D9.3	Q9N5I2
6239.F27C1.11	E5QCF1
6239.T19H12.6	O01610
6239.C24H12.6	O17158
6239.C49A9.2	O44154
6239.C08B6.5	Q17817
6239.C09B9.1	Q17854
6239.ZK402.2	Q23479
6239.K02H11.9	Q8T7Y5
6239.M01H9.2	Q95018
6239.Y62F5A.12	A9IHM9
6239.Y105E8B.6	Q9NF10
6239.C45G7.4	O76354
6239.F21C10.1	Q19669
6239.R05H5.3.1	Q21763
6239.F26G1.10	Q2V4U2
6239.F16H6.7	Q9XV94
6239.Y51B9A.14	F9UKU4
6239.C45G3.3	O45303
6239.Y26G10.1	Q9XTV1
6239.ZK39.9	Q564T1
6239.H04J21.1	O61207
6239.C07D8.5	P91021
6239.T07F8.4	P91437
6239.Y48G8AR.3	Q9N3N5
6239.Y40C7B.5	Q9N505
6239.B0524.4	Q9N600
6239.R160.4	Q9TZD4
6239.M05B5.7	C6KRL3
6239.C36C5.5	O16405
6239.T05C3.2	O16302
6239.M03F8.1	O16378
6239.F48G7.7	O44586
6239.F33E11.3.1	O61853
6239.C26B9.3	Q18200
6239.F02E8.4	Q19122
6239.T22F7.5	Q8WQC6
6239.C04G6.10	Q95QY1
6239.C23G10.11	Q9GYR3
6239.Y47G6A.17	A2A266
6239.F43D2.6	Q564S3
6239.F18A12.7	O16793
6239.C17G10.7	Q09978
6239.F07G6.3	Q19171
6239.T07H6.4	Q22327
6239.C24B9.14	Q86B37
6239.Y73B3A.9	Q95XF9
6239.F28A10.4	Q95YB4
6239.Y51H7C.7	Q9N3J4
6239.W08E12.7.2	Q9N5B3
6239.F13A2.10	D6VP97
6239.F10D11.5	O17779
6239.C05D12.1.1	Q17661
6239.F38E9.1	Q20177
6239.Y53G8AR.9	Q9N3F7
6239.F58F12.4	Q27GU6
6239.D1005.1.2	Q2Q3D1
6239.T27A1.3	O17272
6239.C06C6.7	O62033
6239.C05G5.2	Q17676
6239.T25B9.4	Q22765
6239.F15D3.5	Q9XVQ3
6239.K02E11.5	Q21144
6239.T19C4.4	Q22572
6239.C49A9.10	Q86GU7
6239.D1037.4	Q94147
6239.T16G1.6	Q9XUP2
6239.K09F6.7	O16734
6239.C27D9.1	Q18255
6239.C31H2.3	Q18346
6239.Y40C7B.1	Q9N506
6239.Y53F4B.9.2	Q9NAC1
6239.F34D10.8	Q86MD2
6239.C54G6.2	O44980
6239.F09C12.6	Q10054
6239.F30H5.3	Q09983
6239.F11A5.15	Q7YTP5
6239.F35F10.1	Q9GYT3
6239.F31E9.6	G5EBI2
6239.F54D5.12.2	G5EE46
6239.Y97E10AR.8	Q3V5I9
6239.Y42H9AR.2	Q9N3Y5
6239.F46B3.16	G5EGD9
6239.Y23H5A.3	O76616
6239.Y46H3D.5b	Q86PJ0
6239.C14A11.9	A8WFN7
6239.T16H12.13	C8JQQ6
6239.R07D5.1a	C8JQR7
6239.F09B9.4	G5EE90
6239.R09A8.9	H2L279
6239.F53F10.8.2	Q4TT81
6239.W02H5.4	Q7KX58
6239.F14F9.8	Q4R138
6239.Y54G2A.48	Q4R164
6239.M01F1.9	Q7YWW8
6239.Y22D7AR.2	Q9BKX2
6239.Y55F3BR.11	A0A9S1
6239.F14D2.19	G4SDS9
6239.T01G5.8	B1Q271
6239.ZK896.1	O02341
6239.Y59A8B.8.2	Q1RPT8
6239.C07A12.3a	Q5VKT6
6239.Y54G2A.40	Q4R161
6239.Y58G8A.5	Q4R173
6239.T09A12.4c	Q5VKT7
6239.T10D4.15	F3NWX3
6239.W06D11.1	G5EGF5
6239.C09G1.5.1	Q7YTR3
6239.Y51A2B.8	Q7YWN8
6239.F56A4.3	Q9N5R3
6239.Y46G5A.20	Q9U2E9
6239.Y82E9BL.1	Q95XB1
6239.F40H6.5	I3VM44
6239.B0491.7.1	Q17514
6239.F09E5.11	Q19259
6239.Y57G11C.46	Q7YTI1
6239.Y37D8A.25	Q7YTJ3
6239.Y49E10.27	Q7YWN9
6239.C40A11.10.1	Q965H0
6239.H01M10.1	Q9N5P5
6239.R119.2	O61710
6239.C16C8.11	P91050
6239.F18F11.1	P91262
6239.T10E9.1	O01606
6239.F34H10.3.3	Q09559
6239.C54F6.5	O16447
6239.R02F2.7.2	Q21649
6239.Y102E9.3	Q23234
6239.Y39H10A.5	Q9N3Z7
6239.W06H8.4	Q9N5C1
6239.ZK1225.4	Q9XXL5
6239.T04C12.3.1	O45745
6239.R11G10.1a	O17548
6239.F01D4.9	Q7YTQ3
6239.C08F1.6	O17177
6239.C54G6.2	O44981
6239.F56C9.8	Q20866
6239.T27A10.2	Q22821
6239.Y73B6BL.27	Q9GUE9
6239.R03H10.1	Q9GYL7
6239.Y39A3A.3	Q9N521
6239.W09D10.4	O18183
6239.C26B2.3a	Q9GTI1
6239.C26B9.2	Q18201
6239.F18G5.1	Q19575
6239.T26H5.10	Q1ZXS1
6239.T19C3.7	Q95QA1
6239.Y119D3B.21	Q95Y68
6239.C18H7.5	Q9GZG3
6239.F13A7.11	O45351
6239.F53E10.1	P91321
6239.C30G4.2	Q18330
6239.F49E7.2	Q9GYH8
6239.Y57G11C.14	O18238
6239.C46H11.4a	O45051
6239.ZK1055.4	O76444
6239.C28A5.1	Q18271
6239.F12E12.1.2	Q9BLB9
6239.C50F7.9	Q18754
6239.F26F12.2	Q19812
6239.ZC410.3a	Q23296
6239.F26D10.11	Q9XVU1
6239.W05E10.1.1	Q23173
6239.Y71F9AL.8	Q9N4I2
6239.R53.8	G5EFL8
6239.W01H2.2	O02045
6239.C26C6.6	Q18208
6239.W07G4.1	Q23216
6239.Y87G2A.8b	Q9U1Q2
6239.F15A4.2	O17817
6239.CD4.5	O44157
6239.C31E10.1	Q93310
6239.F01D4.8	G5EF21
6239.C55A6.6.2	O17721
6239.K07B1.8	Q95R02
6239.B0524.6	Q9N5Z6
6239.H32K16.1	O62286
6239.ZC84.6	O62504
6239.ZK1240.1	O16684
6239.C07D10.6	Q2V4X1
6239.W02D7.11	Q8MQH0
6239.C55B7.11	Q966M0
6239.F48E3.6	Q9GP99
6239.Y48G8AR.2.1	Q9N3N6
6239.Y50E8A.1	Q9NAF6
6239.C43E11.3a	A4LBC2
6239.F10D11.2	O17777
6239.F38B7.3	Q20151
6239.ZC443.3.1	Q23321
6239.F56E3.3b	Q8IG10
6239.F58D5.5	Q9NLD3
6239.F49B2.5	O45539
6239.H19N07.2c	O45623
6239.T13C5.7	Q8T3C9
6239.K11C4.1	Q94277
6239.R01E6.1b	Q9NGZ8
6239.C01G10.8.2	Q93168
6239.T21G5.2	O02062
6239.R03D7.2	Q09594
6239.C54E10.3	Q9XVB5
6239.Y38H6A.3	Q9XWU1
6239.R09A1.2	O61932
6239.R151.8	Q21999
6239.F35H12.6	Q8MQ59
6239.Y94H6A.2	Q9N2W4
6239.Y105C5B.15	Q9U309
6239.F25E5.5.1	O76651
6239.C38D9.2	Q9XVC4
6239.Y40H7A.9	Q9XW98
6239.F58G1.7	O62270
6239.C04E12.4	O76677
6239.Y55F3BL.4	C0VXV7
6239.ZC443.2	Q23322
6239.K08C9.2	Q9XUT6
6239.Y27F2A.11	A3KFD1
6239.C53D6.7	Q18813
6239.F57H12.6	O45097
6239.T21B10.4	Q22625
6239.ZK970.7	Q23683
6239.T22F3.12	Q2L6V8
6239.Y6D1A.2	Q9U1S9
6239.C46H11.4a	O45049
6239.C04G2.2	Q17631
6239.Y113G7A.6a	Q95W17
6239.M03C11.6	Q21485
6239.T11F9.13	Q22404
6239.W10C8.5.1	O45011
6239.C07E3.8	Q17791
6239.K04C2.2	Q21210
6239.K09E2.3	Q21392
6239.Y66D12A.9.1	Q95PZ7
6239.Y108G3AL.3	Q95Y36
6239.C17E4.2	Q93228
6239.B0554.4	P91004
6239.F25D1.2	Q19776
6239.T15B12.2	Q22518
6239.F07H5.13	Q95QM7
6239.F46G11.6	A3FPI7
6239.K05G3.1	Q21251
6239.R11A8.1	Q21923
6239.D1025.10	Q564S7
6239.C32E8.1	P91131
6239.T08H10.3	Q22349
6239.Y37E11AL.9	Q9N442
6239.W02H3.3	E0AHB5
6239.Y92H12BR.2	Q9BPN9
6239.K02F6.6	O16629
6239.F11A5.6	O17790
6239.F07E5.4	P91221
6239.T16A1.4	P91444
6239.C09D4.3	O01733
6239.T23D5.8	O45801
6239.F48E8.4	Q09396
6239.T06E4.10	Q22264
6239.F41D9.3e	Q8WR44
6239.F33H12.1	O44844
6239.F01G12.18	E7EM27
6239.F41G3.18.1	Q58AU9
6239.T19A5.4	Q5VKT9
6239.C25F6.2a.2	Q9TX86
6239.T10B11.5	Q9TZH9
6239.B0379.7.1	Q9U3S6
6239.Y119C1B.5	Q95Y82
6239.R09H3.2	E7EM28
6239.K09C6.9	O16945
6239.F25E5.4	O76652
6239.C46A5.1	Q18652
6239.F28C6.6.1	Q7JPI2
6239.MTCE.12	Q85PL4
6239.Y116A8C.1	Q9U2T6
6239.T27C4.1.1	O61906
6239.F10E7.1	Q19309
6239.F45H10.5.1	Q8I119
6239.K07C5.9	Q8MQ09
6239.F16B12.6	Q93520
6239.W04E12.4	Q9XUL3
6239.Y66H1B.2a.2	H2B4N5
6239.C37A5.11	B0M0P3
6239.F43G9.21	H2L2D8
6239.C34F6.1	O17644
6239.T07F8.1	P91440
6239.C08B11.5.1	Q17352
6239.T05C12.11	Q7YWU2
6239.F02A9.6	Q8T5Y6
6239.C49A9.1	O44155
6239.R12E2.15.1	O61781
6239.F15D3.8	O62174
6239.ZK354.8	P91568
6239.F44G4.3	Q20413
6239.Y69A2AR.25	Q95XI1
6239.C29F9.12	Q9TZB6
6239.W05H12.1	G5EG41
6239.F29A7.5	O16205
6239.F47G3.3	Q9GYN8
6239.F55G7.2	Q20856
6239.ZK616.61	D0G912
6239.T27A8.7	G3MTY8
6239.T27C5.10	G5ECH4
6239.W05H7.1	O02176
6239.C02E7.8	O16429
6239.R05D7.5	O45708
6239.T24D1.1b	Q7Z1Z1
6239.Y71H2B.5	Q9N4F1
6239.C36B1.1d	Q9U9K7
6239.H21P03.2.1	Q9XTV3
6239.K02E2.11	C1P652
6239.D1046.4	Q18935
6239.T09E11.12	A0T4F5
6239.Y49E10.29	A3FPL3
6239.F07H5.8	Q19182
6239.T22E5.6	Q22684
6239.F42G9.9b.1	Q95QG4
6239.K11C4.2	Q94276
6239.F26F4.12.1	Q95QI6
6239.T13G4.4.2	Q966F6
6239.Y57A10C.11	Q5GMI1
6239.VZK822L.2	Q8I108
6239.F30A10.3.2	Q93644
6239.Y47D3A.29b	Q9NAH1
6239.Y75B8A.14.1	Q9XW68
6239.F15E6.5	O44493
6239.K07A1.6	P90911
6239.D1005.1.2	Q2Q3G3
6239.Y57A10A.31	Q9NA71
6239.K07G6.1	Q9TYQ3
6239.Y39E4A.1	O45921
6239.F35C11.7	Q8I4J7
6239.Y39F10C.2	G4SN17
6239.Y13C8A.2	Q7KX53
6239.Y73B6BL.47	A2V8C6
6239.K04H8.3	O01338
6239.B0462.4	Q7YX99
6239.F16G10.7	O76592
6239.T07F10.5.1	Q22319
6239.T22H2.5b.1	A5HBK2
6239.Y113G7A.8	M1ZMI3
6239.C49G7.6	O16223
6239.C31B8.9	O16902
6239.W10G11.19	O44923
6239.C18E9.3a	A9P338
6239.T26A8.3	Q22803
6239.W02B12.1	Q23119
6239.F55B12.10	A9QY28
