224308.Bsubs1_010100014651	O05413
224308.Bsubs1_010100017946	A0A0C2Q458
224308.Bsubs1_010100019196	A0A0C2UHP5
224308.Bsubs1_010100018336	A0A0C2UI77
224308.Bsubs1_010100019456	A0A0C2QNU5
224308.Bsubs1_010100020156	A0A0C2UIN7
224308.Bsubs1_010100004993	A0A0C2UP26
224308.Bsubs1_010100007421	A0A0C2UPE6
224308.Bsubs1_010100019871	A0A0C2U1Y5
224308.Bsubs1_010100002213	A0A0C2UBI8
224308.Bsubs1_010100003473	A0A0C2QPF0
224308.Bsubs1_010100003283	A0A0C2TZN6
224308.Bsubs1_010100007991	A0A0C2U1S4
224308.Bsubs1_010100019526	A0A0C2U2E0
224308.Bsubs1_010100012061	A0A0C2UM52
224308.Bsubs1_010100002338	A0A0C2QJI2
224308.Bsubs1_010100006281	A0A0C2QLR5
224308.Bsubs1_010100014341	A0A0C2QNY5
224308.Bsubs1_010100021436	A0A0C2QSD2
224308.Bsubs1_010100007946	A0A0C2UDE3
224308.Bsubs1_010100009861	A0A0C2UEX3
224308.Bsubs1_010100015296	A0A0C2UKL2
224308.Bsubs1_010100005861	A0A0C2UM19
224308.Bsubs1_010100020541	A0A0C2UND2
224308.Bsubs1_010100006011	A0A0C2UNI2
224308.Bsubs1_010100017971	A0A0C2Q451
224308.Bsubs1_010100014866	A0A0C2Q4D0
224308.Bsubs1_010100021786	A0A0C2U3Z3
224308.Bsubs1_010100006371	A0A0C2UBT6
224308.Bsubs1_010100000943	A0A0C2UG87
224308.Bsubs1_010100018721	A0A0C2UF32
224308.Bsubs1_010100018731	A0A0C2UHE9
224308.Bsubs1_010100014356	A0A0C2UE72
224308.Bsubs1_010100010051	A0A0C2UGQ2
224308.Bsubs1_010100003203	A0A0C2UB47
224308.Bsubs1_010100002953	A0A0C2PWS1
224308.Bsubs1_010100006481	A0A0C2PXP9
224308.Bsubs1_010100014416	A0A0C2PZH8
224308.Bsubs1_010100009856	A0A0C2Q0A2
224308.Bsubs1_010100020371	A0A0C2Q1R4
224308.Bsubs1_010100017086	A0A0C2Q6N8
224308.Bsubs1_010100009121	A0A0C2TYS3
224308.Bsubs1_010100004393	A0A0C2U2L7
224308.Bsubs1_010100018756	A0A0C2UHF4
224308.Bsubs1_010100020711	A0A0C2ULQ3
224308.Bsubs1_010100019796	A0A0C2QN83
224308.Bsubs1_010100000968	A0A0C2QNL3
224308.Bsubs1_010100020801	A0A0C2QSF6
224308.Bsubs1_010100018651	A0A0C2UF19
224308.Bsubs1_010100013566	A0A0C2UJZ9
224308.Bsubs1_010100003338	A0A0C2PWJ3
224308.Bsubs1_010100000325	A0A0C2Q2G6
224308.Bsubs1_010100015311	A0A0C2Q3U5
224308.Bsubs1_010100014286	A0A0C2U4J8
224308.Bsubs1_010100001648	A0A0C2U9D0
224308.Bsubs1_010100007281	A0A0C2UBL7
224308.Bsubs1_010100006066	A0A0C2UBM7
224308.Bsubs1_010100020071	A0A0C2UG28
224308.Bsubs1_010100009166	A0A0C2UAE4
224308.Bsubs1_010100009591	A0A0C2UD21
224308.Bsubs1_010100006996	A0A0C2UF94
224308.Bsubs1_010100011666	A0A0C2UHA0
224308.Bsubs1_010100015001	A0A0C2UJA1
224308.Bsubs1_010100016616	A0A0C2UK89
224308.Bsubs1_010100019226	A0A0C2U3R4
224308.Bsubs1_010100009351	A0A0C2UAH6
224308.Bsubs1_010100019626	A0A0C2PZB3
224308.Bsubs1_010100000480	A0A0C2Q1A1
224308.Bsubs1_010100014181	A0A0C2Q1K9
224308.Bsubs1_010100005796	A0A0C2Q6S9
224308.Bsubs1_010100005711	A0A0C2Q6U7
224308.Bsubs1_010100014496	A0A0C2QPD3
224308.Bsubs1_010100010686	A0A0C2QT60
224308.Bsubs1_010100015316	A0A0C2QTC9
224308.Bsubs1_010100018001	A0A0C2QTR1
224308.Bsubs1_010100005093	A0A0C2QWU1
224308.Bsubs1_010100004763	A0A0C2QXJ7
224308.Bsubs1_010100017276	A0A0C2TY23
224308.Bsubs1_010100010551	A0A0C2U231
224308.Bsubs1_010100014351	A0A0C2U2K5
224308.Bsubs1_010100015331	A0A0C2UGY2
224308.Bsubs1_010100021381	A0A0C2UJM9
224308.Bsubs1_010100012901	A0A0C2UMN1
224308.Bsubs1_010100008531	A0A0C2PVW6
224308.Bsubs1_010100014681	A0A0C2Q484
224308.Bsubs1_010100007066	A0A0C2QMS3
224308.Bsubs1_010100002128	A0A0C2U935
224308.Bsubs1_010100003093	A0A0C2UB27
224308.Bsubs1_010100018546	A0A0C2UEZ9
224308.Bsubs1_010100006621	A0A0C2UFV2
224308.Bsubs1_010100020381	A0A0C2UIJ2
224308.Bsubs1_010100016276	A0A0C2UIJ5
224308.Bsubs1_010100010801	A0A0C2Q3Q3
224308.Bsubs1_010100003318	A0A0C2QKV9
224308.Bsubs1_010100007221	A0A0C2U167
224308.Bsubs1_010100018586	A0A0C2UHC1
224308.Bsubs1_010100007131	A0A0C2PY58
224308.Bsubs1_010100010116	A0A0C2PZK8
224308.Bsubs1_010100020256	A0A0C2QRA0
224308.Bsubs1_010100012171	A0A0C2QV27
224308.Bsubs1_010100010296	A0A0C2QW96
224308.Bsubs1_010100005596	A0A0C2QWL1
224308.Bsubs1_010100017626	A0A0C2TY60
224308.Bsubs1_010100002588	A0A0C2TZC2
224308.Bsubs1_010100017801	A0A0C2U137
224308.Bsubs1_010100006756	A0A0C2U1E7
224308.Bsubs1_010100017936	A0A0C2U7J2
224308.Bsubs1_010100009001	A0A0C2UCQ2
224308.Bsubs1_010100013936	A0A0C2UNF7
224308.Bsubs1_010100001798	A0A0C2QJD4
224308.Bsubs1_010100010961	A0A0C2UH07
224308.Bsubs1_010100011691	A0A0C2UH92
224308.Bsubs1_010100004543	A0A0C2UML6
224308.Bsubs1_010100007656	A0A0C2UN19
224308.Bsubs1_010100005696	A0A0C2UNP8
224308.Bsubs1_010100009011	A0A0C2PW60
224308.Bsubs1_010100016306	A0A0C2Q3A4
224308.Bsubs1_010100014816	A0A0C2Q4B9
224308.Bsubs1_010100020511	A0A0C2UIF9
224308.Bsubs1_010100007496	A0A0C2QXA7
224308.Bsubs1_010100018656	A0A0C2U3H8
224308.Bsubs1_010100004053	A0A0C2UDY1
224308.Bsubs1_010100015756	A0A0C2ULZ9
224308.Bsubs1_010100011476	A0A0C2Q2A7
224308.Bsubs1_010100019371	A0A0C2UE34
224308.Bsubs1_010100009926	A0A0C2UEE2
224308.Bsubs1_010100002028	A8HTT2
224308.Bsubs1_010100003888	A0A0C2PX98
224308.Bsubs1_010100018541	A0A0C2Q0D5
224308.Bsubs1_010100018686	A0A0C2Q0F8
224308.Bsubs1_010100012911	A0A0C2Q5Y6
224308.Bsubs1_010100001463	A0A0C2Q655
224308.Bsubs1_010100005158	A0A0C2Q747
224308.Bsubs1_010100014111	A0A0C2QRJ1
224308.Bsubs1_010100013206	A0A0C2QUH5
224308.Bsubs1_010100008961	A0A0C2TYN8
224308.Bsubs1_010100009711	A0A0C2U3A4
224308.Bsubs1_010100010651	A0A0C2U6U4
224308.Bsubs1_010100016066	A0A0C2U8F8
224308.Bsubs1_010100008191	A0A0C2U9V2
224308.Bsubs1_010100009486	A0A0C2UAI9
224308.Bsubs1_010100008176	A0A0C2UCA9
224308.Bsubs1_010100012381	A0A0C2UKW0
224308.Bsubs1_010100012971	A0A0C2UL74
224308.Bsubs1_010100002488	A0A0C2QJN9
224308.Bsubs1_010100019606	A0A0C2QNS1
224308.Bsubs1_010100019316	A0A0C2QNW4
224308.Bsubs1_010100021701	A0A0C2UFJ1
224308.Bsubs1_010100000105	A0A0C2UHK2
224308.Bsubs1_010100020871	A0A0C2UIB6
224308.Bsubs1_010100021026	A0A0C2UIF6
224308.Bsubs1_010100014671	A0A0C2UL05
224308.Bsubs1_010100013626	A0A0C2ULD9
224308.Bsubs1_010100005063	A0A0C2UP12
224308.Bsubs1_010100016506	A0A0C2Q3E9
224308.Bsubs1_010100020266	A0A0C2U4W3
224308.Bsubs1_010100002578	A0A0C2QL13
224308.Bsubs1_010100003298	A0A0C2PX04
224308.Bsubs1_010100003683	A0A0C2PX39
224308.Bsubs1_010100009751	A0A0C2Q077
224308.Bsubs1_010100000765	A0A0C2Q146
224308.Bsubs1_010100010596	A0A0C2QT44
224308.Bsubs1_010100016781	A0A0C2QX46
224308.Bsubs1_010100013836	A0A0C2QXX1
224308.Bsubs1_010100010106	A0A0C2U2N5
224308.Bsubs1_010100015126	A0A0C2U779
224308.Bsubs1_010100005811	A0A0C2UA59
224308.Bsubs1_010100015436	A0A0C2UPS4
224308.Bsubs1_010100013791	A0A0C2UQ14
224308.Bsubs1_010100017751	A0A0C2PY26
224308.Bsubs1_010100020601	A0A0C2Q6J2
224308.Bsubs1_010100017141	A0A0C2QWB8
224308.Bsubs1_010100002618	A0A0C2TZB7
224308.Bsubs1_010100006556	A0A0C2U0C8
224308.Bsubs1_010100015456	A0A0C2UBA3
224308.Bsubs1_010100017631	A0A0C2UC90
224308.Bsubs1_010100016846	A0A0C2UD99
224308.Bsubs1_010100019501	A0A0C2UGF1
224308.Bsubs1_010100018986	A0A0C2UHJ5
224308.Bsubs1_010100016091	A0A0C2UKD5
224308.Bsubs1_010100012621	A0A0C2UL12
224308.Bsubs1_010100012541	A0A0C2UMF1
224308.Bsubs1_010100001448	A0A0C2UMW0
224308.Bsubs1_010100007431	A0A0C2Q7G8
224308.Bsubs1_010100002363	A0A0C2QJI7
224308.Bsubs1_010100018991	A0A0C2QQ29
224308.Bsubs1_010100017071	A0A0C2QS83
224308.Bsubs1_010100018321	A0A0C2UG57
224308.Bsubs1_010100008161	A0A0C2PVP2
224308.Bsubs1_010100013306	A0A0C2Q4W5
224308.Bsubs1_010100005008	A0A0C2Q779
224308.Bsubs1_010100019631	A0A0C2QNR6
224308.Bsubs1_010100010046	A0A0C2QP31
224308.Bsubs1_010100003038	A0A0C2TZI3
224308.Bsubs1_010100006796	A0A0C2U1D5
224308.Bsubs1_010100006116	A0A0C2UBN6
224308.Bsubs1_010100006811	A0A0C2UFC8
224308.Bsubs1_010100004418	A0A0C2UGM4
224308.Bsubs1_010100001363	A0A0C2ULF8
224308.Bsubs1_010100016796	A0A0C2UPB2
224308.Bsubs1_010100008606	A0A0C2QK66
224308.Bsubs1_010100008076	A0A0C2QN42
224308.Bsubs1_010100010271	A0A0C2ULW1
224308.Bsubs1_010100004593	A0A0C2UMM6
224308.Bsubs1_010100005431	A0A0C2UNV3
224308.Bsubs1_010100013156	A0A0C2Q4Z3
224308.Bsubs1_010100020106	A0A0C2U4Y9
224308.Bsubs1_010100003833	A0A0C2UBC5
224308.Bsubs1_010100018976	V5JG59
224308.Bsubs1_010100019886	A0A0C2PYY1
224308.Bsubs1_010100002153	A0A0C2PUY6
224308.Bsubs1_010100013966	A0A0C2Q7R1
224308.Bsubs1_010100022046	A0A0C2QQJ8
224308.Bsubs1_010100015801	A0A0C2QUU5
224308.Bsubs1_010100012221	A0A0C2QV36
224308.Bsubs1_010100012371	A0A0C2QV61
224308.Bsubs1_010100012546	A0A0C2QV90
224308.Bsubs1_010100012806	A0A0C2QVD3
224308.Bsubs1_010100006171	A0A0C2U045
224308.Bsubs1_010100006941	A0A0C2U1B2
224308.Bsubs1_010100012846	A0A0C2U964
224308.Bsubs1_010100007461	A0A0C2UAX2
224308.Bsubs1_010100011236	A0A0C2UD97
224308.Bsubs1_010100007996	A0A0C2UDD4
224308.Bsubs1_010100003713	A0A0C2UDS4
224308.Bsubs1_010100021276	A0A0C2UJK9
224308.Bsubs1_010100021401	A0A0C2UJN4
224308.Bsubs1_010100019076	A0A0C2Q4H5
224308.Bsubs1_010100022081	A0A0C2U440
224308.Bsubs1_010100013371	A0A0C2UK44
224308.Bsubs1_010100020336	A0A0C2U4U8
224308.Bsubs1_010100016881	A0A0C2PYF9
224308.Bsubs1_010100000963	A0A0C2PZ81
224308.Bsubs1_010100012596	A0A0C2QV97
224308.Bsubs1_010100005846	A0A0C2QWG5
224308.Bsubs1_010100007726	A0A0C2QXG3
224308.Bsubs1_010100017521	A0A0C2U9R4
224308.Bsubs1_010100010236	A0A0C2U9Y8
224308.Bsubs1_010100015386	A0A0C2UB82
224308.Bsubs1_010100003528	A0A0C2UDP1
224308.Bsubs1_010100012731	A0A0C2UMJ2
224308.Bsubs1_010100017076	A0A0C2Q2R3
224308.Bsubs1_010100021206	A0A0C2Q2R8
224308.Bsubs1_010100021366	A0A0C2Q2V2
224308.Bsubs1_010100015211	A0A0C2Q3V8
224308.Bsubs1_010100008206	A0A0C2QK01
224308.Bsubs1_010100009576	A0A0C2QKP3
224308.Bsubs1_010100019931	A0A0C2QNB5
224308.Bsubs1_010100007881	A0A0C2UG89
224308.Bsubs1_010100000320	A0A0C2UHL8
224308.Bsubs1_010100000195	A0A0C2UHN5
224308.Bsubs1_010100020786	A0A0C2UI83
224308.Bsubs1_010100021046	A0A0C2UIG0
224308.Bsubs1_010100010841	A0A0C2UKH7
224308.Bsubs1_010100017081	A0A0C2ULY8
224308.Bsubs1_010100015511	A0A0C2QXQ7
224308.Bsubs1_010100019946	A0A0C2U200
224308.Bsubs1_010100014006	A0A0C2UNE6
224308.Bsubs1_010100008056	A0A0C2QN45
224308.Bsubs1_010100001263	A0A0C2UFJ9
224308.Bsubs1_010100017931	A0A0C2UKY4
224308.Bsubs1_010100007481	A0A0C2UMX0
224308.Bsubs1_010100006741	A0A0C2PYD4
224308.Bsubs1_010100017211	A0A0C2Q6M1
224308.Bsubs1_010100010941	A0A0C2U542
224308.Bsubs1_010100012676	A0A0C2U933
224308.Bsubs1_010100018271	A0A0C2UJY5
224308.Bsubs1_010100014741	A0A0C2Q4A1
224308.Bsubs1_010100008911	A0A0C2QKB9
224308.Bsubs1_010100006141	A0A0C2UBP2
224308.Bsubs1_010100002318	A0A0C2TXV1
224308.Bsubs1_010100009026	A0A0C2UCQ8
224308.Bsubs1_010100007296	A0A0C2UE24
224308.Bsubs1_010100009736	A0A0C2UEU9
224308.Bsubs1_010100019366	A0A0C2UGI4
224308.Bsubs1_010100016641	A0A0C2UK94
224308.Bsubs1_010100018251	A0A0C2U6C3
224308.Bsubs1_010100002388	A0A0C2PVA1
224308.Bsubs1_010100020276	A0A0C2Q1T4
224308.Bsubs1_010100004423	A0A0C2Q7A0
224308.Bsubs1_010100004608	A0A0C2Q7D1
224308.Bsubs1_010100018496	A0A0C2QPQ8
224308.Bsubs1_010100000795	A0A0C2QQN0
224308.Bsubs1_010100000485	A0A0C2QQT4
224308.Bsubs1_010100017701	A0A0C2U1J1
224308.Bsubs1_010100002058	A0A0C2UBM6
224308.Bsubs1_010100001778	A0A0C2UBT2
224308.Bsubs1_010100006971	A0A0C2UCW3
224308.Bsubs1_010100009496	A0A0C2UCZ8
224308.Bsubs1_010100019011	A0A0C2UHK1
224308.Bsubs1_010100016131	A0A0C2ULU0
224308.Bsubs1_010100015831	A0A0C2ULY7
224308.Bsubs1_010100008816	A0A0C2PW25
224308.Bsubs1_010100000200	A0A0C2Q2I9
224308.Bsubs1_010100007356	A0A0C2UMT3
224308.Bsubs1_010100005551	A0A0C2UNS9
224308.Bsubs1_010100016776	A0A0C2UPA6
224308.Bsubs1_010100021891	A0A0C2Q0Y3
224308.Bsubs1_010100015846	A0A0C2Q582
224308.Bsubs1_010100018086	A0A0C2U7G1
224308.Bsubs1_010100016816	A0A0C2UAT5
224308.Bsubs1_010100016241	A0A0C2Q389
224308.Bsubs1_010100000655	A0A0C2U494
224308.Bsubs1_010100014746	A0A0C2UJL5
224308.Bsubs1_010100012226	A0A0C2Q5I5
224308.Bsubs1_010100005686	A0A0C2Q6V1
224308.Bsubs1_010100013986	A0A0C2Q7R0
224308.Bsubs1_010100000230	A0A0C2QS18
224308.Bsubs1_010100017676	A0A0C2U1K0
224308.Bsubs1_010100020816	A0A0C2U662
224308.Bsubs1_010100012161	A0A0C2U8T8
224308.Bsubs1_010100017126	A0A0C2UA06
224308.Bsubs1_010100008676	A0A0C2UCJ1
224308.Bsubs1_010100000410	A0A0C2UJ88
224308.Bsubs1_010100015841	A0A0C2UKH8
224308.Bsubs1_010100002603	A0A0C2PWM4
224308.Bsubs1_010100016576	A0A0C2Q3G5
224308.Bsubs1_010100006496	A0A0C2QLW3
224308.Bsubs1_010100004738	A0A0C2U4N7
224308.Bsubs1_010100017821	A0A0C2UCN9
224308.Bsubs1_010100014831	A0A0C2UL39
224308.Bsubs1_010100013536	A0A0C2ULG0
224308.Bsubs1_010100006876	A0A0C2PYA5
224308.Bsubs1_010100007796	A0A0C2Q1F1
224308.Bsubs1_010100012571	A0A0C2QV92
224308.Bsubs1_010100018606	A0A0C2U3H3
224308.Bsubs1_010100003288	A0A0C2UDN3
224308.Bsubs1_010100018261	A0A0C2Q367
224308.Bsubs1_010100020516	A0A0C2U4P3
224308.Bsubs1_010100022126	A0A0C2UFR1
224308.Bsubs1_010100000545	A0A0C2UI34
224308.Bsubs1_010100001528	A0A0C2ULB6
224308.Bsubs1_010100017181	A0A0C2ULX3
224308.Bsubs1_010100005511	A0A0C2UM79
224308.Bsubs1_010100012756	A0A0C2UMJ8
224308.Bsubs1_010100006901	A0A0C2PYA1
224308.Bsubs1_010100021851	A0A0C2Q0X8
224308.Bsubs1_010100013721	A0A0C2QU44
224308.Bsubs1_010100010586	A0A0C2U6S9
224308.Bsubs1_010100005746	A0A0C2UA72
224308.Bsubs1_010100007731	A0A0C2Q7K5
224308.Bsubs1_010100008006	A0A0C2QN51
224308.Bsubs1_010100016861	A0A0C2UD34
224308.Bsubs1_010100000185	A0A0C2UJC2
224308.Bsubs1_010100020796	A0A0C2UJR8
224308.Bsubs1_010100016726	A0A0C2UP97
224308.Bsubs1_010100020831	A0A0C2Q304
224308.Bsubs1_010100021021	A0A0C2Q347
224308.Bsubs1_010100018021	A0A0C2Q439
224308.Bsubs1_010100020361	A0A0C2U4U4
224308.Bsubs1_010100022136	A0A0C2UHZ9
224308.Bsubs1_010100021161	A0A0C2UIQ8
224308.Bsubs1_010100016736	A0A0C2Q7E3
224308.Bsubs1_010100003978	A0A0C2QLJ4
224308.Bsubs1_010100016056	A0A0C2QUQ4
224308.Bsubs1_010100016831	A0A0C2UAT4
224308.Bsubs1_010100016321	A0A0C2UK23
224308.Bsubs1_010100012146	A0A0C2QV24
224308.Bsubs1_010100013031	A0A0C2QVH8
224308.Bsubs1_010100021651	A0A0C2Q0V5
224308.Bsubs1_010100005521	A0A0C2QWM1
224308.Bsubs1_010100001808	A0A0C2TXS1
224308.Bsubs1_010100019346	A0A0C2U2H3
224308.Bsubs1_010100012531	A0A0C2UKZ1
224308.Bsubs1_010100012011	A0A0C2UM45
224308.Bsubs1_010100009086	A0A0C2PW69
224308.Bsubs1_010100021441	A0A0C2Q2W7
224308.Bsubs1_010100020781	A0A0C2Q2Z5
224308.Bsubs1_010100006746	A0A0C2QMX1
224308.Bsubs1_010100010916	A0A0C2U536
224308.Bsubs1_010100018436	A0A0C2UI60
224308.Bsubs1_010100007371	A0A0C2UPD5
224308.Bsubs1_010100015606	A0A0C2Q5B0
224308.Bsubs1_010100017526	A0A0C2TY48
224308.Bsubs1_010100019991	A0A0C2U206
224308.Bsubs1_010100008781	A0A0C2UCK9
224308.Bsubs1_010100009691	A0A0C2UD44
224308.Bsubs1_010100005656	A0A0C2UM51
224308.Bsubs1_010100012191	A0A0C2UM75
224308.Bsubs1_010100001503	A0A0C2U9D3
224308.Bsubs1_010100003143	A0A0C2UB37
224308.Bsubs1_010100017226	G9LQ79
224308.Bsubs1_010100001233	A0A0C2PYK2
224308.Bsubs1_010100022066	A0A0C2QQK2
224308.Bsubs1_010100013281	A0A0C2QUE4
224308.Bsubs1_010100012081	A0A0C2U8S5
224308.Bsubs1_010100007391	A0A0C2UAV2
224308.Bsubs1_010100002343	A0A0C2PV88
224308.Bsubs1_010100012176	A0A0C2Q5H7
224308.Bsubs1_010100008831	A0A0C2UCL9
224308.Bsubs1_010100006676	A0A0C2UD30
224308.Bsubs1_010100018936	A0A0C2UF82
224308.Bsubs1_010100009941	A0A0C2UGS2
224308.Bsubs1_010100010936	A0A0C2UGZ6
224308.Bsubs1_010100016511	A0A0C2UIQ0
224308.Bsubs1_010100013271	A0A0C2UK66
224308.Bsubs1_010100012581	A0A0C2UL02
224308.Bsubs1_010100007411	A0A0C2UMU4
224308.Bsubs1_010100007631	A0A0C2UN11
224308.Bsubs1_010100022106	A0A0C2U444
224308.Bsubs1_010100008916	A0A0C2PW45
224308.Bsubs1_010100001783	A0A0C2TXS4
224308.Bsubs1_010100012896	A0A0C2U972
224308.Bsubs1_010100007561	A0A0C2UAZ4
224308.Bsubs1_010100006526	A0A0C2UBW9
224308.Bsubs1_010100010556	A0A0C2UDP4
224308.Bsubs1_010100017881	A0A0C2UKZ5
224308.Bsubs1_010100016106	A0A0C2ULU3
224308.Bsubs1_010100018191	A0A0C2Q385
224308.Bsubs1_010100006721	A0A0C2PYD9
224308.Bsubs1_010100001028	A0A0C2PZ67
224308.Bsubs1_010100019476	A0A0C2PZD5
224308.Bsubs1_010100018841	A0A0C2Q0J0
224308.Bsubs1_010100004703	A0A0C2Q1L4
224308.Bsubs1_010100019216	A0A0C2QQ93
224308.Bsubs1_010100022091	A0A0C2QQK6
224308.Bsubs1_010100000695	A0A0C2QQP9
224308.Bsubs1_010100020176	A0A0C2QRB6
224308.Bsubs1_010100015116	A0A0C2QTH6
224308.Bsubs1_010100004503	A0A0C2QWZ4
224308.Bsubs1_010100002453	A0A0C2TXY4
224308.Bsubs1_010100018036	A0A0C2U7H2
224308.Bsubs1_010100016771	A0A0C2UAS7
224308.Bsubs1_010100007336	A0A0C2UAU3
224308.Bsubs1_010100007351	A0A0C2Q7F8
224308.Bsubs1_010100017046	A0A0C2QS78
224308.Bsubs1_010100021281	A0A0C2QSA1
224308.Bsubs1_010100017741	A0A0C2U125
224308.Bsubs1_010100010511	A0A0C2U240
224308.Bsubs1_010100001668	A0A0C2UBV1
224308.Bsubs1_010100008456	A0A0C2UCF4
224308.Bsubs1_010100003558	A0A0C2UDP5
224308.Bsubs1_010100019261	A0A0C2UFA6
224308.Bsubs1_010100021996	A0A0C2UFN8
224308.Bsubs1_010100007856	A0A0C2UG83
224308.Bsubs1_010100004348	A0A0C2UGN4
224308.Bsubs1_010100012366	A0A0C2UMB2
224308.Bsubs1_010100015236	A0A0C2Q3V4
224308.Bsubs1_010100003343	A0A0C2QKV3
224308.Bsubs1_010100014566	A0A0C2QLC0
224308.Bsubs1_010100006656	A0A0C2QMY8
224308.Bsubs1_010100004113	A0A0C2UBI1
224308.Bsubs1_010100020396	A0A0C2UII7
224308.Bsubs1_010100019026	A0A0C2UL77
224308.Bsubs1_010100020691	A0A0C2ULS3
224308.Bsubs1_010100015821	A0A0C2Q584
224308.Bsubs1_010100007701	A0A0C2QXF8
224308.Bsubs1_010100014851	A0A0C2U7P6
224308.Bsubs1_010100019666	A0A0C2UKR4
224308.Bsubs1_010100018531	A0A0C2U3F6
224308.Bsubs1_010100020216	A0A0C2UGN7
224308.Bsubs1_010100006161	A0A0C2PXK4
224308.Bsubs1_010100014941	A0A0C2Q4E6
224308.Bsubs1_010100006511	A0A0C2U0B8
224308.Bsubs1_010100003858	A0A0C2QLH5
224308.Bsubs1_010100008331	A0A0C2U9Y2
224308.Bsubs1_010100021871	A0A0C2Q0Y0
224308.Bsubs1_010100021151	A0A0C2Q1X9
224308.Bsubs1_010100018151	A0A0C2QTN3
224308.Bsubs1_010100012136	A0A0C2U8T3
224308.Bsubs1_010100008956	A0A0C2UAA4
224308.Bsubs1_010100007746	A0A0C2UB29
224308.Bsubs1_010100013061	A0A0C2Q619
224308.Bsubs1_010100010531	A0A0C2U235
224308.Bsubs1_010100007186	A0A0C2PY53
224308.Bsubs1_010100020006	A0A0C2PZ14
224308.Bsubs1_010100018766	A0A0C2Q0H3
224308.Bsubs1_010100010981	A0A0C2Q228
224308.Bsubs1_010100020151	A0A0C2QRC3
224308.Bsubs1_010100013136	A0A0C2QUK2
224308.Bsubs1_010100017406	A0A0C2TY35
224308.Bsubs1_010100009516	A0A0C2TYZ3
224308.Bsubs1_010100014826	A0A0C2U7P2
224308.Bsubs1_010100019326	A0A0C2UE44
224308.Bsubs1_010100015056	A0A0C2UJ93
224308.Bsubs1_010100002413	A0A0C2PVA5
224308.Bsubs1_010100004588	A0A0C2Q7C8
224308.Bsubs1_010100017416	A0A0C2QJT7
224308.Bsubs1_010100019241	A0A0C2QQ54
224308.Bsubs1_010100000330	A0A0C2QS01
224308.Bsubs1_010100007126	A0A0C2UCT5
224308.Bsubs1_010100008091	A0A0C2UDB3
224308.Bsubs1_010100018666	A0A0C2UF23
224308.Bsubs1_010100000605	A0A0C2UFW8
224308.Bsubs1_010100018141	A0A0C2UJD3
224308.Bsubs1_010100007606	A0A0C2UN03
224308.Bsubs1_010100008376	A0A0C2PVT4
224308.Bsubs1_010100002678	A0A0C2PWL4
224308.Bsubs1_010100003793	A0A0C2UBB9
224308.Bsubs1_010100011271	A0A0C2UFN2
224308.Bsubs1_010100004003	A0A0C2PXC6
224308.Bsubs1_010100019491	A0A0C2PZD4
224308.Bsubs1_010100021591	A0A0C2QQC6
224308.Bsubs1_010100020281	A0A0C2QR94
224308.Bsubs1_010100011726	A0A0C2QRM8
224308.Bsubs1_010100020886	A0A0C2QSH6
224308.Bsubs1_010100012236	A0A0C2U8V2
224308.Bsubs1_010100009611	A0A0C2UAL7
224308.Bsubs1_010100021456	A0A0C2UJP3
224308.Bsubs1_010100012781	A0A0C2UMK3
224308.Bsubs1_010100001538	A0A0C2UMT7
224308.Bsubs1_010100002628	A0A0C2PWM0
224308.Bsubs1_010100013426	A0A0C2Q4T5
224308.Bsubs1_010100017391	A0A0C2QJT4
224308.Bsubs1_010100008736	A0A0C2QK86
224308.Bsubs1_010100002938	A0A0C2QL35
224308.Bsubs1_010100003883	A0A0C2QLH8
224308.Bsubs1_010100006726	A0A0C2QMX5
224308.Bsubs1_010100015336	A0A0C2QPB9
224308.Bsubs1_010100000705	A0A0C2U485
224308.Bsubs1_010100014536	A0A0C2UEI8
224308.Bsubs1_010100007146	A0A0C2UF71
224308.Bsubs1_010100020166	A0A0C2UGQ5
224308.Bsubs1_010100011446	A0A0C2UHE6
224308.Bsubs1_010100016246	A0A0C2UIJ0
224308.Bsubs1_010100010701	A0A0C2UIZ3
224308.Bsubs1_010100013611	A0A0C2UJY8
224308.Bsubs1_010100013326	A0A0C2UK55
224308.Bsubs1_010100014881	A0A0C2UL48
224308.Bsubs1_010100013601	A0A0C2ULE4
224308.Bsubs1_010100008466	A0A0C2PVV0
224308.Bsubs1_010100004043	A0A0C2UBG6
224308.Bsubs1_010100000750	A0A0C2UI17
224308.Bsubs1_010100004638	A0A0C2UP87
224308.Bsubs1_010100000988	A0A0C2PZ76
224308.Bsubs1_010100012736	A0A0C2QVC1
224308.Bsubs1_010100002428	A0A0C2QJK1
224308.Bsubs1_010100017786	A0A0C2QMN1
224308.Bsubs1_010100010581	A0A0C2UIX5
224308.Bsubs1_010100004108	A0A0C2PXE8
224308.Bsubs1_010100015901	A0A0C2Q572
224308.Bsubs1_010100013011	A0A0C2QVH1
224308.Bsubs1_010100004988	A0A0C2QWW1
224308.Bsubs1_010100007571	A0A0C2QXC5
224308.Bsubs1_010100017571	A0A0C2TY53
224308.Bsubs1_010100018726	A0A0C2U3J1
224308.Bsubs1_010100019086	A0A0C2U7U0
224308.Bsubs1_010100006361	A0A0C2UEA9
224308.Bsubs1_010100020821	A0A0C2UJS1
224308.Bsubs1_010100018561	A0A0C2QPS5
224308.Bsubs1_010100004098	A0A0C2UDZ2
