5833.PF14_0425	P14223
5833.PFD0020c	Q9XZB4
5833.PFD0830w	A0A060DBV6
5833.PF11_0165	A0A077GWR2
5833.PF13_0192	C5HEM3
5833.PF13_0348	C5HXV8
5833.PFA0125c	J7GNL8
5833.PFI1475w	I2BJG0
5833.PF14_0431	Q9BKN8
5833.PFB0935w	B0M0V5
5833.MAL7P1.176	Q105B0
5833.PFB0300c	Q9U0A4
5833.PFI1475w	A7LLA1
5833.PFE0395c	C5HXJ1
5833.PFI1475w	A7LL99
5833.PFI1260c	Q9XYC7
5833.MAL13P1.480	B7SSD0
5833.MAL7P1.208	B9VGX1
5833.PF10_0144	C4N8A2
5833.PF13_0338	C5HXB7
5833.PFL1710c	C5J0B8
5833.PFL1710c	C5J0D6
5833.PFE1150w	A0A076JMY2
5833.PFE1150w	G3LXS9
5833.PF14_0788	Q7Z1B9
5833.PFI0265c	Q9U4U1
5833.PFA0125c	C0L3G2
5833.PFA0590w	D0QEX9
5833.PFE1150w	G3LXR6
5833.PFD0830w	A0A060D653
5833.PFI1475w	A0SJP3
5833.PF14_0068	O15647
5833.PF13_0133	Q17SA9
5833.PFL0005w	Q9XZ82
5833.PFI0265c	B9VGI8
5833.PF13_0192	C5HEM5
5833.PF11_0344	A5GZ82
5833.PF11_0344	D9MXU9
5833.PFL0030c	Q7Z1R9
5833.PFF0995c	Q868T7
5833.PFE1150w	R4JXR6
5833.PFB0295w	E1CDE8
5833.PF10_0342	D9HMX9
5833.PF11_0344	D9MXH6
5833.PF11_0344	D9MY35
5833.PF11_0344	B2LUZ0
5833.PF13_0197	C5HED9
5833.PF11_0344	D9MXN5
5833.PF11_0344	A0A089QDH7
5833.PFE0065w	Q9NFH7
5833.PFD0020c	B5LGZ9
5833.PF10_0347	C5HEG4
5833.PF10_0348	C5HEI9
5833.PFC0210c	C5MKA2
5833.PF11_0344	D9MXV0
5833.MAL13P1.480	E2DSA0
5833.PF11_0483	Q5EI74
5833.PF13_0076	Q9NFG5
5833.PFF0615c	Q9NGS1
5833.PF14_0100	Q27725
5833.PFE0065w	Q9NFF5
5833.PF13_0276	Q9NFH3
5833.PFI1475w	D5LJ96
5833.PFI1475w	D5LJB1
5833.PF14_0102	B9VGE0
5833.PFI0265c	B9VGI9
5833.MAL7P1.176	A0A023ZZV8
5833.PFE1640w	Q1KV16
5833.PF10_0342	D9HMX4
5833.PFE1150w	G3LXS0
5833.PF11_0344	M1VLT9
5833.PF11_0258	A9J0F3
5833.MAL7P1.229	B0M102
5833.PFC0120w	B0M137
5833.PF10_0345	Q0KGB8
5833.MAL13P1.413	Q6V0W9
5833.MAL7P1.176	Q8I7A0
5833.PFB0310c	Q8T7T5
5833.PFB0310c	Q8T7U8
5833.PF10_0344	Q9U0Q5
5833.PFC1120c	Q9U7I6
5833.PFI1475w	Q70HF9
5833.PF11_0175	Q9NFG9
5833.PFE0120c	S5Y6G4
5833.PFE1150w	A0A067Z9A8
5833.PF13_0238	A0A077H038
5833.PF11_0344	C5HW90
5833.PF13_0348	C5HY02
5833.PFI1475w	A7LLA8
5833.MAL7P1.176	C0L3F0
5833.PFA0590w	D0QEW1
5833.PFD0830w	D0QXK4
5833.PFE1150w	G3LXL9
5833.PF13_0247	Q8TA22
5833.PFD0830w	A0A060D5K6
5833.PFI1475w	A3E7E1
5833.PFE0080c	C5HEW8
5833.PF11_0344	C5IEK5
5833.PFE1150w	R4JY41
5833.MAL7P1.176	I6M208
5833.PFB0340c	C5HEQ9
5833.PFD0955w	C5HET7
5833.PF11_0344	C5IEK2
5833.PF10_0342	D9HMZ8
5833.PFE0040c	Q86BT6
5833.MAL7P1.176	Q8I796
5833.MAL13P1.413	Q9NNV9
5833.PF10_0337	Q9U464
5833.PFC0210c	Q8I9H3
5833.PF11_0148	A0A0A0RAF8
5833.PF11_0344	I4CG09
5833.PF11_0344	I4CG60
5833.PF10_0356	Q26028
5833.PF13_0218	S5YWM6
5833.PFB0340c	I0IYY0
5833.PFB0340c	I0IZ02
5833.PF11_0344	M1VLV0
5833.PFC0120w	Q4AE82
5833.PF10_0009	Q9TZS9
5833.PFE0120c	S5ZEW7
5833.PFI1475w	M1UZN7
5833.PFB0190c	Q25776
5833.PF11_0060	Q25909
5833.PF13_0022	Q8T356
5833.PFI1475w	Q9BJS6
5833.PF14_0455	Q25919
5833.PFF0740c	Q6A0I5
5833.MAL7P1.208	C5HXP2
5833.MAL7P1.208	C5HXT1
5833.PFI1475w	A7LL77
5833.PFI1475w	Q56R32
5833.PFI1475w	Q56R36
5833.PFC0210c	I1ZBM4
5833.PF10_0356	Q25901
5833.PFE1150w	A0A060D292
5833.PFI1475w	A3E7E5
5833.PFL1710c	C5J0C7
5833.PF14_0102	I6M265
5833.PF13_0193	C5HER3
5833.PF13_0348	C5HXZ2
5833.PFC0210c	C6FH53
5833.PF11_0344	D9MXW9
5833.PF11_0295	Q86GK8
5833.PF11_0344	B2LV22
5833.PF11_0344	B2LV37
5833.PFB0340c	Q9NIF4
5833.PFI1475w	D5LIU0
5833.PFI1475w	D5LJ24
5833.PFI1475w	D5LJ71
5833.PFI0265c	B9VGI3
5833.PF10_0348	C5HEJ5
5833.PF11_0344	E1ANK9
5833.MAL13P1.480	H2E600
5833.PF11_0344	I4CGX3
5833.MAL13P1.274	Q962N7
5833.PFB0340c	I0IYX5
5833.PFC0120w	Q4AE85
5833.PFE1150w	S5YWE7
5833.PFB0340c	I0IZN3
5833.PFB0935w	B0M0X2
5833.PFL2050w	Q5EI75
5833.PFB0915w	Q8IFT4
5833.PFI1475w	O43996
5833.PFB0405w	A0A059WNB7
5833.PFF0995c	C5HDU9
5833.PF13_0338	C5HXB1
5833.PFL1710c	C5J0B4
5833.PF13_0238	A0A077H3C7
5833.PFA0590w	D0QEV7
5833.PF11_0224	Q6V9G4
5833.PFA0765c	Q9U773
5833.PFI1475w	A0SJJ1
5833.PFI1475w	A0SJJ8
5833.MAL7P1.176	I6M216
5833.PF10_0355	D9HND5
5833.PF13_0019	D9IWI9
5833.PF11_0264	Q9GZ07
5833.PF11_0344	B2LUY6
5833.PF14_0102	I6M263
5833.PF13_0271	I6Q417
5833.PF13_0201	W8VNB6
5833.PFI1475w	A0SJI5
5833.MAL7P1.27	G8C4M1
5833.MAL7P1.27	G8C4L4
5833.PFA0590w	D0QEY4
5833.PF11_0512	Q07127
5833.PF08_0044	Q27739
5833.PFB0300c	Q9BJN3
5833.PFI1475w	Q9BJV3
5833.PF11_0241	Q9GVB4
5833.PFI1475w	A0SJN4
5833.PFB0300c	Q9GQZ9
5833.PFI1475w	D5LJA0
5833.PF08_0087	Q7KAV0
5833.PFE0705c	B8XWZ5
5833.PFI1475w	Q56R25
5833.PF13_0271	S5Y699
5833.PFI1475w	M1V915
5833.PFD0830w	M1PK36
5833.PFF0220w	Q25768
5833.PF11_0040	Q8WT11
5833.PFI0265c	B0M159
5833.PF08_0142	O44040
5833.MAL13P1.365	Q0ZAG1
5833.PF10_0213	Q25709
5833.PFE0660c	Q8T9Z7
5833.PF11_0344	Q9BHP7
5833.PF11_0344	A0A075DBQ0
5833.PFB0340c	C5HW63
5833.PF11_0344	C5HW98
5833.PFI1475w	A7LL80
5833.PFE0120c	Q964F8
5833.PFE0625w	Q9Y009
5833.PFI1475w	A7LLA3
5833.PF13_0019	D9IWJ4
5833.PFE1150w	G3LXL7
5833.PFE1150w	R4JSA9
5833.PFE1150w	R4K0F2
5833.PF11_0344	D7GLN7
5833.PFB0300c	J9YM41
5833.MAL13P1.76	M9VUH5
5833.PF13_0238	A0A077LPE1
5833.PFI1475w	M1V974
5833.PFB0310c	Q58ST1
5833.PF11_0344	Q8I766
5833.PF14_0463	Q968Y0
5833.MAL7P1.27	G8C4R8
5833.PF11_0344	Q25746
5833.PFB0310c	Q58SU1
5833.PF08_0103	Q6S934
5833.PFL0030c	Q7Z1S8
5833.PFI1475w	D5LJ78
5833.PF11_0344	Q9BHQ1
5833.PFI1475w	D5LJ11
5833.MAL8P1.57	O96597
5833.PFB0310c	Q58ST7
5833.PFC0470w	Q689C3
5833.PFI1475w	D5LJG8
5833.MAL7P1.27	G8C4F8
5833.MAL7P1.27	G8C606
5833.PFI1475w	D5LJB4
5833.PFI1475w	D5LJD1
5833.PF14_0102	B9VGF4
5833.PFI1475w	D5LIW8
5833.PFI1475w	D5LJ07
5833.PFI1475w	D5LJH5
5833.PFI0265c	B9VGH3
5833.PFI1475w	D5LIX2
5833.PFA0015c	Q1KV45
5833.PF11_0344	E1ANJ7
5833.PFC0210c	Q25796
5833.PFE1150w	C3S7P2
5833.PFE1150w	F1C8M8
5833.PF11_0344	I4CG19
5833.PFE1150w	F1C8N4
5833.PF13_0198	Q7YWF2
5833.PFA0310c	E1CBY5
5833.PFC0575w	Q689C0
5833.PFL1950w	A0MAF6
5833.PFI1475w	I2BJG3
5833.PFA0310c	I3QPI3
5833.PF11_0344	I4CGQ4
5833.PFA0310c	I6Q0E7
5833.PFI1475w	M1VKX2
5833.PFE0395c	A8QVQ3
5833.PF11_0344	M1V148
5833.MAL13P1.176	Q5QSD9
5833.PFL1410c	S5Y6H3
5833.PFI1475w	Q9UAI7
5833.PF11_0344	M1VAE3
5833.PFI1475w	M1VKI0
5833.PFB0935w	B0M0Y4
5833.PFI1475w	Q25983
5833.PF11_0344	I4CGS3
5833.PFE0120c	S5Y6D8
5833.PFI1475w	M1V908
5833.PFC0110w	B0M152
5833.PFD1180w	Q01423
5833.PF11_0344	Q967I2
5833.PF11_0344	Q9N9E7
5833.PF11_0344	M1VQA1
5833.PFI1475w	Q70HG2
5833.PFD0625c	O44033
5833.PFE0025c	Q2XRC1
5833.PF13_0238	A0A0A0WJN1
5833.PF10_0348	C5HX15
5833.PF13_0338	C5HX65
5833.MAL7P1.176	Q105H6
5833.PFE1640w	Q9U7H4
5833.MAL7P1.205	Q8IAK0
5833.PFE1640w	Q9U4W6
5833.PFD1000c	Q9XZ93
5833.PF11_0165	A0A077GZH8
5833.MAL13P1.63	A2ICF4
5833.PF11_0344	C5HWB0
5833.MAL7P1.208	C5HXQ0
5833.MAL7P1.208	C5HXS6
5833.PF13_0348	C5HY18
5833.PF13_0238	A0A077GY55
5833.PFI1475w	C4PDY7
5833.MAL13P1.174	C5HE51
5833.PFE0395c	C5HXL8
5833.PFF0995c	J7GVU2
5833.PFB0305c.1	Q1WG92
5833.PF11_0509	Q8MPL0
5833.PF10_0334	Q94651
5833.PF13_0201	Q26020
5833.PFI1475w	Q9BJV5
5833.PFB0405w	A0A059WHM8
5833.PF13_0238	A0A077H346
5833.PF13_0197	C5HWN3
5833.PF13_0348	C5HY13
5833.PFL1710c	C5J096
5833.PFI1730w	Q9GQ96
5833.PFA0590w	A0A076PXT4
5833.PFF0615c	C5HE27
5833.PF10_0346	C5HEB7
5833.PFI1475w	A7LL91
5833.PFA0590w	D0QEW8
5833.MAL7P1.27	Q0P145
5833.PFF0730c	Q9BJJ9
5833.PF13_0238	A0A077GXT1
5833.PFI1475w	A0SJK7
5833.PFI1475w	A5JSH7
5833.PF10_0346	Q6R1M4
5833.PFI1475w	A3E7D9
5833.PFF0020c	Q1KV60
5833.MAL13P1.295	Q25915
5833.PF14_0100	Q9TX46
5833.PFI1475w	A0SJL3
5833.PFI1475w	A0SJM0
5833.PFI1475w	A7LL53
5833.PFA0310c	E5RTZ2
5833.MAL7P1.176	Q58HK7
5833.PFI1475w	A0SJE4
5833.PFI1475w	A0SJN1
5833.PFE1150w	Q0P141
5833.PFA0125c	Q6RKQ6
5833.PF11_0344	A3F8A6
5833.PFE0080c	B9VGG4
5833.PFC0210c	Q8I9H7
5833.PF14_0127	Q9U419
5833.PFI1475w	A0SJD2
5833.PFA0310c	E5RUA2
5833.PFE0120c	S5YJF1
5833.PFL1385c	C5HEE8
5833.PF14_0102	I6M275
5833.PF10_0352	C5HEK8
5833.MAL7P1.176	I6M228
