10116.ENSRNOP00000016981	P35213
10116.ENSRNOP00000019299	D4AAU2
10116.ENSRNOP00000045041	D4ABJ0
10116.ENSRNOP00000014193	D4ABX6
10116.ENSRNOP00000012951	D4ACX0
10116.ENSRNOP00000045458	D4AE42
10116.ENSRNOP00000067313	D4AE51
10116.ENSRNOP00000000990	Q7YPE0
10116.ENSRNOP00000064352	M0R4Q8
10116.ENSRNOP00000035213	M0R7B7
10116.ENSRNOP00000065645	M0R854
10116.ENSRNOP00000064522	M0R564
10116.ENSRNOP00000064855	M0R5H1
10116.ENSRNOP00000064745	M0R5R7
10116.ENSRNOP00000064864	M0R627
10116.ENSRNOP00000065881	M0R8T1
10116.ENSRNOP00000066474	M0RAC9
10116.ENSRNOP00000067772	M0RDR4
10116.ENSRNOP00000010831	Q19P45
10116.ENSRNOP00000037009	Q33BM1
10116.ENSRNOP00000053204	P70644
10116.ENSRNOP00000021170	Q9JIV7
10116.ENSRNOP00000039048	A5YN21
10116.ENSRNOP00000059005	Q99JC7
10116.ENSRNOP00000039050	B6DYQ1
10116.ENSRNOP00000064024	A0A096MJ76
10116.ENSRNOP00000004243	A0A096MK21
10116.ENSRNOP00000020267	Q99PU6
10116.ENSRNOP00000005646	Q9QZH5
10116.ENSRNOP00000060248	A0A0A0MY40
10116.ENSRNOP00000044638	E9PTC0
10116.ENSRNOP00000030534	E9PTJ1
10116.ENSRNOP00000050917	E9PTN1
10116.ENSRNOP00000043812	Q3LZI8
10116.ENSRNOP00000061864	A0JPN7
10116.ENSRNOP00000009098	Q6TUH7
10116.ENSRNOP00000033887	E9MW48
10116.ENSRNOP00000049297	F1LMI8
10116.ENSRNOP00000003131	F1LNF3
10116.ENSRNOP00000062377	F1LU86
10116.ENSRNOP00000050503	F1LUS8
10116.ENSRNOP00000060763	F1LXX5
10116.ENSRNOP00000053991	F1LYA9
10116.ENSRNOP00000060471	F1LZ11
10116.ENSRNOP00000059323	F1M164
10116.ENSRNOP00000032512	F1M1A1
10116.ENSRNOP00000063451	F1M1H2
10116.ENSRNOP00000045822	F1M6T0
10116.ENSRNOP00000002439	F1M7M6
10116.ENSRNOP00000021321	F1M9N5
10116.ENSRNOP00000054355	Q4V7B7
10116.ENSRNOP00000051326	Q8M7G4
10116.ENSRNOP00000044744	Q9ERX5
10116.ENSRNOP00000052759	D3ZEJ7
10116.ENSRNOP00000032779	D3ZV74
10116.ENSRNOP00000051857	D3ZX03
10116.ENSRNOP00000035929	D3ZZ24
10116.ENSRNOP00000041655	M0R3W6
10116.ENSRNOP00000066817	M0R4E6
10116.ENSRNOP00000064891	M0R652
10116.ENSRNOP00000065131	M0R6S5
10116.ENSRNOP00000033075	M0RD86
10116.ENSRNOP00000058988	Q49SP9
10116.ENSRNOP00000013789	Q7TPI5
10116.ENSRNOP00000063604	A9LRS8
10116.ENSRNOP00000058977	D3Z8R1
10116.ENSRNOP00000043277	D3ZB99
10116.ENSRNOP00000043920	D3ZC00
10116.ENSRNOP00000055659	D3ZCP9
10116.ENSRNOP00000043151	D3ZEQ5
10116.ENSRNOP00000001712	D3ZIU8
10116.ENSRNOP00000006548	D3ZJ93
10116.ENSRNOP00000060947	D3ZPH6
10116.ENSRNOP00000039261	D3ZQR5
10116.ENSRNOP00000035742	D3ZSU6
10116.ENSRNOP00000006501	D3ZTG5
10116.ENSRNOP00000051348	D3ZZ09
10116.ENSRNOP00000051114	D3ZZN4
10116.ENSRNOP00000014749	D4A110
10116.ENSRNOP00000004519	D4A2I3
10116.ENSRNOP00000059643	D4A2L1
10116.ENSRNOP00000004458	D4A5I0
10116.ENSRNOP00000023386	D4A6V5
10116.ENSRNOP00000026342	D4AAN4
10116.ENSRNOP00000023739	Q2XTA6
10116.ENSRNOP00000005995	Q6LDU6
10116.ENSRNOP00000028119	Q5BJU4
10116.ENSRNOP00000050001	M0R3Q0
10116.ENSRNOP00000064469	M0R514
10116.ENSRNOP00000011684	M0R5Q4
10116.ENSRNOP00000064901	M0R662
10116.ENSRNOP00000066377	M0RB17
10116.ENSRNOP00000066749	M0RB27
10116.ENSRNOP00000067567	M0RD70
10116.ENSRNOP00000062813	Q9JIK3
10116.ENSRNOP00000047905	Q6W3E4
10116.ENSRNOP00000039048	A5YN26
10116.ENSRNOP00000018049	O54725
10116.ENSRNOP00000065446	P97658
10116.ENSRNOP00000008889	P97660
10116.ENSRNOP00000000635	Q4G025
10116.ENSRNOP00000054441	Q99PC0
10116.ENSRNOP00000009999	Q9WV62
10116.ENSRNOP00000012743	F7DLY8
10116.ENSRNOP00000057083	F7FDB0
10116.ENSRNOP00000033710	A0A096MJ21
10116.ENSRNOP00000043366	B1WBQ6
10116.ENSRNOP00000027493	B2RYC5
10116.ENSRNOP00000020062	D3ZWU5
10116.ENSRNOP00000060008	F7F3C7
10116.ENSRNOP00000045662	Q8K1Q7
10116.ENSRNOP00000041337	D3ZQD7
10116.ENSRNOP00000043744	D3ZQM1
10116.ENSRNOP00000037647	F1LNG8
10116.ENSRNOP00000058212	B4F7B9
10116.ENSRNOP00000047195	A2NB79
10116.ENSRNOP00000051407	E9PSP6
10116.ENSRNOP00000035865	E9PT63
10116.ENSRNOP00000044741	E9PTA4
10116.ENSRNOP00000013166	G3V790
10116.ENSRNOP00000016433	Q5RJY8
10116.ENSRNOP00000014867	B2GV21
10116.ENSRNOP00000065721	B2RZA2
10116.ENSRNOP00000001928	F1LM15
10116.ENSRNOP00000058218	F1LNR7
10116.ENSRNOP00000018845	F1LPX0
10116.ENSRNOP00000001138	F1LRC2
10116.ENSRNOP00000032296	F1LRC7
10116.ENSRNOP00000001559	F1LRG6
10116.ENSRNOP00000047610	F1LRT8
10116.ENSRNOP00000061597	F1LSI3
10116.ENSRNOP00000062918	F1LTA3
10116.ENSRNOP00000041584	F1LY04
10116.ENSRNOP00000049226	F1LYZ9
10116.ENSRNOP00000051456	F1M2B6
10116.ENSRNOP00000050164	F1LN41
10116.ENSRNOP00000030933	F1M0C5
10116.ENSRNOP00000001182	F1M388
10116.ENSRNOP00000061550	F1M5R1
10116.ENSRNOP00000041991	F1MAA6
10116.ENSRNOP00000047788	Q6MFX8
10116.ENSRNOP00000057714	Q9QWX0
10116.ENSRNOP00000016205	Q9R1F5
10116.ENSRNOP00000023459	D3ZND2
10116.ENSRNOP00000059078	D4A8U5
10116.ENSRNOP00000065039	M0R6I7
10116.ENSRNOP00000066157	M0R9I8
10116.ENSRNOP00000066927	M0RBJ0
10116.ENSRNOP00000005255	P97556
10116.ENSRNOP00000057714	Q04057
10116.ENSRNOP00000052188	Q0D2L5
10116.ENSRNOP00000017923	Q498N0
10116.ENSRNOP00000047327	Q9JJI4
10116.ENSRNOP00000043740	D3Z842
10116.ENSRNOP00000036788	D3ZCJ2
10116.ENSRNOP00000041076	D3ZHT8
10116.ENSRNOP00000003475	D3ZJK2
10116.ENSRNOP00000058348	D3ZJN8
10116.ENSRNOP00000046515	D3ZLA5
10116.ENSRNOP00000046078	D3ZM66
10116.ENSRNOP00000015338	D3ZN31
10116.ENSRNOP00000058636	D3ZPH4
10116.ENSRNOP00000018055	D3ZXE7
10116.ENSRNOP00000006177	D3ZYC4
10116.ENSRNOP00000047281	D4A0J6
10116.ENSRNOP00000040939	D4A1S2
10116.ENSRNOP00000052883	D4A284
10116.ENSRNOP00000047038	D4A2Y3
10116.ENSRNOP00000061726	D4A391
10116.ENSRNOP00000004429	D4A5M3
10116.ENSRNOP00000036978	D4AC38
10116.ENSRNOP00000019262	D4ACM1
10116.ENSRNOP00000045213	D4AD70
10116.ENSRNOP00000029738	D4ADD4
10116.ENSRNOP00000038311	D4ADJ0
10116.ENSRNOP00000045192	D4AEA4
10116.ENSRNOP00000057119	D4AEN7
10116.ENSRNOP00000064177	M0R497
10116.ENSRNOP00000064679	M0R5L0
10116.ENSRNOP00000066079	M0R9B2
10116.ENSRNOP00000003164	M0R9R5
10116.ENSRNOP00000067001	M0RBQ6
10116.ENSRNOP00000064619	M0R5F4
10116.ENSRNOP00000065251	M0R734
10116.ENSRNOP00000065335	M0R7B2
10116.ENSRNOP00000009569	M0R8T3
10116.ENSRNOP00000065790	M0R8Z1
10116.ENSRNOP00000066074	M0R9A9
10116.ENSRNOP00000067095	M0RBZ3
10116.ENSRNOP00000067121	M0RC16
10116.ENSRNOP00000067408	M0RCS8
10116.ENSRNOP00000067803	M0RDU4
10116.ENSRNOP00000065396	A2NXR4
10116.ENSRNOP00000061130	Q5I1B6
10116.ENSRNOP00000010211	Q8VI28
10116.ENSRNOP00000008893	R9PXT0
10116.ENSRNOP00000024375	A1A5M6
10116.ENSRNOP00000003600	A1EC68
10116.ENSRNOP00000049297	B1WBR4
10116.ENSRNOP00000017601	B5DF79
10116.ENSRNOP00000044306	A0A096MIX3
10116.ENSRNOP00000018209	A0A096MJ58
10116.ENSRNOP00000006970	D3ZJU0
10116.ENSRNOP00000042899	D3ZT06
10116.ENSRNOP00000008889	F1MAP1
10116.ENSRNOP00000045196	Q03738
10116.ENSRNOP00000002895	Q6RKB3
10116.ENSRNOP00000002895	Q6RKB2
10116.ENSRNOP00000017571	H9BFG6
10116.ENSRNOP00000039751	G3V993
10116.ENSRNOP00000048809	Q712J1
10116.ENSRNOP00000039179	F1LY43
10116.ENSRNOP00000014756	F1M6C7
10116.ENSRNOP00000024036	F1LMD4
10116.ENSRNOP00000039407	F1LQ46
10116.ENSRNOP00000044331	F1LQV6
10116.ENSRNOP00000023856	F1LRY0
10116.ENSRNOP00000023333	F1LS76
10116.ENSRNOP00000059003	F1LSG8
10116.ENSRNOP00000023046	F1LSS4
10116.ENSRNOP00000043600	F1LTN5
10116.ENSRNOP00000009264	F1LV38
10116.ENSRNOP00000036704	F1LW00
10116.ENSRNOP00000032600	F1M0A1
10116.ENSRNOP00000030327	F1M5T3
10116.ENSRNOP00000011061	F1M6U0
10116.ENSRNOP00000057591	F1M7M4
10116.ENSRNOP00000006425	F1MAI3
10116.ENSRNOP00000003882	F1MAP9
10116.ENSRNOP00000011392	Q4KLH2
10116.ENSRNOP00000065144	Q5J3L8
10116.ENSRNOP00000066524	O54823
10116.ENSRNOP00000033290	Q7M076
10116.ENSRNOP00000040134	Q7TP60
10116.ENSRNOP00000037966	Q99NG8
10116.ENSRNOP00000050175	D3Z942
10116.ENSRNOP00000024950	D3ZP27
10116.ENSRNOP00000022698	D3ZPJ0
10116.ENSRNOP00000037329	D3ZX40
10116.ENSRNOP00000056204	D3ZXT7
10116.ENSRNOP00000026688	D4A1N8
10116.ENSRNOP00000012696	D4A595
10116.ENSRNOP00000054238	D4A882
10116.ENSRNOP00000033699	D4AA13
10116.ENSRNOP00000065394	M0R7G5
10116.ENSRNOP00000067065	M0RBW7
10116.ENSRNOP00000067293	M0RCH5
10116.ENSRNOP00000067643	M0RDE5
10116.ENSRNOP00000036896	D3Z7Y1
10116.ENSRNOP00000022839	D3ZA65
10116.ENSRNOP00000031731	D3ZAG1
10116.ENSRNOP00000012187	D3ZAM4
10116.ENSRNOP00000040027	D3ZBC9
10116.ENSRNOP00000062997	D3ZET5
10116.ENSRNOP00000047877	D3ZFJ0
10116.ENSRNOP00000062248	D3ZFX2
10116.ENSRNOP00000038254	D3ZJC9
10116.ENSRNOP00000046578	D3ZKL4
10116.ENSRNOP00000060806	D3ZL95
10116.ENSRNOP00000022757	D3ZLR3
10116.ENSRNOP00000025460	D3ZTL2
10116.ENSRNOP00000044707	D3ZVS4
10116.ENSRNOP00000037391	D3ZVY8
10116.ENSRNOP00000047920	D3ZYI9
10116.ENSRNOP00000038919	D4A4A1
10116.ENSRNOP00000057965	D4A8B0
10116.ENSRNOP00000052988	D4A902
10116.ENSRNOP00000038439	D4ABC4
10116.ENSRNOP00000026441	D4ABR1
10116.ENSRNOP00000036936	D4ACI5
10116.ENSRNOP00000064394	M0R4U7
10116.ENSRNOP00000033465	M0R6G3
10116.ENSRNOP00000065592	M0R803
10116.ENSRNOP00000004770	M0R9Q9
10116.ENSRNOP00000066270	M0R9T9
10116.ENSRNOP00000066534	M0RAI4
10116.ENSRNOP00000013780	M0RBL9
10116.ENSRNOP00000054939	C9WPN6
10116.ENSRNOP00000066853	Q8CJ02
10116.ENSRNOP00000058759	O55154
10116.ENSRNOP00000017514	Q5BJL9
10116.ENSRNOP00000029227	Q8R408
10116.ENSRNOP00000008905	Q99N76
10116.ENSRNOP00000026969	Q9JIU7
10116.ENSRNOP00000005876	R9PXS5
10116.ENSRNOP00000004829	Q5EB79
10116.ENSRNOP00000000990	Q7YPA4
10116.ENSRNOP00000018905	B2RYL6
10116.ENSRNOP00000017938	B5DFG9
10116.ENSRNOP00000025892	C4WYH3
10116.ENSRNOP00000006582	D3ZJ32
10116.ENSRNOP00000063135	D3ZYM6
10116.ENSRNOP00000025343	F7EKG3
10116.ENSRNOP00000044385	P97706
10116.ENSRNOP00000007498	Q63229
10116.ENSRNOP00000007604	I1T7F1
10116.ENSRNOP00000026264	Q32P35
10116.ENSRNOP00000057140	Q566Q6
10116.ENSRNOP00000013778	O70413
10116.ENSRNOP00000032812	Q62783
10116.ENSRNOP00000048945	Q62801
10116.ENSRNOP00000006764	Q62964
10116.ENSRNOP00000005583	Q63173
10116.ENSRNOP00000063702	Q63675
10116.ENSRNOP00000010874	Q9WVK1
10116.ENSRNOP00000003716	Q2VC84
10116.ENSRNOP00000006596	G3XEU5
10116.ENSRNOP00000064037	M0R3W4
10116.ENSRNOP00000066645	M0RAT6
10116.ENSRNOP00000010118	Q9QXL5
10116.ENSRNOP00000012794	D3ZD16
10116.ENSRNOP00000062768	D3ZEB4
10116.ENSRNOP00000055540	D3ZG73
10116.ENSRNOP00000031531	D3ZGR6
10116.ENSRNOP00000017834	D3ZNA4
10116.ENSRNOP00000060529	D3ZNR1
10116.ENSRNOP00000050714	D3ZRS8
10116.ENSRNOP00000059924	D3ZXY6
10116.ENSRNOP00000011263	D4A3J1
10116.ENSRNOP00000011636	D4A3V1
10116.ENSRNOP00000065227	M0R711
10116.ENSRNOP00000066088	M0R9C0
10116.ENSRNOP00000066980	M0RBN7
10116.ENSRNOP00000005425	Q8CJD8
10116.ENSRNOP00000003050	Q9JKS1
10116.ENSRNOP00000015806	D3Z8R9
10116.ENSRNOP00000003720	D3Z9P6
10116.ENSRNOP00000043467	D3ZC64
10116.ENSRNOP00000001727	D3ZIT7
10116.ENSRNOP00000058038	D3ZMP5
10116.ENSRNOP00000058273	D3ZN57
10116.ENSRNOP00000037248	D3ZPM3
10116.ENSRNOP00000028633	D3ZSG2
10116.ENSRNOP00000030860	D3ZT59
10116.ENSRNOP00000056437	D3ZXR0
10116.ENSRNOP00000056614	D3ZYQ9
10116.ENSRNOP00000051169	D4A0W8
10116.ENSRNOP00000050116	D4A2W1
10116.ENSRNOP00000030796	D4A4D8
10116.ENSRNOP00000048508	D4A712
10116.ENSRNOP00000028158	D4A8J5
10116.ENSRNOP00000033960	D4A8Y3
10116.ENSRNOP00000060259	D4A9C3
10116.ENSRNOP00000019660	D4A9G1
10116.ENSRNOP00000038247	D4A9P0
10116.ENSRNOP00000040501	D4AA59
10116.ENSRNOP00000002447	D4AC54
10116.ENSRNOP00000027632	I6LL99
10116.ENSRNOP00000005348	Q4KXL3
10116.ENSRNOP00000013903	D3ZQI5
10116.ENSRNOP00000023451	D4A3V7
10116.ENSRNOP00000065611	D4A685
10116.ENSRNOP00000021612	Q63423
10116.ENSRNOP00000003645	Q6AYR0
10116.ENSRNOP00000016453	B8Q4G7
10116.ENSRNOP00000017949	Q4KM78
10116.ENSRNOP00000002542	Q5RJN8
10116.ENSRNOP00000024733	R4GNK4
10116.ENSRNOP00000006867	B2GUW9
10116.ENSRNOP00000066127	B2RYK9
10116.ENSRNOP00000046381	F1LMT7
10116.ENSRNOP00000058754	F1LPH2
10116.ENSRNOP00000020775	F1LQJ4
10116.ENSRNOP00000032999	F1LT50
10116.ENSRNOP00000062276	F1LT85
10116.ENSRNOP00000005059	F1LTR1
10116.ENSRNOP00000038994	F1LV12
10116.ENSRNOP00000050685	F1LVN5
10116.ENSRNOP00000027640	F1LZH3
10116.ENSRNOP00000021603	F1LZL6
10116.ENSRNOP00000049006	F1M0R1
10116.ENSRNOP00000047344	F1M3X3
10116.ENSRNOP00000037788	F1M4C9
10116.ENSRNOP00000023315	F1M5N5
10116.ENSRNOP00000059621	F1M669
10116.ENSRNOP00000038242	F1M8S4
10116.ENSRNOP00000021054	F1M922
10116.ENSRNOP00000018699	Q501W3
10116.ENSRNOP00000026644	Q91Z97
10116.ENSRNOP00000065456	M0R7M4
10116.ENSRNOP00000064227	M0R4E3
10116.ENSRNOP00000064369	M0R4S3
10116.ENSRNOP00000064523	M0R565
10116.ENSRNOP00000064969	M0R6C2
10116.ENSRNOP00000063960	M0R6Z6
10116.ENSRNOP00000065398	M0R7G9
10116.ENSRNOP00000065439	M0R7K7
10116.ENSRNOP00000066481	M0RAD5
10116.ENSRNOP00000067036	M0RBT9
10116.ENSRNOP00000067430	M0RCU6
10116.ENSRNOP00000066215	M0RD81
10116.ENSRNOP00000002054	A2IA47
10116.ENSRNOP00000048774	O98174
10116.ENSRNOP00000020646	Q3B8P1
10116.ENSRNOP00000059209	A7BFV9
10116.ENSRNOP00000060053	D3ZJ25
10116.ENSRNOP00000041332	D3ZQD9
10116.ENSRNOP00000011653	Q6AY98
10116.ENSRNOP00000016453	B8Q4G0
10116.ENSRNOP00000062988	D3ZEU1
10116.ENSRNOP00000036434	D3ZFI7
10116.ENSRNOP00000029038	D3ZFQ9
10116.ENSRNOP00000003907	D3ZFT1
10116.ENSRNOP00000034184	D3ZJT1
10116.ENSRNOP00000041609	D3ZN23
10116.ENSRNOP00000060771	D3ZNL9
10116.ENSRNOP00000016668	D3ZSF5
10116.ENSRNOP00000049529	D3ZXH4
10116.ENSRNOP00000044451	D3ZXR5
10116.ENSRNOP00000057847	D4A148
10116.ENSRNOP00000059411	D4A388
10116.ENSRNOP00000042587	D4A4F1
10116.ENSRNOP00000002995	D4A4Q1
10116.ENSRNOP00000018998	D4A7S0
10116.ENSRNOP00000059484	D4A951
10116.ENSRNOP00000036990	D4AC26
10116.ENSRNOP00000057471	D4ADV1
10116.ENSRNOP00000021471	D4AE81
10116.ENSRNOP00000064872	M0R635
10116.ENSRNOP00000065616	M0R826
10116.ENSRNOP00000065954	M0R8Z6
10116.ENSRNOP00000005742	M0R9E2
10116.ENSRNOP00000066878	M0RBE5
10116.ENSRNOP00000000742	B1WBY8
10116.ENSRNOP00000060837	B1WBZ8
10116.ENSRNOP00000043591	B5DFA9
10116.ENSRNOP00000017928	F7FCW3
10116.ENSRNOP00000067538	Q4JFV3
10116.ENSRNOP00000034759	D3ZLN0
10116.ENSRNOP00000022097	F1LXA9
10116.ENSRNOP00000042091	F1M589
10116.ENSRNOP00000027943	Q5EB93
10116.ENSRNOP00000052643	Q5MPW4
10116.ENSRNOP00000022324	Q6AXP9
10116.ENSRNOP00000029152	Q6AZ69
10116.ENSRNOP00000043921	Z4YNX7
10116.ENSRNOP00000012478	F1LP34
10116.ENSRNOP00000055191	F1LU24
10116.ENSRNOP00000031746	F1LVF7
10116.ENSRNOP00000055609	F1LW85
10116.ENSRNOP00000041849	F1LWW1
10116.ENSRNOP00000060608	F1LX23
10116.ENSRNOP00000060812	F1LXP2
10116.ENSRNOP00000034506	F1LYK3
10116.ENSRNOP00000064890	F1LYW2
10116.ENSRNOP00000047781	F1M0S2
10116.ENSRNOP00000028956	F1M172
10116.ENSRNOP00000049461	F1M1E5
10116.ENSRNOP00000035971	F1M1R3
10116.ENSRNOP00000032392	F1M2B2
10116.ENSRNOP00000047702	F1M4Z2
10116.ENSRNOP00000052465	F1M853
10116.ENSRNOP00000008300	F1MA75
10116.ENSRNOP00000044744	F1MAI1
10116.ENSRNOP00000044001	I7GFD1
10116.ENSRNOP00000032296	Q3KRD9
10116.ENSRNOP00000046674	Q5U1Z4
10116.ENSRNOP00000064132	M0R455
10116.ENSRNOP00000002089	Q62680
10116.ENSRNOP00000048382	Q63642
10116.ENSRNOP00000039818	Q8K4T7
10116.ENSRNOP00000043223	D3ZBS1
10116.ENSRNOP00000029188	D3ZC60
10116.ENSRNOP00000048633	D3ZFZ6
10116.ENSRNOP00000010217	D3ZPQ8
10116.ENSRNOP00000004968	D3ZRL8
10116.ENSRNOP00000047879	D3ZRM9
10116.ENSRNOP00000030837	D3ZT87
10116.ENSRNOP00000044568	D3ZUQ2
10116.ENSRNOP00000018149	D3ZYS7
10116.ENSRNOP00000023527	D4A7V1
10116.ENSRNOP00000030030	D4A8A0
10116.ENSRNOP00000028306	D4A934
10116.ENSRNOP00000008917	F1LLX0
10116.ENSRNOP00000064454	M0R500
10116.ENSRNOP00000064692	M0R5M2
10116.ENSRNOP00000066537	M0RAI7
10116.ENSRNOP00000056230	M0RB46
10116.ENSRNOP00000027062	Q5PXK5
10116.ENSRNOP00000060360	Q62778
10116.ENSRNOP00000024793	Q64LD0
10116.ENSRNOP00000036378	D3ZAK3
10116.ENSRNOP00000055285	D3ZB75
10116.ENSRNOP00000048018	D3ZD03
10116.ENSRNOP00000055628	D3ZD72
10116.ENSRNOP00000050588	D3ZDB8
10116.ENSRNOP00000039486	D3ZH42
10116.ENSRNOP00000049629	D3ZU13
10116.ENSRNOP00000018072	D3ZZ99
10116.ENSRNOP00000021263	B2GV66
10116.ENSRNOP00000041075	F1LMK4
10116.ENSRNOP00000003216	F1LMT8
10116.ENSRNOP00000005539	F1LMX8
10116.ENSRNOP00000051551	F1LQB6
10116.ENSRNOP00000047905	F1LQR8
10116.ENSRNOP00000034917	F1LTS8
10116.ENSRNOP00000062505	F1LTW9
10116.ENSRNOP00000024465	F1LW16
10116.ENSRNOP00000022086	F1LXC0
10116.ENSRNOP00000015026	F1LXK4
10116.ENSRNOP00000062614	F1LYX1
10116.ENSRNOP00000060375	F1LZ43
10116.ENSRNOP00000041053	F1LZP9
10116.ENSRNOP00000056344	F1M2B0
10116.ENSRNOP00000052908	F1M469
10116.ENSRNOP00000021981	F1M4E4
10116.ENSRNOP00000054759	F1M4I1
10116.ENSRNOP00000045323	F1M7B4
10116.ENSRNOP00000040673	F1M834
10116.ENSRNOP00000014258	F1M8T9
10116.ENSRNOP00000033032	Q60HY9
10116.ENSRNOP00000063973	M0R3Q4
10116.ENSRNOP00000066164	M0R9J4
10116.ENSRNOP00000066344	M0RA08
10116.ENSRNOP00000006188	Q6WDF7
10116.ENSRNOP00000038927	Q2P9S1
10116.ENSRNOP00000014289	Q7TSY5
10116.ENSRNOP00000019502	E9PTZ1
10116.ENSRNOP00000019175	E9PU37
10116.ENSRNOP00000043814	E9PTM0
10116.ENSRNOP00000031981	H9KVF3
10116.ENSRNOP00000034905	Q7TN00
10116.ENSRNOP00000013577	E0X642
10116.ENSRNOP00000028411	Q1RP72
10116.ENSRNOP00000008403	Q920B8
10116.ENSRNOP00000049624	Q707P4
10116.ENSRNOP00000036628	M0R3U3
10116.ENSRNOP00000064082	M0R407
10116.ENSRNOP00000064144	M0R465
10116.ENSRNOP00000064179	M0R499
10116.ENSRNOP00000064308	M0R4M1
10116.ENSRNOP00000064774	M0R5U5
10116.ENSRNOP00000065042	M0R6J0
10116.ENSRNOP00000066205	M0R9M9
10116.ENSRNOP00000066319	M0R9Y4
10116.ENSRNOP00000041728	M0RAD0
10116.ENSRNOP00000067246	M0RCD2
10116.ENSRNOP00000030245	Q4QQU0
10116.ENSRNOP00000065397	M0R7G8
10116.ENSRNOP00000065477	M0R7P5
10116.ENSRNOP00000065650	M0R859
10116.ENSRNOP00000065778	M0R8I2
10116.ENSRNOP00000035504	M0RBF4
10116.ENSRNOP00000067240	M0RCC6
10116.ENSRNOP00000067731	M0RDM6
10116.ENSRNOP00000019302	Q9EPX8
10116.ENSRNOP00000036435	D3ZFI6
10116.ENSRNOP00000038854	D4A6M5
10116.ENSRNOP00000042483	D4A802
10116.ENSRNOP00000038464	D4AB99
10116.ENSRNOP00000063928	M0R3L1
10116.ENSRNOP00000064699	M0R5M8
10116.ENSRNOP00000064964	M0R6B7
10116.ENSRNOP00000065366	M0R7E0
10116.ENSRNOP00000065556	M0R7W8
10116.ENSRNOP00000064213	M0R8R1
10116.ENSRNOP00000021603	M0R8W0
10116.ENSRNOP00000066193	M0R9L8
10116.ENSRNOP00000067248	M0RCD4
10116.ENSRNOP00000067579	M0RD82
10116.ENSRNOP00000060764	Q80T26
10116.ENSRNOP00000051474	Q8R4H5
10116.ENSRNOP00000019349	Q9QXK5
10116.ENSRNOP00000015874	D3Z8G4
10116.ENSRNOP00000010952	D3Z9C0
10116.ENSRNOP00000036388	D3ZAI6
10116.ENSRNOP00000029595	D3ZDM8
10116.ENSRNOP00000024207	D3ZEJ1
10116.ENSRNOP00000021653	D3ZF33
10116.ENSRNOP00000062293	D3ZFU0
10116.ENSRNOP00000037735	D3ZIM7
10116.ENSRNOP00000015469	D3ZJJ0
10116.ENSRNOP00000041463	D3ZLZ2
10116.ENSRNOP00000039066	D3ZPT6
10116.ENSRNOP00000056380	D3ZTP6
10116.ENSRNOP00000001577	D3ZY42
10116.ENSRNOP00000051166	D3ZYL3
10116.ENSRNOP00000038739	D4A0Y0
10116.ENSRNOP00000049952	D4A0Y9
10116.ENSRNOP00000007591	D4A1A7
10116.ENSRNOP00000038919	D4A296
10116.ENSRNOP00000061700	D4A3D1
10116.ENSRNOP00000054717	D4A4W2
10116.ENSRNOP00000061208	D4A6J7
10116.ENSRNOP00000042098	D4A733
10116.ENSRNOP00000047504	D4A7C4
10116.ENSRNOP00000047101	D4A7L5
10116.ENSRNOP00000045330	D4AAZ9
10116.ENSRNOP00000002167	D4ACB9
10116.ENSRNOP00000047576	D4ACE3
10116.ENSRNOP00000033491	D4ADX8
10116.ENSRNOP00000040334	D4ADY7
10116.ENSRNOP00000060103	D4AEA6
10116.ENSRNOP00000018343	Q2VC85
10116.ENSRNOP00000047439	Q6IE45
10116.ENSRNOP00000041565	Q6IFT2
10116.ENSRNOP00000024347	Q71UZ2
10116.ENSRNOP00000061118	Q9ESK1
10116.ENSRNOP00000062827	P97599
10116.ENSRNOP00000019673	Q05KR0
10116.ENSRNOP00000062365	F1LM69
10116.ENSRNOP00000025847	F1LMA4
10116.ENSRNOP00000005641	F1LMM8
10116.ENSRNOP00000022396	F1LMU5
10116.ENSRNOP00000008471	F1LYJ6
10116.ENSRNOP00000054980	F1M027
10116.ENSRNOP00000005722	F1M4S8
10116.ENSRNOP00000059242	F1M5Q7
10116.ENSRNOP00000045212	F1M861
10116.ENSRNOP00000032859	F5CC78
10116.ENSRNOP00000000514	F1LNM4
10116.ENSRNOP00000007070	F1LP54
10116.ENSRNOP00000062048	F1LP66
10116.ENSRNOP00000010846	F1LP81
10116.ENSRNOP00000013449	F1LQL4
10116.ENSRNOP00000049795	F1LX74
10116.ENSRNOP00000032001	F1M0X4
10116.ENSRNOP00000037162	F1M2C4
10116.ENSRNOP00000057650	F1M6Y3
10116.ENSRNOP00000057263	F1M749
10116.ENSRNOP00000030008	F1M9B3
10116.ENSRNOP00000055136	Q767W3
10116.ENSRNOP00000065939	M0R8Y3
10116.ENSRNOP00000002862	Q32PZ7
10116.ENSRNOP00000033671	Q63586
10116.ENSRNOP00000004314	Q3B8R8
10116.ENSRNOP00000027265	Q8R521
10116.ENSRNOP00000054410	M0R4H7
10116.ENSRNOP00000064514	M0R557
10116.ENSRNOP00000064784	M0R5V3
10116.ENSRNOP00000005742	M0R6S3
10116.ENSRNOP00000036552	M0R758
10116.ENSRNOP00000066610	M0RAQ5
10116.ENSRNOP00000066882	M0RBE9
10116.ENSRNOP00000067113	M0RC10
10116.ENSRNOP00000067469	M0RCY1
10116.ENSRNOP00000067861	M0RDZ7
