4081.Solyc01g009590.2.1	Q43495
4081.Solyc10g054310.1.1	K4D129
4081.Solyc10g074500.1.1	K4D1P2
4081.Solyc11g027680.1.1	K4D7B3
4081.Solyc11g045580.1.1	K4D8M2
4081.Solyc11g063610.1.1	K4D973
4081.Solyc12g035630.1.1	K4DE22
4081.Solyc12g035870.1.1	K4DE44
4081.Solyc12g036390.1.1	K4DE96
4081.Solyc00g117650.1.1	K4ARJ2
4081.Solyc00g184350.2.1	K4ARV4
4081.Solyc01g008300.1.1	K4AT28
4081.Solyc01g088120.1.1	K4AYK2
4081.Solyc01g107120.2.1	K4B2S9
4081.Solyc02g011740.1.1	K4B4H3
4081.Solyc02g072440.2.1	K4B8L8
4081.Solyc02g078610.2.1	K4B985
4081.Solyc02g083120.1.1	K4BAI0
4081.Solyc03g033370.2.1	K4BFK9
4081.Solyc03g033480.2.1	K4BFM0
4081.Solyc03g034000.2.1	K4BFS2
4081.Solyc03g045000.1.1	K4BGB2
4081.Solyc03g118420.2.1	K4BLZ3
4081.Solyc04g008210.1.1	K4BNX7
4081.Solyc04g049380.2.1	K4BRR5
4081.Solyc05g014440.1.1	K4BYG3
4081.Solyc05g016170.1.1	K4BYY1
4081.Solyc05g016320.1.1	K4BYZ5
4081.Solyc05g024120.1.1	K4BZQ0
4081.Solyc06g036630.1.1	K4C528
4081.Solyc06g050140.1.1	K4C5G1
4081.Solyc07g006390.1.1	K4CBB0
4081.Solyc07g007060.1.1	K4CBH7
4081.Solyc07g009420.1.1	K4CC61
4081.Solyc07g021130.1.1	K4CCX2
4081.Solyc08g007890.2.1	K4CIS4
4081.Solyc08g008400.1.1	K4CIX4
4081.Solyc08g022010.1.1	K4CJM1
4081.Solyc09g005530.2.1	K4CQ43
4081.Solyc09g005700.2.1	K4CQ60
4081.Solyc09g010670.2.1	K4CR94
4081.Solyc09g090550.2.1	K4CW81
4081.Solyc09g098240.2.1	K4CWZ4
4081.Solyc09g098770.1.1	K4CX33
4081.Solyc10g007630.1.1	K4CXU2
4081.Solyc10g081450.1.1	K4D332
4081.Solyc10g083400.1.1	K4D3C7
4081.Solyc11g006120.1.1	K4D4M5
4081.Solyc11g065520.1.1	K4D9G2
4081.Solyc11g066520.1.1	K4D9Q9
4081.Solyc11g073130.1.1	K4DB19
4081.Solyc12g088890.1.1	K4DGW0
4081.Solyc09g007020.1.1	O24025
4081.Solyc01g014630.1.1	K4AU99
4081.Solyc01g005930.2.1	K4ASF9
4081.Solyc05g018290.1.1	K4BZ84
4081.Solyc06g053140.2.1	K4C601
4081.Solyc08g015900.1.1	K4CJB8
4081.Solyc10g006380.1.1	K4CXG9
4081.Solyc10g085290.1.1	K4D3W3
4081.Solyc12g095940.1.1	K4DH67
4081.Solyc12g097040.1.1	K4DHH7
4081.Solyc03g019790.2.1	Q9SP05
4081.Solyc05g054760.2.1	B8YGQ8
4081.Solyc01g058190.2.1	K4AW27
4081.Solyc02g091520.2.1	K4BCV0
4081.Solyc03g079870.1.1	K4BHW4
4081.Solyc05g046110.2.1	K4C0U4
4081.Solyc06g049070.2.1	K4C5F3
4081.Solyc06g065380.2.1	K4C7G7
4081.Solyc06g069860.2.1	K4C8F8
4081.Solyc07g021480.1.1	K4CD04
4081.Solyc07g042520.2.1	K4CEB3
4081.Solyc07g047630.1.1	K4CEX0
4081.Solyc08g029050.2.1	K4CJW8
4081.Solyc08g045870.2.1	K4CKE1
4081.Solyc10g074850.1.1	K4D1S7
4081.Solyc10g078780.1.1	K4D2B9
4081.Solyc11g072670.1.1	K4DAX4
4081.Solyc01g010350.2.1	K4ATN0
4081.Solyc01g014820.1.1	K4AUB6
4081.Solyc01g049900.2.1	K4AVG9
4081.Solyc01g095490.2.1	K4AZT8
4081.Solyc02g036300.2.1	K4B5S3
4081.Solyc02g044000.1.1	K4B5Y9
4081.Solyc03g098660.2.1	K4BJS9
4081.Solyc04g011350.2.1	K4BPJ0
4081.Solyc04g079560.2.1	K4BV40
4081.Solyc05g005200.2.1	K4BW51
4081.Solyc05g025820.2.1	K4BZX0
4081.Solyc05g049930.1.1	K4C126
4081.Solyc05g055210.1.1	K4C2J8
4081.Solyc06g062400.1.1	K4C6X1
4081.Solyc07g032600.1.1	K4CDK0
4081.Solyc07g056260.2.1	K4CGF9
4081.Solyc08g062560.2.1	K4CL44
4081.Solyc09g055260.2.1	K4CT25
4081.Solyc09g065180.2.1	K4CUE5
4081.Solyc09g066080.1.1	K4CUN4
4081.Solyc10g049680.1.1	K4D0C5
4081.Solyc11g007030.1.1	K4D4W4
4081.Solyc11g007690.1.1	K4D530
4081.Solyc11g012490.1.1	K4D653
4081.Solyc11g013510.1.1	K4D6F5
4081.Solyc11g021330.1.1	K4D782
4081.Solyc11g039580.1.1	K4D7T7
4081.Solyc12g006160.1.1	K4DBF3
4081.Solyc12g014350.1.1	K4DCX0
4081.Solyc00g052940.2.1	K4AR19
4081.Solyc00g096460.1.1	K4ARD0
4081.Solyc00g270510.1.1	K4AS22
4081.Solyc01g090620.1.1	K4AZ03
4081.Solyc01g106960.2.1	K4B2R3
4081.Solyc01g112090.2.1	K4B470
4081.Solyc02g079140.1.1	K4B9D8
4081.Solyc03g025980.2.1	K4BF71
4081.Solyc03g026250.1.1	K4BF98
4081.Solyc03g044600.1.1	K4BG79
4081.Solyc03g051920.2.1	K4BGJ3
4081.Solyc03g121120.2.1	K4BMR1
4081.Solyc04g028540.1.1	K4BR93
4081.Solyc04g056450.2.1	K4BSU3
4081.Solyc05g012530.1.1	K4BXX5
4081.Solyc05g023830.1.1	K4BZM1
4081.Solyc06g009140.2.1	K4C3U4
4081.Solyc06g048610.2.1	K4C5A8
4081.Solyc06g059730.1.1	K4C6G0
4081.Solyc07g061700.1.1	K4CGK3
4081.Solyc08g005380.1.1	K4CI29
4081.Solyc08g006520.1.1	K4CIE0
4081.Solyc08g022190.1.1	K4CJN9
4081.Solyc08g076960.1.1	K4CN56
4081.Solyc08g077640.1.1	K4CNC3
4081.Solyc09g074550.2.1	K4CV32
4081.Solyc09g097780.2.1	K4CWV0
4081.Solyc10g006170.2.1	K4CXE9
4081.Solyc10g061870.1.1	K4D1H7
4081.Solyc11g071790.1.1	K4DAN6
4081.Solyc12g042470.1.1	K4DF39
4081.Solyc12g087880.1.1	K4DGK9
4081.Solyc12g088630.1.1	K4DGT4
4081.Solyc12g095920.1.1	K4DH65
4081.Solyc03g019890.2.1	E3UVW9
4081.Solyc05g007190.2.1	Q9FVL6
4081.Solyc01g005760.2.1	Q9ZS82
4081.Solyc03g114760.2.1	G8Z277
4081.Solyc01g008800.1.1	Q9ZSC5
4081.Solyc00g014170.1.1	K4AQB3
4081.Solyc01g009580.1.1	K4ATF4
4081.Solyc01g100180.2.1	K4B152
4081.Solyc01g101120.2.1	K4B1E1
4081.Solyc01g104530.2.1	K4B227
4081.Solyc02g083920.1.1	K4BAR0
4081.Solyc02g085910.2.1	K4BBA0
4081.Solyc02g088790.2.1	K4BC34
4081.Solyc03g114420.1.1	K4BKU4
4081.Solyc04g008810.2.1	K4BP37
4081.Solyc05g026330.1.1	K4C018
4081.Solyc05g049910.1.1	K4C124
4081.Solyc05g053280.2.1	K4C208
4081.Solyc06g064730.1.1	K4C7A3
4081.Solyc06g068470.2.1	K4C822
4081.Solyc06g082160.2.1	K4CA75
4081.Solyc07g041490.1.1	K4CE22
4081.Solyc09g014270.1.1	K4CRQ4
4081.Solyc09g074500.1.1	K4CV27
4081.Solyc11g006400.1.1	K4D4Q3
4081.Solyc11g019910.1.1	K4D6U4
4081.Solyc11g021250.1.1	K4D774
4081.Solyc11g027650.1.1	K4D7B0
4081.Solyc12g006630.1.1	K4DBK0
4081.Solyc12g009640.1.1	K4DC52
4081.Solyc12g019700.1.1	K4DDJ3
4081.Solyc01g087030.2.1	K4AY96
4081.Solyc02g077160.2.1	K4B8U3
4081.Solyc02g079720.1.1	K4B9J3
4081.Solyc02g079840.1.1	K4B9K5
4081.Solyc02g081860.1.1	K4BA56
4081.Solyc03g058550.1.1	K4BGQ7
4081.Solyc03g120580.2.1	K4BMK7
4081.Solyc04g040100.1.1	K4BRE8
4081.Solyc05g012930.2.1	K4BY15
4081.Solyc05g013140.2.1	K4BY35
4081.Solyc05g014570.1.1	K4BYH6
4081.Solyc06g053440.2.1	K4C631
4081.Solyc06g054530.2.1	K4C6D9
4081.Solyc08g021970.1.1	K4CJL7
4081.Solyc08g083390.1.1	K4CPY3
4081.Solyc09g010230.1.1	K4CR51
4081.Solyc10g078520.1.1	K4D294
4081.Solyc11g056440.1.1	K4D8V5
4081.Solyc12g087860.1.1	K4DGK7
4081.Solyc12g096090.1.1	K4DH82
4081.Solyc08g066790.2.1	Q9AWB9
4081.Solyc01g009100.2.1	K4ATA6
4081.Solyc01g010400.1.1	K4ATN5
4081.Solyc01g010850.1.1	K4ATS8
4081.Solyc01g011270.1.1	K4ATW5
4081.Solyc01g014200.1.1	K4AU57
4081.Solyc01g014610.1.1	K4AU97
4081.Solyc01g017900.1.1	K4AUX1
4081.Solyc01g020140.2.1	K4AUZ6
4081.Solyc02g036370.2.1	K4B5T0
4081.Solyc02g037540.1.1	K4B5U8
4081.Solyc02g050200.1.1	K4B609
4081.Solyc02g050220.1.1	K4B611
4081.Solyc02g086340.2.1	K4BBE2
4081.Solyc02g087690.1.1	K4BBS5
4081.Solyc02g088550.2.1	K4BC10
4081.Solyc02g091570.1.1	K4BCV5
4081.Solyc02g092070.2.1	K4BD04
4081.Solyc03g078510.1.1	K4BHS9
4081.Solyc03g081290.1.1	K4BI05
4081.Solyc03g095410.2.1	K4BIW5
4081.Solyc03g096810.2.1	K4BJ99
4081.Solyc04g071650.2.1	K4BTF5
4081.Solyc04g078430.1.1	K4BUS8
4081.Solyc04g080220.2.1	K4BVA1
4081.Solyc05g041140.2.1	K4C095
4081.Solyc06g068600.2.1	K4C834
4081.Solyc07g044710.1.1	K4CEM9
4081.Solyc07g049560.2.1	K4CF57
4081.Solyc08g066090.1.1	K4CLI7
4081.Solyc08g066980.2.1	K4CLS4
4081.Solyc09g015140.2.1	K4CRY6
4081.Solyc09g050010.1.1	K4CSZ9
4081.Solyc09g055810.1.1	K4CT76
4081.Solyc09g059200.1.1	K4CTK6
4081.Solyc10g008930.1.1	K4CY69
4081.Solyc10g009070.2.1	K4CY83
4081.Solyc10g017520.2.1	K4CYN0
4081.Solyc10g019040.1.1	K4CZ23
4081.Solyc10g031560.1.1	K4CZ77
4081.Solyc10g036650.1.1	K4CZ89
4081.Solyc10g047980.1.1	K4D057
4081.Solyc11g010760.1.1	K4D5N5
4081.Solyc11g018830.1.1	K4D6T6
4081.Solyc12g005980.1.1	K4DBD6
4081.Solyc12g006110.1.1	K4DBE8
4081.Solyc12g009790.1.1	K4DC67
4081.Solyc12g099660.1.1	K4DHY7
4081.Solyc00g007990.1.1	K4AQ04
4081.Solyc00g008000.1.1	K4AQ05
4081.Solyc01g057020.2.1	K4AVR6
4081.Solyc01g059940.2.1	K4AWA1
4081.Solyc01g098650.2.1	K4B0Q2
4081.Solyc01g102530.2.1	K4B1I1
4081.Solyc01g102840.2.1	K4B1L0
4081.Solyc01g105290.2.1	K4B299
4081.Solyc02g069080.2.1	K4B7P0
4081.Solyc02g070030.2.1	K4B7Y5
4081.Solyc02g093200.2.1	K4BDB6
4081.Solyc02g094520.2.1	K4BDP7
4081.Solyc03g007990.1.1	K4BEM0
4081.Solyc03g013110.1.1	K4BEN2
4081.Solyc03g112740.1.1	K4BKC7
4081.Solyc03g116110.2.1	K4BLB3
4081.Solyc03g116680.2.1	K4BLH0
4081.Solyc04g011650.2.1	K4BPL8
4081.Solyc04g015290.2.1	K4BQ32
4081.Solyc04g024340.2.1	K4BQN5
4081.Solyc04g082420.2.1	K4BVW9
4081.Solyc04g082780.2.1	K4BW05
4081.Solyc05g005290.2.1	K4BW60
4081.Solyc05g007520.1.1	K4BWS7
4081.Solyc05g055350.2.1	K4C2L1
4081.Solyc06g007420.1.1	K4C3C4
4081.Solyc06g073820.1.1	K4C9A0
4081.Solyc06g074600.1.1	K4C9H8
4081.Solyc08g069220.1.1	K4CME2
4081.Solyc08g075790.2.1	K4CMU6
4081.Solyc08g076580.2.1	K4CN20
4081.Solyc08g077400.1.1	K4CN99
4081.Solyc08g078910.1.1	K4CNQ0
4081.Solyc09g064340.1.1	K4CU64
4081.Solyc09g064640.1.1	K4CU92
4081.Solyc09g065800.2.1	K4CUK6
4081.Solyc09g065870.2.1	K4CUL3
4081.Solyc09g072830.2.1	K4CUV9
4081.Solyc10g050450.1.1	K4D0K1
4081.Solyc10g055290.1.1	K4D1C1
4081.Solyc10g062140.1.1	K4D1K4
4081.Solyc11g019920.1.1	K4D6U5
4081.Solyc11g039660.1.1	K4D7U3
4081.Solyc11g039690.1.1	K4D7U6
4081.Solyc12g038530.1.1	K4DEK2
4081.Solyc12g042520.1.1	K4DF43
4081.Solyc00g097260.1.1	K4ARD1
4081.Solyc00g164680.1.1	K4ARS4
4081.Solyc01g005170.1.1	K4AS84
4081.Solyc01g005180.1.1	K4AS85
4081.Solyc01g005380.2.1	K4ASA5
4081.Solyc01g091430.1.1	K4AZ83
4081.Solyc02g072550.1.1	K4B8M9
4081.Solyc02g081410.2.1	K4BA11
4081.Solyc02g081630.1.1	K4BA33
4081.Solyc03g031930.1.1	K4BFG4
4081.Solyc03g033270.2.1	K4BFJ9
4081.Solyc03g033700.1.1	K4BFP2
4081.Solyc03g037490.1.1	K4BFX0
4081.Solyc03g046290.1.1	K4BGD9
4081.Solyc03g121000.2.1	K4BMP9
4081.Solyc03g123580.2.1	K4BN57
4081.Solyc04g025440.2.1	K4BQY9
4081.Solyc04g047870.1.1	K4BRL4
4081.Solyc04g050510.2.1	K4BS21
4081.Solyc05g012590.2.1	K4BXY1
4081.Solyc05g014760.2.1	K4BYJ5
4081.Solyc05g018840.1.1	K4BZD8
4081.Solyc05g019970.1.1	K4BZE9
4081.Solyc06g018040.1.1	K4C4C9
4081.Solyc06g043150.2.1	K4C568
4081.Solyc06g048800.1.1	K4C5C6
4081.Solyc06g050570.1.1	K4C5K1
4081.Solyc07g005400.2.1	K4CB12
4081.Solyc07g005960.2.1	K4CB67
4081.Solyc07g007220.2.1	K4CBJ3
4081.Solyc07g016020.1.1	K4CCB9
4081.Solyc07g064510.2.1	K4CHD1
4081.Solyc08g005630.2.1	K4CI54
4081.Solyc08g008630.2.1	K4CIZ7
4081.Solyc08g015720.1.1	K4CJA2
4081.Solyc08g081200.2.1	K4CPB7
4081.Solyc08g081350.2.1	K4CPD2
4081.Solyc09g005490.1.1	K4CQ39
4081.Solyc09g007470.1.1	K4CQD6
4081.Solyc09g082750.1.1	K4CVQ1
4081.Solyc09g089680.2.1	K4CVZ4
4081.Solyc09g091180.2.1	K4CWE4
4081.Solyc09g091280.2.1	K4CWF4
4081.Solyc09g098330.2.1	K4CX03
4081.Solyc10g005490.2.1	K4CX81
4081.Solyc10g079660.1.1	K4D2K7
4081.Solyc10g083890.1.1	K4D3H5
4081.Solyc10g084910.1.1	K4D3S5
4081.Solyc11g064930.1.1	K4D9A6
4081.Solyc11g066450.1.1	K4D9Q2
4081.Solyc12g062320.1.1	K4DG61
4081.Solyc12g062800.1.1	K4DGA3
4081.Solyc12g088570.1.1	K4DGS8
4081.Solyc01g007540.2.1	K4ASV6
4081.Solyc02g083310.2.1	K4BAJ9
4081.Solyc06g054510.2.1	K4C6D7
4081.Solyc07g022840.1.1	K4CD41
4081.Solyc10g007800.2.1	K4CXV9
4081.Solyc12g098650.1.1	K4DHN8
4081.Solyc12g099250.1.1	K4DHU6
4081.Solyc01g097980.2.1	Q93YG8
4081.Solyc10g081040.1.1	K4D2Z1
4081.Solyc07g065210.2.1	Q8GZU1
4081.Solyc10g005950.2.1	K4CXC7
4081.Solyc10g006060.2.1	K4CXD8
4081.Solyc10g085500.1.1	K4D3Y4
4081.Solyc10g086540.1.1	K4D485
4081.Solyc02g032920.2.1	K4B5N5
4081.Solyc06g072650.1.1	K4C8Y5
4081.Solyc12g006230.1.1	K4DBG0
4081.Solyc11g071420.1.1	Q38MT1
4081.Solyc01g014450.1.1	K4AU82
4081.Solyc01g017170.1.1	K4AUP8
4081.Solyc01g098530.2.1	K4B0P0
4081.Solyc02g030590.1.1	K4B5A7
4081.Solyc03g065340.2.1	K4BHG4
4081.Solyc03g081190.1.1	K4BHZ6
4081.Solyc03g083960.2.1	K4BIH1
4081.Solyc04g073960.2.1	K4BTT4
4081.Solyc04g076410.2.1	K4BU79
4081.Solyc04g077220.2.1	K4BUF9
4081.Solyc04g081990.2.1	K4BVS8
4081.Solyc05g025830.1.1	K4BZX1
4081.Solyc05g044630.2.1	K4C0P6
4081.Solyc05g047520.2.1	K4C0Y6
4081.Solyc05g050120.2.1	K4C144
4081.Solyc05g053920.1.1	K4C271
4081.Solyc06g063220.2.1	K4C753
4081.Solyc07g043080.1.1	K4CEG8
4081.Solyc07g044750.2.1	K4CEN3
4081.Solyc08g062950.2.1	K4CL78
4081.Solyc08g066080.1.1	K4CLI6
4081.Solyc10g045130.1.1	K4CZN3
4081.Solyc11g006740.1.1	K4D4T5
4081.Solyc12g011350.1.1	K4DCM0
4081.Solyc12g015690.1.1	K4DD05
4081.Solyc02g085610.2.1	Q43508
4081.Solyc04g025140.1.1	K4BQV9
4081.Solyc05g009150.2.1	K4BX89
4081.Solyc06g074370.1.1	K4C9F5
4081.Solyc08g075950.1.1	K4CMW2
4081.Solyc11g005230.1.1	K4D4D6
4081.Solyc12g094640.1.1	K4DH36
4081.Solyc01g090610.2.1	K4AZ02
4081.Solyc02g079570.2.1	K4B9H8
4081.Solyc02g081280.1.1	K4B9Z8
4081.Solyc03g033770.1.1	K4BFP9
4081.Solyc03g063240.2.1	K4BH71
4081.Solyc03g120640.2.1	K4BML3
4081.Solyc04g050470.2.1	K4BS18
4081.Solyc04g051790.1.1	K4BSD6
4081.Solyc04g053110.1.1	K4BSG8
4081.Solyc05g014230.2.1	K4BYE3
4081.Solyc05g021350.1.1	K4BZH5
4081.Solyc05g021390.2.1	K4BZH9
4081.Solyc05g023930.1.1	K4BZN1
4081.Solyc06g051110.1.1	K4C5Q4
4081.Solyc07g005800.2.1	K4CB51
4081.Solyc07g008250.2.1	K4CBU4
4081.Solyc07g008870.1.1	K4CC06
4081.Solyc07g020950.1.1	K4CCV5
4081.Solyc07g021690.1.1	K4CD25
4081.Solyc09g009770.2.1	K4CR06
4081.Solyc09g097850.1.1	K4CWV7
4081.Solyc11g067180.1.1	K4D9X5
4081.Solyc11g072710.1.1	K4DAX8
4081.Solyc12g089320.1.1	K4DH03
4081.Solyc12g096330.1.1	K4DHA6
4081.Solyc01g009150.2.1	K4ATB1
4081.Solyc01g011170.1.1	K4ATV6
4081.Solyc01g096530.2.1	K4B041
4081.Solyc02g021520.1.1	K4B501
4081.Solyc02g030460.2.1	K4B595
4081.Solyc02g084110.1.1	K4BAS7
4081.Solyc03g083340.1.1	K4BIB0
4081.Solyc04g072680.1.1	K4BTQ5
4081.Solyc04g076670.2.1	K4BUA5
4081.Solyc04g076760.1.1	K4BUB4
4081.Solyc05g026010.1.1	K4BZY8
4081.Solyc05g041420.2.1	K4C0C3
4081.Solyc05g044510.1.1	K4C0N4
4081.Solyc05g048800.1.1	K4C112
4081.Solyc05g049860.1.1	K4C119
4081.Solyc06g062630.2.1	K4C6Z4
4081.Solyc06g062740.1.1	K4C705
4081.Solyc06g064870.2.1	K4C7B7
4081.Solyc07g025180.1.1	K4CD69
4081.Solyc08g059800.2.1	K4CKM4
4081.Solyc09g015680.1.1	K4CS38
4081.Solyc10g009340.1.1	K4CYB0
4081.Solyc10g011970.1.1	K4CYH4
4081.Solyc11g006870.1.1	K4D4U8
4081.Solyc11g008250.1.1	K4D585
4081.Solyc12g005990.1.1	K4DBD7
4081.Solyc12g009280.1.1	K4DC16
4081.Solyc01g081520.2.1	Q1W7E7
4081.Solyc02g091990.2.1	Q42892
4081.Solyc01g017160.1.1	K4AUP7
4081.Solyc01g044550.1.1	K4AVD4
4081.Solyc01g056510.1.1	K4AVL8
4081.Solyc01g058480.1.1	K4AW56
4081.Solyc01g060200.1.1	K4AWC3
4081.Solyc01g060310.1.1	K4AWD4
4081.Solyc01g098100.2.1	K4B0J7
4081.Solyc01g098180.2.1	K4B0K5
4081.Solyc01g100760.2.1	K4B1A7
4081.Solyc02g032070.1.1	K4B5F3
4081.Solyc02g064950.2.1	K4B6T0
4081.Solyc02g092400.1.1	K4BD36
4081.Solyc03g096790.2.1	K4BJ97
4081.Solyc03g098170.2.1	K4BJN2
4081.Solyc03g098710.1.1	K4BJT4
4081.Solyc03g111710.2.1	K4BK34
4081.Solyc04g009290.1.1	K4BP85
4081.Solyc04g077760.1.1	K4BUL3
4081.Solyc04g080000.1.1	K4BV79
4081.Solyc04g080380.2.1	K4BVB7
4081.Solyc04g082950.2.1	K4BW21
4081.Solyc05g005100.2.1	K4BW41
4081.Solyc05g005570.2.1	K4BW85
4081.Solyc05g050250.1.1	K4C157
4081.Solyc05g054650.1.1	K4C2E2
4081.Solyc06g068700.2.1	K4C844
4081.Solyc06g069270.1.1	K4C8A0
4081.Solyc06g072980.2.1	K4C918
4081.Solyc06g074630.2.1	K4C9I1
4081.Solyc07g053030.2.1	K4CFK1
4081.Solyc08g062120.1.1	K4CL01
4081.Solyc08g062830.1.1	K4CL67
4081.Solyc08g067050.2.1	K4CLT1
4081.Solyc09g055860.1.1	K4CT81
4081.Solyc09g059090.1.1	K4CTJ7
4081.Solyc09g064950.1.1	K4CUC2
4081.Solyc10g018580.1.1	K4CYY1
4081.Solyc10g019160.1.1	K4CZ34
4081.Solyc10g051360.1.1	K4D0T8
4081.Solyc11g013790.1.1	K4D6I3
4081.Solyc11g039550.1.1	K4D7T4
4081.Solyc12g036260.1.1	K4DE83
4081.Solyc12g038040.1.1	K4DEF9
4081.Solyc00g025510.1.1	K4AQN7
4081.Solyc00g029500.1.1	K4AQT0
4081.Solyc00g031700.1.1	K4AQV0
4081.Solyc00g036520.1.1	K4AQW9
4081.Solyc00g178340.1.1	K4ARU4
4081.Solyc00g212260.1.1	K4ARY0
4081.Solyc01g005220.2.1	K4AS89
4081.Solyc01g066170.1.1	K4AWM0
4081.Solyc01g079610.2.1	K4AXK6
4081.Solyc01g087080.2.1	K4AYA1
4081.Solyc01g088470.2.1	K4AYN7
4081.Solyc01g103010.2.1	K4B1M7
4081.Solyc01g110340.2.1	K4B3P7
4081.Solyc02g071520.2.1	K4B8C8
4081.Solyc02g072130.2.1	K4B8I7
4081.Solyc02g077100.2.1	K4B8T7
4081.Solyc03g007250.1.1	K4BEE8
4081.Solyc03g114870.1.1	K4BKY9
4081.Solyc03g119320.1.1	K4BM81
4081.Solyc03g120630.2.1	K4BML2
4081.Solyc04g015690.2.1	K4BQ71
4081.Solyc04g017720.2.1	K4BQH2
4081.Solyc04g025970.1.1	K4BR40
4081.Solyc04g050140.2.1	K4BRY6
4081.Solyc05g008700.1.1	K4BX44
4081.Solyc05g009420.1.1	K4BXB6
4081.Solyc05g010130.1.1	K4BXI6
4081.Solyc05g011900.1.1	K4BXR3
4081.Solyc05g013840.1.1	K4BYA5
4081.Solyc06g006100.2.1	K4C392
4081.Solyc06g008530.1.1	K4C3N3
4081.Solyc06g009640.1.1	K4C3Z4
4081.Solyc06g024200.1.1	K4C4E6
4081.Solyc07g007800.2.1	K4CBQ0
4081.Solyc07g063400.2.1	K4CH23
4081.Solyc08g077470.2.1	K4CNA6
4081.Solyc09g072840.1.1	K4CUW0
4081.Solyc09g090920.2.1	K4CWB8
4081.Solyc09g091670.2.1	K4CWJ3
4081.Solyc10g061890.1.1	K4D1H9
4081.Solyc10g074660.1.1	K4D1Q8
4081.Solyc11g051010.1.1	K4D8R3
4081.Solyc11g056630.1.1	K4D8X4
4081.Solyc11g066730.1.1	K4D9T0
4081.Solyc11g066920.1.1	K4D9U9
4081.Solyc11g067290.1.1	K4D9Y6
4081.Solyc12g056170.1.1	K4DFU8
4081.Solyc12g062210.1.1	K4DG51
4081.Solyc01g067600.2.1	K4AX08
4081.Solyc01g091000.2.1	K4AZ40
4081.Solyc01g091180.2.1	K4AZ58
4081.Solyc01g102710.2.1	K4B1J9
4081.Solyc01g103340.2.1	K4B1R0
4081.Solyc01g105410.2.1	K4B2B1
4081.Solyc01g111770.2.1	K4B439
4081.Solyc02g068050.2.1	K4B7D7
4081.Solyc02g071810.2.1	K4B8F6
4081.Solyc02g081940.2.1	K4BA64
4081.Solyc03g058390.1.1	K4BGP1
4081.Solyc03g121900.1.1	K4BMY8
4081.Solyc04g016230.2.1	K4BQC3
4081.Solyc04g050860.1.1	K4BS49
4081.Solyc05g025760.1.1	K4BZW4
4081.Solyc06g008930.2.1	K4C3S3
4081.Solyc06g024230.1.1	K4C4E9
4081.Solyc06g051450.1.1	K4C5T8
4081.Solyc08g014120.2.1	K4CJ45
4081.Solyc08g014270.1.1	K4CJ60
4081.Solyc09g010710.2.1	K4CR98
4081.Solyc09g066470.2.1	K4CUS2
4081.Solyc10g005180.2.1	K4CX51
4081.Solyc10g008390.2.1	K4CY16
4081.Solyc10g083830.1.1	K4D3G9
4081.Solyc11g005810.1.1	K4D4J4
4081.Solyc11g072870.1.1	K4DAZ3
4081.Solyc12g044500.1.1	K4DFD7
4081.Solyc12g049460.1.1	K4DFM6
4081.Solyc12g096110.1.1	K4DH84
4081.Solyc12g096260.1.1	K4DH99
4081.Solyc06g070990.2.1	D8VNC6
4081.Solyc05g053370.2.1	E5L4Q5
4081.Solyc06g005770.1.1	K4C359
4081.Solyc06g075550.2.1	K4C9S0
4081.Solyc11g039750.1.1	K4D7V2
4081.Solyc12g038130.1.1	K4DEG8
4081.Solyc08g074680.2.1	Q6ZXV2
4081.Solyc05g050120.2.1	O04936
4081.Solyc10g079470.2.1	Q8LP11
4081.Solyc08g077980.2.1	Q6U1L7
4081.Solyc10g083300.1.1	Q8LRN9
4081.Solyc01g065940.1.1	K4AWJ7
4081.Solyc01g096260.2.1	K4B014
4081.Solyc02g032420.1.1	K4B5I8
4081.Solyc02g067260.1.1	K4B758
4081.Solyc02g089240.2.1	K4BC76
4081.Solyc03g112850.2.1	K4BKD8
4081.Solyc04g072530.2.1	K4BTP0
4081.Solyc04g077570.1.1	K4BUJ4
4081.Solyc05g046040.1.1	K4C0T7
4081.Solyc05g047620.1.1	K4C0Z5
4081.Solyc05g053170.2.1	K4C1Z7
4081.Solyc05g053330.2.1	K4C213
4081.Solyc06g060440.1.1	K4C6M4
4081.Solyc06g068840.2.1	K4C858
4081.Solyc06g069500.2.1	K4C8C3
4081.Solyc06g074060.1.1	K4C9C4
4081.Solyc07g025480.1.1	K4CD93
4081.Solyc08g065140.1.1	K4CL96
4081.Solyc10g045110.1.1	K4CZN1
4081.Solyc11g013780.1.1	K4D6I2
4081.Solyc12g006170.1.1	K4DBF4
4081.Solyc12g008540.1.1	K4DBU2
4081.Solyc12g013740.1.1	K4DCQ9
4081.Solyc12g019270.1.1	K4DDF3
4081.Solyc12g035260.1.1	K4DDZ2
4081.Solyc02g021640.2.1	G8Z290
4081.Solyc01g109370.2.1	K4B3F0
4081.Solyc02g078480.2.1	K4B972
4081.Solyc02g079760.2.1	K4B9J7
4081.Solyc03g006370.2.1	K4BE60
4081.Solyc04g051720.2.1	K4BSD1
4081.Solyc05g009110.1.1	K4BX85
4081.Solyc05g012570.2.1	K4BXX9
4081.Solyc07g005350.2.1	K4CB07
4081.Solyc08g080460.1.1	K4CP46
4081.Solyc08g080760.1.1	K4CP74
4081.Solyc10g076670.1.1	K4D209
4081.Solyc12g044600.2.1	K4DFE6
4081.Solyc12g070280.1.1	K4DGE9
