272623.L0046	Q9CHU6
272623.L197697	A0A0A7T030
272623.L156251	A0A0A7T179
272623.L0197	A0A0A7SYX0
272623.L0314	A0A0A7T2K2
272623.L131443	A0A0A7T991
272623.L178384	A0A0A7T300
272623.L142722	A0A0A7T515
272623.L123365	A0A0A7T147
272623.L152002	A0A0A7T173
272623.L106965	A0A0A7T434
272623.L131392	A0A0A7T507
272623.L61727	A0A0A7T7D8
272623.L172471	A0A0A7SZE2
272623.L95975	A0A0A7SYI1
272623.L141748	A0A0A7T3N7
272623.L98347	A0A0A7T0A1
272623.L89194	A0A0A7T0J0
272623.L167097	A0A0A7SZ07
272623.L0182	A0A0A7T0G8
272623.L128697	A0A0A7T130
272623.L126240	A0A0A7SYQ3
272623.L10433	A0A0A7T0V6
272623.L113864	A0A0A7T5E1
272623.L198485	A0A0A7T731
272623.L128693	A0A0A7T9F2
272623.L22735	A0A0A7SYA3
272623.L125001	A0A0A7T024
272623.L0203	A0A0A7SZP4
272623.L73435	A0A0A7T1F7
272623.L110564	A0A0A7SX91
272623.L158343	A0A0A7SY84
272623.L127902	A0A0A7T1H1
272623.L0217	A0A0A7T4A5
272623.L104969	A0A0A7SXN4
272623.L6615	A0A0A7SXZ1
272623.L86554	A0A0A7T071
272623.L15795	A0A0A7T0B3
272623.L81189	A0A0A7T4S1
272623.L64737	A0A0A7T584
272623.L196779	A0A0A7SYA8
272623.L142159	A0A0A7SZN2
272623.L156302	A0A0A7SYK5
272623.L197075	A0A0A7SZA6
272623.L0290	A0A0A7SZH0
272623.L66281	A0A0A7T7T9
272623.L0136	A0A0A7T8V0
272623.L169106	A0A0A7T8Y8
272623.L174523	A0A0A7SY93
272623.L122632	A0A0A7T066
272623.L110899	A0A0A7T2Z4
272623.L180241	A0A0A7T5M6
272623.L0184	A0A0A7SYN0
272623.L167675	A0A0A7SYD3
272623.L0282	A0A0A7SZM5
272623.L184516	A0A0A7SXV2
272623.L182026	A0A0A7SYA0
272623.L44550	A0A0A7T1P1
272623.L145238	A0A0A7T652
272623.L89201	A0A0A7T2E4
272623.L136332	A0A0A7T163
272623.L0352	A0A0A7SYZ5
272623.L86881	A0A0A7SZS9
272623.L26721	A0A0A7T0K6
272623.L0024	A0A0A7T8I8
272623.L0029	A0A0A7T8J2
272623.L77381	A0A0A7T1D9
272623.L0051	A0A0A7T294
272623.L6973	A0A0A7T2T5
272623.L190009	A0A0A7SXF6
272623.L0086	A0A0A7T1T1
272623.L0198	A0A0A7T209
272623.L16911	A0A0A7T3C2
272623.L179660	A0A0A7T2G1
272623.L118462	A0A0A7T2W8
272623.L198033	A0A0A7T6K9
272623.L191765	A0A0A7T0T4
272623.L131778	A0A0A7T3N3
272623.L0221	A0A0A7SY60
272623.L155396	A0A0A7SYS7
272623.L109527	A0A0A7T389
272623.L0438	A0A0A7T4U8
272623.L198056	A0A0A7T552
272623.L33782	A0A0A7T698
272623.L65498	A0A0A7T6Q6
272623.L12887	A0A0A7T7Q2
272623.L178172	A0A0A7T1C5
272623.L139168	A0A0A7T982
272623.L90287	A0A0A7SZW6
272623.L188392	A0A0A7T3R5
272623.L94534	A0A0A7SZN3
272623.L178329	A0A0A7SZQ7
272623.L156385	A0A0A7T0N2
272623.L125707	A0A0A7T856
272623.L80177	A0A0A7SXQ5
272623.L128386	A0A0A7SXS4
272623.L39593	A0A0A7SY24
272623.L119780	A0A0A7SZU7
272623.L37916	A0A0A7T7S2
272623.L174788	A0A0A7T8E2
272623.L0334	A0A0A7SX95
272623.L164312	A0A0A7SY66
272623.L79351	A0A0A7T068
272623.L0252	A0A0A7SWZ9
272623.L0004	A0A0A7T4P5
272623.L53789	A0A0A7SYH8
272623.L0272	A0A0A7T2T8
272623.L38177	A0A0A7T1N7
272623.L33412	A0A0A7T359
272623.L54719	A0A0A7T7D3
272623.L0264	A0A0A7SZ36
272623.L121253	A0A0A7T8T9
272623.L32812	A0A0A7T570
272623.L145267	A0A0A7SXS1
272623.L140288	A0A0A7SYJ0
272623.L38650	A0A0A7T362
272623.L116532	A0A0A7T9B8
272623.L0405	A0A0A7T1R6
272623.L75975	A0A0A7T3I8
272623.L67708	A0A0A7T2D2
272623.L176399	A0A0A7T290
272623.L50682	A0A0A7SX38
272623.L192996	A0A0A7SXC8
272623.L32907	A0A0A7SWY8
272623.L150031	A0A0A7SXW6
272623.L0293	A0A0A7T169
272623.L11493	A0A0A7T6L6
272623.L0135	A0A0A7T2X2
272623.L27694	A0A0A7T354
272623.L52207	A0A0A7T417
272623.L37338	A0A0A7SY45
272623.L140754	A0A0A7T1Y3
272623.L126168	A0A0A7T0M3
272623.L149891	A0A0A7T1W9
272623.L0123	A0A0A7T263
272623.L148945	A0A0A7T2Z5
272623.L49741	A0A0A7T1I5
272623.L0124	A0A0A7T9A4
272623.L0228	A0A0A7T1A6
272623.L184871	A0A0A7SYE6
272623.L0259	A0A0A7SYH1
272623.L99884	A0A0A7SYN5
272623.L108911	A0A0A7T0J3
272623.L0319	A0A0A7SZT3
272623.L862989	A0A0A7SYU2
272623.L134606	A0A0A7T9H2
272623.L0126	A0A0A7SZ87
272623.L190226	A0A0A7T8Z8
272623.L117821	A0A0A7T969
272623.L8105	A0A0A7T1B5
272623.L119564	A0A0A7T0V0
272623.L25946	A0A0A7T1B0
272623.L66233	A0A0A7SXJ5
272623.L93481	A0A0A7SY33
272623.L149164	A0A0A7SZV9
272623.L125196	A0A0A7T642
272623.L88730	A0A0A7SYF7
272623.L70979	A0A0A7SYV3
272623.L117145	A0A0A7SZ54
272623.L200059	A0A0A7T0E5
272623.L124628	A0A0A7T0K4
272623.L142326	A0A0A7T0M2
272623.L195318	A0A0A7T110
272623.L59950	A0A0A7T2P9
272623.L90946	A0A0A7SY39
272623.L192354	A0A0A7SYA5
272623.L88446	A0A0A7T1K1
272623.L95481	A0A0A7T1F5
272623.L185224	A0A0A7T271
272623.L141634	A0A0A7T323
272623.L56431	A0A0A7T423
272623.L3272	A0A0A7T556
272623.L104681	A0A0A7T632
272623.L148957	A0A0A7T6H8
272623.L50637	A0A0A7SZ81
272623.L0233	A0A0A7T9E2
272623.L168650	A0A0A7SY90
272623.L0328	A0A0A7T1H9
272623.L77437	A0A0A7T6C0
272623.L93148	A0A0A7T830
272623.L73818	A0A0A7T8R1
272623.L1009	A0A0A7SWZ7
272623.L137682	A0A0A7SXR6
272623.L0339	A0A0A7SXU3
272623.L0178	A0A0A7T059
272623.L4536	A0A0A7SYG1
272623.L159954	A0A0A7SYL2
272623.L103741	A0A0A7SZ57
272623.L130687	A0A0A7T860
272623.L0078	A0A0A7SZU5
272623.L99502	A0A0A7T2Y6
272623.L65707	A0A0A7SXN8
272623.L0369	A0A0A7SXS6
272623.L4152	A0A0A7T034
272623.L45109	A0A0A7T0L6
272623.L122569	A0A0A7T2U2
272623.L90358	A0A0A7T7W9
272623.L0075	A0A0A7SZW8
272623.L143350	A0A0A7SX63
272623.L192240	A0A0A7SXA2
272623.L31280	A0A0A7SXH3
272623.L183112	A0A0A7SXZ2
272623.L150744	A0A0A7T099
272623.L128692	A0A0A7T150
272623.L93826	A0A0A7T2L2
272623.L76107	A0A0A7T4V6
272623.L194050	A0A0A7T550
272623.L55605	A0A0A7T0G1
272623.L161121	A0A0A7T0T6
272623.L166407	A0A0A7T0U1
272623.L0360	A0A0A7SZP0
272623.L22900	A0A0A7T2Z0
272623.L0120	A0A0A7T6E3
272623.L133858	A0A0A7T158
272623.L119456	A0A0A7T1V8
272623.L0139	A0A0A7T4P7
272623.L0083	A0A0A7T4S3
272623.L192589	A0A0A7T727
272623.L200264	A0A0A7SYF6
272623.L45616	A0A0A7SZS1
272623.L126819	A0A0A7T0V5
272623.L159505	A0A0A7T0Y1
272623.L16221	A0A0A7T2M3
272623.L27433	A0A0A7T8H7
272623.L0092	A0A0A7T8X7
272623.L0379	A0A0A7T908
272623.L0304	A0A0A7T4G9
272623.L165	A0A0A7T1B1
272623.L193090	A0A0A7T1E0
272623.L0270	A0A0A7T2N9
272623.L152588	A0A0A7T6I2
272623.L111525	A0A0A7T6U1
272623.L1530	A0A0A7SYQ0
272623.L124677	A0A0A7T2W4
272623.L582	A0A0A7SXW8
272623.L0266	A0A0A7T2Q7
272623.L132875	A0A0A7T2W9
272623.L92686	A0A0A7SYN1
272623.L25433	A0A0A7T276
272623.L76216	A0A0A7T7V5
272623.L12227	A0A0A7SY32
272623.L142410	A0A0A7T055
272623.L1734467	A0A0A7T358
272623.L76582	A0A0A7T591
272623.L177031	A0A0A7T708
272623.L162840	A0A0A7T0F3
272623.L18622	A0A0A7T563
272623.L0196	A0A0A7SZD8
272623.L6927	A0A0A7T6L4
272623.L2599	A0A0A7SZ40
272623.L159364	A0A0A7T069
272623.L111162	A0A0A7T1G4
272623.L115500	A0A0A7T303
272623.L0355	A0A0A7T3W3
272623.L32072	A0A0A7T3V4
272623.L54944	A0A0A7T4H3
272623.L0020	A0A0A7T7E9
272623.L128737	A0A0A7T2G0
272623.L0067	A0A0A7T003
272623.L111950	A0A0A7SX62
272623.L0219	A0A0A7SZF6
272623.L0278	A0A0A7T4X3
272623.L58790	A0A0A7T1G0
272623.L88637	A0A0A7T372
272623.L118481	A0A0A7T4M3
272623.L193718	A0A0A7SYR3
272623.L181867	A0A0A7SZI8
272623.L0285	A0A0A7T1E2
272623.L119013	A0A0A7T1G7
272623.L114717	A0A0A7SZM1
272623.L11851	A0A0A7T4F4
272623.L18206	A0A0A7T1C4
272623.L52064	A0A0A7T1F4
272623.L79267	A0A0A7SZB4
272623.L95240	A0A0A7T1Q7
272623.L160697	A0A0A7SYN3
272623.L0206	A0A0A7SYU4
272623.L84257	A0A0A7SZK3
272623.L0112	A0A0A7T136
272623.L148778	A0A0A7SX88
272623.L0251	A0A0A7SWV1
272623.L93051	A0A0A7SXM4
272623.L118475	A0A0A7SXR2
272623.L0074	A0A0A7SZU0
272623.L123159	A0A0A7SZ33
272623.L124415	A0A0A7SY52
272623.L26998	A0A0A7SXE3
272623.L168484	A0A0A7SXU2
272623.L105113	A0A0A7T1G2
272623.L48477	A0A0A7T3H2
272623.L157321	A0A0A7T1J1
272623.L0262	A0A0A7T4K9
272623.L0157	A0A0A7T2V3
272623.L17893	A0A0A7T4P2
272623.L0156	A0A0A7T527
272623.L151700	A0A0A7T038
272623.L0332	A0A0A7T478
272623.L78730	A0A0A7T1Q5
272623.L79717	A0A0A7T2G2
272623.L0155	A0A0A7T480
272623.L185135	A0A0A7T4E3
272623.L48341	A0A0A7SYW0
272623.L0353	A0A0A7T0I7
272623.L82521	A0A0A7SYF1
272623.L0440	A0A0A7SYD5
272623.L161266	A0A0A7SZD2
272623.L120334	A0A0A7SZE6
272623.L125485	A0A0A7T0C1
272623.L190278	A0A0A7T0W3
272623.L90678	A0A0A7T6R8
272623.L0102	A0A0A7T265
272623.L1010	A0A0A7SX57
272623.L128696	A0A0A7T193
272623.L94760	A0A0A7SZ46
272623.L169709	A0A0A7SYN8
272623.L0071	A0A0A7SZT5
272623.L145850	A0A0A7T8B9
272623.L106031	A0A0A7SX58
272623.L114827	A0A0A7SZY8
272623.L19516	A0A0A7T047
272623.L88187	A0A0A7T128
272623.L140141	A0A0A7T1W1
272623.L163056	A0A0A7SZ99
272623.L93148	A0A0A7T1H8
272623.L141766	A0A0A7SZG5
272623.L21952	A0A0A7T2M9
272623.L35675	A0A0A7T287
272623.L129753	A0A0A7T0R0
272623.L88729	A0A0A7T1Q9
272623.L0113	A0A0A7T2Y7
272623.L186839	A0A0A7T4B2
272623.L14190	A0A0A7T4T4
272623.L0175	A0A0A7T1J9
272623.L0324	A0A0A7T4U2
272623.L0143	A0A0A7T7F9
272623.L147466	A0A0A7T171
272623.L109747	A0A0A7T1S4
272623.L144410	A0A0A7T3P0
272623.L132777	A0A0A7T202
272623.L58914	A0A0A7T2D7
272623.L97827	A0A0A7T4K4
272623.L128694	A0A0A7T7I3
272623.L6208	A0A0A7T0A2
272623.L0163	A0A0A7SZH9
272623.L74935	A0A0A7T2I9
272623.L0177	A0A0A7SZS7
272623.L54803	A0A0A7SZ11
272623.L124107	A0A0A7SZQ0
272623.L173921	A0A0A7T0Q1
272623.L148346	A0A0A7SZZ6
272623.L88237	A0A0A7SYM7
272623.L15262	A0A0A7SYN4
272623.L187315	A0A0A7SZJ3
272623.L177593	A0A0A7T242
272623.L159400	A0A0A7SX96
272623.L131423	A0A0A7SXV0
272623.L9458	A0A0A7SY97
272623.L0082	A0A0A7SY83
272623.L6328	A0A0A7SXX4
272623.L21300	A0A0A7T0B9
272623.L0134	A0A0A7T7H9
272623.L177350	A0A0A7T2F4
272623.L124727	A0A0A7SZ60
272623.L118668	A0A0A7T1S8
272623.L152419	A0A0A7T8C5
272623.L0235	A0A0A7T0X2
272623.L0299	A0A0A7T4C5
272623.L82103	A0A0A7T6M0
272623.L57401	A0A0A7T6P8
272623.L1002	A0A0A7SWY5
272623.L193121	A0A0A7T2L5
272623.L0046	A0A0A7SYG3
272623.L162009	A0A0A7SZ74
272623.L67226	A0A0A7SXL5
272623.L183246	A0A0A7T4S5
272623.L33417	A0A0A7SZ69
272623.L168265	A0A0A7T2J7
272623.L105256	A0A0A7SX35
272623.L97415	A0A0A7SXM9
272623.L97777	A0A0A7T3I7
272623.L0370	A0A0A7T4W8
272623.L131805	A0A0A7SYQ6
272623.L195257	A0A0A7SZ30
272623.L156225	A0A0A7SZC7
272623.L51032	A0A0A7T8J7
272623.L0247	A0A0A7T2A3
272623.L0132	A0A0A7T7N0
272623.L98583	A0A0A7T347
272623.L2183	A0A0A7T0E2
272623.L35965	A0A0A7T2A8
272623.L89418	A0A0A7SXN6
272623.L104115	A0A0A7T4K5
272623.L180636	A0A0A7T0V8
272623.L165202	A0A0A7T2E3
272623.L173045	A0A0A7T236
272623.L0234	A0A0A7T0P1
272623.L0069	A0A0A7T1N2
272623.L99798	A0A0A7T429
272623.L61355	A0A0A7T0M6
272623.L123116	A0A0A7SYP9
272623.L0138	A0A0A7T1C2
272623.L101678	A0A0A7T370
272623.L196206	A0A0A7SZG2
272623.L85237	A0A0A7SYZ4
272623.L63697	A0A0A7T8Q0
272623.L131803	A0A0A7T0W0
272623.L88252	A0A0A7SY59
272623.L5776	A0A0A7SYB6
272623.L123536	A0A0A7SX49
272623.L47650	A0A0A7SXG6
272623.L0099	A0A0A7SZW3
272623.L186107	A0A0A7SXW9
272623.L44542	A0A0A7SY29
272623.L0032	A0A0A7SZ96
272623.L115789	A0A0A7T0B2
272623.L0307	A0A0A7SY43
272623.L128687	A0A0A7T196
272623.L0159	A0A0A7T639
272623.L0236	A0A0A7T770
272623.L0280	A0A0A7SZK9
272623.L0281	A0A0A7SYT3
272623.L0190	A0A0A7T4Q5
272623.L0117	A0A0A7T9E7
272623.L0103	A0A0A7SZ16
272623.L162952	A0A0A7SZH7
272623.L31393	A0A0A7T8I3
272623.L154225	A0A0A7SZW2
272623.L113994	A0A0A7T0P9
272623.L0327	A0A0A7T1X5
272623.L0194	A0A0A7T2J4
272623.L0239	A0A0A7T462
272623.L33187	A0A0A7SY06
272623.L190464	A0A0A7SZF7
272623.L88699	A0A0A7SZ41
272623.L0145	A0A0A7T107
272623.L193734	A0A0A7T259
272623.L127611	A0A0A7T8U2
272623.L42195	A0A0A7SXZ9
272623.L59930	A0A0A7SYB4
272623.L0342	A0A0A7T297
272623.L0287	A0A0A7T646
272623.L67624	A0A0A7T4I4
272623.L89079	A0A0A7SYX3
272623.L65675	A0A0A7T0N1
272623.L91569	A0A0A7SZT1
272623.L189315	A0A0A7SYF0
272623.L106755	A0A0A7T052
272623.L22496	A0A0A7T2X8
272623.L126409	A0A0A7T4N7
272623.L79507	A0A0A7SX27
272623.L187716	A0A0A7T2Z2
272623.L172782	A0A0A7SZ12
272623.L157908	A0A0A7T0E8
272623.L81453	A0A0A7SXL1
272623.L128550	A0A0A7SZY7
272623.L193873	A0A0A7SZU3
272623.L0107	A0A0A7SYQ4
272623.L197041	A0A0A7SXD4
272623.L112952	A0A0A7SZ49
272623.L53699	A0A0A7T929
272623.L174946	A0A0A7SX86
272623.L102360	A0A0A7SXS5
272623.L191431	A0A0A7SXX3
272623.L52704	A0A0A7T053
272623.L179659	A0A0A7SX92
272623.L0179	A0A0A7T033
272623.L179531	A0A0A7T1Z4
272623.L97131	A0A0A7T4Y9
272623.L0403	A0A0A7T2J8
272623.L144693	A0A0A7T6H3
272623.L0066	A0A0A7T1M9
272623.L73572	A0A0A7T1Q1
272623.L13744	A0A0A7T2B0
272623.L30901	A0A0A7SWW5
272623.L170548	A0A0A7T310
272623.L91252	A0A0A7T3A5
272623.L101706	A0A0A7T3L4
272623.L154512	A0A0A7T0T1
272623.L0017	A0A0A7T1Y4
272623.L35545	A0A0A7T2V2
272623.L132585	A0A0A7T305
272623.L0144	A0A0A7T190
272623.L101912	A0A0A7T2S5
272623.L0323	A0A0A7SZA4
272623.L101209	A0A0A7SX55
272623.L159324	A0A0A7T231
272623.L0296	A0A0A7SYW5
272623.L58584	A0A0A7SZ86
272623.L80679	A0A0A7T102
272623.L0231	A0A0A7T2C7
272623.L84240	A0A0A7T2U6
272623.L187016	A0A0A7T368
272623.L109453	A0A0A7SYW4
272623.L0104	A0A0A7T0J1
272623.L49741	A0A0A7T827
272623.L0009	A0A0A7T8D7
272623.L0302	A0A0A7T933
272623.L182555	A0A0A7T4T1
272623.L0056	A0A0A7T1D0
272623.L1889726	A0A0A7T1L5
272623.L102491	A0A0A7T2V6
272623.L51063	A0A0A7T578
272623.L151001	A0A0A7SZR4
272623.L115551	A0A0A7SYW9
272623.L129183	A0A0A7SYB5
272623.L0230	A0A0A7T0S6
272623.L200065	A0A0A7T2X9
272623.L90422	A0A0A7T4Y5
272623.L197809	A0A0A7SZZ1
272623.L82310	A0A0A7T124
272623.L134450	A0A0A7T862
272623.L89001	A0A0A7SZK6
272623.L119891	A0A0A7SYJ5
272623.L9094	A0A0A7SZE3
272623.L30853	A0A0A7T152
272623.L142355	A0A0A7T2W0
272623.L105533	A0A0A7T334
272623.L19721	A0A0A7SY37
272623.L133367	A0A0A7SZZ2
272623.L117718	A0A0A7T0L8
272623.L117685	A0A0A7T1Y5
272623.L0213	A0A0A7T3L6
272623.L84502	A0A0A7T412
272623.L1006	A0A0A7SYR2
272623.L0106	A0A0A7SYX7
272623.L175450	A0A0A7T0G4
272623.L35751	A0A0A7T1B8
272623.L84992	A0A0A7T7W4
272623.L0035	A0A0A7SWY7
272623.L0062	A0A0A7T7F6
272623.L104065	A0A0A7T0I8
272623.L57295	A0A0A7T892
272623.L17654	A0A0A7T8G8
272623.L0047	A0A0A7T3V7
272623.L96595	A0A0A7T3L0
272623.L48417	A0A0A7SXJ0
272623.L0172	A0A0A7SYI4
272623.L0440	A0A0A7T0Y6
272623.L182020	A0A0A7T0Z8
272623.L116212	A0A0A7SXP5
272623.L123471	A0A0A7SYA9
272623.L0068	A0A0A7SZW0
272623.L152227	A0A0A7T065
272623.L4702	A0A0A7SZD6
272623.L160092	A0A0A7SZS0
272623.L92886	A0A0A7T320
272623.L63227	A0A0A7T936
272623.L0277	A0A0A7T945
272623.L0263	A0A0A7SWY0
272623.L0100	A0A0A7SZY9
272623.L127476	A0A0A7SXQ4
272623.L87453	A0A0A7SXQ9
272623.L0241	A0A0A7T2U3
272623.L110467	A0A0A7T3J8
272623.L104437	A0A0A7SYI5
272623.L40005	A0A0A7SZJ7
272623.L0224	A0A0A7T2F8
272623.L108989	A0A0A7T6D9
272623.L174389	A0A0A7T1Z0
272623.L0014	A0A0A7T6B6
272623.L1015	A0A0A7SYR9
272623.L179409	A0A0A7SYP7
272623.L0316	A0A0A7T1F6
272623.L126739	A0A0A7T2Y4
272623.L63770	A0A0A7T2T2
272623.L0306	A0A0A7T5T8
272623.L5532	A0A0A7SY12
272623.L85854	A0A0A7SY35
272623.L130150	A0A0A7SZ65
272623.L11745	A0A0A7T340
272623.L86826	A0A0A7SYK1
272623.L0212	A0A0A7SZE7
272623.L0162	A0A0A7SZ58
272623.L0248	A0A0A7T0E1
272623.L51437	A0A0A7SXL6
272623.L17153	A0A0A7SY09
272623.L189881	A0A0A7T343
272623.L52034	A0A0A7T360
272623.L0080	A0A0A7T6A9
272623.L13927	A0A0A7T0J5
272623.L91252	A0A0A7T1Q3
272623.L198893	A0A0A7SY07
272623.L176316	A0A0A7SXB0
272623.L0340	A0A0A7SXZ5
272623.L135972	A0A0A7T2C0
272623.L158566	A0A0A7T2L4
272623.L118271	A0A0A7T5E5
272623.L121252	A0A0A7SY69
272623.L175712	A0A0A7T9D4
272623.L160176	A0A0A7SXU8
272623.L157055	A0A0A7T0A5
272623.L0048	A0A0A7T0N0
272623.L52568	A0A0A7T141
272623.L80459	A0A0A7SYY6
272623.L130682	A0A0A7T0L0
272623.L0115	A0A0A7T4P9
272623.L187918	A0A0A7T076
272623.L132712	A0A0A7SYY3
272623.L92987	A0A0A7T0Q3
272623.L0095	A0A0A7T2Y9
272623.L114325	A0A0A7T4M6
272623.L101688	A0A0A7T6S8
272623.L19959	A0A0A7T4F7
272623.L80411	A0A0A7T613
272623.L18686	A0A0A7T4T7
272623.L176360	A0A0A7T0R9
272623.L32666	A0A0A7T374
272623.L34612	A0A0A7T4G5
272623.L93420	A0A0A7T4J5
272623.L173068	A0A0A7T6J3
272623.L0220	A0A0A7SXU7
272623.L22116	A0A0A7SY00
272623.L0322	A0A0A7SZP6
272623.L177520	A0A0A7T3Q9
272623.L162229	A0A0A7T0N8
272623.L193291	A0A0A7SYP0
272623.L16606	A0A0A7SYQ9
272623.L137630	A0A0A7SZQ6
272623.L42411	A0A0A7T0X9
272623.L0036	A0A0A7SX43
272623.L0271	A0A0A7SXX0
272623.L155602	A0A0A7SYC5
272623.L188472	A0A0A7T022
272623.L0258	A0A0A7T301
272623.L0149	A0A0A7SZW9
272623.L123581	A0A0A7SZZ3
272623.L104745	A0A0A7T0K7
272623.L13272	A0A0A7T3E7
272623.L43222	A0A0A7T2V7
272623.L0025	A0A0A7T401
272623.L21300	A0A0A7SZQ8
272623.L171552	A0A0A7T009
272623.L80191	A0A0A7T3J1
272623.L36841	A0A0A7T924
272623.L28502	A0A0A7T1H0
272623.L193644	A0A0A7T2H4
272623.L57608	A0A0A7T3X3
272623.L78434	A0A0A7T405
272623.L44083	A0A0A7T574
272623.L0201	A0A0A7T6C8
272623.L0232	A0A0A7T6X7
272623.L158710	A0A0A7T6Z0
272623.L0440	A0A0A7SZ71
272623.L184033	A0A0A7T3B3
272623.L210	A0A0A7SZU8
272623.L0065	A0A0A7SZV6
272623.L0222	A0A0A7SYH5
272623.L0199	A0A0A7T2F2
272623.L112499	A0A0A7T2A7
272623.L59135	A0A0A7SXM2
272623.L132617	A0A0A7SXR0
272623.L0180	A0A0A7SYQ7
272623.L0268	A0A0A7T1D3
272623.L0207	A0A0A7T1T5
272623.L0169	A0A0A7T510
272623.L26054	A0A0A7SXJ1
272623.L883	A0A0A7SY89
272623.L0122	A0A0A7T0K3
272623.L162870	A0A0A7T0Q8
272623.L168238	A0A0A7T187
272623.L128688	A0A0A7T4U9
272623.L10283	A0A0A7T3E4
272623.L120589	A0A0A7T4L2
272623.L161059	A0A0A7T183
272623.L174321	A0A0A7T192
272623.L193909	A0A0A7T4B9
272623.L171002	A0A0A7T4R7
272623.L171000	A0A0A7T532
272623.L0326	A0A0A7T561
272623.L22687	A0A0A7SYZ0
272623.L191500	A0A0A7SZA1
272623.L0093	A0A0A7T148
272623.L158193	A0A0A7T044
272623.L153973	A0A0A7T2I5
272623.L0376	A0A0A7T2P3
272623.L108008	A0A0A7T0P4
272623.L158071	A0A0A7T2Q6
272623.L119032	A0A0A7SYH2
272623.L185851	A0A0A7T2S6
272623.L127223	A0A0A7T6V5
272623.L115706	A0A0A7SZ28
272623.L189428	A0A0A7T103
272623.L2.1N	A0A0A7T116
272623.L130713	A0A0A7SX75
272623.L132251	A0A0A7SZA7
272623.L128691	A0A0A7T345
272623.L0325	A0A0A7T1R7
272623.L104021	A0A0A7T8T1
272623.L145739	A0A0A7SYJ4
272623.L36404	A0A0A7T160
272623.L161132	A0A0A7SYC9
272623.L177493	A0A0A7SZX8
272623.L187771	A0A0A7T2L1
272623.L0257	A0A0A7SY63
272623.L0176	A0A0A7SZX3
272623.L141547	A0A0A7SYL3
272623.L131937	A0A0A7SY76
272623.L0052	A0A0A7T0N4
272623.L181494	A0A0A7T2S2
272623.L0392	A0A0A7T208
272623.L24277	A0A0A7T3U5
272623.L100735	A0A0A7T9F9
272623.L0261	A0A0A7T2C8
272623.L73386	A0A0A7T400
272623.L129403	A0A0A7T455
272623.L102634	A0A0A7T5A9
272623.L168057	A0A0A7SZP9
272623.L107499	A0A0A7SZ42
272623.L74167	A0A0A7T101
272623.L177221	A0A0A7T012
272623.L0216	A0A0A7T090
272623.L169897	A0A0A7T5L0
272623.L0210	A0A0A7SYV5
272623.L127411	A0A0A7T4N6
272623.L01009	A0A0A7T4F1
272623.L0129	A0A0A7T5T2
272623.L169230	A0A0A7T9C3
272623.L11083	A0A0A7SZN5
272623.L71932	A0A0A7SZJ8
272623.L0027	A0A0A7T292
272623.L11456	A0A0A7T8G4
272623.L27646	A0A0A7SXG9
272623.L2866	A0A0A7T080
272623.L122222	A0A0A7SZY4
272623.L180104	A0A0A7SY77
272623.L0321	A0A0A7T023
272623.L104221	A0A0A7SX85
272623.L107724	A0A0A7SZX9
272623.L164789	A0A0A7T2L8
272623.L0044	A0A0A7T2Y5
272623.L0350	A0A0A7T3K3
272623.L184818	A0A0A7T6K0
272623.L130944	A0A0A7T312
272623.L0276	A0A0A7T3C7
272623.L176238	A0A0A7T4R0
272623.L4747	A0A0A7T738
272623.L196579	A0A0A7SXX8
272623.L167770	A0A0A7SYL6
272623.L95697	A0A0A7T0J6
272623.L20937	A0A0A7T2U5
272623.L0140	A0A0A7T050
272623.L0295	A0A0A7SZG6
272623.L0189	A0A0A7SYN6
272623.L183216	A0A0A7SZ19
272623.L95846	A0A0A7SZX1
272623.L119676	A0A0A7SY96
272623.L186258	A0A0A7T332
272623.L106608	A0A0A7T6T5
272623.L60571	A0A0A7SYD9
272623.L164132	A0A0A7SYT6
272623.L0215	A0A0A7T1U0
272623.L138452	A0A0A7T1V3
272623.L108967	A0A0A7T9D0
272623.L92295	A0A0A7T315
272623.L120396	A0A0A7T2H9
272623.L0318	A0A0A7SZL2
272623.L0168	A0A0A7T0D0
272623.L154438	A0A0A7T2L0
272623.L133932	A0A0A7T460
272623.L166370	A0A0A7T162
272623.L32731	A0A0A7SZD9
272623.L0250	A0A0A7SZG7
272623.L22498	A0A0A7T376
272623.L54021	A0A0A7SXH2
272623.L87561	A0A0A7T319
272623.L181858	A0A0A7T3R3
272623.L3407	A0A0A7T4S9
272623.L166614	A0A0A7SZI2
272623.L101577	A0A0A7SY71
272623.L0167	A0A0A7SZV7
272623.L45677	A0A0A7T3W4
272623.L0023	A0A0A7T120
272623.L114402	A0A0A7T0U7
272623.L32195	A0A0A7T7R9
272623.L98542	A0A0A7T0Q7
272623.L60596	A0A0A7T7T5
272623.L82956	A0A0A7T475
272623.L24228	A0A0A7T4U1
272623.L68478	A0A0A7SYE3
272623.L87336	A0A0A7T093
272623.L0089	A0A0A7T0H7
272623.L154925	A0A0A7T0X7
272623.L93500	A0A0A7SXP1
272623.L0064	A0A0A7T036
272623.L69000	A0A0A7T0H9
272623.L0050	A0A0A7T6S4
272623.L24511	A0A0A7T2Q1
272623.L100350	A0A0A7SZU6
272623.L140856	A0A0A7T0S0
272623.L0090	A0A0A7T1K2
272623.L0026	A0A0A7T2D3
272623.L0019	A0A0A7T156
272623.L8730	A0A0A7SZB8
272623.L104285	A0A0A7T1X3
