9913.ENSBTAP00000022411	P68250
9913.ENSBTAP00000009938	Q9TS07
9913.ENSBTAP00000003798	A7E390
9913.ENSBTAP00000054698	G3MYR1
9913.ENSBTAP00000019179	G3N2L6
9913.ENSBTAP00000026209	A4IFH0
9913.ENSBTAP00000001268	A6QNK2
9913.ENSBTAP00000054509	A6QNR8
9913.ENSBTAP00000018539	A6QPK7
9913.ENSBTAP00000053884	G3MWI4
9913.ENSBTAP00000054997	G3MZJ8
9913.ENSBTAP00000055484	G3N0W4
9913.ENSBTAP00000055596	G3N168
9913.ENSBTAP00000055612	G3N182
9913.ENSBTAP00000055863	G3N1V9
9913.ENSBTAP00000022485	Q0V8D1
9913.ENSBTAP00000016754	Q0V8H7
9913.ENSBTAP00000021088	Q864L7
9913.ENSBTAP00000031126	O19358
9913.ENSBTAP00000012489	Q1JPG2
9913.ENSBTAP00000022885	Q28119
9913.ENSBTAP00000053378	Q3MHJ1
9913.ENSBTAP00000055209	A1XED3
9913.ENSBTAP00000054297	G3MXM9
9913.ENSBTAP00000005979	M5FKC9
9913.ENSBTAP00000024507	F1MBR6
9913.ENSBTAP00000031023	Q863I0
9913.ENSBTAP00000019318	Q862C3
9913.ENSBTAP00000029367	F1MBU4
9913.ENSBTAP00000017095	F1MCP4
9913.ENSBTAP00000017073	F1MD24
9913.ENSBTAP00000008872	F1MH73
9913.ENSBTAP00000024084	F1MHA1
9913.ENSBTAP00000006384	F1MIY9
9913.ENSBTAP00000037319	F1MJ14
9913.ENSBTAP00000053259	F1MLR9
9913.ENSBTAP00000010497	F1MMY4
9913.ENSBTAP00000010491	F1MMY6
9913.ENSBTAP00000053597	F1MP21
9913.ENSBTAP00000025819	F1MPM8
9913.ENSBTAP00000001849	F1MPQ7
9913.ENSBTAP00000020350	F1MU06
9913.ENSBTAP00000004771	F1MUS4
9913.ENSBTAP00000035936	F1MWV0
9913.ENSBTAP00000004152	F1N085
9913.ENSBTAP00000021674	F1N281
9913.ENSBTAP00000019440	F1N3U7
9913.ENSBTAP00000007595	F1N4N1
9913.ENSBTAP00000002908	F1N4T5
9913.ENSBTAP00000026299	F1N570
9913.ENSBTAP00000052473	F1N6N9
9913.ENSBTAP00000015448	F1N7F1
9913.ENSBTAP00000053160	I3PED9
9913.ENSBTAP00000010451	A1L549
9913.ENSBTAP00000052095	A8E642
9913.ENSBTAP00000009507	F6PZN1
9913.ENSBTAP00000015995	F6RC46
9913.ENSBTAP00000053148	I3PEW9
9913.ENSBTAP00000018411	Q2KJE3
9913.ENSBTAP00000026059	Q5S1S2
9913.ENSBTAP00000048632	A1A4K0
9913.ENSBTAP00000023753	A6QQF4
9913.ENSBTAP00000037548	A6QQH3
9913.ENSBTAP00000016309	A6QQP6
9913.ENSBTAP00000027969	E1BCM7
9913.ENSBTAP00000000824	E1BH37
9913.ENSBTAP00000036018	E1BLR0
9913.ENSBTAP00000053283	E1BM98
9913.ENSBTAP00000054905	G3MZA9
9913.ENSBTAP00000055014	G3MZL4
9913.ENSBTAP00000056095	G3N2I1
9913.ENSBTAP00000017916	G3N3P4
9913.ENSBTAP00000056585	G3N3S4
9913.ENSBTAP00000016177	G3X6Z4
9913.ENSBTAP00000023042	G3X7A8
9913.ENSBTAP00000017687	G3X7C5
9913.ENSBTAP00000034008	G3X7K4
9913.ENSBTAP00000053206	Q3ZCA4
9913.ENSBTAP00000019752	A8Y827
9913.ENSBTAP00000010989	E1BFR6
9913.ENSBTAP00000001053	E1BJL8
9913.ENSBTAP00000043685	E1BKS7
9913.ENSBTAP00000042267	E1BL80
9913.ENSBTAP00000015061	E1BQ22
9913.ENSBTAP00000055325	G3X6P3
9913.ENSBTAP00000043467	G3X7U3
9913.ENSBTAP00000002668	G5E522
9913.ENSBTAP00000049589	G5E698
9913.ENSBTAP00000051725	G5E6F7
9913.ENSBTAP00000009264	G8JKW7
9913.ENSBTAP00000035289	A5PKL0
9913.ENSBTAP00000007764	B0ZT56
9913.ENSBTAP00000026432	E1B716
9913.ENSBTAP00000005832	E1B7K5
9913.ENSBTAP00000053128	E1B7R9
9913.ENSBTAP00000041195	E1B7T6
9913.ENSBTAP00000040667	E1B8J8
9913.ENSBTAP00000006265	E1B9X0
9913.ENSBTAP00000006662	E1BAY1
9913.ENSBTAP00000038024	E1BBI6
9913.ENSBTAP00000016189	E1BHK4
9913.ENSBTAP00000030381	E1BIW9
9913.ENSBTAP00000027587	E1BK15
9913.ENSBTAP00000028930	E1BK57
9913.ENSBTAP00000007964	E1BKK7
9913.ENSBTAP00000022655	E1BLA5
9913.ENSBTAP00000022610	E1BLD4
9913.ENSBTAP00000021708	E1BLU0
9913.ENSBTAP00000018875	E1BMW6
9913.ENSBTAP00000053526	E1BNH7
9913.ENSBTAP00000053518	E1BNI9
9913.ENSBTAP00000053387	E1BPQ2
9913.ENSBTAP00000047306	G5E646
9913.ENSBTAP00000055564	Q3SZN8
9913.ENSBTAP00000045492	E1B9F5
9913.ENSBTAP00000020332	E1BFE7
9913.ENSBTAP00000044262	E1BH94
9913.ENSBTAP00000050825	E1BJQ4
9913.ENSBTAP00000041866	E1BK12
9913.ENSBTAP00000053612	E1BMM6
9913.ENSBTAP00000056466	G5E6Q3
9913.ENSBTAP00000008798	F1MCS2
9913.ENSBTAP00000050488	F1MDQ1
9913.ENSBTAP00000013425	F1MJR9
9913.ENSBTAP00000013902	F1MNH7
9913.ENSBTAP00000008128	F1MNP7
9913.ENSBTAP00000006039	F1MU46
9913.ENSBTAP00000048136	F1MWC1
9913.ENSBTAP00000028270	F1N0K2
9913.ENSBTAP00000019462	F1N3J7
9913.ENSBTAP00000038762	F1N3R3
9913.ENSBTAP00000038030	F1N6I8
9913.ENSBTAP00000047201	G5E635
9913.ENSBTAP00000010659	F1MFI4
9913.ENSBTAP00000032663	F1MIX0
9913.ENSBTAP00000025319	F1MJ32
9913.ENSBTAP00000044423	F1MJA8
9913.ENSBTAP00000025584	F1MJV3
9913.ENSBTAP00000044826	F1MLV9
9913.ENSBTAP00000018737	F1MNV1
9913.ENSBTAP00000046255	F1MP66
9913.ENSBTAP00000016933	F1MWZ3
9913.ENSBTAP00000019684	F1N2U1
9913.ENSBTAP00000014476	F1N430
9913.ENSBTAP00000003883	F1MD99
9913.ENSBTAP00000024416	F1MEB6
9913.ENSBTAP00000051565	F1MIP4
9913.ENSBTAP00000034496	F1MMN0
9913.ENSBTAP00000027263	F1MQI4
9913.ENSBTAP00000000902	F1MS56
9913.ENSBTAP00000032266	F1MUF6
9913.ENSBTAP00000047767	F1MV35
9913.ENSBTAP00000032052	F1MVP4
9913.ENSBTAP00000016590	F1MW51
9913.ENSBTAP00000004952	F1MWZ9
9913.ENSBTAP00000035636	F1MYB8
9913.ENSBTAP00000023059	F1N0Y3
9913.ENSBTAP00000045816	F1N190
9913.ENSBTAP00000014839	F1N2A5
9913.ENSBTAP00000045723	F1N3J5
9913.ENSBTAP00000002496	F1N439
9913.ENSBTAP00000003479	F1N7E7
9913.ENSBTAP00000025342	F1MJ13
9913.ENSBTAP00000001447	F1MJS0
9913.ENSBTAP00000001113	F1MU08
9913.ENSBTAP00000020202	F1MXU5
9913.ENSBTAP00000002910	F1N4T3
9913.ENSBTAP00000033084	F1MAU9
9913.ENSBTAP00000043349	F1MCP9
9913.ENSBTAP00000029021	F1MD43
9913.ENSBTAP00000043064	F1MD95
9913.ENSBTAP00000048459	F1MDH4
9913.ENSBTAP00000024404	F1MEC0
9913.ENSBTAP00000020794	F1MJU6
9913.ENSBTAP00000008150	F1MN92
9913.ENSBTAP00000020398	F1MTS5
9913.ENSBTAP00000028871	F1MUR2
9913.ENSBTAP00000042881	F1MVI5
9913.ENSBTAP00000055965	F1MX25
9913.ENSBTAP00000042954	F1MX47
9913.ENSBTAP00000042908	F1MXS1
9913.ENSBTAP00000019248	F1N1T1
9913.ENSBTAP00000021515	F1N366
9913.ENSBTAP00000026738	F1N3Z3
9913.ENSBTAP00000045577	F1N4S1
9913.ENSBTAP00000045198	F1N6D0
9913.ENSBTAP00000002188	F1N6L8
9913.ENSBTAP00000027387	F1N790
9913.ENSBTAP00000027372	F1N7A6
9913.ENSBTAP00000021451	G9HQR3
9913.ENSBTAP00000005837	A7YY22
9913.ENSBTAP00000042411	A8NJ40
9913.ENSBTAP00000036917	Q52ZG7
9913.ENSBTAP00000021862	A5PJF3
9913.ENSBTAP00000048055	A5PJR3
9913.ENSBTAP00000051075	A5PJX1
9913.ENSBTAP00000006650	A8SMA7
9913.ENSBTAP00000011670	C4T7Z1
9913.ENSBTAP00000022334	M0QW13
9913.ENSBTAP00000000580	A7YWU8
9913.ENSBTAP00000009427	F6PVB0
9913.ENSBTAP00000025850	F6QYE2
9913.ENSBTAP00000008634	F6RIH1
9913.ENSBTAP00000053810	Q2KIQ6
9913.ENSBTAP00000007678	Q2KIU8
9913.ENSBTAP00000053148	Q3S217
9913.ENSBTAP00000028690	I6ZLE8
9913.ENSBTAP00000053157	U3GXK6
9913.ENSBTAP00000035394	Q28163
9913.ENSBTAP00000012283	F1MCC4
9913.ENSBTAP00000008705	F1MD59
9913.ENSBTAP00000010709	F1MH09
9913.ENSBTAP00000000306	F1MH32
9913.ENSBTAP00000017106	F1MHJ5
9913.ENSBTAP00000050307	F1MHM7
9913.ENSBTAP00000006472	F1MHY4
9913.ENSBTAP00000025421	F1MJQ3
9913.ENSBTAP00000001470	F1MJQ5
9913.ENSBTAP00000049933	F1MMR5
9913.ENSBTAP00000001949	F1MNG4
9913.ENSBTAP00000022217	F1MPT7
9913.ENSBTAP00000056431	F1MRX5
9913.ENSBTAP00000043974	F1MSH3
9913.ENSBTAP00000017630	F1MT23
9913.ENSBTAP00000050975	F1MT78
9913.ENSBTAP00000032364	F1MTS8
9913.ENSBTAP00000020364	F1MTV8
9913.ENSBTAP00000037249	F1MUB8
9913.ENSBTAP00000047867	F1MV88
9913.ENSBTAP00000023781	F1MVH8
9913.ENSBTAP00000009043	F1MYS8
9913.ENSBTAP00000004474	F1MZM7
9913.ENSBTAP00000047692	F1N0N3
9913.ENSBTAP00000019747	F1N1A3
9913.ENSBTAP00000052809	F1N1B6
9913.ENSBTAP00000007506	F1N1P6
9913.ENSBTAP00000014519	F1N1Y7
9913.ENSBTAP00000045917	F1N329
9913.ENSBTAP00000021517	F1N365
9913.ENSBTAP00000026477	F1N3M4
9913.ENSBTAP00000007456	F1N413
9913.ENSBTAP00000026909	F1N4J6
9913.ENSBTAP00000038534	F1N4Q6
9913.ENSBTAP00000007760	F1N5C9
9913.ENSBTAP00000044701	F1N5D9
9913.ENSBTAP00000002297	F1N5H2
9913.ENSBTAP00000049754	A5PK93
9913.ENSBTAP00000004678	F6Q044
9913.ENSBTAP00000011523	F6Q200
9913.ENSBTAP00000017035	Q2NKT6
9913.ENSBTAP00000053326	Q9BDG6
9913.ENSBTAP00000009641	X2BYI6
9913.ENSBTAP00000009484	H7BWV6
9913.ENSBTAP00000053148	I3PDU2
9913.ENSBTAP00000002491	Q2KJK0
9913.ENSBTAP00000021770	Q4ZJV8
9913.ENSBTAP00000029559	Q50HZ7
9913.ENSBTAP00000049939	A5PK78
9913.ENSBTAP00000031126	F6RF06
9913.ENSBTAP00000054777	A5D790
9913.ENSBTAP00000056136	G3N2M1
9913.ENSBTAP00000054496	G3N3L4
9913.ENSBTAP00000012827	M1ZMP2
9913.ENSBTAP00000049636	Q08E10
9913.ENSBTAP00000012991	Q9N0Z3
9913.ENSBTAP00000027841	Q08DS2
9913.ENSBTAP00000043233	Q6EIQ1
9913.ENSBTAP00000054638	A9QWQ3
9913.ENSBTAP00000013985	Q6PWM3
9913.ENSBTAP00000021512	Q6XL68
9913.ENSBTAP00000040280	Q7M2Q9
9913.ENSBTAP00000026393	A0A2Q9
9913.ENSBTAP00000054068	G3MX10
9913.ENSBTAP00000031161	Q3ZBC3
9913.ENSBTAP00000016066	Q08D96
9913.ENSBTAP00000020881	Q30261
9913.ENSBTAP00000044213	Q5U7H2
9913.ENSBTAP00000014027	A4FV10
9913.ENSBTAP00000045061	Q6PT98
9913.ENSBTAP00000043233	Q6EIQ4
9913.ENSBTAP00000055657	J9QDG2
9913.ENSBTAP00000016233	Q862C7
9913.ENSBTAP00000056284	G3N312
9913.ENSBTAP00000019640	Q6T2D0
9913.ENSBTAP00000056092	G3N2H9
9913.ENSBTAP00000056087	Q7M3H9
9913.ENSBTAP00000044846	Q862K0
9913.ENSBTAP00000024404	Q95M45
9913.ENSBTAP00000015305	A7MBL1
9913.ENSBTAP00000055770	G3N1M2
9913.ENSBTAP00000018131	A2VE51
9913.ENSBTAP00000001810	Q765P0
9913.ENSBTAP00000017511	A6QPR2
9913.ENSBTAP00000042778	G3MWJ5
9913.ENSBTAP00000054806	G3MZ16
9913.ENSBTAP00000025275	A6QNZ6
9913.ENSBTAP00000040521	A6QP73
9913.ENSBTAP00000055110	G3MZV6
9913.ENSBTAP00000056253	G3N2Y2
9913.ENSBTAP00000021407	Q32PF8
9913.ENSBTAP00000035657	Q0V8E0
9913.ENSBTAP00000022032	Q0V8F3
9913.ENSBTAP00000042636	Q0II35
9913.ENSBTAP00000002369	Q0II38
9913.ENSBTAP00000043300	Q0II67
9913.ENSBTAP00000018191	Q17Q86
9913.ENSBTAP00000011700	Q3B7M0
9913.ENSBTAP00000008789	Q6TGR1
9913.ENSBTAP00000007838	Q9TS04
9913.ENSBTAP00000010206	Q866Q9
9913.ENSBTAP00000027444	Q8HYK2
9913.ENSBTAP00000013970	Q8SPG6
9913.ENSBTAP00000005216	C5H0E6
9913.ENSBTAP00000056005	Q4VS12
9913.ENSBTAP00000053152	Q45MW0
9913.ENSBTAP00000055654	A6QL71
9913.ENSBTAP00000049726	A6QNN8
9913.ENSBTAP00000025173	A7E354
9913.ENSBTAP00000039807	A7E395
9913.ENSBTAP00000056599	F1MD86
9913.ENSBTAP00000055710	G3MYA0
9913.ENSBTAP00000054532	G3MYA3
9913.ENSBTAP00000054709	G3MYS1
9913.ENSBTAP00000054771	G3MYY2
9913.ENSBTAP00000055073	G3MZS0
9913.ENSBTAP00000055907	G3N202
9913.ENSBTAP00000055997	G3N287
9913.ENSBTAP00000056150	G3N2N3
9913.ENSBTAP00000056164	G3N2P7
9913.ENSBTAP00000056246	G3N2X5
9913.ENSBTAP00000056337	G3N363
9913.ENSBTAP00000056358	G3N383
9913.ENSBTAP00000056510	G3N3K7
9913.ENSBTAP00000041928	Q0V8J0
9913.ENSBTAP00000017688	Q0V8S2
9913.ENSBTAP00000015235	Q0VBZ1
9913.ENSBTAP00000013288	Q58DF8
9913.ENSBTAP00000003355	A5PKD2
9913.ENSBTAP00000010107	A6QNV0
9913.ENSBTAP00000047522	A6QPK6
9913.ENSBTAP00000017002	A6QQL7
9913.ENSBTAP00000042383	A6QQY1
9913.ENSBTAP00000053886	G3MWI6
9913.ENSBTAP00000054604	G3MYH2
9913.ENSBTAP00000054616	G3MYI3
9913.ENSBTAP00000000161	G3MZD5
9913.ENSBTAP00000011898	G3MZG5
9913.ENSBTAP00000055456	G3N0T8
9913.ENSBTAP00000055678	G3N1D8
9913.ENSBTAP00000055983	G3N274
9913.ENSBTAP00000055120	G3N2N5
9913.ENSBTAP00000056207	G3N2T7
9913.ENSBTAP00000056265	G3N2Z4
9913.ENSBTAP00000037314	M5FK38
9913.ENSBTAP00000054396	Q8MKI2
9913.ENSBTAP00000019547	Q1JP91
9913.ENSBTAP00000053155	Q85E89
9913.ENSBTAP00000008311	Q9N0E5
9913.ENSBTAP00000055047	Q9TS20
9913.ENSBTAP00000012002	A6QQS1
9913.ENSBTAP00000016650	Q05FF4
9913.ENSBTAP00000027023	V6F9B4
9913.ENSBTAP00000044532	A6QLA2
9913.ENSBTAP00000010394	A6QNP6
9913.ENSBTAP00000033614	A7E363
9913.ENSBTAP00000054652	G3MYL6
9913.ENSBTAP00000055099	G3MZU6
9913.ENSBTAP00000055322	G3N0G1
9913.ENSBTAP00000055717	G3N1H3
9913.ENSBTAP00000056182	G3N2R4
9913.ENSBTAP00000053329	Q58DH0
9913.ENSBTAP00000055796	G3N1P4
9913.ENSBTAP00000055804	G3N1Q1
9913.ENSBTAP00000023273	G3N2Y8
9913.ENSBTAP00000056423	G3N3C1
9913.ENSBTAP00000024098	G3N3P9
9913.ENSBTAP00000056560	G3N3Q1
9913.ENSBTAP00000009007	Q6VAN8
9913.ENSBTAP00000053160	E5E749
9913.ENSBTAP00000034180	O19312
9913.ENSBTAP00000018405	Q1JPE8
9913.ENSBTAP00000011066	Q8MJ66
9913.ENSBTAP00000013173	Q8MKD3
9913.ENSBTAP00000001704	Q95M58
9913.ENSBTAP00000020881	Q32S27
9913.ENSBTAP00000015348	E5D0S9
9913.ENSBTAP00000053148	Q3L5W5
9913.ENSBTAP00000053876	Q9N0Z1
9913.ENSBTAP00000053148	E0CWP9
9913.ENSBTAP00000020627	D9J2L4
9913.ENSBTAP00000053978	A5D7T8
9913.ENSBTAP00000048844	B6DXN4
9913.ENSBTAP00000053749	Q3SZW8
9913.ENSBTAP00000010989	V6F7U3
9913.ENSBTAP00000054407	G3MXY4
9913.ENSBTAP00000007191	G3MXZ6
9913.ENSBTAP00000016503	G3MXZ9
9913.ENSBTAP00000054468	G3MY40
9913.ENSBTAP00000038633	Q95M47
9913.ENSBTAP00000010119	B5B3R8
9913.ENSBTAP00000054312	G3MXP4
9913.ENSBTAP00000055200	G3MXV6
9913.ENSBTAP00000054427	G3MY02
9913.ENSBTAP00000033820	A6H6Z8
9913.ENSBTAP00000042778	Q865C2
9913.ENSBTAP00000055835	A6H7A9
9913.ENSBTAP00000006689	Q0V8Q5
9913.ENSBTAP00000052422	Q6KDN8
9913.ENSBTAP00000033570	G8JKZ5
9913.ENSBTAP00000026712	Q05B47
9913.ENSBTAP00000008572	Q05KI9
9913.ENSBTAP00000021759	A5D9D1
9913.ENSBTAP00000054080	G3MX21
9913.ENSBTAP00000054328	G3MXR0
9913.ENSBTAP00000035103	A5D954
9913.ENSBTAP00000053759	A1Y9P9
9913.ENSBTAP00000005745	B2MU62
9913.ENSBTAP00000054445	G3MY19
9913.ENSBTAP00000056642	G3N3X9
9913.ENSBTAP00000018136	F1MII9
9913.ENSBTAP00000053521	Q0VBX2
9913.ENSBTAP00000003429	A0JNN4
9913.ENSBTAP00000019939	A6H6Y1
9913.ENSBTAP00000051040	A6H7H4
9913.ENSBTAP00000042791	Q0V7M2
9913.ENSBTAP00000056523	Q0VCK6
9913.ENSBTAP00000054847	F1N6W6
9913.ENSBTAP00000051727	Q08DE7
9913.ENSBTAP00000053836	F6QIF2
9913.ENSBTAP00000021078	F6QRH3
9913.ENSBTAP00000006189	K9MNT8
9913.ENSBTAP00000042250	B9UKM7
9913.ENSBTAP00000055448	G3N0T0
9913.ENSBTAP00000055734	G3N1J0
9913.ENSBTAP00000000853	G3X687
9913.ENSBTAP00000026955	G3X7G0
9913.ENSBTAP00000040778	G3X7Q7
9913.ENSBTAP00000045403	G3X7X5
9913.ENSBTAP00000050315	G3X876
9913.ENSBTAP00000041768	E1BC83
9913.ENSBTAP00000016751	E1BEZ1
9913.ENSBTAP00000041774	E1BK39
9913.ENSBTAP00000002501	E1BMC0
9913.ENSBTAP00000041231	E1BMH9
9913.ENSBTAP00000007525	E1BPE1
9913.ENSBTAP00000001447	F2Y8H3
9913.ENSBTAP00000054475	A6H6Y6
9913.ENSBTAP00000029411	Q2TBU6
9913.ENSBTAP00000009308	Q3ZC00
9913.ENSBTAP00000054639	G3MYK4
9913.ENSBTAP00000028815	Q08E21
9913.ENSBTAP00000016549	F2Z4E7
9913.ENSBTAP00000037295	D5K1U8
9913.ENSBTAP00000038113	Q95KV9
9913.ENSBTAP00000029107	G1K224
9913.ENSBTAP00000054655	G3MYL9
9913.ENSBTAP00000003315	G3X6C0
9913.ENSBTAP00000016087	G3X6Z0
9913.ENSBTAP00000003331	G1K158
9913.ENSBTAP00000007447	G3X6J2
9913.ENSBTAP00000011246	G3X6P9
9913.ENSBTAP00000017423	G3X720
9913.ENSBTAP00000030090	G3X7I2
9913.ENSBTAP00000046844	G3X812
9913.ENSBTAP00000024083	A2VDY1
9913.ENSBTAP00000020951	E1BAS3
9913.ENSBTAP00000023048	E1BDA5
9913.ENSBTAP00000025207	E1BER3
9913.ENSBTAP00000028086	E1BIW0
9913.ENSBTAP00000009711	E1BLF7
9913.ENSBTAP00000021671	E1BMG1
9913.ENSBTAP00000053533	E1BNG7
9913.ENSBTAP00000019549	E1BP98
9913.ENSBTAP00000053309	E1BPZ2
9913.ENSBTAP00000012773	G5E5C3
9913.ENSBTAP00000055686	Q3T055
9913.ENSBTAP00000021043	E1B7N3
9913.ENSBTAP00000005725	E1B913
9913.ENSBTAP00000049297	E1B952
9913.ENSBTAP00000025702	E1BB01
9913.ENSBTAP00000006550	E1BBW2
9913.ENSBTAP00000038143	E1BBX5
9913.ENSBTAP00000015991	E1BCN3
9913.ENSBTAP00000014992	E1BDE8
9913.ENSBTAP00000009630	E1BDN8
9913.ENSBTAP00000042513	E1BFT8
9913.ENSBTAP00000011880	E1BG64
9913.ENSBTAP00000039682	E1BI51
9913.ENSBTAP00000053810	E1BK31
9913.ENSBTAP00000022199	E1BM11
9913.ENSBTAP00000003211	E1BNT9
9913.ENSBTAP00000010228	E1BPR9
9913.ENSBTAP00000002932	G5E525
9913.ENSBTAP00000005837	G5E567
9913.ENSBTAP00000003342	Q5W278
9913.ENSBTAP00000053792	E1BLD1
9913.ENSBTAP00000026887	E1BN16
9913.ENSBTAP00000044773	G5E5Z7
9913.ENSBTAP00000011523	Q29RH8
9913.ENSBTAP00000030974	Q3ZBP9
9913.ENSBTAP00000033234	E1B746
9913.ENSBTAP00000001482	E1B7G6
9913.ENSBTAP00000049462	E1B831
9913.ENSBTAP00000021458	E1B9N0
9913.ENSBTAP00000017918	E1BBH2
9913.ENSBTAP00000035549	E1BD53
9913.ENSBTAP00000029269	E1BDI0
9913.ENSBTAP00000009210	E1BDR3
9913.ENSBTAP00000047556	E1BG61
9913.ENSBTAP00000017556	E1BGJ0
9913.ENSBTAP00000027650	E1BI86
9913.ENSBTAP00000023165	E1BKM4
9913.ENSBTAP00000020124	E1BKS3
9913.ENSBTAP00000000539	E1BKT2
9913.ENSBTAP00000051288	E1BKT4
9913.ENSBTAP00000051649	E1BMZ6
9913.ENSBTAP00000053482	E1BP15
9913.ENSBTAP00000027195	E1BP52
9913.ENSBTAP00000017800	G5E5G5
9913.ENSBTAP00000025518	G5E5M3
9913.ENSBTAP00000056472	G5E6Q9
9913.ENSBTAP00000020721	F1MIA2
9913.ENSBTAP00000044069	F1MUY2
9913.ENSBTAP00000042565	F1N0J4
9913.ENSBTAP00000033820	F1N1F7
9913.ENSBTAP00000007336	F1N2Q7
9913.ENSBTAP00000010226	A1L536
9913.ENSBTAP00000021105	A5PJN9
9913.ENSBTAP00000054449	G3MY23
9913.ENSBTAP00000055832	G3N1S9
9913.ENSBTAP00000005822	Q0KK89
9913.ENSBTAP00000031598	A3R3B7
9913.ENSBTAP00000017938	Q0II46
9913.ENSBTAP00000023525	Q0IIK8
9913.ENSBTAP00000001037	Q7M304
9913.ENSBTAP00000041321	Q95M06
9913.ENSBTAP00000050481	Q0II61
9913.ENSBTAP00000053388	Q17Q90
9913.ENSBTAP00000016233	Q862D1
9913.ENSBTAP00000017372	Q862E7
9913.ENSBTAP00000001667	Q9BGU1
9913.ENSBTAP00000053148	Q45LF1
9913.ENSBTAP00000002832	J7IJ40
9913.ENSBTAP00000010544	J7MAQ7
9913.ENSBTAP00000010119	D3TJW6
9913.ENSBTAP00000006167	K4JR71
9913.ENSBTAP00000020771	Q45KY0
9913.ENSBTAP00000017358	Q45KY3
9913.ENSBTAP00000015305	Q45UD6
9913.ENSBTAP00000047181	Q9N1C7
9913.ENSBTAP00000026974	A4GWV6
9913.ENSBTAP00000014030	A6QM02
9913.ENSBTAP00000053705	A6QQI9
9913.ENSBTAP00000025476	A7E3A7
9913.ENSBTAP00000054515	G3MY87
9913.ENSBTAP00000055199	G3N044
9913.ENSBTAP00000055377	G3N0L2
9913.ENSBTAP00000055574	G3N148
9913.ENSBTAP00000055958	G3N253
9913.ENSBTAP00000056001	G3N291
9913.ENSBTAP00000056051	G3N2D9
9913.ENSBTAP00000030995	G3N2J2
9913.ENSBTAP00000056349	G3N375
9913.ENSBTAP00000011761	Q2NKS6
9913.ENSBTAP00000012454	Q58DR9
9913.ENSBTAP00000000566	Q32L14
9913.ENSBTAP00000016137	Q32P72
9913.ENSBTAP00000016057	A5PJW3
9913.ENSBTAP00000026967	Q9N1F8
9913.ENSBTAP00000054140	G3MX80
9913.ENSBTAP00000042824	A0A0A0MP91
9913.ENSBTAP00000002103	A6QQE0
9913.ENSBTAP00000007923	Q5BU08
9913.ENSBTAP00000054201	G3MXD6
9913.ENSBTAP00000054264	G3MXJ7
9913.ENSBTAP00000054370	G3MXU9
9913.ENSBTAP00000054388	G3MXW7
9913.ENSBTAP00000054429	G3MY04
9913.ENSBTAP00000023513	F1MY55
9913.ENSBTAP00000020358	Q0VC04
9913.ENSBTAP00000024808	Q2T9P1
9913.ENSBTAP00000034180	H6V7B7
9913.ENSBTAP00000041966	Q3B7N8
9913.ENSBTAP00000020633	E1B838
9913.ENSBTAP00000051611	E1B984
9913.ENSBTAP00000044358	E1BEW2
9913.ENSBTAP00000023416	E1BF73
9913.ENSBTAP00000054116	E1BK49
9913.ENSBTAP00000019636	E1BNM8
9913.ENSBTAP00000055016	G3MZL6
9913.ENSBTAP00000055157	G3N003
9913.ENSBTAP00000026428	G8JKY9
9913.ENSBTAP00000054478	Q3SZB1
9913.ENSBTAP00000019888	A2VDT0
9913.ENSBTAP00000025661	E1B770
9913.ENSBTAP00000013736	E1BB15
9913.ENSBTAP00000002177	E1BBR9
9913.ENSBTAP00000024019	E1BCI8
9913.ENSBTAP00000035968	E1BD09
9913.ENSBTAP00000029292	E1BD13
9913.ENSBTAP00000000013	E1BD50
9913.ENSBTAP00000023556	E1BD74
9913.ENSBTAP00000047450	E1BEK1
9913.ENSBTAP00000005613	E1BES3
9913.ENSBTAP00000030910	E1BHF9
9913.ENSBTAP00000008532	E1BHP0
9913.ENSBTAP00000031742	E1BII1
9913.ENSBTAP00000042861	E1BJ73
9913.ENSBTAP00000053855	E1BJI6
9913.ENSBTAP00000024598	E1BJP1
9913.ENSBTAP00000007960	E1BKL0
9913.ENSBTAP00000051224	E1BKY0
9913.ENSBTAP00000027261	E1BNK3
9913.ENSBTAP00000053430	E1BP59
9913.ENSBTAP00000019060	Q27IK9
9913.ENSBTAP00000016194	Q3YFG2
9913.ENSBTAP00000025601	Q862E9
9913.ENSBTAP00000055034	E1B9Y3
9913.ENSBTAP00000042711	E1BLM7
9913.ENSBTAP00000003923	G5E541
9913.ENSBTAP00000008750	G5E583
9913.ENSBTAP00000052745	G5E6F5
9913.ENSBTAP00000055645	G5E6K8
9913.ENSBTAP00000051933	F1MB31
9913.ENSBTAP00000022686	F1MD09
9913.ENSBTAP00000043043	F1MDR5
9913.ENSBTAP00000048299	F1MHJ6
9913.ENSBTAP00000018617	F1MQC8
9913.ENSBTAP00000048832	F1MQN7
9913.ENSBTAP00000048914	F1MQU9
9913.ENSBTAP00000012769	F1MRP8
9913.ENSBTAP00000016601	F1MUU5
9913.ENSBTAP00000023758	F1MVZ3
9913.ENSBTAP00000021761	F1N3T5
9913.ENSBTAP00000019179	F1ABP4
9913.ENSBTAP00000017336	F1MC71
9913.ENSBTAP00000031343	F1MD37
9913.ENSBTAP00000022976	F1MEI9
9913.ENSBTAP00000010778	F1MER6
9913.ENSBTAP00000008615	F1MFE5
9913.ENSBTAP00000024349	F1MGP8
9913.ENSBTAP00000025588	F1MH43
