208964.PA1024	Q9I4V0
208964.PA3054	Q9HZF4
208964.PA2517	Q9I0W5
208964.PA2213	Q9I1Q4
208964.PA1108	Q9I4M7
208964.PA0922	Q9I535
208964.PA0042	Q9I790
208964.PA0031	Q9I799
208964.PA5352	Q9HTK6
208964.PA4133	Q9HWP8
208964.PA2978	Q9HZM6
208964.PA2836	Q9I007
208964.PA2495	Q9I0Y7
208964.PA1522	Q9I3J1
208964.PA1282	Q9I462
208964.PA4365	Q9HW36
208964.PA3429	Q9HYH6
208964.PA2959	Q9HZN9
208964.PA1552	Q9I3G5
208964.PA1064	Q9I4R0
208964.PA0421	Q9I692
208964.PA0084	Q9I748
208964.PA0045	Q9I787
208964.PA4704	Q9HV93
208964.PA4687	Q9HVA8
208964.PA4636	Q9HVF5
208964.PA4463	Q9HVV5
208964.PA3394	Q9HYL0
208964.PA3178	Q9HZ56
208964.PA3045	Q9HZG3
208964.PA2115	Q9I200
208964.PA1798	Q9I2U4
208964.PA1440	Q9I3Q7
208964.PA0986	Q9I4Y3
208964.PA4783	Q9HV25
208964.PA4300	Q9HWA0
208964.PA2382	Q9I197
208964.PA1271	Q9I473
208964.PA0060	Q9I772
208964.PA4883	Q9HUT0
208964.PA4824	Q9HUY6
208964.PA3064	Q9HZE4
208964.PA2280	Q9I1J5
208964.PA0192	Q9I6U2
208964.PA5456	Q9HTB4
208964.PA5432	Q9HTD4
208964.PA5390	Q9HTH4
208964.PA4969	Q9HUJ6
208964.PA3519	Q9HY90
208964.PA2510	Q9I0X2
208964.PA1212	Q9I4C6
208964.PA0156	Q9I6X6
208964.PA3080	Q9HZC8
208964.PA2281	Q9I1J4
208964.PA1336	Q9I408
208964.PA5362	Q9HTJ8
208964.PA1294	Q9I450
208964.PA3884	Q9HXC8
208964.PA1371	Q9I3X3
208964.PA5076	Q9HUA7
208964.PA3352	Q9HYP4
208964.PA5517	Q9HT56
208964.PA4575	Q9HVK9
208964.PA3732	Q9HXR0
208964.PA2267	Q9I1K6
208964.PA4750	Q9HV49
208964.PA3911	Q9HXA2
208964.PA1878	Q9I2L9
208964.PA1356	Q9I3Y8
208964.PA0114	Q9I718
208964.PA5515	Q9HT58
208964.PA4380	Q9HW22
208964.PA3864	Q9HXE2
208964.PA1922	Q9I2I2
208964.PA0433	Q9I684
208964.PA2427	Q9I155
208964.PA2303	Q9I1H2
208964.PA1853	Q9I2P2
208964.PA1625	Q9I397
208964.PA3815	Q9HXI7
208964.PA2348	Q9I1D0
208964.PA1213	Q9I4C5
208964.PA0499	Q9I619
208964.PA2268	Q9I1K5
208964.PA2245	Q9I1M4
208964.PA3414	Q9HYJ1
208964.PA2761	Q9I082
208964.PA0753	Q9I5H6
208964.PA5055	G3XD27
208964.PA4167	Q9HWL4
208964.PA2889	Q9HZV8
208964.PA3305	Q9HYT9
208964.PA3017	Q9HZI9
208964.PA1426	Q9I3R8
208964.PA0848	Q9I593
208964.PA1159	Q9I4H8
208964.PA0163	Q9I6W9
208964.PA1701	G3XD37
208964.PA3737	G3XD17
208964.PA5387	Q9HTH7
208964.PA1583	Q9I3D5
208964.PA1458	G3XCT6
208964.PA0629	G3XD75
208964.PA3728	Q9HXR4
208964.PA3790	G3XD89
208964.PA5291	Q9HTR3
208964.PA1041	Q9I4T3
208964.PA0416	G3XCU1
208964.PA5044	G3XD28
208964.PA0613	G3XD86
208964.PA4471	G3XD99
208964.PA5448	Q9HTB9
208964.PA5449	G3XCU3
208964.PA0632	G3XCU4
208964.PA2279	G3XD22
208964.PA3498	Q9HYB1
208964.PA3878	G3XD66
208964.PA3597	Q9HY29
208964.PA1929	Q9I2H5
208964.PA5126	Q9HU58
208964.PA3056	Q9HZF2
208964.PA2968	G3XCZ6
208964.PA4356	Q9HW45
208964.PA2578	Q9I0Q8
208964.PA1179	Q9I4F9
208964.PA0174	Q9I6V8
208964.PA3859	Q9HXE7
208964.PA3798	Q9HXJ9
208964.PA1327	Q9I417
208964.PA4558	Q9HVM6
208964.PA3935	Q9HX81
208964.PA2051	Q9I264
208964.PA2041	Q9I274
208964.PA1856	Q9I2N9
208964.PA3761	Q9HXN4
208964.PA2783	Q9I060
208964.PA4684	Q9HVB1
208964.PA3688	Q9HXV2
208964.PA2584	Q9I0Q2
208964.PA2544	Q9I0U0
208964.PA2459	Q9I123
208964.PA0644	Q9I5S2
208964.PA3768	Q9HXM7
208964.PA3619	Q9HY09
208964.PA1893	Q9I2K4
208964.PA1746	Q9I2Z1
208964.PA3236	Q9HZ04
208964.PA4507	Q9HVR4
208964.PA3690	Q9HXV0
208964.PA3613	Q9HY13
208964.PA3458	Q9HYE8
208964.PA0827	Q9I5B2
208964.PA1821	Q9I2S4
208964.PA4857	Q9HUV6
208964.PA4335	Q9HW66
208964.PA3455	Q9HYF1
208964.PA1306	Q9I438
208964.PA0690	Q9I5N6
208964.PA0361	Q9I6D3
208964.PA5370	Q9HTJ4
208964.PA4650	Q9HVE2
208964.PA3805	Q9HXJ2
208964.PA2920	Q9HZS7
208964.PA3697	Q9HXU3
208964.PA1886	Q9I2L1
208964.PA0572	Q9I5W4
208964.PA2015	Q9I296
208964.PA1833	Q9I2R2
208964.PA5530	Q9HT43
208964.PA5120	Q9HU64
208964.PA4178	Q9HWK3
208964.PA3881	Q9HXD1
208964.PA1859	Q9I2N6
208964.PA4101	Q9HWS7
208964.PA4079	Q9HWU9
208964.PA4606	Q9HVI3
208964.PA2055	Q9I260
208964.PA0839	Q9I5A1
208964.PA5535	Q9HT39
208964.PA1042	Q9I4T2
208964.PA0087	Q9I745
208964.PA0744	Q9I5I5
208964.PA5207	Q9HTY3
208964.PA5201	Q9HTY8
208964.PA3989	Q9HX31
208964.PA2850	Q9HZZ3
208964.PA1961	Q9I2E3
208964.PA1934	Q9I2H0
208964.PA1170	Q9I4G7
208964.PA1991	Q9I2B8
208964.PA1920	Q9I2I4
208964.PA1669	Q9I356
208964.PA5114	Q9HU70
208964.PA1880	Q9I2L7
208964.PA1825	Q9I2S0
208964.PA1682	Q9I343
208964.PA2067	Q9I248
208964.PA1111	Q9I4M4
208964.PA4634	Q9HVF7
208964.PA0377	Q9I6B8
208964.PA4710	Q9HV88
208964.PA4143	Q9HWN8
208964.PA0319	Q9I6H2
208964.PA4188	Q9HWJ3
208964.PA2914	Q9HZT3
208964.PA5467	Q9HTA3
208964.PA5062	Q9HUC1
208964.PA3893	Q9HXC0
208964.PA0255	Q9I6N4
208964.PA4023	Q9HX04
208964.PA3325	Q9HYS0
208964.PA0508	Q9I610
208964.PA0464	Q9I654
208964.PA5404	Q9HTG0
208964.PA3826	Q9HXH6
208964.PA3273	Q9HYW8
208964.PA2843	Q9I000
208964.PA5158	Q9HU26
208964.PA4707	Q9HV91
208964.PA4534	Q9HVP3
208964.PA3986	Q9HX34
208964.PA3714	Q9HXS7
208964.PA3685	Q9HXV5
208964.PA1966	Q9I2D8
208964.PA1907	Q9I2J7
208964.PA1828	Q9I2R7
208964.PA1791	Q9I2V1
208964.PA5221	Q9HTW9
208964.PA5190	Q9HTZ9
208964.PA4190	Q9HWJ1
208964.PA3720	Q9HXS1
208964.PA3170	Q9HZ64
208964.PA3077	Q9HZD1
208964.PA2167	Q9I1U8
208964.PA1789	Q9I2V3
208964.PA1771	Q9I2W8
208964.PA1291	Q9I453
208964.PA1232	Q9I4A6
208964.PA0732	Q9I5J7
208964.PA5202	Q9HTY7
208964.PA4622	Q9HVG9
208964.PA3981	Q9HX38
208964.PA1230	Q9I4A8
208964.PA1818	Q9I2S7
208964.PA5447	Q9HTC0
208964.PA5186	Q9HU03
208964.PA2085	Q9I230
208964.PA0998	Q9I4X1
208964.PA0465	Q9I653
208964.PA5508	Q9HT65
208964.PA4712	Q9HV86
208964.PA4454	Q9HVW3
208964.PA4347	Q9HW54
208964.PA4207	Q9HWH4
208964.PA4127	Q9HWQ4
208964.PA3034	Q9HZH4
208964.PA1493	Q9I3L9
208964.PA1270	Q9I474
208964.PA0781	Q9I5F7
208964.PA3267	Q9HYX4
208964.PA4125	Q9HWQ6
208964.PA3110	Q9HZA9
208964.PA2899	Q9HZU8
208964.PA2720	Q9I0C2
208964.PA0801	Q9I5D7
208964.PA4663	Q9HVC9
208964.PA4130	Q9HWQ1
208964.PA4073	Q9HWV5
208964.PA2839	Q9I004
208964.PA2516	Q9I0W6
208964.PA1381	Q9I3W3
208964.PA4536	Q9HVP1
208964.PA4498	Q9HVS3
208964.PA1142	Q9I4J3
208964.PA2714	Q9I0C8
208964.PA3124	Q9HZA0
208964.PA5133	Q9HU51
208964.PA4487	Q9HVT4
208964.PA3786	Q9HXK9
208964.PA3716	Q9HXS5
208964.PA3710	Q9HXT1
208964.PA3563	Q9HY54
208964.PA0700	Q9I5M6
208964.PA1653	Q9I372
208964.PA1127	Q9I4K8
208964.PA2240	Q9I1M9
208964.PA4908	Q9HUQ5
208964.PA2895	Q9HZV2
208964.PA2477	Q9I105
208964.PA1895	Q9I2K2
208964.PA1441	Q9I3Q6
208964.PA5318	Q9HTN6
208964.PA5307	Q9HTP7
208964.PA4961	Q9HUK4
208964.PA3389	Q9HYL4
208964.PA3174	Q9HZ60
208964.PA2791	Q9I052
208964.PA2515	Q9I0W7
208964.PA0746	Q9I5I3
208964.PA0597	Q9I5U0
208964.PA0092	Q9I740
208964.PA2514	Q9I0W8
208964.PA0792	Q9I5E6
208964.PA5138	Q9HU46
208964.PA3668	Q9HXX2
208964.PA2713	Q9I0C9
208964.PA0946	Q9I512
208964.PA4051	Q9HWX7
208964.PA2794	G3XCV3
208964.PA0429	Q9I688
208964.PA1043	Q9I4T1
208964.PA4898	Q9HUR5
208964.PA2917	Q9HZT0
208964.PA2299	Q9I1H6
208964.PA1637	Q9I388
208964.PA2809	Q9I034
208964.PA2498	Q9I0Y4
208964.PA0745	Q9I5I4
208964.PA5385	Q9HTH9
208964.PA4777	Q9HV31
208964.PA4630	Q9HVG1
208964.PA4077	Q9HWV1
208964.PA3224	Q9HZ16
208964.PA2419	Q9I162
208964.PA2125	Q9I1Z0
208964.PA1595	Q9I3C6
208964.PA1558	Q9I3F9
208964.PA1287	Q9I457
208964.PA0981	Q9I4Y8
208964.PA0713	Q9I5L5
208964.PA0242	Q9I6P6
208964.PA5007	Q9HUF8
208964.PA4364	Q9HW37
208964.PA2484	Q9I0Z8
208964.PA5523	Q9HT50
208964.PA5431	Q9HTD5
208964.PA3575	Q9HY45
208964.PA4718	Q9HV80
208964.PA3684	Q9HXV6
208964.PA3614	Q9HY12
208964.PA2957	Q9HZP1
208964.PA2197	Q9I1S0
208964.PA1716	Q9I319
208964.PA1705	Q9I326
208964.PA0438	Q9I679
208964.PA4342	Q9HW59
208964.PA1462	G3XCW7
208964.PA3978	G3XD26
208964.PA0612	G3XDA6
208964.PA2526	Q9I0V7
208964.PA2379	Q9I1A0
208964.PA4838	Q9HUX2
208964.PA2658	Q9I0I0
208964.PA0705	Q9I5M1
208964.PA4361	Q9HW40
208964.PA4040	Q9HWY7
208964.PA5464	Q9HTA6
208964.PA4604	Q9HVI5
208964.PA4080	Q9HWU8
208964.PA3513	Q9HY96
208964.PA3335	Q9HYR0
208964.PA3256	Q9HYY4
208964.PA2896	Q9HZV1
208964.PA2403	Q9I178
208964.PA2187	Q9I1S8
208964.PA1413	Q9I3T1
208964.PA1363	Q9I3Y1
208964.PA0912	Q9I545
208964.PA0704	Q9I5M2
208964.PA0582	Q9I5V5
208964.PA0334	Q9I6F7
208964.PA0147	Q9I6Y5
208964.PA0014	Q9I7B2
208964.PA3730	Q9HXR2
208964.PA3450	Q9HYF6
208964.PA4995	Q9HUH0
208964.PA4719	Q9HV79
208964.PA1767	Q9I2X2
208964.PA4377	Q9HW25
208964.PA0568	Q9I5W8
208964.PA0299	Q9I6J2
208964.PA3771	Q9HXM4
208964.PA2033	Q9I282
208964.PA2960	G3XCZ3
208964.PA4187	Q9HWJ4
208964.PA2469	Q9I113
208964.PA5212	Q9HTX8
208964.PA2512	Q9I0X0
208964.PA1507	Q9I3K5
208964.PA0908	Q9I549
208964.PA0056	Q9I776
208964.PA5412	Q9HTF2
208964.PA4384	Q9HW18
208964.PA2922	Q9HZS5
208964.PA2766	Q9I077
208964.PA2535	Q9I0U9
208964.PA2157	Q9I1V8
208964.PA2099	Q9I216
208964.PA1553	Q9I3G4
208964.PA1128	Q9I4K7
208964.PA0936	Q9I522
208964.PA0816	Q9I5C3
208964.PA0547	Q9I5Y9
208964.PA0386	Q9I6A9
208964.PA0339	Q9I6F4
208964.PA0250	Q9I6N9
208964.PA0211	Q9I6S7
208964.PA4654	Q9HVD8
208964.PA4626	Q9HVG5
208964.PA4495	Q9HVS6
208964.PA4416	Q9HVZ7
208964.PA3055	Q9HZF3
208964.PA2494	Q9I0Y8
208964.PA2096	Q9I219
208964.PA0374	Q9I6C0
208964.PA3413	Q9HYJ2
208964.PA1824	Q9I2S1
208964.PA0293	Q9I6J8
208964.PA1333	Q9I411
208964.PA1670	Q9I355
208964.PA4860	Q9HUV3
208964.PA3938	Q9HX78
208964.PA0152	Q9I6Y0
208964.PA1088	Q9I4P1
208964.PA5536	Q9HT38
208964.PA3371	Q9HYN0
208964.PA1044	Q9I4T0
208964.PA5248	Q9HTU6
208964.PA2877	Q9HZX0
208964.PA5161	Q9HU24
208964.PA5121	Q9HU63
208964.PA1766	Q9I2X3
208964.PA4821	Q9HUY9
208964.PA2331	Q9I1E7
208964.PA2293	Q9I1I2
208964.PA4633	Q9HVF8
208964.PA1925	Q9I2H9
208964.PA2282	Q9I1J3
208964.PA0621	G3XD08
208964.PA1816	G3XD54
208964.PA0309	Q9I6I2
208964.PA3669	Q9HXX1
208964.PA1773	G3XD00
208964.PA1872	G3XD32
208964.PA2389	Q9I191
208964.PA4785	Q9HV23
208964.PA2732	Q9I0B0
208964.PA2384	Q9I195
208964.PA1229	Q9I4A9
208964.PA4842	Q9HUW8
208964.PA4323	Q9HW78
208964.PA3596	Q9HY30
208964.PA3132	Q9HZ92
208964.PA2083	Q9I232
208964.PA1489	Q9I3M3
208964.PA0321	Q9I6H0
208964.PA5272	Q9HTS8
208964.PA2365	Q9I1B4
208964.PA2103	Q9I212
208964.PA1382	Q9I3W2
208964.PA1224	Q9I4B4
208964.PA0237	Q9I6Q1
208964.PA4992	Q9HUH3
208964.PA4649	Q9HVE3
208964.PA4332	Q9HW69
208964.PA4165	Q9HWL6
208964.PA2266	Q9I1K7
208964.PA2120	Q9I1Z5
208964.PA2093	Q9I222
208964.PA1075	Q9I4Q4
208964.PA1061	Q9I4R3
208964.PA0459	Q9I659
208964.PA5159	Q9HU25
208964.PA5313	Q9HTP1
208964.PA1120	Q9I4L5
208964.PA0177	Q9I6V5
208964.PA0915	Q9I542
208964.PA1944	Q9I2G0
208964.PA3251	Q9HYY9
208964.PA2779	Q9I064
208964.PA2722	Q9I0C0
208964.PA2037	Q9I278
208964.PA1970	Q9I2D4
208964.PA1605	Q9I3B6
208964.PA0803	Q9I5D5
208964.PA4338	Q9HW63
208964.PA4353	Q9HW48
208964.PA3756	Q9HXN9
208964.PA3177	Q9HZ57
208964.PA1788	Q9I2V4
208964.PA0884	Q9I561
208964.PA0281	Q9I6K9
208964.PA4233	Q9HWG1
208964.PA4925	Q9HUN9
208964.PA2635	Q9I0K3
208964.PA2146	Q9I1W9
208964.PA1745	Q9I2Z2
208964.PA0710	Q9I5L8
208964.PA5311	Q9HTP3
208964.PA5032	Q9HUD7
208964.PA4971	Q9HUJ4
208964.PA4428	Q9HVY7
208964.PA4355	Q9HW46
208964.PA3595	Q9HY31
208964.PA3399	Q9HYK5
208964.PA3284	Q9HYV9
208964.PA3070	Q9HZD8
208964.PA2440	Q9I142
208964.PA1344	Q9I400
208964.PA1121	Q9I4L4
208964.PA1110	Q9I4M5
208964.PA0286	Q9I6K4
208964.PA0178	Q9I6V4
208964.PA3910	Q9HXA3
208964.PA2723	Q9I0B9
208964.PA1672	Q9I353
208964.PA0096	Q9I736
208964.PA3398	Q9HYK6
208964.PA5545	Q9HT29
208964.PA3793	Q9HXK4
208964.PA3718	Q9HXS3
208964.PA2886	Q9HZW1
208964.PA2874	Q9HZX2
208964.PA1774	Q9I2W6
208964.PA1342	Q9I402
208964.PA0493	Q9I625
208964.PA5163	Q9HU22
208964.PA5262	G3XCZ2
208964.PA1569	Q9I3E8
208964.PA0560	Q9I5X6
208964.PA5427	Q9HTD9
208964.PA4531	Q9HVP6
208964.PA4493	Q9HVS8
208964.PA4086	Q9HWU2
208964.PA3721	Q9HXS0
208964.PA4198	Q9HWI3
208964.PA3142	Q9HZ85
208964.PA2990	Q9HZL4
208964.PA2803	Q9I040
208964.PA2701	Q9I0E1
208964.PA1465	Q9I3P7
208964.PA1011	Q9I4W2
208964.PA3065	Q9HZE3
208964.PA4344	Q9HW57
208964.PA1117	Q9I4L8
208964.PA4147	Q9HWN4
208964.PA3725	Q9HXR7
208964.PA0029	Q9I7A1
208964.PA2101	Q9I214
208964.PA1288	Q9I456
208964.PA0720	Q9I5K8
208964.PA3940	Q9HX76
208964.PA5144	Q9HU40
208964.PA4183	Q9HWJ8
208964.PA3912	Q9HXA1
208964.PA3349	Q9HYP7
208964.PA3303	Q9HYU1
208964.PA2728	Q9I0B4
208964.PA1322	Q9I422
208964.PA0638	Q9I5S8
208964.PA5430	Q9HTD6
208964.PA4862	Q9HUV1
208964.PA4390	Q9HW14
208964.PA2223	Q9I1P6
208964.PA1504	Q9I3K8
208964.PA5548	Q9HT26
208964.PA4657	Q9HVD5
208964.PA4155	Q9HWM6
208964.PA3180	Q9HZ54
208964.PA2909	Q9HZT8
208964.PA2436	Q9I146
208964.PA2431	Q9I151
208964.PA1261	Q9I483
208964.PA0925	Q9I532
208964.PA0822	Q9I5B7
208964.PA0791	Q9I5E7
208964.PA0453	Q9I665
208964.PA3071	Q9HZD7
208964.PA2540	Q9I0U4
208964.PA5157	Q9HU27
208964.PA3561	Q9HY56
208964.PA0169	Q9I6W3
208964.PA0938	Q9I520
208964.PA2102	Q9I213
208964.PA1733	Q9I304
208964.PA5562	Q9HT12
208964.PA2696	Q9I0E6
208964.PA1911	Q9I2J3
208964.PA1630	Q9I392
208964.PA1420	Q9I3S4
208964.PA1308	Q9I436
208964.PA4168	Q9HWL3
208964.PA0038	Q9I794
208964.PA4011	Q9HX16
208964.PA4717	Q9HV81
208964.PA4092	Q9HWT6
208964.PA2864	Q9HZY2
208964.PA2304	Q9I1H1
208964.PA2261	Q9I1L2
208964.PA1228	Q9I4B0
208964.PA5325	Q9HTN0
208964.PA4571	Q9HVL3
208964.PA4312	Q9HW89
208964.PA4297	Q9HWA3
208964.PA2788	Q9I055
208964.PA1357	Q9I3Y7
208964.PA0749	Q9I5I0
208964.PA0702	Q9I5M4
208964.PA0335	Q9I6F6
208964.PA5046	Q9HUD3
208964.PA3901	Q9HXB2
208964.PA3900	Q9HXB3
208964.PA3137	Q9HZ88
208964.PA1696	Q9I331
208964.PA3797	Q9HXK0
208964.PA3111	Q9HZA8
208964.PA1840	Q9I2Q5
208964.PA4834	Q9HUX6
208964.PA4897	Q9HUR6
208964.PA0739	Q9I5J0
208964.PA1846	Q9I2P9
208964.PA0648	Q9I5R8
208964.PA3205	Q9HZ35
208964.PA1178	G3XD11
208964.PA1329	Q9I415
208964.PA0188	Q9I6U6
208964.PA0622	G3XD39
208964.PA1892	Q9I2K5
208964.PA4552	G3XD15
208964.PA0683	Q9I5P2
208964.PA0756	Q9I5H3
208964.PA1688	G3XD03
208964.PA5435	Q9HTD1
208964.PA4708	Q9HV90
208964.PA4154	Q9HWM7
208964.PA2132	Q9I1Y3
208964.PA1744	Q9I2Z3
208964.PA1626	Q9I396
208964.PA1286	Q9I458
208964.PA5416	Q9HTE8
208964.PA5409	Q9HTF5
208964.PA4987	Q9HUH8
208964.PA4576	Q9HVK8
208964.PA2789	Q9I054
208964.PA0166	Q9I6W6
208964.PA5405	Q9HTF9
208964.PA5082	Q9HUA1
208964.PA4680	Q9HVB5
208964.PA3122	Q9HZA2
208964.PA2183	Q9I1T2
208964.PA2154	Q9I1W1
208964.PA1568	Q9I3E9
208964.PA1513	Q9I3K0
208964.PA4359	Q9HW42
208964.PA2923	Q9HZS4
208964.PA1617	Q9I3A5
208964.PA1360	Q9I3Y4
208964.PA0681	Q9I5P4
208964.PA0233	Q9I6Q5
208964.PA4866	Q9HUU7
208964.PA2712	Q9I0D0
208964.PA2671	Q9I0G7
208964.PA2391	Q9I189
208964.PA1582	Q9I3D6
208964.PA1542	Q9I3H1
208964.PA1313	Q9I431
208964.PA1196	Q9I4E2
208964.PA1122	Q9I4L3
208964.PA0968	Q9I4Z5
208964.PA0859	Q9I582
208964.PA0257	Q9I6N2
208964.PA5538	Q9HT36
208964.PA4368	Q9HW34
208964.PA2450	Q9I132
208964.PA5093	Q9HU90
208964.PA4199	Q9HWI2
208964.PA3328	Q9HYR7
208964.PA2792	Q9I051
208964.PA2143	Q9I1X2
208964.PA1547	Q9I3H0
208964.PA0658	Q9I5R3
208964.PA5396	Q9HTG8
208964.PA5271	Q9HTS9
208964.PA4880	Q9HUT3
208964.PA4642	Q9HVF0
208964.PA2460	Q9I122
208964.PA2264	Q9I1K9
208964.PA1408	Q9I3T6
208964.PA0735	Q9I5J4
208964.PA0569	Q9I5W7
208964.PA2711	Q9I0D1
208964.PA3232	Q9HZ08
208964.PA2674	Q9I0G4
208964.PA3709	Q9HXT2
208964.PA3501	Q9HYA8
208964.PA3418	Q9HYI7
208964.PA3093	Q9HZB5
208964.PA2730	Q9I0B2
208964.PA2410	Q9I171
208964.PA2333	Q9I1E5
208964.PA4184	Q9HWJ7
208964.PA0076	Q9I756
208964.PA0878	Q9I567
208964.PA3729	Q9HXR3
208964.PA2767	Q9I076
208964.PA0203	Q9I6T5
208964.PA0380	Q9I6B5
208964.PA5295	Q9HTQ9
208964.PA4061	Q9HWW7
208964.PA2976	Q9HZM8
208964.PA2750	Q9I093
208964.PA1591	Q9I3D0
208964.PA1227	Q9I4B1
208964.PA0532	Q9I604
208964.PA0064	Q9I768
208964.PA2902	Q9HZU5
208964.PA1206	Q9I4D2
208964.PA4494	Q9HVS7
208964.PA3923	Q9HX90
208964.PA3866	Q9HXE0
208964.PA3213	Q9HZ27
208964.PA5047	Q9HUD2
208964.PA4775	Q9HV33
208964.PA2558	Q9I0S6
208964.PA1998	Q9I2B1
208964.PA0373	Q9I6C1
208964.PA1905	Q820A5
208964.PA5194	Q9HTZ5
208964.PA3671	Q9HXW9
208964.PA3670	Q9HXX0
208964.PA3405	Q9HYJ9
208964.PA2383	Q9I196
208964.PA1425	Q9I3R9
208964.PA1051	Q9I4S3
208964.PA1033	Q9I4U1
208964.PA0990	Q9I4X9
208964.PA0886	Q9I559
208964.PA4620	Q9HVH1
208964.PA4372	Q9HW30
208964.PA3439	Q9HYG7
208964.PA3420	Q9HYI5
208964.PA3083	Q9HZC5
208964.PA2205	Q9I1R2
208964.PA5378	Q9HTI6
208964.PA0565	Q9I5X1
208964.PA5519	Q9HT54
208964.PA1242	Q9I496
208964.PA3853	Q9HXF3
208964.PA3692	Q9HXU8
208964.PA3506	Q9HYA3
208964.PA4591	Q9HVJ5
208964.PA2670	Q9I0G8
208964.PA3145	G3XD50
208964.PA5011	Q9HUF5
208964.PA4697	Q9HV99
208964.PA4582	Q9HVK2
208964.PA3962	Q9HX54
208964.PA2983	Q9HZM1
208964.PA2837	Q9I006
208964.PA2592	Q9I0P5
208964.PA1369	Q9I3X5
208964.PA0687	Q9I5N8
208964.PA0491	Q9I627
208964.PA0207	Q9I6T1
208964.PA0081	Q9I751
208964.PA4651	Q9HVE1
208964.PA2593	Q9I0P4
208964.PA2731	Q9I0B1
208964.PA5205	Q9HTY5
208964.PA2324	Q9I1F4
208964.PA0979	G3XCY0
208964.PA4164	Q9HWL7
208964.PA3496	Q9HYB3
208964.PA0399	Q9I6A1
208964.PA1263	Q9I481
208964.PA1019	Q9I4V5
208964.PA0549	Q9I5Y7
208964.PA5498	Q9HT75
208964.PA5428	Q9HTD8
208964.PA4119	Q9HWR2
208964.PA2808	Q9I035
208964.PA2660	Q9I0H8
208964.PA1185	Q9I4F3
208964.PA0664	Q9I5Q7
208964.PA0642	Q9I5S4
208964.PA1460	G3XD73
208964.PA3411	Q9HYJ4
208964.PA4352	Q9HW49
208964.PA4196	Q9HWI5
208964.PA3812	Q9HXJ0
208964.PA2481	Q9I101
208964.PA2110	Q9I205
208964.PA5096	Q9HU87
208964.PA4900	Q9HUR3
208964.PA4607	Q9HVI2
208964.PA4083	Q9HWU5
208964.PA1936	Q9I2G8
208964.PA2458	Q9I124
208964.PA1640	Q9I385
208964.PA5469	Q9HTA1
208964.PA4136	Q9HWP5
208964.PA0216	Q9I6S2
208964.PA4555	G3XD55
208964.PA5320	Q9HTN4
208964.PA1264	Q9I480
208964.PA4727	Q9HV72
208964.PA1502	Q9I3L0
208964.PA1175	Q9I4G2
208964.PA0414	G3XD63
208964.PA3517	Q9HY92
208964.PA0483	Q9I635
208964.PA5465	Q9HTA5
208964.PA4426	Q9HVY9
208964.PA4141	Q9HWP0
208964.PA3469	Q9HYD7
208964.PA5070	Q9HUB3
208964.PA4287	Q9HWB3
208964.PA3416	Q9HYI9
208964.PA3276	Q9HYW5
208964.PA3000	Q9HZK5
208964.PA2717	Q9I0C5
208964.PA2576	Q9I0R0
208964.PA2172	Q9I1U3
208964.PA0881	Q9I564
208964.PA0855	Q9I586
208964.PA0297	Q9I6J4
208964.PA0231	Q9I6Q7
208964.PA5338	Q9HTM0
208964.PA2758	Q9I085
208964.PA2680	Q9I0F8
208964.PA3502	Q9HYA7
208964.PA2393	Q9I187
208964.PA1631	Q9I391
208964.PA0989	Q9I4Y0
208964.PA5537	Q9HT37
208964.PA4681	Q9HVB4
208964.PA3421	Q9HYI4
208964.PA3200	Q9HZ40
208964.PA2913	Q9HZT4
208964.PA2849	Q9HZZ4
208964.PA2745	Q9I098
208964.PA1387	Q9I3V7
208964.PA0840	Q9I5A0
208964.PA0814	Q9I5C5
208964.PA0758	Q9I5H1
208964.PA0461	Q9I657
208964.PA0248	Q9I6P1
208964.PA0070	Q9I762
208964.PA5521	Q9HT52
208964.PA4674	Q9HVC1
208964.PA4477	Q9HVU4
208964.PA3520	Q9HY89
208964.PA2857	Q9HZY7
208964.PA2838	Q9I005
208964.PA2521	Q9I0W1
208964.PA2408	Q9I173
208964.PA1508	Q9I3K4
208964.PA1407	Q9I3T7
208964.PA1147	Q9I4I8
208964.PA3835	Q9HXG9
208964.PA1646	Q9I379
208964.PA5451	Q9HTB8
208964.PA5328	Q9HTM7
208964.PA4134	Q9HWP7
208964.PA3359	Q9HYN7
208964.PA3358	Q9HYN8
208964.PA3206	Q9HZ34
208964.PA2916	Q9HZT1
208964.PA2817	Q9I026
208964.PA2549	Q9I0T5
208964.PA2434	Q9I148
208964.PA1392	Q9I3V2
208964.PA0802	Q9I5D6
208964.PA0184	Q9I6U9
208964.PA0097	Q9I735
208964.PA0091	Q9I741
208964.PA0061	Q9I771
208964.PA0010	Q9I7B6
208964.PA2710	Q9I0D2
208964.PA0691	Q9I5N5
208964.PA5306	Q9HTP8
208964.PA2721	Q9I0C1
208964.PA5200	Q9HTY9
208964.PA3427	Q9HYH8
208964.PA0069	Q9I763
208964.PA4008	Q9HX19
208964.PA3641	Q9HXZ0
208964.PA3069	Q9HZD9
208964.PA5165	Q9HU20
208964.PA3731	Q9HXR1
208964.PA1786	Q9I2V6
208964.PA1647	Q9I378
208964.PA0267	Q9I6M3
208964.PA4725	Q9HV74
208964.PA3943	Q9HX73
208964.PA3913	Q9HXA0
208964.PA3784	Q9HXL1
208964.PA3592	Q9HY34
208964.PA2888	Q9HZV9
