3702.AT1G22300.1	P48347
3702.AT1G30330.2	D3K049
3702.AT4G20860.1	Q42097
3702.AT2G35360.1	Q84X32
3702.AT1G60490.1	Q8RXR0
3702.AT3G26400.1	Q9SQK7
3702.AT5G03120.1	Q9FYN1
3702.AT4G15390.1	Q0WLD8
3702.AT2G46520.1	Q570D2
3702.AT2G15170.1	Q8L8C6
3702.AT1G11930.1	C0Z2F5
3702.AT3G08510.1	C0Z2P3
3702.AT1G53190.1	C0Z357
3702.AT4G13480.1	Q6R074
3702.AT4G29440.1	Q9M0D9
3702.AT1G14660.1	M5BF15
3702.AT1G73440.1	Q0WKZ1
3702.AT1G52040.1	Q0WLK6
3702.AT5G62165.1	Q0WRE2
3702.AT4G11410.1	Q0WRL1
3702.AT3G49100.1	Q0WS60
3702.AT3G61826.1	B3H6M9
3702.AT2G39865.1	B3H7G8
3702.AT1G10040.1	F4I2P7
3702.AT5G27030.2	F4K2T3
3702.AT1G63750.3	Q19GY4
3702.AT1G63750.3	Q19H14
3702.AT2G35520.2	Q1H575
3702.AT4G03090.1	Q7GAL2
3702.AT5G26240.1	Q8GYV7
3702.AT2G37390.1	Q8H1N1
3702.AT4G18205.1	Q8H7F0
3702.AT3G15400.1	Q93ZE0
3702.AT1G60670.2	A8MRN6
3702.AT1G80160.1	A8MS67
3702.AT3G51636.1	B3H5I0
3702.AT4G28775.1	B3H5I9
3702.AT3G53342.1	B3H703
3702.AT3G45100.1	C0Z213
3702.AT1G09060.3	F4HZD1
3702.AT1G29830.3	F4I350
3702.AT1G29890.2	F4I360
3702.AT1G63770.5	F4I3R0
3702.AT3G15240.2	F4IXI5
3702.AT3G28715.1	F4J0D8
3702.AT3G30350.2	F4J5G8
3702.AT3G06680.1	F4JC32
3702.AT4G03165.1	F4JI58
3702.AT4G27960.2	F4JKF3
3702.AT4G28590.1	F4JLC1
3702.AT4G16680.1	F4JMJ3
3702.AT4G35670.1	F4JN47
3702.AT4G26020.2	F4JU48
3702.AT5G47380.1	F4JX46
3702.AT5G48550.1	F4K1R3
3702.AT5G27530.1	F4K4C2
3702.AT5G13950.3	F4K5E2
3702.AT1G43665.1	Q3ECX8
3702.AT1G02490.1	Q3EDK6
3702.AT1G52470.1	B3H753
3702.AT5G57181.1	B3H787
3702.AT1G50730.1	F4I6L0
3702.AT1G05120.1	F4I795
3702.AT1G26320.1	F4IE59
3702.AT5G28390.1	F4K739
3702.AT5G37630.1	F4K790
3702.AT5G16980.2	F4KFK3
3702.AT5G33393.1	F4KH99
3702.AT5G40530.2	F4KHE6
3702.AT1G06750.2	Q7DM37
3702.AT5G45730.1	Q9FK70
3702.AT1G65900.1	Q9SRZ9
3702.AT4G25490.1	B6DTR3
3702.AT1G19710.1	Q9FXG9
3702.AT5G50650.1	Q9LUF6
3702.AT3G48120.1	Q9SU74
3702.AT2G26430.1	A0A097PSJ3
3702.AT3G09190.1	Q9SS71
3702.AT3G48090.1	B2BDC9
3702.AT5G51990.1	B2BJ27
3702.AT5G52310.1	Q93Y41
3702.AT5G62100.1	B3H4L7
3702.AT4G11350.1	F4JNZ5
3702.AT4G13850.1	F4JTU2
3702.AT5G37030.1	F4K5V7
3702.AT5G43990.2	F4K7E7
3702.AT5G17620.1	Q56ZN8
3702.AT5G19690.1	W8QN88
3702.AT5G41570.1	Q0WTM6
3702.AT5G17165.1	Q56ZH1
3702.AT1G65346.1	A0MDY4
3702.AT4G23440.1	Q0WME1
3702.AT2G27389.1	Q0WR19
3702.AT1G76810.1	Q8GUM6
3702.AT1G11850.2	Q8L9Q8
3702.AT5G23610.2	Q5EAG3
3702.AT4G18370.1	Q67YE8
3702.AT4G36760.1	Q6Q8B7
3702.AT4G25420.1	U3N6G9
3702.AT2G30420.1	D6C581
3702.AT4G25420.1	U3N144
3702.AT4G21910.4	B9DGV2
3702.AT1G54385.1	Q1KS90
3702.AT3G24630.1	Q1PEM3
3702.AT1G33170.1	Q8L8Z6
3702.AT3G21240.1	B1GV10
3702.AT1G54470.2	Q1PFK4
3702.AT1G08720.1	B0LY68
3702.AT1G66340.1	B0ZX32
3702.AT1G66340.1	B0ZXB6
3702.AT1G34170.3	E1A6V0
3702.AT4G03290.1	E1A8D9
3702.AT1G63880.1	Q7FKS0
3702.AT5G42090.1	Q8LC50
3702.AT5G15640.1	Q8LDS8
3702.AT5G52000.1	C3VIW2
3702.AT2G46870.1	C3VMM2
3702.AT1G34130.1	W8PVA0
3702.AT3G53180.1	Q9SCP3
3702.AT1G48720.1	A0MEB8
3702.AT4G19080.1	A0MF83
3702.AT5G61630.1	A0MFR1
3702.AT2G14720.1	P93027
3702.AT1G77890.1	Q8LAW3
3702.AT5G07020.1	Q8LDY0
3702.AT3G57120.1	Q9M1I8
3702.AT2G43470.1	O22861
3702.AT1G29025.1	Q0WQL7
3702.AT2G38995.1	Q0WVI1
3702.AT1G09195.2	A9JNV7
3702.AT2G33220.1	C7BCB5
3702.AT5G53870.1	Q84LE0
3702.AT4G02480.1	Q8RX24
3702.AT4G23980.1	D3K066
3702.AT1G53350.1	Q19I68
3702.AT1G53350.1	Q19I89
3702.AT5G09880.1	Q84WH4
3702.AT5G11420.1	Q8LCM9
3702.AT5G65060.1	C0J8Q4
3702.AT5G27130.1	C0SVQ9
3702.AT1G10180.1	Q56WJ8
3702.AT5G09880.1	Q56XB8
3702.AT2G30790.1	Q56YS8
3702.AT1G23170.2	Q5XVK0
3702.AT5G43745.1	Q56XW5
3702.AT4G21660.2	Q56ZP4
3702.AT1G72870.1	Q67Z45
3702.AT1G57770.1	Q9FVS7
3702.AT5G02220.1	Q9LZL0
3702.AT4G25610.1	Q9M0K0
3702.AT2G01980.1	M5BFC8
3702.AT4G33180.1	Q8GW74
3702.AT5G63065.1	A8MQP3
3702.AT1G80210.1	B3H5T3
3702.AT4G04078.1	B3H7E1
3702.AT1G34550.1	F4HV06
3702.AT1G48550.1	F4HYH7
3702.AT1G36920.1	F4I394
3702.AT1G10740.1	F4I5X3
3702.AT1G26370.1	F4IE66
3702.AT2G40730.1	F4II29
3702.AT2G01220.2	F4IM97
3702.AT3G24255.1	F4J6J5
3702.AT4G00560.4	F4JHD8
3702.AT5G55660.1	F4K4Y5
3702.AT5G06905.1	F4K599
3702.AT5G21080.1	F4K6Z1
3702.AT4G14370.1	Q19FI8
3702.AT4G16180.2	Q1G2Z3
3702.AT2G07689.1	Q3EC49
3702.AT5G56660.1	Q5HZ30
3702.AT1G11500.1	Q8GX19
3702.AT4G03820.2	Q8GZ69
3702.AT1G24050.1	C0Z3I7
3702.AT5G15090.1	Q42296
3702.AT1G15690.1	A8MQH1
3702.AT1G47278.2	A8MRX3
3702.AT1G23149.1	B3H4Q1
3702.AT1G15045.1	B3H4T2
3702.AT1G49870.1	B3H5B7
3702.AT5G16567.1	B3H6J1
3702.AT5G14011.1	B3H731
3702.AT1G66760.2	F4HQ03
3702.AT1G20970.1	F4HWC3
3702.AT1G55160.3	F4HYQ1
3702.AT1G49015.1	F4I057
3702.AT1G11080.2	F4I7C9
3702.AT1G59865.1	F4ID46
3702.AT1G72830.2	F4IEZ6
3702.AT2G46980.2	F4IK49
3702.AT2G29840.1	F4ILN3
3702.AT2G37150.3	F4IQ07
3702.AT2G38900.2	F4IU00
3702.AT3G10970.1	F4J511
3702.AT3G25200.1	F4J8Y4
3702.AT3G13370.1	F4JCA2
3702.AT4G09775.1	F4JKS9
3702.AT4G17250.1	F4JNG1
3702.AT4G17620.1	F4JP90
3702.AT4G12334.1	F4JQL6
3702.AT4G18740.1	F4JRN0
3702.AT5G48960.1	F4K3A9
3702.AT5G27330.1	F4K498
3702.AT5G28410.1	F4K741
3702.AT2G47220.1	O22896
3702.AT1G18770.1	Q3ED97
3702.AT4G22740.1	Q8LDD6
3702.AT5G43720.1	Q8LFR5
3702.AT3G51850.1	Q96295
3702.AT1G01310.1	Q9LNJ2
3702.AT3G47460.1	A0A097PJ44
3702.AT2G39940.1	B2BDA3
3702.AT5G55820.1	G3GBK1
3702.AT2G07820.1	A0MDQ4
3702.AT5G64940.1	Q0WLU3
3702.AT4G13310.1	Q0WPP6
3702.AT2G21160.1	Q5M727
3702.AT2G05310.1	Q8L9Q6
3702.AT5G64360.2	Q94A90
3702.AT1G42680.1	Q9C846
3702.AT2G34160.1	Q0V7R6
3702.AT1G51980.1	Q0WW81
3702.AT1G69160.1	Q9LQA5
3702.AT1G11820.2	Q9SA93
3702.AT2G35660.1	Q9SBB5
3702.AT3G47890.1	Q9SU52
3702.AT3G57790.1	Q9SVZ3
3702.AT5G25330.1	Q67ZU3
3702.AT1G06070.1	Q8LDZ9
3702.AT2G38780.1	Q56YJ0
3702.AT4G36670.1	A4VCM1
3702.AT1G70920.1	A9Z1E8
3702.ATCG01040.1	B0FFQ8
3702.AT3G20770.1	B0LZX6
3702.AT5G26860.1	N0CGU6
3702.AT2G23840.1	O82214
3702.AT4G09800.1	Q6LAE1
3702.AT5G07571.1	Q6IMG0
3702.AT5G43660.1	Q9FIX4
3702.AT2G39080.1	Q67YQ9
3702.AT4G25420.1	U3N6F8
3702.AT1G09040.1	O04026
3702.AT5G03240.1	Q8LDD7
3702.AT5G46340.1	Q9FL27
3702.AT3G47600.1	Q9SQ84
3702.AT3G60320.1	Q56XC8
3702.AT1G67270.1	Q9FYG6
3702.AT3G60470.1	A0MF36
3702.AT4G01240.1	A0MF46
3702.AT4G29990.1	Q39143
3702.AT4G28760.1	Q56WJ5
3702.AT5G41770.1	Q9FJ37
3702.AT1G52540.1	Q9SSQ6
3702.AT1G12290.1	Q19J28
3702.AT1G12520.1	O65325
3702.AT3G58690.1	Q9LXT2
3702.AT3G26810.1	E1A6C1
3702.AT3G20100.1	Q8LEJ8
3702.AT5G42720.1	Q9FMZ2
3702.AT1G79190.1	O64533
3702.AT5G05320.1	O81817
3702.AT1G58520.2	A0A097NUQ5
3702.AT1G48440.1	Q9LP81
3702.AT4G25560.1	O49757
3702.AT5G65230.1	O49784
3702.AT5G22860.1	Q8LFB7
3702.AT5G18170.1	Q94AA6
3702.AT1G20220.1	Q9LNU5
3702.AT1G10920.1	A9QGV2
3702.AT5G52720.1	Q9LTE5
3702.AT2G28640.1	Q9SIB1
3702.AT5G62320.1	A0MFR3
3702.AT5G16600.1	O49777
3702.AT1G35260.1	Q541X8
3702.AT5G19680.1	Q8LG14
3702.AT1G14970.1	Q9LQT6
3702.AT2G25470.1	Q9SKK2
3702.AT3G03440.1	Q9SRP8
3702.AT5G49390.1	Q5XV07
3702.AT1G71860.1	Q9C8X3
3702.AT1G58055.1	A0MJV8
3702.AT5G66190.1	Q56ZZ9
3702.AT5G24520.1	Q5DWW6
3702.AT3G48710.1	Q8LFD2
3702.AT5G61830.1	Q9FLS6
3702.AT5G11940.1	Q9LYH9
3702.AT2G27930.1	Q9SJJ8
3702.AT1G05090.1	Q9ZVP4
3702.AT1G24577.1	A0MDW2
3702.AT5G65005.1	A0ME48
3702.AT1G34540.1	A0MEA8
3702.AT5G51220.1	Q0WPX2
3702.AT2G04680.1	Q84RL4
3702.AT1G71750.2	Q9M9H1
3702.AT1G59560.1	Q9SLU0
3702.AT1G60170.1	O80740
3702.AT5G20620.1	Q6KFS4
3702.AT5G63010.1	Q8GYA0
3702.AT3G03550.1	Q0WS90
3702.AT3G51100.1	Q0WSI3
3702.AT2G36340.1	Q6RF63
3702.AT3G29380.1	Q6S7A3
3702.AT2G05830.1	A8MRP9
3702.AT3G10439.1	B3H4C6
3702.AT5G40847.1	B3H5A0
3702.AT3G51632.1	B3H5U5
3702.AT5G27967.1	B3H6Y8
3702.AT5G63952.1	B3H798
3702.AT1G26921.1	B3H7C4
3702.AT1G55690.1	F4I1W0
3702.AT2G17043.1	F4IME9
3702.AT2G03600.4	F4IT87
3702.AT3G46640.3	F4J959
3702.AT3G33530.3	F4JCM5
3702.AT3G26960.1	F4JEV5
3702.AT5G12430.1	F4K0Y5
3702.AT5G03406.1	F4KFB0
3702.AT5G17680.1	Q19E40
3702.AT5G07510.1	Q8GXG4
3702.AT3G50850.1	Q8GXT9
3702.AT2G07690.1	Q8GZG6
3702.AT5G53960.1	A0MFP0
3702.AT4G28005.1	Q5XV68
3702.AT5G51410.1	Q7DM98
3702.AT5G50565.1	A0MFN2
3702.AT1G69980.1	O04546
3702.AT2G47400.1	Q8L8U4
3702.AT2G47050.1	Q8LBB4
3702.AT5G62570.2	Q9FJI9
3702.AT5G26030.1	C0Z2M8
3702.AT1G62390.1	Q56W52
3702.AT2G05100.1	Q9XF86
3702.AT5G60390.1	P94007
3702.AT3G17150.1	Q9LSN3
3702.AT4G11270.1	Q67XA6
3702.AT5G41190.1	Q681U9
3702.AT4G22517.1	A8MQX9
3702.AT1G50954.1	B3H444
3702.AT5G44306.1	B3H5H2
3702.AT2G46787.1	B3H6M5
3702.AT4G00420.2	B3H7E2
3702.AT1G33820.1	F4HT02
3702.AT1G02330.1	F4HVZ5
3702.AT1G69070.1	F4I0J1
3702.AT1G65170.1	F4I9V4
3702.AT1G65810.1	F4IBK8
3702.AT2G05440.2	F4IH97
3702.AT3G43740.2	F4J0G6
3702.AT3G44805.1	F4J4A2
3702.AT3G17590.2	F4J581
3702.AT3G52090.2	F4J5R0
3702.AT3G11165.1	F4J668
3702.AT3G46500.1	F4J939
3702.AT3G25800.1	F4JA59
3702.AT3G32050.1	F4JA72
3702.AT3G27025.1	F4JEW1
3702.AT4G01070.1	F4JHS0
3702.AT4G03200.1	F4JI64
3702.AT4G21200.1	F4JIN8
3702.AT4G27690.1	F4JJR0
3702.AT4G29360.1	F4JMY6
3702.AT4G38230.2	F4JTL3
3702.AT4G26310.2	F4JUX3
3702.AT4G39370.3	F4JVD6
3702.AT5G04460.1	F4JWA3
3702.AT5G23210.1	F4KCT5
3702.AT5G46530.1	F4KHI4
3702.AT1G62790.1	Q3ECK0
3702.AT5G16870.1	Q9LFL4
3702.AT1G23640.1	Q9ZUD0
3702.AT1G52400.1	B0LYL9
3702.AT2G47500.1	O22260
3702.AT5G64600.1	Q9FLF8
3702.AT1G09060.3	B9DFI4
3702.AT1G79970.1	B9DFX5
3702.AT4G15530.5	B9DHM5
3702.AT1G62770.1	Q8L8X8
3702.AT4G33510.1	Q8LAR5
3702.AT1G16670.1	Q9FX80
3702.AT1G08720.1	B0LYD3
3702.AT4G11330.1	A0JQ84
3702.AT1G04360.1	B0ZCH7
3702.AT5G06320.1	B0ZVS7
3702.AT1G59630.1	Q1PFI8
3702.AT4G17420.1	Q8LCF1
3702.AT2G30870.1	Q8LEQ8
3702.AT5G37160.1	Q9FHU6
3702.AT5G44600.1	Q9LU06
3702.AT1G16490.1	O49786
3702.AT3G29390.1	Q8LCH2
3702.AT1G04985.1	Q9MAU7
3702.AT2G41630.1	Q53YU0
3702.AT2G29300.2	Q7DLL0
3702.AT1G56520.2	Q9FXA5
3702.AT1G09195.2	O80487
3702.AT1G63870.1	Q38K67
3702.AT1G55280.1	Q8RXP1
3702.AT1G73460.1	Q9FX39
3702.AT3G16040.1	Q8LCA9
3702.AT4G30080.1	D3K089
3702.AT1G80840.1	Q8L9J5
3702.AT1G31690.1	Q9C6V8
3702.AT5G37020.1	D3K060
3702.AT3G50450.1	A0A068LKP4
3702.AT1G29830.3	Q45GN1
3702.AT1G55915.1	Q9LG20
3702.AT5G15070.2	Q9LFP8
3702.AT4G00650.1	G4WTE4
3702.AT4G03070.1	Q944Z2
3702.AT3G48090.1	B2BDE3
3702.AT3G16150.1	Q29Q32
3702.AT3G27200.1	Q9LK33
3702.AT4G05100.1	O49797
3702.AT1G12290.1	Q19J07
3702.AT1G73210.1	Q84WM5
3702.AT3G49510.1	Q9CA01
3702.AT5G03120.1	Q8LA65
3702.AT4G37370.1	Q8LCN8
3702.AT5G50480.1	C0SVT2
3702.AT5G56030.2	Q0WLP0
3702.AT1G17820.1	Q56WK3
3702.AT4G27730.1	Q56WW2
3702.AT5G55930.1	Q56X41
3702.AT1G74780.1	Q570V7
3702.AT5G46830.1	C0SVS8
3702.AT1G79050.1	C0Z2K2
3702.AT1G65510.1	Q0WLE6
3702.AT5G13870.1	Q67Z90
3702.AT4G15900.1	Q8LF96
3702.AT1G72410.2	Q9C9D9
3702.AT1G74960.1	C0Z297
3702.AT1G32230.1	M5BFC4
3702.AT1G66880.1	Q0WKY1
3702.AT2G31670.1	Q0WR03
3702.AT1G65370.1	Q84VM0
3702.AT5G23240.1	Q8GXY8
3702.AT1G78830.1	Q8H788
3702.AT1G68440.1	Q9CA37
3702.AT5G15170.1	Q9LXG4
3702.AT1G23610.1	Q9ZUD3
3702.AT4G00460.2	B3H471
3702.AT5G12323.1	B3H4J3
3702.AT2G13273.1	B3H7F8
3702.AT1G16090.1	F4I2T5
3702.AT2G46370.4	F4II77
3702.AT4G20720.1	F4JVM4
3702.AT5G62830.1	F4K7U0
3702.AT5G16390.1	F4KE21
3702.AT4G02485.1	Q8LEW9
3702.AT3G20800.1	Q8LF62
3702.AT1G30080.1	Q9C8R3
3702.AT5G67050.1	Q9FHA8
3702.AT5G14110.1	A0MFF8
3702.AT1G04190.1	O64488
3702.AT3G46410.1	Q7XAR0
3702.AT1G49850.1	Q9C6C9
3702.AT5G14860.1	Q9LEQ4
3702.AT5G52210.1	Q8LE31
3702.AT1G65260.1	Q0WPJ1
3702.AT3G19990.1	Q0WTF1
3702.AT1G15885.1	A0MDW0
3702.AT5G17630.1	Q56ZD2
3702.AT1G01240.1	Q8LBA7
3702.AT1G66330.1	Q8LCA3
3702.AT5G05520.1	Q8LEH7
3702.AT3G57270.1	Q8LG04
3702.AT2G22460.1	Q9SJY8
3702.AT4G12640.1	Q0WMQ4
3702.AT5G67570.1	Q0WNQ8
3702.AT1G70170.1	Q0WVU1
3702.AT2G25670.1	Q8VZ43
3702.AT1G64770.3	C0Z2H4
3702.AT5G49720.1	C0Z2S7
3702.AT1G69250.1	Q56WC2
3702.AT3G54940.2	Q56WU5
3702.AT4G38630.1	Q56Z34
3702.AT1G09520.1	Q0WLC9
3702.AT3G13780.1	Q0WMU2
3702.AT1G01180.1	Q0WRD8
3702.AT3G14067.1	Q0WWH7
3702.AT5G61820.1	Q8RXF7
3702.AT1G51980.1	A8MQE5
3702.AT5G26673.1	A8MRY4
3702.AT2G20921.1	B3H4Q4
3702.AT2G20453.1	B3H5X7
3702.AT1G53100.1	F4HPR0
3702.AT1G53580.1	F4HRK0
3702.AT1G01320.1	F4HS98
3702.AT1G08910.1	F4HXS5
3702.AT1G09710.2	F4I129
3702.AT2G42460.1	F4IN31
3702.AT3G26060.2	F4JBC9
3702.AT3G48820.1	F4JF56
3702.AT5G19420.2	F4K149
3702.AT5G61520.1	F4K3I6
3702.AT5G23610.2	F4KE84
3702.AT5G09900.3	F4KFD7
3702.AT5G33806.1	F4KIN1
3702.AT1G21370.1	Q84W62
3702.AT3G18780.2	Q8GZI9
3702.AT1G73490.2	Q8H0U9
3702.AT4G00440.2	C0Z263
3702.AT5G11250.1	Q19EG0
3702.AT4G14370.1	Q19FN0
3702.AT1G31410.1	Q84W33
3702.AT3G45285.1	A8MRF6
3702.AT3G29797.1	A8MRH6
3702.AT2G20619.1	A8MS38
3702.AT5G47900.1	B3H4C1
3702.AT1G30974.1	B3H505
3702.AT3G10974.1	B3H5I4
3702.AT4G22592.1	B3H5T2
3702.AT2G23171.1	B3H652
3702.AT3G49680.1	B3H658
3702.AT1G18730.1	B3H6Z4
3702.AT5G64401.1	B3H779
3702.AT1G19650.1	F4HP89
3702.AT1G47389.1	F4HT79
3702.AT1G20680.1	F4HUM3
3702.AT1G15130.1	F4HXZ1
3702.AT1G65120.2	F4I9U8
3702.AT1G11990.1	F4IAL1
3702.AT2G15480.2	F4IIG3
3702.AT2G23310.1	F4ILI9
3702.AT2G17250.1	F4IMH3
3702.AT2G36480.3	F4IMX8
3702.AT2G10965.1	F4IRC9
3702.AT3G29020.2	F4J1R5
3702.AT3G18160.3	F4J7K5
3702.AT3G18530.1	F4J8S4
3702.AT4G02550.3	F4JHK5
3702.AT4G02860.1	F4JHW1
3702.AT4G21150.1	F4JIM7
3702.AT4G21990.1	F4JKD5
3702.AT4G16146.1	F4JLP3
3702.AT4G16180.2	F4JLQ2
3702.AT4G35987.1	F4JNX3
3702.AT4G19750.1	F4JTY7
3702.AT5G18740.1	F4JY42
3702.AT5G18830.3	F4JZI4
3702.AT5G43910.2	F4K7C8
3702.AT5G01650.2	F4K9G5
3702.AT5G08130.5	F4K9L4
3702.AT5G22760.1	F4KBB1
3702.AT5G23750.1	F4KEA0
3702.AT5G45430.1	Q93Y34
3702.AT5G14240.1	Q8RXQ5
3702.AT5G32440.3	Q94K99
3702.AT5G14600.1	Q9LYK0
3702.AT5G02500.1	Q6LAE0
3702.AT4G34950.1	Q6NKP5
3702.AT2G22610.1	Q9ZQ52
3702.AT5G06430.1	Q67XM4
3702.AT4G36195.1	Q683B7
3702.AT3G09010.1	Q38978
3702.AT4G02725.1	A8MR38
3702.AT4G32270.1	A8MR52
3702.AT4G17453.1	B3H431
3702.AT4G21926.1	B3H4V5
3702.AT3G27027.1	B3H5H0
3702.AT2G22201.1	B3H5Z9
3702.AT5G23027.1	B3H6H7
3702.AT3G30391.1	B3H6J8
3702.AT3G50682.1	B3H6Q6
3702.AT1G79840.2	F4HQC0
3702.AT1G73885.1	F4HS13
3702.AT1G01540.2	F4HSC9
3702.AT1G62250.1	F4HX60
3702.AT1G62690.1	F4HYV4
3702.AT1G48970.1	F4I048
3702.AT1G50350.1	F4I506
3702.AT1G23460.1	F4I672
3702.AT1G43260.1	F4IB51
3702.AT1G43680.1	F4ICS1
3702.AT2G45450.1	F4IG60
3702.AT2G30942.1	F4IPU5
3702.AT2G32880.1	F4IUR8
3702.AT3G28190.1	F4IZ03
3702.AT3G28370.1	F4IZ28
3702.AT3G50320.1	F4J0L0
3702.AT3G57170.1	F4J262
3702.AT3G51110.1	F4J390
3702.AT3G59680.2	F4J9E8
3702.AT4G02260.1	F4JHA4
3702.AT4G16530.1	F4JMH6
3702.AT4G23000.1	F4JMQ8
3702.AT5G25770.3	F4JY80
3702.AT5G66040.1	F4JZ17
3702.AT5G11920.1	F4JZE3
3702.AT5G36330.1	F4K2Z6
3702.AT5G06980.4	F4K5B1
3702.AT5G23070.1	F4KBF5
3702.AT5G02740.1	F4KDS7
3702.AT2G25570.1	A8MQN8
3702.AT1G57750.1	B3H7K7
3702.AT1G09500.1	F4I101
3702.AT1G51070.2	F4I7Z3
3702.AT1G77800.1	F4I8J4
3702.AT4G32605.1	Q8LAC7
3702.AT5G61140.2	Q8RY91
3702.AT5G37190.1	Q9C5U5
3702.AT5G65950.1	Q9FKY7
3702.AT4G36890.1	W8Q2W9
3702.AT5G02740.1	Q8LDY1
3702.AT5G03830.1	Q8RX05
3702.AT4G39090.1	Q41956
3702.AT2G33860.1	D3K033
3702.AT2G40430.2	B9DFB0
3702.AT4G36690.1	B9DG58
3702.AT1G53800.2	B9DGS9
3702.AT3G58520.1	B9DH26
3702.AT3G20310.1	B9DI41
3702.AT1G58602.1	G1JSI4
3702.AT4G17340.1	Q41968
3702.AT1G08720.1	B0LY98
3702.AT3G44880.1	B0ZTU2
3702.AT1G66340.1	B0ZX74
3702.AT1G66340.1	B0ZX77
3702.AT1G66340.1	B0ZXA7
3702.AT3G21500.2	Q67ZF9
3702.AT3G25090.1	Q9LSG7
3702.AT4G01350.1	O04599
3702.AT3G46280.1	Q8L7F8
3702.AT4G01210.1	Q56WY9
3702.AT3G09960.1	Q9SR61
3702.AT3G20770.1	B0M001
3702.AT4G31500.1	B0ZV00
3702.AT4G03410.2	E1A8Z8
3702.AT3G07670.1	O65218
3702.AT1G67070.1	B0FU48
3702.AT4G09500.2	W8Q6L4
3702.AT4G35870.1	A0A097NUT0
3702.AT1G15660.1	Q68BI6
3702.AT5G15960.1	B6DVF1
3702.AT1G72290.1	Q67ZM3
3702.AT5G20730.1	D3K053
3702.AT3G20350.1	Q9LTQ8
3702.AT4G18070.1	Q8L9U4
3702.AT4G23760.1	Q84TH1
3702.AT2G27650.1	Q84X14
3702.AT2G36295.1	Q84X49
3702.AT1G67120.1	B0FUB0
3702.AT1G24625.1	Q541V6
3702.AT3G46670.1	W8PUR9
3702.AT2G26480.1	W8PVN9
3702.AT4G08150.1	A5YXX7
3702.AT5G17990.1	Q547D7
3702.AT1G66245.1	A0MEE5
3702.AT5G39650.1	A0MFK4
3702.AT5G40900.1	A0MFL2
3702.AT5G62910.1	Q8RXZ1
3702.AT5G55180.2	Q9FLP4
3702.AT3G45460.1	Q9M1G1
3702.AT1G11730.1	W8Q7D4
3702.AT2G26170.1	A5YYK1
3702.AT2G35540.1	O82287
3702.AT2G06010.1	C0Z375
3702.AT5G48620.1	Q6XW18
3702.AT2G20870.1	Q8LCR9
3702.AT3G03220.1	Q8LAT2
3702.AT4G02380.1	O65148
3702.AT1G57720.1	Q56ZZ4
3702.AT5G46795.1	Q8LFB3
3702.AT5G38880.1	Q7XYR0
3702.AT5G12920.2	Q9LXU7
3702.AT2G06420.1	Q4PSV6
3702.AT5G23460.1	Q8LC01
3702.AT1G27170.1	Q19IS0
3702.AT3G45780.1	Q56Y57
3702.AT2G22590.1	W8PVQ2
3702.AT4G22530.1	Q8RX02
3702.AT1G26330.2	Q9FZC0
3702.AT5G50490.1	C0SVT3
3702.AT1G21060.1	Q9LPU0
3702.AT2G16980.2	Q0WRP5
3702.AT5G07970.1	Q0WWS7
3702.AT3G58130.1	Q9M2K3
3702.AT2G46230.1	A8MRJ0
3702.AT5G63063.1	A8MSA3
3702.AT4G23432.1	B3H4B0
3702.AT1G32975.1	F4HPF4
3702.AT5G08100.1	F4K9K7
3702.AT1G63750.3	Q19GV2
3702.AT1G63740.1	Q19H46
3702.AT5G25270.1	Q8GWV7
3702.AT1G63420.1	C0Z390
3702.AT5G42895.1	A8MQ80
3702.AT4G30845.1	A8MR80
3702.AT5G57290.1	B3H4N7
3702.AT3G22723.1	B3H4R3
3702.AT1G34419.1	B3H6U8
3702.AT2G03938.1	B3H772
3702.AT1G74140.5	B6EUB8
3702.AT1G45063.1	F4HPM4
3702.AT1G02575.1	F4HXK1
3702.AT1G23510.1	F4I679
3702.AT1G57850.1	F4I9N4
3702.AT1G78220.1	F4IA59
3702.AT1G05960.2	F4IAF5
3702.AT1G11870.2	F4IAJ3
3702.AT2G41100.1	F4IJ45
3702.AT2G06510.1	F4IJA6
3702.AT2G35080.2	F4IJR9
3702.AT2G18300.3	F4IQH8
3702.AT3G25680.1	F4JA39
3702.AT3G19290.3	F4JB53
3702.AT3G13677.1	F4JDF8
3702.AT3G07565.4	F4JEI0
3702.AT4G16800.1	F4JML5
3702.AT4G13572.1	F4JT34
3702.AT5G41480.1	F4JYE9
3702.AT5G19420.2	F4K148
3702.AT5G67610.2	F4K567
3702.AT5G27830.4	F4K5P7
3702.AT5G63260.2	F4K9A6
3702.AT5G15510.2	F4K9U0
3702.AT5G50870.2	F4KAG5
3702.AT5G24350.2	F4KH34
3702.AT5G59130.1	F4KHS9
3702.AT5G04050.2	F4KI46
3702.AT5G40280.1	Q8LPK8
3702.AT5G04110.1	Q9FYE9
3702.AT1G30760.1	Q9SY15
3702.AT3G11560.2	Q8LCE3
3702.AT3G13060.2	Q9LDZ8
3702.AT3G12820.1	O49752
3702.AT1G49300.1	Q42248
3702.AT2G46375.1	Q8L8X5
3702.AT4G28450.1	Q8W4D9
3702.AT5G35640.1	Q9FJS6
3702.AT1G12820.1	B2CSW1
3702.AT1G32150.1	Q9FVR0
3702.AT2G19146.1	A0MDZ1
3702.AT1G05040.1	A0ME56
3702.AT4G02480.1	Q0WUS2
3702.AT1G49150.1	Q9M9B5
3702.AT1G11100.2	O04082
