9823.ENSSSCP00000024131	P54612
9823.ENSSSCP00000013838	F1RQS8
9823.ENSSSCP00000009652	F1RRG9
9823.ENSSSCP00000029153	F1RXS6
9823.ENSSSCP00000019922	F1RY13
9823.ENSSSCP00000011354	F1S4U0
9823.ENSSSCP00000009306	F1S5G2
9823.ENSSSCP00000004393	F1SB26
9823.ENSSSCP00000007551	F1SBI1
9823.ENSSSCP00000017696	F1SHT0
9823.ENSSSCP00000005094	F1SI24
9823.ENSSSCP00000003044	F1RF16
9823.ENSSSCP00000003257	F1RHA1
9823.ENSSSCP00000015135	F1RLC7
9823.ENSSSCP00000001985	F1RMJ3
9823.ENSSSCP00000015073	F1RNU1
9823.ENSSSCP00000010683	F1RPE3
9823.ENSSSCP00000018682	F1RSB5
9823.ENSSSCP00000004753	F1RSY7
9823.ENSSSCP00000001163	F1RUE1
9823.ENSSSCP00000018598	F1RVT5
9823.ENSSSCP00000006521	F1RY41
9823.ENSSSCP00000004705	F1RYR0
9823.ENSSSCP00000016951	F1RZD0
9823.ENSSSCP00000004958	F1RZG8
9823.ENSSSCP00000016734	F1RZQ4
9823.ENSSSCP00000004940	F1S059
9823.ENSSSCP00000014894	F1S5Q4
9823.ENSSSCP00000004103	F1S832
9823.ENSSSCP00000007632	F1S8A0
9823.ENSSSCP00000014308	F1S8I2
9823.ENSSSCP00000009277	F1S8M8
9823.ENSSSCP00000002230	F1S9B7
9823.ENSSSCP00000011156	F1SCA0
9823.ENSSSCP00000007847	F1SDT3
9823.ENSSSCP00000007458	F1SES0
9823.ENSSSCP00000000264	F1SGG5
9823.ENSSSCP00000002048	F1SJ86
9823.ENSSSCP00000012478	F1SJN8
9823.ENSSSCP00000017945	F1SKV6
9823.ENSSSCP00000008875	F1SLE6
9823.ENSSSCP00000008867	F1SLF4
9823.ENSSSCP00000005926	F1SLQ9
9823.ENSSSCP00000005925	F1SLR0
9823.ENSSSCP00000024936	F1SLX3
9823.ENSSSCP00000000404	F1SM00
9823.ENSSSCP00000003994	F1SM84
9823.ENSSSCP00000005019	F1SN65
9823.ENSSSCP00000012319	F1SQD9
9823.ENSSSCP00000028494	F1SQU3
9823.ENSSSCP00000005438	F1SSN6
9823.ENSSSCP00000005117	F1SSV8
9823.ENSSSCP00000005732	F1ST88
9823.ENSSSCP00000015863	F1STM3
9823.ENSSSCP00000015845	F1STR0
9823.ENSSSCP00000015803	F1STY7
9823.ENSSSCP00000008640	F1SUA8
9823.ENSSSCP00000003741	F1SUY4
9823.ENSSSCP00000015710	F1SUZ5
9823.ENSSSCP00000028259	K7GK86
9823.ENSSSCP00000029620	K7GMP3
9823.ENSSSCP00000012988	K7GMZ1
9823.ENSSSCP00000004021	F1SBA9
9823.ENSSSCP00000009461	Q6DLY7
9823.ENSSSCP00000001596	W0K5A6
9823.ENSSSCP00000003686	F1RIF9
9823.ENSSSCP00000008071	F1RIV4
9823.ENSSSCP00000013226	F1RPJ2
9823.ENSSSCP00000013536	F1RQ47
9823.ENSSSCP00000014530	F1S3G7
9823.ENSSSCP00000006756	D0G6Y2
9823.ENSSSCP00000001098	D0VFJ0
9823.ENSSSCP00000029712	K7GM70
9823.ENSSSCP00000018690	K7GPU2
9823.ENSSSCP00000028576	O02838
9823.ENSSSCP00000029051	Q9TU24
9823.ENSSSCP00000013232	K7GKM9
9823.ENSSSCP00000007380	K7GLP8
9823.ENSSSCP00000012968	K7GM95
9823.ENSSSCP00000013045	K7GMY2
9823.ENSSSCP00000009434	K7GNF0
9823.ENSSSCP00000029366	K7GQ45
9823.ENSSSCP00000030136	K7GQG7
9823.ENSSSCP00000023343	O97766
9823.ENSSSCP00000008491	Q29379
9823.ENSSSCP00000014812	C5G5X6
9823.ENSSSCP00000007498	C5MLY7
9823.ENSSSCP00000003935	D9YJ44
9823.ENSSSCP00000019422	R4JTP7
9823.ENSSSCP00000012516	B5AF39
9823.ENSSSCP00000001020	F1RYI7
9823.ENSSSCP00000017038	F1SI86
9823.ENSSSCP00000014072	F1SIC0
9823.ENSSSCP00000012017	F1SJQ7
9823.ENSSSCP00000012130	F1SPT5
9823.ENSSSCP00000012055	F1SRB0
9823.ENSSSCP00000003247	F1RHB8
9823.ENSSSCP00000003236	F1RHD6
9823.ENSSSCP00000010105	F1RHF2
9823.ENSSSCP00000008050	F1RIZ6
9823.ENSSSCP00000018805	F1RJ57
9823.ENSSSCP00000010303	F1RJU3
9823.ENSSSCP00000006059	F1RR77
9823.ENSSSCP00000006043	F1RRW9
9823.ENSSSCP00000027846	F1RRY2
9823.ENSSSCP00000013161	F1RTN1
9823.ENSSSCP00000001327	F1RYH4
9823.ENSSSCP00000002584	F1S2Q2
9823.ENSSSCP00000002511	F1S4B1
9823.ENSSSCP00000014862	F1S5U0
9823.ENSSSCP00000011262	F1S8T4
9823.ENSSSCP00000004395	F1SB25
9823.ENSSSCP00000004009	F1SBC0
9823.ENSSSCP00000014371	F1SBU8
9823.ENSSSCP00000019119	F1SDC4
9823.ENSSSCP00000011082	F1SDW7
9823.ENSSSCP00000011037	F1SEP8
9823.ENSSSCP00000000554	F1SGD6
9823.ENSSSCP00000017592	F1SLY1
9823.ENSSSCP00000015965	F1SM93
9823.ENSSSCP00000017877	F1SMH1
9823.ENSSSCP00000000978	F1SQ09
9823.ENSSSCP00000017143	F1SS03
9823.ENSSSCP00000017754	F1SSE1
9823.ENSSSCP00000024024	K7GMN9
9823.ENSSSCP00000000241	Q2Q6D9
9823.ENSSSCP00000016180	C7C1I1
9823.ENSSSCP00000003030	F1RF40
9823.ENSSSCP00000003029	F1RFS4
9823.ENSSSCP00000003028	F1RFS5
9823.ENSSSCP00000006985	F1RGK9
9823.ENSSSCP00000008456	F1RKX2
9823.ENSSSCP00000015384	F1RL64
9823.ENSSSCP00000015353	F1RLB1
9823.ENSSSCP00000003596	F1RMK7
9823.ENSSSCP00000015521	F1RNG2
9823.ENSSSCP00000006609	F1RU05
9823.ENSSSCP00000013775	F1RU39
9823.ENSSSCP00000001751	F1RUZ8
9823.ENSSSCP00000011800	F1RVK3
9823.ENSSSCP00000019764	F1RVS2
9823.ENSSSCP00000018216	F1RW06
9823.ENSSSCP00000016741	F1RZN8
9823.ENSSSCP00000004942	F1S057
9823.ENSSSCP00000004902	F1S0B4
9823.ENSSSCP00000016611	F1S0H7
9823.ENSSSCP00000006478	F1S0Q3
9823.ENSSSCP00000006783	F1S195
9823.ENSSSCP00000016458	F1S6Y3
9823.ENSSSCP00000004160	F1S771
9823.ENSSSCP00000002835	F1S7C9
9823.ENSSSCP00000014219	F1S9A4
9823.ENSSSCP00000014404	F1SCM8
9823.ENSSSCP00000011702	F1SEB9
9823.ENSSSCP00000019866	F1SEG7
9823.ENSSSCP00000011062	F1SEL7
9823.ENSSSCP00000011040	F1SEP5
9823.ENSSSCP00000012005	F1SJS9
9823.ENSSSCP00000012000	F1SJT8
9823.ENSSSCP00000002009	F1SK35
9823.ENSSSCP00000017553	F1SMQ3
9823.ENSSSCP00000005265	F1SMW3
9823.ENSSSCP00000000327	F1SR34
9823.ENSSSCP00000008762	F1STC1
9823.ENSSSCP00000003893	F1STL4
9823.ENSSSCP00000003786	F1SUQ5
9823.ENSSSCP00000026403	F1SV01
9823.ENSSSCP00000010834	F2Z4X6
9823.ENSSSCP00000002491	K7GLA2
9823.ENSSSCP00000005506	K7GLN0
9823.ENSSSCP00000030684	K7GPZ9
9823.ENSSSCP00000025530	K7GQ82
9823.ENSSSCP00000013035	K7GRB2
9823.ENSSSCP00000020499	B5G569
9823.ENSSSCP00000002680	F1B1J3
9823.ENSSSCP00000015201	F1RI17
9823.ENSSSCP00000001948	F1RIF1
9823.ENSSSCP00000003338	F1RMS6
9823.ENSSSCP00000006851	F1RNC1
9823.ENSSSCP00000013865	F1RQ04
9823.ENSSSCP00000018564	F1RWJ3
9823.ENSSSCP00000013069	F1RWU9
9823.ENSSSCP00000007667	F1S866
9823.ENSSSCP00000014317	F1S8G4
9823.ENSSSCP00000014742	F1S9U6
9823.ENSSSCP00000014713	F1SA01
9823.ENSSSCP00000012099	F1SLI0
9823.ENSSSCP00000015905	F1SV71
9823.ENSSSCP00000000979	F4YEA0
9823.ENSSSCP00000003652	F1RIM2
9823.ENSSSCP00000008295	F1RIR3
9823.ENSSSCP00000004801	F1RQM7
9823.ENSSSCP00000007193	F1SAX0
9823.ENSSSCP00000000549	F1SH16
9823.ENSSSCP00000012085	F1SNU6
9823.ENSSSCP00000005514	F1SP77
9823.ENSSSCP00000023016	I3L5Q4
9823.ENSSSCP00000019401	I3L5V1
9823.ENSSSCP00000020040	I3L7N4
9823.ENSSSCP00000021345	I3LBC6
9823.ENSSSCP00000021910	I3LCY2
9823.ENSSSCP00000022426	I3LED8
9823.ENSSSCP00000022896	I3LFQ4
9823.ENSSSCP00000023466	I3LHC1
9823.ENSSSCP00000025301	I3LMI0
9823.ENSSSCP00000025982	I3LPF5
9823.ENSSSCP00000026822	I3LRT2
9823.ENSSSCP00000026849	I3LRV8
9823.ENSSSCP00000026936	I3LS45
9823.ENSSSCP00000026955	I3LS64
9823.ENSSSCP00000026972	I3LS81
9823.ENSSSCP00000027066	I3LSH3
9823.ENSSSCP00000027075	I3LSI2
9823.ENSSSCP00000027094	I3LSK1
9823.ENSSSCP00000027202	I3LSV9
9823.ENSSSCP00000027269	I3LT26
9823.ENSSSCP00000028209	I3LVQ6
9823.ENSSSCP00000006486	M3UZA8
9823.ENSSSCP00000025688	F1S4W6
9823.ENSSSCP00000019187	I3L588
9823.ENSSSCP00000019456	I3L605
9823.ENSSSCP00000019504	I3L653
9823.ENSSSCP00000020151	I3L7Z3
9823.ENSSSCP00000020252	I3L893
9823.ENSSSCP00000020276	I3L8B6
9823.ENSSSCP00000021442	I3LBM1
9823.ENSSSCP00000021710	I3LCD5
9823.ENSSSCP00000026062	I3LCP1
9823.ENSSSCP00000021903	I3LCX5
9823.ENSSSCP00000022505	I3LEL7
9823.ENSSSCP00000022660	I3LF21
9823.ENSSSCP00000022706	I3LF66
9823.ENSSSCP00000022829	I3LFI7
9823.ENSSSCP00000023675	I3LHX6
9823.ENSSSCP00000023963	I3LIQ7
9823.ENSSSCP00000024132	I3LJ74
9823.ENSSSCP00000027818	I3LM79
9823.ENSSSCP00000026033	I3LPK6
9823.ENSSSCP00000026057	I3LPN0
9823.ENSSSCP00000026083	I3LPQ6
9823.ENSSSCP00000026283	I3LQA5
9823.ENSSSCP00000026774	I3LRN6
9823.ENSSSCP00000027367	I3LTC2
9823.ENSSSCP00000027750	I3LUF0
9823.ENSSSCP00000028007	I3LV55
9823.ENSSSCP00000001333	I7GF87
9823.ENSSSCP00000019140	A0EPJ0
9823.ENSSSCP00000012026	D9IWC2
9823.ENSSSCP00000018314	D6BJY8
9823.ENSSSCP00000019608	A1YSJ8
9823.ENSSSCP00000024395	B2CNZ7
9823.ENSSSCP00000016205	B2LVA5
9823.ENSSSCP00000017259	M3VH41
9823.ENSSSCP00000001136	B5G558
9823.ENSSSCP00000001574	B5L2P2
9823.ENSSSCP00000007221	F1SBQ4
9823.ENSSSCP00000002082	F1SIE7
9823.ENSSSCP00000018601	M3VK28
9823.ENSSSCP00000010861	F1RG45
9823.ENSSSCP00000006952	F1RGS0
9823.ENSSSCP00000010028	F1RK18
9823.ENSSSCP00000010025	F1RK21
9823.ENSSSCP00000008492	F1RK44
9823.ENSSSCP00000008473	F1RK72
9823.ENSSSCP00000001913	F1RKU5
9823.ENSSSCP00000010200	F1RN46
9823.ENSSSCP00000018399	F1RQY0
9823.ENSSSCP00000006691	F1RSD4
9823.ENSSSCP00000006689	F1RSE4
9823.ENSSSCP00000018302	F1RSM1
9823.ENSSSCP00000004996	F1RYM5
9823.ENSSSCP00000016952	F1RZC9
9823.ENSSSCP00000001640	F1RZR7
9823.ENSSSCP00000009783	F1S0Z8
9823.ENSSSCP00000011366	F1S4R9
9823.ENSSSCP00000007328	F1S555
9823.ENSSSCP00000007700	F1S5P8
9823.ENSSSCP00000004427	F1S7V3
9823.ENSSSCP00000004371	F1SB66
9823.ENSSSCP00000007215	F1SBR0
9823.ENSSSCP00000002683	F1SCE8
9823.ENSSSCP00000014650	F1SCG1
9823.ENSSSCP00000009123	F1SDQ4
9823.ENSSSCP00000011059	F1SEN0
9823.ENSSSCP00000005304	F1SJL3
9823.ENSSSCP00000012128	F1SKI2
9823.ENSSSCP00000000949	F1SQT3
9823.ENSSSCP00000019145	B5KN82
9823.ENSSSCP00000018314	D6BJS8
9823.ENSSSCP00000018314	D6BJV7
9823.ENSSSCP00000003286	F1RGK1
9823.ENSSSCP00000015241	F1RH78
9823.ENSSSCP00000015220	F1RHB5
9823.ENSSSCP00000008421	F1RL34
9823.ENSSSCP00000003121	F1RM63
9823.ENSSSCP00000030852	F1RMX0
9823.ENSSSCP00000015502	F1RNK0
9823.ENSSSCP00000018616	F1RT95
9823.ENSSSCP00000013409	F1RUB4
9823.ENSSSCP00000013128	F1RUG2
9823.ENSSSCP00000027068	F1RUK1
9823.ENSSSCP00000011856	F1RUP4
9823.ENSSSCP00000018259	F1RV65
9823.ENSSSCP00000018224	F1RVY8
9823.ENSSSCP00000004690	F1RXY6
9823.ENSSSCP00000004924	F1S092
9823.ENSSSCP00000004669	F1S0C3
9823.ENSSSCP00000018488	F1S0J9
9823.ENSSSCP00000006133	F1S0U5
9823.ENSSSCP00000009747	F1S130
9823.ENSSSCP00000018430	F1S1E0
9823.ENSSSCP00000013253	F1S1R1
9823.ENSSSCP00000007286	F1S5Z7
9823.ENSSSCP00000004194	F1S6E2
9823.ENSSSCP00000014789	F1S909
9823.ENSSSCP00000011551	F1S9H0
9823.ENSSSCP00000011533	F1S9K7
9823.ENSSSCP00000011141	F1SCY2
9823.ENSSSCP00000014620	F1SD83
9823.ENSSSCP00000009107	F1SEF5
9823.ENSSSCP00000019638	F1SF95
9823.ENSSSCP00000005600	F1SK52
9823.ENSSSCP00000000467	F1SKH3
9823.ENSSSCP00000012110	F1SKK9
9823.ENSSSCP00000000419	F1SLY7
9823.ENSSSCP00000017268	F1SM43
9823.ENSSSCP00000005877	F1SN85
9823.ENSSSCP00000008609	F1SUH3
9823.ENSSSCP00000003764	F1SUU3
9823.ENSSSCP00000016039	K7GLV5
9823.ENSSSCP00000029957	K7GMH9
9823.ENSSSCP00000011590	K7GNL2
9823.ENSSSCP00000015216	Q5PYH2
9823.ENSSSCP00000011383	Q6EEH9
9823.ENSSSCP00000029902	K9IW74
9823.ENSSSCP00000006765	K9J4P5
9823.ENSSSCP00000001650	Q4TVV4
9823.ENSSSCP00000002680	F1B1J5
9823.ENSSSCP00000006627	F1B1R0
9823.ENSSSCP00000003436	F1RHZ8
9823.ENSSSCP00000008274	F1RIU3
9823.ENSSSCP00000006596	F1RWI2
9823.ENSSSCP00000014527	F1S3I0
9823.ENSSSCP00000012223	F1SGJ4
9823.ENSSSCP00000021635	C7EMF4
9823.ENSSSCP00000003437	F1RHZ7
9823.ENSSSCP00000001236	F1RPL2
9823.ENSSSCP00000004845	F1RQG4
9823.ENSSSCP00000004802	F1RQM6
9823.ENSSSCP00000021452	F1S373
9823.ENSSSCP00000021233	F1SB68
9823.ENSSSCP00000012226	F1SGJ1
9823.ENSSSCP00000014138	F1SGS6
9823.ENSSSCP00000017839	F1SNB3
9823.ENSSSCP00000019324	I3L5M5
9823.ENSSSCP00000019332	I3L5N3
9823.ENSSSCP00000019491	I3L640
9823.ENSSSCP00000019659	I3L6K8
9823.ENSSSCP00000023867	I3L6U4
9823.ENSSSCP00000019959	I3L7F4
9823.ENSSSCP00000028369	I3L932
9823.ENSSSCP00000020797	I3L9T4
9823.ENSSSCP00000008777	I3LET5
9823.ENSSSCP00000022884	I3LFP2
9823.ENSSSCP00000022889	I3LFP7
9823.ENSSSCP00000025575	I3LNA2
9823.ENSSSCP00000027256	I3LT13
9823.ENSSSCP00000027970	I3LV18
9823.ENSSSCP00000028166	I3LVL4
9823.ENSSSCP00000019141	Q69GF4
9823.ENSSSCP00000004815	B1PK11
9823.ENSSSCP00000013706	K9J6L7
9823.ENSSSCP00000001471	Q865F9
9823.ENSSSCP00000001570	Q95441
9823.ENSSSCP00000019145	A0A076JDH2
9823.ENSSSCP00000019146	A0A076JA36
9823.ENSSSCP00000002994	Q8WNS0
9823.ENSSSCP00000016184	B6EAV3
9823.ENSSSCP00000006535	D6QST6
9823.ENSSSCP00000019422	F8S339
9823.ENSSSCP00000004147	A1Y2K0
9823.ENSSSCP00000019531	B9A0N2
9823.ENSSSCP00000024306	E7EAU5
9823.ENSSSCP00000003387	F1RL98
9823.ENSSSCP00000006929	F1RLP5
9823.ENSSSCP00000013186	F1RSX2
9823.ENSSSCP00000016727	F1RSZ2
9823.ENSSSCP00000013714	F1RVN0
9823.ENSSSCP00000009816	F1RW66
9823.ENSSSCP00000013691	F1RY70
9823.ENSSSCP00000013686	F1RY75
9823.ENSSSCP00000005405	F1SFF5
9823.ENSSSCP00000000607	F1SR04
9823.ENSSSCP00000019403	K7GKP7
9823.ENSSSCP00000030684	K7GP46
9823.ENSSSCP00000000377	K7GP48
9823.ENSSSCP00000001574	K7YLT7
9823.ENSSSCP00000015070	B5L0Y7
9823.ENSSSCP00000000310	K9IWB5
9823.ENSSSCP00000019141	C7FE62
9823.ENSSSCP00000023389	F1D8K7
9823.ENSSSCP00000001040	F1RXS1
9823.ENSSSCP00000016058	F1S9R6
9823.ENSSSCP00000022852	F1RHL1
9823.ENSSSCP00000003228	F1RI20
9823.ENSSSCP00000026109	F1RQD6
9823.ENSSSCP00000018069	F1RQE7
9823.ENSSSCP00000006085	F1RQG1
9823.ENSSSCP00000013438	F1RU73
9823.ENSSSCP00000001096	F1RW75
9823.ENSSSCP00000013045	F1RWZ9
9823.ENSSSCP00000006724	F1S269
9823.ENSSSCP00000014934	F1S3C0
9823.ENSSSCP00000002565	F1S3F3
9823.ENSSSCP00000004501	F1S3R8
9823.ENSSSCP00000014707	F1SAN2
9823.ENSSSCP00000012112	F1SKK7
9823.ENSSSCP00000012730	F1SL21
9823.ENSSSCP00000005856	F1SNC5
9823.ENSSSCP00000000692	F1SPC4
9823.ENSSSCP00000015759	F1SUR2
9823.ENSSSCP00000008768	F1SVD7
9823.ENSSSCP00000019417	I3L5W6
9823.ENSSSCP00000019930	I3L7C5
9823.ENSSSCP00000019951	I3L7E6
9823.ENSSSCP00000020369	I3L8K9
9823.ENSSSCP00000020582	I3L970
9823.ENSSSCP00000020890	I3LA24
9823.ENSSSCP00000021028	I3LAG0
9823.ENSSSCP00000021309	I3LB90
9823.ENSSSCP00000001092	I3LB97
9823.ENSSSCP00000021346	I3LBC7
9823.ENSSSCP00000021388	I3LBG8
9823.ENSSSCP00000021486	I3LBR5
9823.ENSSSCP00000021715	I3LCE0
9823.ENSSSCP00000021775	I3LCK0
9823.ENSSSCP00000021814	I3LCN8
9823.ENSSSCP00000022552	I3LER3
9823.ENSSSCP00000022628	I3LEY9
9823.ENSSSCP00000022686	I3LF46
9823.ENSSSCP00000022861	I3LFL9
9823.ENSSSCP00000001614	I3LGB4
9823.ENSSSCP00000023630	I3LHT3
9823.ENSSSCP00000024284	I3LJM2
9823.ENSSSCP00000024585	I3LKH1
9823.ENSSSCP00000028323	I3LLI5
9823.ENSSSCP00000024994	I3LLM4
9823.ENSSSCP00000025363	I3LMP2
9823.ENSSSCP00000026728	I3LRJ3
9823.ENSSSCP00000027619	I3LU20
9823.ENSSSCP00000027634	I3LU35
9823.ENSSSCP00000027690	I3LU91
9823.ENSSSCP00000027985	I3LV33
9823.ENSSSCP00000028659	Q861X0
9823.ENSSSCP00000020669	A5A0R0
9823.ENSSSCP00000014399	A9LS54
9823.ENSSSCP00000014746	Q29067
9823.ENSSSCP00000017539	Q6PUF5
9823.ENSSSCP00000007730	Q6XXM6
9823.ENSSSCP00000005766	D0G780
9823.ENSSSCP00000005790	Q6UV39
9823.ENSSSCP00000000694	Q8SPX1
9823.ENSSSCP00000018286	Q29083
9823.ENSSSCP00000026427	Q6QAS2
9823.ENSSSCP00000012566	K7GQ87
9823.ENSSSCP00000013564	K7GR44
9823.ENSSSCP00000031038	K7GRB1
9823.ENSSSCP00000009166	Q29020
9823.ENSSSCP00000007761	Q95293
9823.ENSSSCP00000008051	F1RIZ4
9823.ENSSSCP00000006815	F1RJW5
9823.ENSSSCP00000010031	F1RK15
9823.ENSSSCP00000008222	F1RKC2
9823.ENSSSCP00000010538	F1RKC5
9823.ENSSSCP00000010518	F1RKG3
9823.ENSSSCP00000001909	F1RKU8
9823.ENSSSCP00000008412	F1RLR6
9823.ENSSSCP00000006389	F1RR28
9823.ENSSSCP00000004743	F1RT06
9823.ENSSSCP00000001699	F1RY92
9823.ENSSSCP00000001613	F1RZW2
9823.ENSSSCP00000018139	F1S023
9823.ENSSSCP00000009308	F1S5G0
9823.ENSSSCP00000016197	F1S6B2
9823.ENSSSCP00000014648	F1SCH2
9823.ENSSSCP00000017070	F1SI18
9823.ENSSSCP00000005680	F1SIJ9
9823.ENSSSCP00000005346	F1SIT6
9823.ENSSSCP00000000198	F1SJ09
9823.ENSSSCP00000005007	F1SQH1
9823.ENSSSCP00000008984	F1SQJ1
9823.ENSSSCP00000000054	F1SRG0
9823.ENSSSCP00000017159	F1SRY3
9823.ENSSSCP00000007985	Q0QVS7
9823.ENSSSCP00000003595	F1RMK8
9823.ENSSSCP00000004614	F1RTT4
9823.ENSSSCP00000013101	F1RV73
9823.ENSSSCP00000006792	F1S177
9823.ENSSSCP00000004456	F1S732
9823.ENSSSCP00000011560	F1S9F1
9823.ENSSSCP00000011404	F1SEH7
9823.ENSSSCP00000011031	F1SEQ4
9823.ENSSSCP00000004574	F1SF58
9823.ENSSSCP00000000589	F1SG73
9823.ENSSSCP00000026225	F1SLN0
9823.ENSSSCP00000000725	F1SLV0
9823.ENSSSCP00000014013	F1SM54
9823.ENSSSCP00000017029	F1SN09
9823.ENSSSCP00000017012	F1SN35
9823.ENSSSCP00000007097	F1SS75
9823.ENSSSCP00000019022	F1ST28
9823.ENSSSCP00000019011	F1ST45
9823.ENSSSCP00000008752	F1STD1
9823.ENSSSCP00000008717	F1STG3
9823.ENSSSCP00000008619	F1SUF4
9823.ENSSSCP00000010923	F1SUG9
9823.ENSSSCP00000012104	F2Z5V1
9823.ENSSSCP00000004443	K7GKE0
9823.ENSSSCP00000000838	K7GL63
9823.ENSSSCP00000030600	K7GRS1
9823.ENSSSCP00000005535	C8CK98
9823.ENSSSCP00000001117	H9LCA2
9823.ENSSSCP00000027395	Q8MI27
9823.ENSSSCP00000018108	B9ZSM9
9823.ENSSSCP00000020329	I3L8G9
9823.ENSSSCP00000020627	I3L9B5
9823.ENSSSCP00000022172	I3LDP0
9823.ENSSSCP00000024618	I3LKK4
9823.ENSSSCP00000024741	I3LKX6
9823.ENSSSCP00000025039	I3LLR9
9823.ENSSSCP00000000787	I3LTP4
9823.ENSSSCP00000027563	I3LTW4
9823.ENSSSCP00000027583	I3LTY4
9823.ENSSSCP00000003390	Q9GLI7
9823.ENSSSCP00000001567	A8E2V1
9823.ENSSSCP00000019147	A8KEK6
9823.ENSSSCP00000019147	A8KET3
9823.ENSSSCP00000019167	I3L568
9823.ENSSSCP00000019212	I3L5B3
9823.ENSSSCP00000019240	I3L5E1
9823.ENSSSCP00000019304	I3L5K5
9823.ENSSSCP00000019442	I3L5Z1
9823.ENSSSCP00000019792	I3L6Z0
9823.ENSSSCP00000020094	I3L7T7
9823.ENSSSCP00000015366	I3L857
9823.ENSSSCP00000020550	I3L939
9823.ENSSSCP00000020631	I3L9B9
9823.ENSSSCP00000020916	I3LA50
9823.ENSSSCP00000019016	I3LA53
9823.ENSSSCP00000021706	I3LCD1
9823.ENSSSCP00000021738	I3LCG3
9823.ENSSSCP00000012565	I3LCP6
9823.ENSSSCP00000022300	I3LE15
9823.ENSSSCP00000022400	I3LEB3
9823.ENSSSCP00000023114	I3LGC1
9823.ENSSSCP00000023890	I3LII5
9823.ENSSSCP00000023869	I3LJ38
9823.ENSSSCP00000024821	I3LL54
9823.ENSSSCP00000024884	I3LLB6
9823.ENSSSCP00000025041	I3LLS1
9823.ENSSSCP00000025150	I3LM30
9823.ENSSSCP00000025247	I3LMC6
9823.ENSSSCP00000025827	I3LP02
9823.ENSSSCP00000025896	I3LP71
9823.ENSSSCP00000026097	I3LPS0
9823.ENSSSCP00000026342	I3LQG2
9823.ENSSSCP00000026378	I3LQJ8
9823.ENSSSCP00000026506	I3LQX4
9823.ENSSSCP00000026801	I3LRR2
9823.ENSSSCP00000027102	I3LSK9
9823.ENSSSCP00000027365	I3LTC0
9823.ENSSSCP00000009430	I3W8V5
9823.ENSSSCP00000009430	I3W8V6
9823.ENSSSCP00000007969	I3WBA7
9823.ENSSSCP00000019934	A5A751
9823.ENSSSCP00000029866	A5GFT3
9823.ENSSSCP00000016507	C3W4W6
9823.ENSSSCP00000006327	A9LNN3
9823.ENSSSCP00000017901	Q6EUX0
9823.ENSSSCP00000018163	Q8HYU7
9823.ENSSSCP00000001588	Q1ACV5
9823.ENSSSCP00000019141	Q2NNK1
9823.ENSSSCP00000012961	K7GKG9
9823.ENSSSCP00000013601	K7GKL5
9823.ENSSSCP00000012602	K7GMR7
9823.ENSSSCP00000030657	K7GRZ0
9823.ENSSSCP00000029683	K7GS20
9823.ENSSSCP00000023308	A0ZQ21
9823.ENSSSCP00000001596	A5D9K5
9823.ENSSSCP00000010022	C6K7I1
9823.ENSSSCP00000013387	K7GP69
9823.ENSSSCP00000015562	K7GPF1
9823.ENSSSCP00000030314	K7GQY9
9823.ENSSSCP00000020828	K7GT15
9823.ENSSSCP00000025434	A1XQS9
9823.ENSSSCP00000001676	A1XQU2
9823.ENSSSCP00000025971	Q4LDR6
9823.ENSSSCP00000000894	M3VK14
9823.ENSSSCP00000025243	E7BK32
9823.ENSSSCP00000010575	F1RJI7
9823.ENSSSCP00000015528	F1RNF5
9823.ENSSSCP00000013405	F1RUB8
9823.ENSSSCP00000006504	F1RY58
9823.ENSSSCP00000025128	F1S2F5
9823.ENSSSCP00000014348	F1S7N7
9823.ENSSSCP00000000893	F1SG42
9823.ENSSSCP00000017395	F1SHU8
9823.ENSSSCP00000008917	F1SJ03
9823.ENSSSCP00000008889	F1SLD3
9823.ENSSSCP00000017031	F1SMZ9
9823.ENSSSCP00000008688	F1SU28
9823.ENSSSCP00000006839	F1RJ41
9823.ENSSSCP00000015619	F1RJB1
9823.ENSSSCP00000015602	F1RJD8
9823.ENSSSCP00000010563	F1RJK6
9823.ENSSSCP00000010780	F1RK85
9823.ENSSSCP00000018669	F1RSD5
9823.ENSSSCP00000009050	F1S4R7
9823.ENSSSCP00000016321	F1SBX6
9823.ENSSSCP00000002429	F1SCL8
9823.ENSSSCP00000002429	F1SCN3
9823.ENSSSCP00000017646	F1SIM2
9823.ENSSSCP00000000181	F1SPN6
9823.ENSSSCP00000012655	F1SQ17
9823.ENSSSCP00000000342	F1SQD6
9823.ENSSSCP00000012938	F1SQQ4
9823.ENSSSCP00000027998	F1SQR0
9823.ENSSSCP00000011128	A0A024QYS8
9823.ENSSSCP00000019137	Q1P9R4
9823.ENSSSCP00000028480	C7T4Y6
9823.ENSSSCP00000015208	F1RI11
9823.ENSSSCP00000003658	F1RIL6
9823.ENSSSCP00000006916	F1RP15
9823.ENSSSCP00000013866	F1RQ03
9823.ENSSSCP00000013127	F1RUG3
9823.ENSSSCP00000028344	F1RYE9
9823.ENSSSCP00000004937	F1S071
9823.ENSSSCP00000011514	F1SAB0
9823.ENSSSCP00000011432	F1SED0
9823.ENSSSCP00000014137	F1SGS7
9823.ENSSSCP00000017208	F1SNP0
9823.ENSSSCP00000003951	F1SV28
