7227.FBpp0087084	P32234
7227.FBpp0071118	Q8MRZ8
7227.FBpp0112101	Q95TT3
7227.FBpp0289094	G4LTX3
7227.FBpp0075984	H9XQA7
7227.FBpp0292475	Q0E5N0
7227.FBpp0084223	Q107E1
7227.FBpp0292302	Q6IIJ5
7227.FBpp0304067	Q8SWR4
7227.FBpp0081866	A0AN69
7227.FBpp0289811	A2VET5
7227.FBpp0073835	C5I7J0
7227.FBpp0074498	D9PTS5
7227.FBpp0086415	E0R941
7227.FBpp0305333	E0R971
7227.FBpp0110174	B6UYI5
7227.FBpp0300939	D6W4P6
7227.FBpp0099780	D6W4X1
7227.FBpp0084556	D7FAW3
7227.FBpp0084243	A1YJT3
7227.FBpp0071149	B3DNB8
7227.FBpp0074047	B6UWN2
7227.FBpp0082392	B6UY30
7227.FBpp0083695	A1YK79
7227.FBpp0080489	B1PGD2
7227.FBpp0085657	B6UX16
7227.FBpp0086777	N0BRY4
7227.FBpp0288517	Q29QD2
7227.FBpp0087112	L0CRF1
7227.FBpp0084534	Q58SN0
7227.FBpp0078495	Q5MRG2
7227.FBpp0079659	Q8SYF0
7227.FBpp0082637	K7XHZ8
7227.FBpp0075443	M9TF52
7227.FBpp0073217	Q6NLK1
7227.FBpp0076479	Q86NR9
7227.FBpp0077276	Q8MR54
7227.FBpp0290103	Q95RX7
7227.FBpp0079489	Q960D7
7227.FBpp0071007	B3DN74
7227.FBpp0079710	A1YK58
7227.FBpp0112385	A1YKA5
7227.FBpp0073477	B4F4V8
7227.FBpp0076861	Q29QH5
7227.FBpp0303457	Q24457
7227.FBpp0077482	Q4V675
7227.FBpp0076307	Q4V6E8
7227.FBpp0290412	Q8MQX2
7227.FBpp0076108	Q8T3Z7
7227.FBpp0071687	Q8T436
7227.FBpp0072248	Q8T906
7227.FBpp0087563	Q95RI0
7227.FBpp0075458	Q9UA32
7227.FBpp0099829	K7WKU6
7227.FBpp0303463	H6QXJ8
7227.FBpp0072876	Q2PNN1
7227.FBpp0084543	Q9GQP6
7227.FBpp0292773	D5SHU3
7227.FBpp0292860	F3YD85
7227.FBpp0087125	L0CPE2
7227.FBpp0075443	H8F4R4
7227.FBpp0081331	Q6BCZ0
7227.FBpp0086061	Q2Q3V9
7227.FBpp0078495	Q5MRD0
7227.FBpp0078495	Q5MVP5
7227.FBpp0078500	Q960E2
7227.FBpp0071485	Q9GRX3
7227.FBpp0111893	F6J6J3
7227.FBpp0085367	B3STG9
7227.FBpp0073367	F6J1Q1
7227.FBpp0111895	F6J6K7
7227.FBpp0074331	F6J817
7227.FBpp0293948	C1C3F8
7227.FBpp0087091	L0CP19
7227.FBpp0112131	Q6AWF6
7227.FBpp0292372	Q9VJ91
7227.FBpp0077221	Q7JVK2
7227.FBpp0077758	Q7K2S5
7227.FBpp0081936	Q7K2X3
7227.FBpp0084351	Q8SWU0
7227.FBpp0072876	Q9NFM3
7227.FBpp0305396	D5A7K5
7227.FBpp0305435	D5AEK3
7227.FBpp0110287	Q0KHT9
7227.FBpp0073978	Q7K2R3
7227.FBpp0291358	C1C3C7
7227.FBpp0304793	B1PGY0
7227.FBpp0291495	B1Q010
7227.FBpp0290391	Q29R29
7227.FBpp0081018	Q3YMR8
7227.FBpp0083103	Q5U1C6
7227.FBpp0290554	C3KKB4
7227.FBpp0085334	H1UU98
7227.FBpp0086174	Q3ZAJ5
7227.FBpp0289114	A2VER4
7227.FBpp0079070	B1PGZ7
7227.FBpp0070685	Q4V650
7227.FBpp0087522	Q5U0T3
7227.FBpp0074015	B4F5W8
7227.FBpp0099438	F3YDL0
7227.FBpp0076777	G9LQZ5
7227.FBpp0110084	Q4QQ21
7227.FBpp0290070	Q4QQ68
7227.FBpp0297171	Q6NLL5
7227.FBpp0292729	F3YDN7
7227.FBpp0305778	F6J4T5
7227.FBpp0071139	Q4QQ91
7227.FBpp0073670	Q4V5D9
7227.FBpp0070245	E4NKM0
7227.FBpp0297182	F6MIV2
7227.FBpp0297794	G4LU44
7227.FBpp0073755	O76553
7227.FBpp0303406	Q24552
7227.FBpp0079336	Q4V3W0
7227.FBpp0113013	Q4V5Q0
7227.FBpp0290087	Q4V610
7227.FBpp0070681	Q7YTE8
7227.FBpp0302572	Q7YU85
7227.FBpp0305758	Q8IGZ8
7227.FBpp0111383	A2VER8
7227.FBpp0077328	B1PFW9
7227.FBpp0303356	C3KGP0
7227.FBpp0288916	Q1RKS9
7227.FBpp0100048	Q29QY4
7227.FBpp0086000	Q4V525
7227.FBpp0084683	Q4V6N0
7227.FBpp0071332	B4F5W6
7227.FBpp0083531	C3KGL0
7227.FBpp0087994	Q4QQ95
7227.FBpp0288898	C7LAB7
7227.FBpp0291541	F5XVG9
7227.FBpp0087478	X2LBD5
7227.FBpp0304235	A0AMU1
7227.FBpp0111998	A8E6M4
7227.FBpp0071087	A8E700
7227.FBpp0303356	D8FT16
7227.FBpp0304588	F6J5Z6
7227.FBpp0293410	Q4V4Z2
7227.FBpp0289702	Q500X8
7227.FBpp0301023	Q86D35
7227.FBpp0077785	Q8T3H6
7227.FBpp0082893	Q9NB72
7227.FBpp0081326	D7F917
7227.FBpp0301983	D7F985
7227.FBpp0301543	D7F9Y4
7227.FBpp0078736	G2J5Y9
7227.FBpp0089291	H9ZJM0
7227.FBpp0073756	Q6NPA2
7227.FBpp0075343	Q8T3W7
7227.FBpp0073774	Q9N2Q2
7227.FBpp0086785	A0JQ46
7227.FBpp0291473	A8E6G1
7227.FBpp0070631	A8E6S7
7227.FBpp0297726	E3CTP0
7227.FBpp0070798	F6J3S6
7227.FBpp0073236	F6J5L6
7227.FBpp0290742	Q4V3L9
7227.FBpp0288726	Q4V3M5
7227.FBpp0079094	Q4V4T7
7227.FBpp0080149	Q4V5K2
7227.FBpp0082935	Q4V672
7227.FBpp0304793	Q7YTZ9
7227.FBpp0076667	Q9NGV3
7227.FBpp0076149	D7F8J4
7227.FBpp0075315	E5KZ57
7227.FBpp0303306	M1LQG2
7227.FBpp0074283	V9GZL8
7227.FBpp0304550	H6WS59
7227.FBpp0086136	Q5IFF9
7227.FBpp0078941	Q968S4
7227.FBpp0073537	A9YGV4
7227.FBpp0304117	A9YK37
7227.FBpp0089412	D7F8A5
7227.FBpp0073057	D7FA57
7227.FBpp0075317	E5KYP6
7227.FBpp0288708	G4LU08
7227.FBpp0084816	D1FYR1
7227.FBpp0292475	Q0E5L5
7227.FBpp0292476	Q0E5P1
7227.FBpp0082647	Q6NNZ5
7227.FBpp0082594	A4VA01
7227.FBpp0085328	A9UJU7
7227.FBpp0073598	A9YH48
7227.FBpp0070780	A9YIX9
7227.FBpp0070886	A9YJ60
7227.FBpp0271945	A9YKF9
7227.FBpp0290882	D0Z764
7227.FBpp0292476	Q0E5N4
7227.FBpp0110561	Q6NL39
7227.FBpp0082008	Q6NP58
7227.FBpp0083045	Q8IG98
7227.FBpp0303080	Q8IGZ0
7227.FBpp0300399	Q8SX29
7227.FBpp0076009	Q8T984
7227.FBpp0073402	Q962B6
7227.FBpp0088179	Q9U1I0
7227.FBpp0070780	F6J3S5
7227.FBpp0292971	H0RN66
7227.FBpp0081700	Q4V5F3
7227.FBpp0071014	Q4V6Q3
7227.FBpp0082070	Q5IF89
7227.FBpp0073222	A0AMK1
7227.FBpp0301983	D7F992
7227.FBpp0301543	D7F9X7
7227.FBpp0303306	M1LH08
7227.FBpp0292476	Q0E5N3
7227.FBpp0086056	Q49BL4
7227.FBpp0077652	Q8IGK9
7227.FBpp0291707	Q8IH22
7227.FBpp0087522	Q960T3
7227.FBpp0081936	A9UN18
7227.FBpp0271765	A9YGN4
7227.FBpp0070976	A9YJK1
7227.FBpp0292476	A9YJN2
7227.FBpp0111668	A9YKE0
7227.FBpp0288495	Q6IJC2
7227.FBpp0301131	Q6IJK1
7227.FBpp0086328	Q6NNT8
7227.FBpp0084951	Q8IHD6
7227.FBpp0082392	Q8SZF1
7227.FBpp0305335	Q8T4C8
7227.FBpp0071179	A9YJZ5
7227.FBpp0305149	Q6NQX0
7227.FBpp0085534	A4VA49
7227.FBpp0271765	A9YGM7
7227.FBpp0271945	A9YKF8
7227.FBpp0070458	Q8IH73
7227.FBpp0076711	Q8MSM3
7227.FBpp0074820	Q8SY20
7227.FBpp0099678	Q8T900
7227.FBpp0291661	C7LAG8
7227.FBpp0100179	M9NVP6
7227.FBpp0113084	Q6NKN1
7227.FBpp0072165	Q6NL96
7227.FBpp0303084	Q8MZ49
7227.FBpp0087275	Q961T2
7227.FBpp0075807	A0A075BJ84
7227.FBpp0288856	A4IJ82
7227.FBpp0111361	Q6IL13
7227.FBpp0078118	Q6NP23
7227.FBpp0088035	Q95R61
7227.FBpp0079547	Q9U5W1
7227.FBpp0111341	Q0IGP8
7227.FBpp0084500	Q961M1
7227.FBpp0080057	Q9NDR2
7227.FBpp0305256	A0A075BJG7
7227.FBpp0073283	D2NUJ3
7227.FBpp0082490	B8A3Y6
7227.FBpp0303306	D2NUI7
7227.FBpp0111928	Q9VQ92
7227.FBpp0086041	B6UY93
7227.FBpp0289283	D1Z370
7227.FBpp0072743	Q1WWE1
7227.FBpp0088355	Q95T18
7227.FBpp0290493	D2NUI9
7227.FBpp0081179	D2NUL1
7227.FBpp0080197	D3PFD8
7227.FBpp0079408	J7KDU1
7227.FBpp0079408	J7KFR0
7227.FBpp0080322	B6UVY5
7227.FBpp0083381	D3PFI0
7227.FBpp0079408	J7K8Y0
7227.FBpp0110064	Q45WH1
7227.FBpp0289280	Q32KE1
7227.FBpp0298300	Q4V730
7227.FBpp0290386	Q1WWG3
7227.FBpp0085814	Q95SG2
7227.FBpp0070130	Q9NF32
7227.FBpp0079418	C0P8L7
7227.FBpp0073648	Q9GTU6
7227.FBpp0083244	C0MJ17
7227.FBpp0083322	T2FFJ5
7227.FBpp0073834	C0MKX3
7227.FBpp0297568	C9QP59
7227.FBpp0075959	C9QPA6
7227.FBpp0081644	D0IQH3
7227.FBpp0084568	G3LFE8
7227.FBpp0074108	Q86P13
7227.FBpp0079911	Q8MSZ1
7227.FBpp0079996	Q9NJA2
7227.FBpp0077156	Q5ELR9
7227.FBpp0288958	Q5IF36
7227.FBpp0082840	Q8IGS1
7227.FBpp0080214	A7DZ55
7227.FBpp0088123	Q6V6V0
7227.FBpp0297397	C0PPK8
7227.FBpp0292121	C0PVC8
7227.FBpp0075324	C9QNW2
7227.FBpp0074179	D0IQ87
7227.FBpp0084403	Q8IGM9
7227.FBpp0290461	Q8MSF2
7227.FBpp0083165	Q8SXD8
7227.FBpp0083720	Q9NFX3
7227.FBpp0075784	Q9U631
7227.FBpp0070095	Q5BIE7
7227.FBpp0077249	Q5ELM0
7227.FBpp0084484	Q8MQY4
7227.FBpp0073836	Q5IF97
7227.FBpp0071383	Q5IFC5
7227.FBpp0073257	Q5IFD3
7227.FBpp0071923	Q8MPP1
7227.FBpp0076952	C0ML21
7227.FBpp0083151	Q8MQV7
7227.FBpp0085843	Q8MZG7
7227.FBpp0071802	Q8SYB7
7227.FBpp0292796	C9QPD3
7227.FBpp0305739	D0IQE5
7227.FBpp0085131	Q8SY08
7227.FBpp0111797	Q8SYV1
7227.FBpp0085923	Q95TD6
7227.FBpp0079687	C1C575
7227.FBpp0089412	E5AJW1
7227.FBpp0111842	F2FBA1
7227.FBpp0080687	Q2EJR0
7227.FBpp0289535	C0PV36
7227.FBpp0292121	C0PVC7
7227.FBpp0085116	C9QP92
7227.FBpp0301045	D0EP92
7227.FBpp0080661	P92031
7227.FBpp0297348	Q8T0G6
7227.FBpp0076020	Q8T474
7227.FBpp0271698	Q8MZA6
7227.FBpp0072159	Q95TZ1
7227.FBpp0074949	C0MK70
7227.FBpp0071101	C0MLA3
7227.FBpp0071439	Q5BHU9
7227.FBpp0071383	Q5IFC4
7227.FBpp0070471	Q8MTN4
7227.FBpp0081603	Q1ECA4
7227.FBpp0293513	Q9GS19
7227.FBpp0303030	A0AP31
7227.FBpp0111284	A8HBI4
7227.FBpp0085367	B3STH3
7227.FBpp0076952	B4F533
7227.FBpp0070709	B4F541
7227.FBpp0302669	G2J5X8
7227.FBpp0077542	I6LTX8
7227.FBpp0079852	A5HL83
7227.FBpp0303431	C5I7Q8
7227.FBpp0100172	C5WLP8
7227.FBpp0293114	D3DMM5
7227.FBpp0088641	D3DMR9
7227.FBpp0080366	E0R943
7227.FBpp0291555	B3DMZ9
7227.FBpp0073835	C5I7F8
7227.FBpp0291049	C5WLN7
7227.FBpp0074949	A0APL2
7227.FBpp0111569	A0AVX1
7227.FBpp0086041	B6UY95
7227.FBpp0288575	C6SV07
7227.FBpp0080126	E1UIG3
7227.FBpp0288847	Q058W8
7227.FBpp0081936	V5NZV7
7227.FBpp0078833	V5P011
7227.FBpp0288835	A0APN7
7227.FBpp0290803	A1A6Y3
7227.FBpp0074807	C5WLS5
7227.FBpp0077541	I6LU39
7227.FBpp0290076	A1A6V8
7227.FBpp0111426	A1A721
7227.FBpp0088798	B3DN00
7227.FBpp0085367	B3STG7
7227.FBpp0302536	E8NH32
7227.FBpp0084332	Q56LE8
7227.FBpp0078748	A0AN10
7227.FBpp0070468	D3DMD3
7227.FBpp0077596	D3DMV2
7227.FBpp0080369	A0ZWM0
7227.FBpp0071749	A1A6S1
7227.FBpp0290259	B3DNG1
7227.FBpp0070685	B4F4Y7
7227.FBpp0071225	B4F588
7227.FBpp0085931	Q5BIF1
7227.FBpp0078741	A0AMX3
7227.FBpp0071791	A0ANE7
7227.FBpp0074745	A0APM8
7227.FBpp0071502	A0AQG8
7227.FBpp0086194	B6IDP7
7227.FBpp0073824	C5I7C0
7227.FBpp0303260	C5WLU3
7227.FBpp0111526	D3DME0
7227.FBpp0297776	D3DMS3
7227.FBpp0077874	D3DN08
7227.FBpp0085687	B5T249
7227.FBpp0079408	J7K937
7227.FBpp0089038	O16860
7227.FBpp0289299	Q9GPN8
7227.FBpp0080489	B1PGC9
7227.FBpp0304793	B2CCT5
7227.FBpp0303278	B3DNE6
7227.FBpp0289676	B3DNM9
7227.FBpp0070748	B4YW64
7227.FBpp0080059	Q4V6J3
7227.FBpp0072876	Q2PNM9
7227.FBpp0070526	Q8I6D7
7227.FBpp0079227	Q8MS63
7227.FBpp0070093	Q8T9F5
7227.FBpp0111297	F3YDB1
7227.FBpp0111893	F6J6I9
7227.FBpp0083255	Q968Z7
7227.FBpp0300170	D5SHU2
7227.FBpp0111897	F6J6Y6
7227.FBpp0288989	A2VEE6
7227.FBpp0078641	B7FNQ3
7227.FBpp0080687	Q2EJD1
7227.FBpp0082384	B7FNR6
7227.FBpp0271804	E0R968
7227.FBpp0111465	Q1RKV3
7227.FBpp0073438	Q5U158
7227.FBpp0297199	Q86NL7
7227.FBpp0071332	B4F5W3
7227.FBpp0084273	F0JAM0
7227.FBpp0082476	F1D8G9
7227.FBpp0077537	E4NKM3
7227.FBpp0073358	F6J5U5
7227.FBpp0073609	F6J6D9
7227.FBpp0073028	Q4V3L7
7227.FBpp0110117	Q4V4A1
7227.FBpp0077436	Q4V4M0
7227.FBpp0080367	Q4V4W4
7227.FBpp0085594	Q4V5P0
7227.FBpp0076309	Q4V5Y8
7227.FBpp0074628	Q7Z2C7
7227.FBpp0073640	Q8SYN7
7227.FBpp0071898	Q0GT46
7227.FBpp0304311	A9UND7
7227.FBpp0290220	A9YIG7
7227.FBpp0083693	D0Z761
7227.FBpp0084821	D1FZF1
7227.FBpp0289615	Q0Z9A1
7227.FBpp0288527	Q6IIN7
7227.FBpp0072428	Q8IGQ5
7227.FBpp0290517	Q8IHA1
7227.FBpp0292476	Q8MYV4
7227.FBpp0070611	Q95RH4
7227.FBpp0073774	Q9N2Q1
7227.FBpp0111476	A4IJ77
7227.FBpp0293603	Q6IH78
7227.FBpp0070656	Q8SXC6
7227.FBpp0305393	Q95RZ1
7227.FBpp0072650	Q961K9
7227.FBpp0077122	Q961P5
7227.FBpp0301595	B7VEK2
7227.FBpp0082648	B6UVP9
7227.FBpp0080322	B6UVX9
7227.FBpp0303079	D1Z380
7227.FBpp0071759	C0PV71
7227.FBpp0303431	I1V506
7227.FBpp0081466	Q6NN53
7227.FBpp0075785	Q8WTD1
7227.FBpp0074745	C0MK80
7227.FBpp0071332	C0MLT6
7227.FBpp0300322	F3YDQ0
7227.FBpp0081138	Q3KN38
7227.FBpp0080012	Q8MSL6
7227.FBpp0072706	Q8T3I6
7227.FBpp0079133	A0ZWT9
7227.FBpp0072233	B3DML8
7227.FBpp0073258	B3DMR0
7227.FBpp0110068	B3DMT4
7227.FBpp0070806	B3G0R8
7227.FBpp0071184	B4F5L2
7227.FBpp0271877	D9PTV0
7227.FBpp0085854	Q5BI69
7227.FBpp0081901	A0ANB2
7227.FBpp0086051	A0APE4
7227.FBpp0079017	A0AQ00
7227.FBpp0071502	A0AQG0
7227.FBpp0073835	C5I7I2
7227.FBpp0304106	D2NUF3
7227.FBpp0300785	E0R930
7227.FBpp0075477	B5RJK4
7227.FBpp0072068	B5X523
7227.FBpp0071141	B6IDJ0
7227.FBpp0076549	B6IDL7
7227.FBpp0079983	B6IDY0
7227.FBpp0304329	D6W4S6
7227.FBpp0113027	D6W4W1
7227.FBpp0290929	J9XXX0
7227.FBpp0305385	Q7K763
7227.FBpp0071472	O17423
7227.FBpp0082070	Q5IF94
7227.FBpp0078495	Q5MRQ0
7227.FBpp0305854	Q8MSY7
7227.FBpp0086017	Q8MT61
7227.FBpp0072494	Q8T9L6
7227.FBpp0086024	Q960B0
7227.FBpp0303118	C8VV40
7227.FBpp0088366	Q4V6V2
7227.FBpp0300322	Q86NN4
7227.FBpp0086591	Q8T0F9
7227.FBpp0303267	Q95U66
7227.FBpp0071564	Q960V6
7227.FBpp0076028	F3YDH8
7227.FBpp0100180	F6M7F7
7227.FBpp0082637	L0CRQ9
7227.FBpp0083419	B9EQY7
7227.FBpp0111544	A8WHF8
7227.FBpp0289579	G3KKR8
7227.FBpp0083882	Q8I0A0
7227.FBpp0080990	Q3YNE6
7227.FBpp0071332	B4F5W1
7227.FBpp0078189	F0JAH9
7227.FBpp0111378	F5XVF9
7227.FBpp0071838	C6SUX6
7227.FBpp0073919	C7LA89
7227.FBpp0075472	C7LAB2
7227.FBpp0292113	Q4V5D5
7227.FBpp0074167	Q8SXG0
7227.FBpp0072560	Q8SXL6
7227.FBpp0289489	Q960J3
7227.FBpp0304235	A0AMU5
7227.FBpp0070274	D8FT21
7227.FBpp0070949	F6J449
7227.FBpp0070949	F6J452
7227.FBpp0087168	H0RN85
7227.FBpp0076635	I1V4Y0
7227.FBpp0078730	Q8MSN8
7227.FBpp0080294	Q8MZ77
7227.FBpp0085639	A9QID8
7227.FBpp0073537	A9YGV7
7227.FBpp0070695	A9YII2
7227.FBpp0075323	E5KYL1
7227.FBpp0077228	G3LST6
7227.FBpp0085986	A4VA78
7227.FBpp0073395	A9YG88
7227.FBpp0070743	A9YIM0
7227.FBpp0086333	L0CR85
7227.FBpp0077859	Q86NN5
7227.FBpp0297997	Q8MST9
7227.FBpp0084641	Q8MSW5
7227.FBpp0290531	Q8T0S9
7227.FBpp0082648	Q8MQK7
7227.FBpp0292380	Q8MZG3
7227.FBpp0075337	Q24074
7227.FBpp0111687	Q4V6U5
7227.FBpp0074697	B8A3U9
7227.FBpp0083844	B5RJ36
7227.FBpp0305339	D3DMR7
7227.FBpp0070483	Q32UZ3
7227.FBpp0293955	Q95RP0
7227.FBpp0074500	C0H6Z8
7227.FBpp0297409	C0PUY8
7227.FBpp0291831	C9QP09
7227.FBpp0292801	C9QP44
7227.FBpp0271922	C9QP53
7227.FBpp0073679	C9QPD2
7227.FBpp0289579	G3KKS4
7227.FBpp0083757	I1WYG9
7227.FBpp0071571	Q6SB62
7227.FBpp0072467	Q8T974
7227.FBpp0297122	C0HBU2
7227.FBpp0291365	C1C556
7227.FBpp0297499	F3YDH7
7227.FBpp0071703	Q960J1
7227.FBpp0076738	A0APD6
7227.FBpp0072602	D3DMI1
7227.FBpp0111311	A1A6W2
7227.FBpp0306214	E1NZB3
7227.FBpp0302925	B5RJK5
7227.FBpp0081590	B5X522
7227.FBpp0083926	B6UXW8
7227.FBpp0303431	C5I7Q9
7227.FBpp0289550	D3DMR8
7227.FBpp0300852	E0R963
7227.FBpp0079408	J7KAD8
7227.FBpp0070276	Q059A8
7227.FBpp0077974	Q86CZ3
7227.FBpp0084486	B6UY78
7227.FBpp0290558	B1PG88
7227.FBpp0080489	B1PGC8
7227.FBpp0291567	B3DND3
7227.FBpp0084782	Q29QL2
7227.FBpp0291511	C4XVF6
7227.FBpp0271900	E7E521
7227.FBpp0073384	F6J1N4
7227.FBpp0082637	L0CR09
7227.FBpp0082676	Q4V444
7227.FBpp0082605	Q86NS1
7227.FBpp0078128	Q8SX19
7227.FBpp0077552	Q95TP5
7227.FBpp0070484	Q32V02
7227.FBpp0075445	Q86NP9
7227.FBpp0293165	D5A7Q6
7227.FBpp0293409	U3MWP4
7227.FBpp0297416	B9EQU4
7227.FBpp0297797	A2VED5
7227.FBpp0110170	B1P7A7
7227.FBpp0300529	Q1RKZ3
7227.FBpp0079677	H1ZYH4
7227.FBpp0300236	B4F643
7227.FBpp0071997	F3YDA4
7227.FBpp0084753	A5XD88
7227.FBpp0071441	C1C3G8
7227.FBpp0079369	E3CTP4
7227.FBpp0076724	O18401
7227.FBpp0082798	Q24111
7227.FBpp0087624	Q4V4L3
7227.FBpp0271830	Q4V531
7227.FBpp0111677	Q4V6S9
7227.FBpp0072760	Q8SZW2
7227.FBpp0079845	Q95R99
7227.FBpp0088056	Q960H5
7227.FBpp0071439	X4Z298
7227.FBpp0300797	D6W4K8
7227.FBpp0076149	D7F8J0
7227.FBpp0301983	D7F986
7227.FBpp0072482	D7FA38
7227.FBpp0301889	G4LU41
7227.FBpp0304920	I0B8L5
7227.FBpp0303306	M1L9D9
7227.FBpp0083505	A4GKA6
7227.FBpp0082289	A9UNB3
7227.FBpp0084618	C6TPB4
7227.FBpp0305400	D1FYW7
7227.FBpp0292476	Q0E5N5
7227.FBpp0292476	Q0E5N8
7227.FBpp0084763	Q2XY62
7227.FBpp0079716	Q6NNY8
7227.FBpp0070531	Q8IGV2
7227.FBpp0289629	Q8IGW4
7227.FBpp0305874	Q8MS20
7227.FBpp0293514	Q8T3N6
7227.FBpp0085639	A9QIC6
7227.FBpp0070647	A9YIB6
7227.FBpp0070949	A9YJF6
7227.FBpp0111668	A9YKD2
7227.FBpp0290558	B1PGJ6
7227.FBpp0290321	Q6NNZ8
7227.FBpp0073797	Q8MQN2
7227.FBpp0070400	Q8SZ53
7227.FBpp0079408	J7KDL7
7227.FBpp0080546	B5X551
7227.FBpp0084071	B8A3X9
7227.FBpp0111797	A2VEJ2
7227.FBpp0076253	Q9BI19
7227.FBpp0074653	C0PUX8
7227.FBpp0293180	C0PUZ6
7227.FBpp0288946	C9QNX9
7227.FBpp0082882	C9QNZ7
7227.FBpp0112834	C9QPD7
7227.FBpp0293373	D0IQL2
7227.FBpp0085360	Q8MZC8
7227.FBpp0081104	Q9NBK6
7227.FBpp0087997	C1C590
7227.FBpp0289237	C1C591
7227.FBpp0076725	O18387
7227.FBpp0086703	Q1EC07
7227.FBpp0074937	Q1EC31
7227.FBpp0110078	Q3HKQ6
7227.FBpp0086153	Q8MZ95
7227.FBpp0300178	S5MXG6
7227.FBpp0085367	B3STH2
7227.FBpp0073752	B4F594
7227.FBpp0070874	Q5BI57
7227.FBpp0083292	B5RIZ4
7227.FBpp0071956	B6UXL0
7227.FBpp0288675	D7FAH5
7227.FBpp0084554	D7FAQ7
7227.FBpp0075369	D7PET1
7227.FBpp0071035	Q8SWV2
7227.FBpp0086567	Q95U98
7227.FBpp0079408	J7K8T2
7227.FBpp0304793	B2CCX6
7227.FBpp0289676	B3DNC0
7227.FBpp0289977	B3DND5
7227.FBpp0303120	B3DND8
7227.FBpp0297564	D4G7B5
7227.FBpp0289450	F2FBB7
7227.FBpp0303306	M1LGT2
7227.FBpp0297779	Q4V3P1
7227.FBpp0087112	Q5ELX6
7227.FBpp0088384	Q7JPL9
7227.FBpp0077734	Q8MRX9
7227.FBpp0074908	Q8MS40
7227.FBpp0077645	Q9GUB1
7227.FBpp0075134	Q9N2Q4
7227.FBpp0071676	Q9U598
7227.FBpp0300163	D5AEK5
7227.FBpp0100176	H9ACK6
7227.FBpp0084743	Q86P41
7227.FBpp0079408	J7KG05
7227.FBpp0080322	B6UVX5
7227.FBpp0072470	Q1WWG6
7227.FBpp0080003	Q960H0
7227.FBpp0084085	Q24333
7227.FBpp0085807	C8AXZ5
7227.FBpp0072006	C8VV62
7227.FBpp0080687	B9UYE3
7227.FBpp0087759	Q7K2L3
7227.FBpp0289613	Q4V6J6
7227.FBpp0084753	A5XD87
7227.FBpp0292340	A8E705
7227.FBpp0085990	A8E790
7227.FBpp0087402	D8FT39
7227.FBpp0075349	E5KZJ0
7227.FBpp0070647	F6JAE5
7227.FBpp0070483	Q7Z1J1
7227.FBpp0082068	Q9GT65
7227.FBpp0087097	L0CR08
7227.FBpp0288474	Q8T0L4
7227.FBpp0082852	Q95UI5
7227.FBpp0290604	Q960R8
7227.FBpp0071008	A9YJP7
7227.FBpp0075912	B1P7D1
7227.FBpp0300642	C7LAF2
7227.FBpp0085115	Q24086
7227.FBpp0087732	Q2XY68
7227.FBpp0083186	Q6NLI2
7227.FBpp0110281	Q8IGF9
7227.FBpp0087680	Q95S25
7227.FBpp0291646	C0PV14
7227.FBpp0077944	C9QP06
7227.FBpp0099709	D0IQA8
7227.FBpp0293228	D0IQI1
7227.FBpp0110208	Q24097
7227.FBpp0304711	Q24416
7227.FBpp0083260	Q8MSA0
7227.FBpp0099828	Q8MST7
7227.FBpp0077650	Q8SZ89
7227.FBpp0075447	C0MJG7
7227.FBpp0073021	C0MK01
7227.FBpp0071502	C0MK29
7227.FBpp0099467	C1C571
7227.FBpp0292475	C1C597
7227.FBpp0290950	Q1EC98
7227.FBpp0075986	Q5U0S8
7227.FBpp0293284	V9GZG7
7227.FBpp0070782	B4F5A2
7227.FBpp0084352	Q56K83
7227.FBpp0289850	A2VES2
7227.FBpp0290226	A2VEU5
7227.FBpp0080488	B1PFR1
7227.FBpp0083456	B7FNL8
7227.FBpp0084720	P91667
7227.FBpp0088675	Q1RKZ5
7227.FBpp0081905	Q4V4X5
7227.FBpp0078246	Q5U185
7227.FBpp0083931	H1ZYB0
7227.FBpp0298358	B4F659
7227.FBpp0080427	C3KKB7
7227.FBpp0087850	F0JAQ6
7227.FBpp0071139	Q4QQ75
7227.FBpp0070780	F6J3R1
7227.FBpp0084554	Q4V3H9
7227.FBpp0087148	Q86PD1
7227.FBpp0073067	Q8MRP0
7227.FBpp0073931	Q961N3
7227.FBpp0078414	Q9VNC2
7227.FBpp0305823	A0A075BJ98
7227.FBpp0082065	A0ANV9
7227.FBpp0084496	C5WLQ7
7227.FBpp0086975	C6SUZ0
7227.FBpp0303100	D3DMC8
7227.FBpp0304146	D3DN01
7227.FBpp0086867	E1UIB5
7227.FBpp0071957	B5RJ91
7227.FBpp0086855	B5RJD5
7227.FBpp0082984	B5RJN7
7227.FBpp0290876	B5T1W3
7227.FBpp0081342	N0A2N3
7227.FBpp0292902	Q29QR9
7227.FBpp0301988	B4YX23
7227.FBpp0073667	Q29QR0
7227.FBpp0073977	Q29QV7
7227.FBpp0293937	D6W4R1
7227.FBpp0070417	B1VJD5
7227.FBpp0304793	B2CCW4
7227.FBpp0086192	B3DN95
7227.FBpp0297341	D4G7H2
7227.FBpp0088428	E6PBX0
7227.FBpp0084534	Q58SN3
7227.FBpp0291534	C4XVL0
7227.FBpp0289395	Q058T0
7227.FBpp0070483	Q32UW1
7227.FBpp0078495	Q5MRC1
7227.FBpp0074576	Q7YU17
