39947.LOC_Os08g37490.1	Q84J55
39947.LOC_Os07g03930.1	C7J4X1
39947.LOC_Os07g04060.1	C7J4X4
39947.LOC_Os07g38050.1	C7J4Y6
39947.LOC_Os10g33960.1	F4MGX2
39947.LOC_Os06g51100.1	Q40732
39947.LOC_Os07g46970.1	Q8LIB9
39947.LOC_Os06g32440.1	Q5Z549
39947.LOC_Os06g35570.1	Q5Z7I3
39947.LOC_Os08g09430.1	A7YAL4
39947.LOC_Os06g34840.1	Q5Z710
39947.LOC_Os05g12740.1	Q60E27
39947.LOC_Os05g05200.1	Q60EY0
39947.LOC_Os05g34730.1	Q60DV7
39947.LOC_Os07g39210.1	Q7XI99
39947.LOC_Os04g49870.1	Q7XN15
39947.LOC_Os04g56510.1	Q7XR01
39947.LOC_Os07g37970.1	Q84LF7
39947.LOC_Os10g18720.1	Q8LME1
39947.LOC_Os06g24240.1	Q5Z5H3
39947.LOC_Os12g22790.1	Q2QSV6
39947.LOC_Os06g30230.1	Q654I7
39947.LOC_Os05g09140.1	Q65X62
39947.LOC_Os07g41600.1	Q0D4S7
39947.LOC_Os07g34110.1	Q0D5Y4
39947.LOC_Os06g49460.1	Q0D9M6
39947.LOC_Os06g43320.1	Q0DAP6
39947.LOC_Os05g48150.1	Q0DG37
39947.LOC_Os05g47830.1	Q0DG60
39947.LOC_Os05g41510.1	Q0DH32
39947.LOC_Os03g11380.1	Q0DU19
39947.LOC_Os03g08270.1	Q0DUL3
39947.LOC_Os02g39660.1	Q0DZM8
39947.LOC_Os12g03410.1	Q0IUW7
39947.LOC_Os12g03230.1	Q0IUX9
39947.LOC_Os08g10260.1	Q0J7D2
39947.LOC_Os01g24560.1	Q0JMZ4
39947.LOC_Os10g18704.1	Q109V0
39947.LOC_Os03g36000.1	Q10IA6
39947.LOC_Os03g18090.1	Q10MX7
39947.LOC_Os03g14320.1	Q10P47
39947.LOC_Os12g30200.1	Q2QQQ7
39947.LOC_Os12g18790.1	Q2QTR2
39947.LOC_Os12g13770.1	Q2QV76
39947.LOC_Os12g06910.1	Q2QX78
39947.LOC_Os11g45880.1	Q2QZI4
39947.LOC_Os11g42890.1	Q2R0D9
39947.LOC_Os11g29430.1	Q2R477
39947.LOC_Os11g09414.1	Q2R9A6
39947.LOC_Os08g05080.1	Q69PK4
39947.LOC_Os09g17610.1	Q6EQH3
39947.LOC_Os02g29210.1	Q6K6R6
39947.LOC_Os05g43630.1	Q6L531
39947.LOC_Os09g02150.1	Q6YWA9
39947.LOC_Os08g32950.1	Q7EZV1
39947.LOC_Os11g05394.1	A9J5D3
39947.LOC_Os06g19110.1	Q0DCS9
39947.LOC_Os06g15570.1	Q0DD14
39947.LOC_Os05g33550.1	Q0DIA4
39947.LOC_Os03g48464.1	Q10EX5
39947.LOC_Os03g35400.1	Q10IF4
39947.LOC_Os03g33870.1	Q10IL1
39947.LOC_Os03g27484.1	Q10K90
39947.LOC_Os03g26810.1	Q10KG6
39947.LOC_Os03g26704.1	Q10KH4
39947.LOC_Os03g15130.1	Q10NV9
39947.LOC_Os03g11430.1	Q10Q19
39947.LOC_Os12g34050.1	Q2QPL6
39947.LOC_Os12g28820.1	Q2QR47
39947.LOC_Os12g13760.1	Q2QV77
39947.LOC_Os12g12840.1	Q2QVH0
39947.LOC_Os12g11270.1	Q2QVX9
39947.LOC_Os11g42400.1	Q2R0J1
39947.LOC_Os11g38360.1	Q2R1R1
39947.LOC_Os11g36480.2	Q2R2A2
39947.LOC_Os11g33150.1	Q2R348
39947.LOC_Os11g29660.1	Q2R454
39947.LOC_Os11g24150.1	Q2R5Q8
39947.LOC_Os11g20200.1	Q2R6F8
39947.LOC_Os11g12080.1	Q2R8I4
39947.LOC_Os11g10440.1	Q2R901
39947.LOC_Os11g02510.1	Q2RBC0
39947.LOC_Os04g18810.1	Q7X7Y7
39947.LOC_Os04g22290.1	Q7XRR0
39947.LOC_Os03g54114.1	Q7Y027
39947.LOC_Os10g16720.1	Q8LM89
39947.LOC_Os03g24920.1	Q0DRQ4
39947.LOC_Os02g21550.1	Q0E1N9
39947.LOC_Os12g37550.1	Q0IML9
39947.LOC_Os11g12800.1	Q0ITN4
39947.LOC_Os09g13610.1	Q0J2S7
39947.LOC_Os04g14250.1	Q0JEQ8
39947.LOC_Os01g56640.3	Q0JIW5
39947.LOC_Os01g13200.1	Q0JPA7
39947.LOC_Os01g03090.1	Q0JR41
39947.LOC_Os03g19427.1	Q10MI8
39947.LOC_Os04g08768.1	Q5H9X5
39947.LOC_Os06g34620.1	Q5Z6V1
39947.LOC_Os09g28160.1	Q67UA2
39947.LOC_Os02g29620.1	Q6K3M6
39947.LOC_Os09g15570.1	Q6K3X3
39947.LOC_Os02g19680.1	Q6K4Q8
39947.LOC_Os02g29110.1	Q6K5N9
39947.LOC_Os02g30380.1	Q6K6J9
39947.LOC_Os08g16730.1	Q6ZAY4
39947.LOC_Os08g13770.1	Q6ZB15
39947.LOC_Os07g08260.1	Q6ZLC9
39947.LOC_Os05g05660.1	Q0DKQ4
39947.LOC_Os03g28990.1	Q0DR99
39947.LOC_Os11g37900.1	Q0IRW8
39947.LOC_Os11g29720.1	Q0ISN4
39947.LOC_Os11g09864.1	Q0IU00
39947.LOC_Os10g35750.1	Q0IWL7
39947.LOC_Os10g27090.1	Q0IXS1
39947.LOC_Os09g04490.1	Q0J3C8
39947.LOC_Os08g36450.1	Q0J546
39947.LOC_Os03g21080.1	Q10M07
39947.LOC_Os03g03450.1	Q10SD5
39947.LOC_Os07g26140.1	Q6YT89
39947.LOC_Os08g11240.1	Q6Z0M2
39947.LOC_Os08g25160.1	Q6Z355
39947.LOC_Os08g34360.1	Q6Z8R9
39947.LOC_Os10g34490.1	Q8W373
39947.LOC_Os07g08060.1	B9FVT5
39947.LOC_Os07g25730.1	B7EZK7
39947.LOC_Os02g21850.1	Q6Z6T5
39947.LOC_Os01g55520.1	A2ZY15
39947.LOC_Os11g11480.1	A3C9U3
39947.LOC_Os12g34820.1	A3CI10
39947.LOC_Os01g73960.1	B7EGH2
39947.LOC_Os03g31446.1	Q75I72
39947.LOC_Os03g39960.1	Q84TY1
39947.LOC_Os03g60690.1	Q851Z8
39947.LOC_Os06g04090.1	G3M8D1
39947.LOC_Os11g31470.1	H2KW88
39947.LOC_Os12g25409.1	H2KWQ0
39947.LOC_Os12g06670.1	Q0IPW2
39947.LOC_Os10g25740.1	Q338L2
39947.LOC_Os10g13510.1	Q33A98
39947.LOC_Os10g09300.1	Q33AL9
39947.LOC_Os04g59630.1	Q7XK92
39947.LOC_Os04g32430.1	Q7XQ61
39947.LOC_Os04g04100.1	Q7XRQ1
39947.LOC_Os04g48450.1	Q7XTY5
39947.LOC_Os03g35390.1	Q7Y1N5
39947.LOC_Os10g08100.1	Q94HP0
39947.LOC_Os12g18030.1	Q94LV1
39947.LOC_Os10g31240.1	Q337Q3
39947.LOC_Os10g24410.1	Q338U8
39947.LOC_Os10g14990.1	Q33A67
39947.LOC_Os10g08540.1	Q33AR5
39947.LOC_Os07g22940.1	Q8H2Z7
39947.LOC_Os01g65320.1	A3A037
39947.LOC_Os01g67360.1	A3A0K3
39947.LOC_Os02g14890.1	A3A516
39947.LOC_Os02g24740.1	A3A6D7
39947.LOC_Os02g54830.1	A3AC57
39947.LOC_Os03g18670.1	A3AH15
39947.LOC_Os03g21800.1	A3AHP9
39947.LOC_Os03g62210.1	A3APJ1
39947.LOC_Os04g52960.1	A3AXI2
39947.LOC_Os06g05870.1	A3B8G3
39947.LOC_Os06g34340.1	A3BCE2
39947.LOC_Os07g13920.1	A3BI62
39947.LOC_Os07g28070.1	A3BJI4
39947.LOC_Os07g33850.2	A3BKG5
39947.LOC_Os07g38450.1	A3BLD1
39947.LOC_Os07g40390.1	A3BLS9
39947.LOC_Os07g45540.1	A3BMW5
39947.LOC_Os08g01550.1	A3BNW0
39947.LOC_Os08g05620.1	A3BPP5
39947.LOC_Os08g14450.1	A3BR19
39947.LOC_Os08g24820.1	A3BS23
39947.LOC_Os08g31630.1	A3BT11
39947.LOC_Os08g34330.1	A3BTK1
39947.LOC_Os08g34760.1	A3BTN1
39947.LOC_Os08g44470.1	A3BVR0
39947.LOC_Os09g16180.1	A3BXK3
39947.LOC_Os03g06090.1	B1A8U0
39947.LOC_Os01g02940.1	B9EZ88
39947.LOC_Os02g05220.1	B9F2P5
39947.LOC_Os03g14810.1	B9F6T8
39947.LOC_Os08g41800.1	B9G1Y0
39947.LOC_Os11g47130.1	Q53JY9
39947.LOC_Os04g53890.1	Q5JQX2
39947.LOC_Os04g26480.1	Q7DNB8
39947.LOC_Os08g32690.1	Q7EYR9
39947.LOC_Os04g33130.1	Q7F8W5
39947.LOC_Os10g10730.1	Q7G4T8
39947.LOC_Os04g19990.1	Q7XL98
39947.LOC_Os04g38570.1	Q7XUZ8
39947.LOC_Os07g12660.1	Q8H2J7
39947.LOC_Os03g08430.1	Q94HE9
39947.LOC_Os11g22430.1	Q53KD8
39947.LOC_Os04g07750.1	Q5CAI3
39947.LOC_Os03g50620.1	Q8W326
39947.LOC_Os10g21060.1	Q339I3
39947.LOC_Os03g52340.1	Q6AVI3
39947.LOC_Os12g09860.1	Q2QWC1
39947.LOC_Os01g62000.1	Q5QMG9
39947.LOC_Os01g27470.1	Q5ZCY3
39947.LOC_Os07g01080.1	Q69LA2
39947.LOC_Os05g14110.1	Q6ASZ9
39947.LOC_Os05g08490.1	Q6AT16
39947.LOC_Os05g40110.1	Q75GM6
39947.LOC_Os06g39624.1	Q7PC90
39947.LOC_Os10g28460.1	Q7XEI6
39947.LOC_Os05g10570.1	B7E370
39947.LOC_Os04g38570.1	B7EUT3
39947.LOC_Os09g25810.2	B7F9F1
39947.LOC_Os04g53300.1	A5X3J9
39947.LOC_Os04g13700.1	Q7XP83
39947.LOC_Os04g16020.1	Q7XWT8
39947.LOC_Os07g18820.1	Q8H3T0
39947.LOC_Os12g44220.1	Q2QLJ9
39947.LOC_Os12g24260.1	Q2QSF8
39947.LOC_Os12g16300.1	Q2QUG9
39947.LOC_Os12g15480.1	Q2QUQ2
39947.LOC_Os12g01540.1	Q2QYU4
39947.LOC_Os01g67680.1	Q5N6X0
39947.LOC_Os01g14000.1	Q5NA82
39947.LOC_Os06g20850.1	Q5Z4A6
39947.LOC_Os06g24920.1	Q69TU1
39947.LOC_Os04g06030.1	Q7XX92
39947.LOC_Os04g04540.1	Q7XXH9
39947.LOC_Os07g13660.1	Q8H3X8
39947.LOC_Os01g61950.1	Q8S1S2
39947.LOC_Os03g02820.1	C7IZY3
39947.LOC_Os01g48170.1	D6BV21
39947.LOC_Os03g19420.2	H9BE59
39947.LOC_Os03g01365.1	Q0DW01
39947.LOC_Os12g34620.1	Q2QPF8
39947.LOC_Os09g25945.1	Q69L13
39947.LOC_Os08g28310.1	Q69MP8
39947.LOC_Os02g44930.1	A3AA00
39947.LOC_Os05g30720.1	A3AJV6
39947.LOC_Os10g20650.1	A3C3U8
39947.LOC_Os12g09670.1	A3CFS5
39947.LOC_Os01g05430.1	B9ESV2
39947.LOC_Os01g12900.1	B9EUH5
39947.LOC_Os02g34790.1	B9F0I4
39947.LOC_Os02g35090.1	B9F0K0
39947.LOC_Os02g04270.1	B9F2L5
39947.LOC_Os02g05340.1	B9F2Q3
39947.LOC_Os03g30690.1	B9F926
39947.LOC_Os03g06820.1	B9FBH2
39947.LOC_Os05g08740.1	B9FI05
39947.LOC_Os05g46610.1	B9FLF2
39947.LOC_Os05g27890.1	B9FP00
39947.LOC_Os06g04660.1	B9FRE3
39947.LOC_Os07g28460.1	B9FX44
39947.LOC_Os10g36180.1	B9G6I8
39947.LOC_Os10g41950.1	B9G743
39947.LOC_Os10g37830.1	B9GDF6
39947.LOC_Os12g41160.1	B9GE55
39947.LOC_Os01g12110.1	A2ZQS0
39947.LOC_Os01g12520.1	A2ZQV1
39947.LOC_Os01g20000.1	A2ZSA4
39947.LOC_Os01g24210.1	A2ZST9
39947.LOC_Os01g74250.1	A3A208
39947.LOC_Os02g39220.1	A3A8U5
39947.LOC_Os03g02090.1	A3ADD8
39947.LOC_Os01g71970.1	A3B9K4
39947.LOC_Os06g18120.1	A3BAT9
39947.LOC_Os12g43580.1	A3CJQ4
39947.LOC_Os01g58780.1	B9EWU1
39947.LOC_Os11g23854.1	B9EWX1
39947.LOC_Os03g35620.1	B9F9A1
39947.LOC_Os04g39814.1	B9FMC6
39947.LOC_Os05g04750.1	B9FMC8
39947.LOC_Os06g02370.1	B9FR61
39947.LOC_Os06g36530.1	B9FTS4
39947.LOC_Os07g48350.1	B9FUX3
39947.LOC_Os07g23440.1	B9FWU5
39947.LOC_Os08g18044.2	B9G029
39947.LOC_Os08g36150.1	B9G1B1
39947.LOC_Os09g08650.1	B9G2F3
39947.LOC_Os10g33240.1	B9G670
39947.LOC_Os10g03660.1	B9G7B7
39947.LOC_Os12g06490.1	B9GC05
39947.LOC_Os01g56040.1	B9ET66
39947.LOC_Os01g56670.1	B9ET98
39947.LOC_Os01g15490.1	B9EV21
39947.LOC_Os01g67720.1	B9EVF6
39947.LOC_Os01g42370.1	B9EY04
39947.LOC_Os01g49110.1	B9EYM9
39947.LOC_Os02g44460.1	B9F1I2
39947.LOC_Os02g48930.1	B9F2E9
39947.LOC_Os02g49970.1	B9F2J9
39947.LOC_Os02g16460.1	B9F4W4
39947.LOC_Os03g08380.1	B9F5I6
39947.LOC_Os03g11690.1	B9F674
39947.LOC_Os03g27160.1	B9F8T0
39947.LOC_Os03g44980.1	B9FA31
39947.LOC_Os03g02910.1	B9FAI4
39947.LOC_Os04g47780.1	B9FC05
39947.LOC_Os04g19640.1	B9FE49
39947.LOC_Os04g33350.1	B9FF14
39947.LOC_Os05g50930.1	B9FIR8
39947.LOC_Os05g43374.1	B9FL21
39947.LOC_Os05g50790.1	B9FLU1
39947.LOC_Os06g45920.1	B9FQF5
39947.LOC_Os06g47060.1	B9FQJ6
39947.LOC_Os06g47560.1	B9FQL9
39947.LOC_Os06g07770.1	B9FRT1
39947.LOC_Os06g12170.1	B9FSB0
39947.LOC_Os06g13630.1	B9FSH3
39947.LOC_Os06g19590.1	B9FSV8
39947.LOC_Os07g43400.1	B9FUC4
39947.LOC_Os07g04720.1	B9FVF4
39947.LOC_Os07g32070.1	B9FXE5
39947.LOC_Os08g02820.1	B9FYU1
39947.LOC_Os08g05560.1	B9FZ35
39947.LOC_Os07g14420.1	B9G2S3
39947.LOC_Os10g01680.1	B9G599
39947.LOC_Os10g11730.1	B9G7V8
39947.LOC_Os11g36740.1	B9GBB9
39947.LOC_Os02g35630.1	B7FAD8
39947.LOC_Os05g33770.1	Q5TKC2
39947.LOC_Os06g17080.1	Q5VN43
39947.LOC_Os06g01440.1	Q5VRH0
39947.LOC_Os04g22300.1	C7J1M4
39947.LOC_Os05g05480.1	C7J287
39947.LOC_Os08g09370.1	C7J5I3
39947.LOC_Os03g55920.1	C7IZI2
39947.LOC_Os04g55190.1	C7J1Y0
39947.LOC_Os05g01830.1	C7J2R1
39947.LOC_Os07g14630.1	C7J545
39947.LOC_Os08g04000.1	C7J605
39947.LOC_Os08g28940.1	C7J654
39947.LOC_Os09g15580.1	C7J728
39947.LOC_Os12g19530.1	C7JA24
39947.LOC_Os11g38550.1	Q2R1P2
39947.LOC_Os11g21990.1	Q53JB5
39947.LOC_Os09g40085.1	Q5Z474
39947.LOC_Os06g50530.1	Q5Z4H0
39947.LOC_Os01g41440.1	Q5ZAG7
39947.LOC_Os05g34610.1	Q60DW5
39947.LOC_Os01g72250.1	Q9LRF0
39947.LOC_Os12g39270.1	Q2QN20
39947.LOC_Os12g22010.1	Q2QT34
39947.LOC_Os09g39940.1	Q56UT7
39947.LOC_Os07g20260.1	Q6YSU5
39947.LOC_Os07g41420.1	Q6Z4F4
39947.LOC_Os10g24370.1	Q7XF65
39947.LOC_Os03g30450.1	Q7Y1L4
39947.LOC_Os01g41250.1	Q8S923
39947.LOC_Os10g33760.1	D8UUZ6
39947.LOC_Os12g42850.1	Q2QLY9
39947.LOC_Os11g39960.1	Q2R192
39947.LOC_Os01g39220.1	Q656S3
39947.LOC_Os01g39030.1	Q657D0
39947.LOC_Os05g08230.1	Q65WZ7
39947.LOC_Os04g16150.1	Q7XK75
39947.LOC_Os09g32360.1	Q0J0T4
39947.LOC_Os04g32020.1	Q0JDN5
39947.LOC_Os03g12800.1	Q10PM0
39947.LOC_Os03g08430.1	Q10QV0
39947.LOC_Os12g27320.1	Q2QRJ9
39947.LOC_Os11g44640.1	Q2QZW2
39947.LOC_Os11g38760.1	Q2R1L9
39947.LOC_Os11g11850.1	Q2R8K7
39947.LOC_Os09g27720.1	Q67UG6
39947.LOC_Os03g38200.1	Q6F2H0
39947.LOC_Os09g21580.1	Q6H5P1
39947.LOC_Os08g13840.1	Q6IEQ6
39947.LOC_Os02g18710.1	Q6K8A1
39947.LOC_Os02g58370.1	Q6K9S8
39947.LOC_Os08g31580.1	Q7Y046
39947.LOC_Os07g33710.1	Q0D601
39947.LOC_Os07g09450.1	Q0D810
39947.LOC_Os06g39390.1	Q0DB78
39947.LOC_Os06g13950.1	Q0DD68
39947.LOC_Os06g06440.1	Q0DED9
39947.LOC_Os05g44740.1	Q0DGM8
39947.LOC_Os03g03460.1	Q0DVK1
39947.LOC_Os02g30630.1	Q0E0Z3
39947.LOC_Os11g01610.1	Q0IV74
39947.LOC_Os10g41550.1	Q0IVL0
39947.LOC_Os09g34160.1	Q0J0C2
39947.LOC_Os09g27240.1	Q0J1F2
39947.LOC_Os09g26190.1	Q0J1L2
39947.LOC_Os10g42024.1	Q108W9
39947.LOC_Os03g55014.1	Q10CL4
39947.LOC_Os03g56783.1	Q10CV3
39947.LOC_Os03g39890.1	Q10HA4
39947.LOC_Os03g33580.1	Q10IP1
39947.LOC_Os03g27110.1	Q10KC9
39947.LOC_Os03g27054.1	Q10KD5
39947.LOC_Os03g22030.1	Q10LQ4
39947.LOC_Os03g15050.1	Q10NW9
39947.LOC_Os03g10550.1	Q10QB1
39947.LOC_Os03g09140.1	Q10QM4
39947.LOC_Os12g15190.1	Q2QUT2
39947.LOC_Os12g12630.1	Q2QVJ1
39947.LOC_Os12g10960.1	Q2QW10
39947.LOC_Os12g08960.1	Q2QWL3
39947.LOC_Os11g43790.1	Q2R048
39947.LOC_Os11g43780.1	Q2R049
39947.LOC_Os11g43010.1	Q2R0C7
39947.LOC_Os11g36770.1	Q2R273
39947.LOC_Os11g31440.1	Q2R3M4
39947.LOC_Os11g29440.1	Q2R476
39947.LOC_Os11g11860.1	Q2R8K6
39947.LOC_Os09g17970.1	Q6ERZ4
39947.LOC_Os05g07240.1	Q6F2T0
39947.LOC_Os09g20850.1	Q6H5G7
39947.LOC_Os02g12280.1	Q6H8B3
39947.LOC_Os04g20870.1	Q7XLJ5
39947.LOC_Os04g13290.1	Q7XM38
39947.LOC_Os04g32260.1	Q7XRU5
39947.LOC_Os10g14040.1	Q8S6V4
39947.LOC_Os03g30800.1	Q0DR40
39947.LOC_Os03g15770.1	Q0DT84
39947.LOC_Os03g01810.1	Q0DVX4
39947.LOC_Os02g58230.1	Q0DW69
39947.LOC_Os12g41270.1	Q0IM18
39947.LOC_Os01g70130.1	Q0JGF6
39947.LOC_Os08g02204.1	Q6YXT9
39947.LOC_Os07g48596.1	Q6Z4M5
39947.LOC_Os08g35680.1	Q6ZC00
39947.LOC_Os01g02290.1	O49202
39947.LOC_Os02g54600.1	Q0DWY3
39947.LOC_Os02g53520.1	Q0DX42
39947.LOC_Os02g50880.1	Q0DXN5
39947.LOC_Os02g26960.1	Q0E199
39947.LOC_Os02g13580.1	Q0E2L3
39947.LOC_Os11g46950.1	Q0IR08
39947.LOC_Os11g10690.1	Q0ITV9
39947.LOC_Os11g05360.1	Q0IUK7
39947.LOC_Os04g57240.1	Q0J980
39947.LOC_Os04g52050.1	Q0JA97
39947.LOC_Os04g34170.1	Q0JDA0
39947.LOC_Os01g68760.1	Q0JGM1
39947.LOC_Os01g54190.1	Q0JJD8
39947.LOC_Os01g51790.1	Q0JJU9
39947.LOC_Os01g43490.1	Q0JL47
39947.LOC_Os01g12740.1	Q0JPE3
39947.LOC_Os03g04630.1	Q10S04
39947.LOC_Os12g04760.1	Q2QXV5
39947.LOC_Os06g46850.1	Q653W9
39947.LOC_Os08g35350.1	Q6ZAF2
39947.LOC_Os04g40090.1	Q70KT7
39947.LOC_Os07g47510.1	Q84PD3
39947.LOC_Os08g12010.1	Q8S838
39947.LOC_Os01g54520.1	A2ZXU1
39947.LOC_Os07g33650.1	A3BKF1
39947.LOC_Os11g01490.1	B7ECH1
39947.LOC_Os04g51880.1	B7EQ87
39947.LOC_Os02g03560.1	B7ETM0
39947.LOC_Os06g08530.1	B7ETU2
39947.LOC_Os02g17292.1	B7F615
39947.LOC_Os01g19870.1	B7F980
39947.LOC_Os11g18080.1	Q75IF1
39947.LOC_Os03g29650.1	Q75K41
39947.LOC_Os03g58900.1	Q84T07
39947.LOC_Os06g17900.1	L8BAM7
39947.LOC_Os04g39740.1	Q7XR15
39947.LOC_Os03g47754.1	Q9AYE2
39947.LOC_Os11g18366.2	H2KW14
39947.LOC_Os12g26290.1	H2KX21
39947.LOC_Os12g01570.1	Q0IQQ6
39947.LOC_Os10g17180.1	Q339Z3
39947.LOC_Os10g13550.1	Q33A96
39947.LOC_Os10g13450.1	Q33AA0
39947.LOC_Os04g39190.1	Q7XJW9
39947.LOC_Os04g06320.1	Q7XLS8
39947.LOC_Os04g22410.1	Q7XMT2
39947.LOC_Os04g30360.1	Q7XMV2
39947.LOC_Os05g30360.1	Q84SW0
39947.LOC_Os10g33260.1	Q9FWK5
39947.LOC_Os01g04814.1	A2ZP36
39947.LOC_Os12g26430.1	A3AAX7
39947.LOC_Os02g49650.1	A3AAZ8
39947.LOC_Os02g53810.1	A3ABX6
39947.LOC_Os02g56580.1	A3ACJ3
39947.LOC_Os03g60210.1	A3AP15
39947.LOC_Os04g10760.1	A3ARF5
39947.LOC_Os04g10640.1	A3ARG2
39947.LOC_Os04g40790.1	A3AUZ9
39947.LOC_Os04g51500.1	A3AX58
39947.LOC_Os06g05990.1	A3B8G5
39947.LOC_Os06g14280.1	A3BAC1
39947.LOC_Os06g36850.1	A3BCU6
39947.LOC_Os06g42700.1	A3BDT3
39947.LOC_Os06g43090.1	A3BDW3
39947.LOC_Os06g48880.1	A3BF51
39947.LOC_Os07g02760.1	A3BG24
39947.LOC_Os07g17130.1	A3BIJ2
39947.LOC_Os08g04370.1	A3BPG8
39947.LOC_Os09g20610.1	A3BY76
39947.LOC_Os09g37350.1	A3C156
39947.LOC_Os09g39600.1	A3C1P3
39947.LOC_Os10g31510.1	A3C5C1
39947.LOC_Os10g39310.1	A3C6W0
39947.LOC_Os11g08640.1	A3C9E3
39947.LOC_Os12g09200.1	A3CFP6
39947.LOC_Os12g29950.1	A3CHD2
39947.LOC_Os02g32850.1	B9F0C6
39947.LOC_Os02g11960.1	B9F488
39947.LOC_Os05g43520.1	B9FKJ4
39947.LOC_Os07g40260.1	B9FY74
39947.LOC_Os08g03500.1	B9FYW8
39947.LOC_Os09g24490.1	Q6ESL3
39947.LOC_Os01g59740.1	Q7F2H9
39947.LOC_Os07g23190.1	Q8H359
39947.LOC_Os07g12940.1	Q8H380
39947.LOC_Os03g12160.1	Q8H820
39947.LOC_Os01g02840.1	B9EZ82
39947.LOC_Os11g43860.1	C7IYX6
39947.LOC_Os11g36970.1	Q2R253
39947.LOC_Os01g36120.1	Q5JJY1
39947.LOC_Os01g16400.1	A7Y9J8
39947.LOC_Os03g19590.1	I3RUC2
39947.LOC_Os09g11920.1	Q53WJ2
39947.LOC_Os06g36430.1	Q5Z923
39947.LOC_Os10g32600.1	I3RUZ0
39947.LOC_Os12g31310.1	Q2QQE6
39947.LOC_Os12g14830.1	Q2QUW9
39947.LOC_Os01g73280.1	Q5JMR5
39947.LOC_Os01g18390.1	Q5NB12
39947.LOC_Os06g21430.1	Q5ZA01
39947.LOC_Os04g40279.1	Q7XK26
39947.LOC_Os12g34740.1	Q2QPE6
39947.LOC_Os02g50250.1	Q6Z752
39947.LOC_Os04g20820.1	Q7XLK0
39947.LOC_Os04g13820.1	Q7XWI4
39947.LOC_Os03g55090.1	B3IYE3
39947.LOC_Os09g35560.1	Q651N8
39947.LOC_Os07g34870.1	Q69IP6
39947.LOC_Os07g31540.1	Q69VS2
39947.LOC_Os05g17780.1	Q6ATA9
39947.LOC_Os04g45400.1	Q7XU11
39947.LOC_Os10g17100.1	Q8S827
39947.LOC_Os03g56340.1	Q0DN50
39947.LOC_Os11g32040.1	Q2R3G2
39947.LOC_Os02g33730.1	A3A7S1
39947.LOC_Os10g10980.1	A3C351
39947.LOC_Os10g28040.1	A3C4R5
39947.LOC_Os01g25710.1	B9EWP6
39947.LOC_Os01g38359.1	B9EXK9
39947.LOC_Os02g54640.1	B9F3N1
39947.LOC_Os01g34614.1	B9FMI0
39947.LOC_Os08g36390.1	B9G1C0
39947.LOC_Os12g37150.1	B9GDQ9
39947.LOC_Os06g35080.1	C7J3E3
39947.LOC_Os01g64970.1	F6M7C8
39947.LOC_Os06g17880.1	H9DVY6
39947.LOC_Os07g02610.1	H9DXV2
39947.LOC_Os01g14650.1	A2ZRA4
39947.LOC_Os01g16010.1	A2ZRJ5
39947.LOC_Os01g45360.1	A2ZVW2
39947.LOC_Os01g49614.1	A2ZWR2
39947.LOC_Os03g03800.1	A3ADS1
39947.LOC_Os03g10740.1	A3AF92
39947.LOC_Os03g59030.1	A3ANT2
39947.LOC_Os11g06840.1	A3C908
39947.LOC_Os01g67500.1	B9EVE3
39947.LOC_Os01g43760.1	B9EY61
39947.LOC_Os02g03750.1	B9F298
39947.LOC_Os02g55060.1	B9F3Z5
39947.LOC_Os03g57890.1	B9F6F0
39947.LOC_Os04g28234.1	B9FEK7
39947.LOC_Os05g05080.1	B9FH57
39947.LOC_Os05g25540.1	B9FNV8
39947.LOC_Os05g31080.1	B9FP95
39947.LOC_Os06g48530.1	B9FQP9
39947.LOC_Os07g08350.1	B9FVU2
39947.LOC_Os08g44720.1	B9FYK3
39947.LOC_Os08g39900.1	B9G1R0
39947.LOC_Os11g05080.1	B9G9E8
39947.LOC_Os11g16490.1	B9GA90
39947.LOC_Os12g12250.1	B9GCF2
39947.LOC_Os01g05180.1	B9ESU3
39947.LOC_Os01g71010.1	B9EW31
39947.LOC_Os01g36890.1	B9EXG9
39947.LOC_Os02g38350.1	B9F0W0
39947.LOC_Os02g43350.1	B9F1D8
39947.LOC_Os02g01990.1	B9F1S1
39947.LOC_Os02g04710.1	B9F2M8
39947.LOC_Os02g16660.1	B9F4X1
39947.LOC_Os03g10980.1	B9F636
39947.LOC_Os03g18210.1	B9F7T0
39947.LOC_Os03g46490.1	B9F8E9
39947.LOC_Os04g51340.1	B9FCB6
39947.LOC_Os04g55720.1	B9FCV6
39947.LOC_Os04g57920.1	B9FDA3
39947.LOC_Os04g21740.1	B9FE92
39947.LOC_Os05g49840.1	B9FIG1
39947.LOC_Os05g38460.1	B9FJH5
39947.LOC_Os05g42400.1	B9FKH4
39947.LOC_Os05g38830.1	B9FKM6
39947.LOC_Os05g39560.1	B9FKQ4
39947.LOC_Os05g42010.1	B9FKZ2
39947.LOC_Os05g01910.1	B9FM32
39947.LOC_Os05g11720.1	B9FN17
39947.LOC_Os05g12390.1	B9FN44
39947.LOC_Os05g37130.1	B9FPU6
39947.LOC_Os06g07660.1	B9FRS5
39947.LOC_Os06g10880.1	B9FS56
39947.LOC_Os07g23990.1	B9FWW9
39947.LOC_Os07g36840.1	B9FXV1
39947.LOC_Os08g43130.1	B9FYE3
39947.LOC_Os08g05530.1	B9FZ34
