44689.DDB0232938	P54632
44689.DDB0238164	Q54QN8
44689.DDB0230039	Q54YJ0
44689.DDB0202043	Q55BP4
44689.DDB0186325	Q54NR8
44689.DDB0204211	Q54SL4
44689.DDB0215114	Q54AS5
44689.DDB0205938	Q54WJ8
44689.DDB0204326	Q54Z19
44689.DDB0233835	Q55GN0
44689.DDB0184367	Q54DA3
44689.DDB0238754	Q54CI1
44689.DDB0184486	Q54CY6
44689.DDB0233639	Q54D98
44689.DDB0191612	Q54DX0
44689.DDB0188585	Q54GZ4
44689.DDB0187016	Q54LM0
44689.DDB0204624	Q54TJ5
44689.DDB0232284	Q54CF9
44689.DDB0219543	Q54GC3
44689.DDB0191488	Q54L07
44689.DDB0237649	Q54QE3
44689.DDB0185289	Q54RR7
44689.DDB0218331	Q54TF4
44689.DDB0206105	Q54V26
44689.DDB0204456	Q54YP2
44689.DDB0203370	Q54ZP2
44689.DDB0234079	Q552Y2
44689.DDB0217567	Q554V3
44689.DDB0190933	Q55C10
44689.DDB0304492	Q55D65
44689.DDB0220639	Q55ER4
44689.DDB0216587	Q55FB6
44689.DDB0189801	Q55FF5
44689.DDB0237959	Q55FL0
44689.DDB0231980	Q55FX8
44689.DDB0168271	Q7KWK9
44689.DDB0237713	Q86A74
44689.DDB0234153	Q8MMS1
44689.DDB0215234	Q54UQ6
44689.DDB0191845	Q54C42
44689.DDB0219479	Q54H20
44689.DDB0235393	Q54H53
44689.DDB0188521	Q54IQ4
44689.DDB0235342	Q54JA6
44689.DDB0232926	Q54JQ9
44689.DDB0187654	Q54JS7
44689.DDB0185859	Q54Q34
44689.DDB0252683	C7FZX9
44689.DDB0217717	Q552U3
44689.DDB0216456	Q55H50
44689.DDB0167750	Q86HL2
44689.DDB0201640	Q86I82
44689.DDB0233986	Q54IM3
44689.DDB0190115	Q55EH1
44689.DDB0189778	Q55FI0
44689.DDB0305244	Q55GP3
44689.DDB0189320	Q55GW0
44689.DDB0204256	Q54TC1
44689.DDB0220065	Q54AM2
44689.DDB0192097	Q54BD0
44689.DDB0184228	Q54DN9
44689.DDB0184217	Q54DP9
44689.DDB0231714	Q54HR9
44689.DDB0205851	Q54WL5
44689.DDB0233660	Q54RC0
44689.DDB0217918	Q550F0
44689.DDB0188160	Q54IA5
44689.DDB0205298	Q54SS4
44689.DDB0267128	Q54SU5
44689.DDB0233290	Q54KW5
44689.DDB0185878	Q54Q15
44689.DDB0185874	Q54Q19
44689.DDB0304903	Q54QL9
44689.DDB0218502	Q54R26
44689.DDB0204933	Q54S26
44689.DDB0204871	Q54S81
44689.DDB0204806	Q54SE4
44689.DDB0205062	Q54T67
44689.DDB0204547	Q54TS0
44689.DDB0304553	Q54VE2
44689.DDB0233989	Q54VJ7
44689.DDB0232244	Q54XA6
44689.DDB0203429	Q54ZB0
44689.DDB0169013	Q550I5
44689.DDB0203466	Q551W1
44689.DDB0203516	Q552D2
44689.DDB0201748	Q55DW1
44689.DDB0190268	Q55E07
44689.DDB0190253	Q55E23
44689.DDB0230132	Q55FA6
44689.DDB0189814	Q55FE2
44689.DDB0167871	Q86IZ5
44689.DDB0168625	Q86JM1
44689.DDB0169183	Q8T2H6
44689.DDB0219879	Q54BJ7
44689.DDB0191862	Q54C58
44689.DDB0187953	Q54IZ5
44689.DDB0232248	Q54JI4
44689.DDB0218774	Q54MF5
44689.DDB0186586	Q54N02
44689.DDB0232423	Q54NE0
44689.DDB0215601	Q54NE4
44689.DDB0187414	Q54KJ2
44689.DDB0232949	Q54Q95
44689.DDB0204754	Q54SJ3
44689.DDB0204242	Q54TD5
44689.DDB0205852	Q54WL4
44689.DDB0205036	Q54XA1
44689.DDB0204397	Q54YV2
44689.DDB0190846	Q55C97
44689.DDB0217804	Q869N3
44689.DDB0216193	Q9XYP1
44689.DDB0219202	Q54KP6
44689.DDB0187166	Q54L66
44689.DDB0215813	Q54NL6
44689.DDB0186015	Q54PM4
44689.DDB0218564	Q54Q93
44689.DDB0204757	Q54SJ0
44689.DDB0204185	Q54SN8
44689.DDB0218337	Q54TB0
44689.DDB0238143	Q54U38
44689.DDB0218265	Q54UT1
44689.DDB0233505	Q54UX1
44689.DDB0205216	Q54VB9
44689.DDB0206380	Q54VW0
44689.DDB0205927	Q54VZ2
44689.DDB0206287	Q54XH8
44689.DDB0205506	Q54XY9
44689.DDB0234042	Q553C0
44689.DDB0216828	Q55B42
44689.DDB0202742	Q55B48
44689.DDB0191008	Q55BT3
44689.DDB0233539	Q55DC1
44689.DDB0190319	Q55DV3
44689.DDB0233554	Q75JR9
44689.DDB0167161	Q86ID6
44689.DDB0167811	Q86KK0
44689.DDB0219541	E7EKC1
44689.DDB0252882	Q54UQ3
44689.DDB0218146	Q54XB8
44689.DDB0189471	Q55GF1
44689.DDB0232368	Q1ZXA6
44689.DDB0233392	Q1ZXC1
44689.DDB0191979	Q54BQ1
44689.DDB0219291	Q54JP0
44689.DDB0238301	Q54MX6
44689.DDB0215106	Q54AT3
44689.DDB0304892	Q54IF5
44689.DDB0191700	Q54CH0
44689.DDB0216523	O15725
44689.DDB0192218	Q54B19
44689.DDB0192078	Q54BE7
44689.DDB0191618	Q54DR5
44689.DDB0188968	Q54FV2
44689.DDB0188783	Q54GE2
44689.DDB0218855	Q54LH2
44689.DDB0237850	Q55AH8
44689.DDB0232012	D3UFF5
44689.DDB0184029	Q54E67
44689.DDB0205175	Q54SW2
44689.DDB0252573	Q54K15
44689.DDB0187141	Q54L91
44689.DDB0218845	Q54LL1
44689.DDB0186894	Q54M11
44689.DDB0186295	Q54NU6
44689.DDB0186092	Q54PF0
44689.DDB0186035	Q54PK5
44689.DDB0237638	Q54PZ4
44689.DDB0218446	Q54RH9
44689.DDB0204723	Q54UW6
44689.DDB0206335	Q54W56
44689.DDB0302434	Q54YY9
44689.DDB0217739	Q552M9
44689.DDB0217725	Q552R6
44689.DDB0190830	Q55CB3
44689.DDB0190785	Q55CF9
44689.DDB0190145	Q55ED9
44689.DDB0233433	Q55GQ9
44689.DDB0216517	Q55GY2
44689.DDB0216507	Q55GZ6
44689.DDB0167213	Q86H58
44689.DDB0188837	Q54G83
44689.DDB0218601	Q54PR2
44689.DDB0218517	Q54QS7
44689.DDB0215320	Q54XC3
44689.DDB0202337	Q55EQ8
44689.DDB0216621	Q55EW8
44689.DDB0218014	Q54ZA8
44689.DDB0214933	O97139
44689.DDB0238148	Q54JW3
44689.DDB0231838	Q54PK0
44689.DDB0237543	Q54BS1
44689.DDB0219844	Q54BZ2
44689.DDB0216108	Q54HD5
44689.DDB0188326	Q54HT3
44689.DDB0188299	Q54HW0
44689.DDB0187987	Q54IS7
44689.DDB0187928	Q54IZ6
44689.DDB0231286	Q54NR1
44689.DDB0252842	C7G005
44689.DDB0192196	Q54B43
44689.DDB0191719	Q54CF2
44689.DDB0184418	Q54D57
44689.DDB0215456	Q54EE3
44689.DDB0189223	Q54F72
44689.DDB0189107	Q54FI5
44689.DDB0188917	Q54G04
44689.DDB0188343	Q54HR5
44689.DDB0188030	Q54IN4
44689.DDB0218767	Q54MG2
44689.DDB0231556	Q54PQ5
44689.DDB0233272	Q54S65
44689.DDB0218023	Q54Z94
44689.DDB0238663	Q55D73
44689.DDB0218628	Q54PB9
44689.DDB0185672	Q54QL3
44689.DDB0218488	Q54R56
44689.DDB0205038	Q54X99
44689.DDB0204531	Q54YH2
44689.DDB0233400	Q55BQ9
44689.DDB0190583	Q55D20
44689.DDB0190433	Q55DI3
44689.DDB0189739	Q55FL9
44689.DDB0232074	Q55GV4
44689.DDB0187523	Q54K73
44689.DDB0187311	Q54KR3
44689.DDB0186027	Q54PL3
44689.DDB0185889	Q54Q06
44689.DDB0215685	Q54QY4
44689.DDB0205282	Q54ST5
44689.DDB0204102	Q54U70
44689.DDB0204048	Q54UC6
44689.DDB0203994	Q54UH6
44689.DDB0206052	Q54V72
44689.DDB0205997	Q54WE3
44689.DDB0205773	Q54WT3
44689.DDB0205673	Q54X29
44689.DDB0218154	Q54X70
44689.DDB0218150	Q54X89
44689.DDB0203454	Q54Z46
44689.DDB0304714	Q54ZC6
44689.DDB0217774	Q551X5
44689.DDB0233717	Q553C4
44689.DDB0203726	Q559U3
44689.DDB0203640	Q55AF6
44689.DDB0190274	Q55E01
44689.DDB0190063	Q55EM8
44689.DDB0189492	Q55GC9
44689.DDB0189395	Q55GN1
44689.DDB0168719	Q86AF7
44689.DDB0167856	Q86J03
44689.DDB0238381	Q86JD3
44689.DDB0206556	Q86KZ6
44689.DDB0237734	Q54LK9
44689.DDB0187945	Q54IX9
44689.DDB0202741	Q55B47
44689.DDB0233122	Q1ZXJ3
44689.DDB0188292	Q54HW7
44689.DDB0220662	Q54J63
44689.DDB0187819	Q54JA7
44689.DDB0186641	Q54MU4
44689.DDB0219542	Q54GC6
44689.DDB0185513	Q54R25
44689.DDB0302378	Q54RB1
44689.DDB0214933	Q9GPR6
44689.DDB0185811	Q54Q78
44689.DDB0190025	Q55ER9
44689.DDB0189379	Q55GP7
44689.DDB0218262	Q54UT4
44689.DDB0252589	C7G062
44689.DDB0220077	Q54AL5
44689.DDB0215147	Q54AP2
44689.DDB0192232	Q54B03
44689.DDB0184545	Q54CR6
44689.DDB0237832	Q54E51
44689.DDB0184035	Q54E73
44689.DDB0183966	Q54EE0
44689.DDB0230987	Q54EY7
44689.DDB0189292	Q54F13
44689.DDB0191539	Q54GA1
44689.DDB0252600	Q55EK5
44689.DDB0206481	Q54VL3
44689.DDB0238314	B0G123
44689.DDB0233739	Q54K59
44689.DDB0237916	Q54KA8
44689.DDB0187181	Q54L51
44689.DDB0187174	Q54L58
44689.DDB0238257	Q54PQ1
44689.DDB0218547	Q54QF2
44689.DDB0218507	Q54QZ0
44689.DDB0204989	Q54RX8
44689.DDB0205266	Q54SV0
44689.DDB0205565	Q54U02
44689.DDB0218263	Q54UT3
44689.DDB0218235	Q54VH3
44689.DDB0205928	Q54VZ1
44689.DDB0232310	Q54W30
44689.DDB0206309	Q54W92
44689.DDB0206194	Q54XR5
44689.DDB0217830	Q551F6
44689.DDB0203849	Q551M0
44689.DDB0216921	Q55AK9
44689.DDB0202737	Q55B44
44689.DDB0233680	Q55BL6
44689.DDB0190600	Q55D03
44689.DDB0216704	Q55D46
44689.DDB0201681	Q55EC2
44689.DDB0190015	Q55ET2
44689.DDB0232323	Q55FH8
44689.DDB0189753	Q55FK5
44689.DDB0216514	Q55GY5
44689.DDB0233087	Q75K22
44689.DDB0168242	Q7KWP5
44689.DDB0167339	Q869B9
44689.DDB0167263	Q86HC5
44689.DDB0232974	Q86K42
44689.DDB0167531	Q86KD7
44689.DDB0167496	Q8T1F9
44689.DDB0219445	Q54HD3
44689.DDB0185556	Q54QX8
44689.DDB0191799	Q54C73
44689.DDB0219820	Q54CA4
44689.DDB0219481	Q54H14
44689.DDB0188268	Q54HZ4
44689.DDB0187741	Q54JI8
44689.DDB0235363	Q54JL9
44689.DDB0184351	Q54LM8
44689.DDB0302386	Q23854
44689.DDB0217512	Q555M6
44689.DDB0202112	Q55GG2
44689.DDB0188614	Q54GW9
44689.DDB0218751	Q54MN0
44689.DDB0238638	Q55EH9
44689.DDB0183890	Q54EN3
44689.DDB0184509	Q54CW3
44689.DDB0188574	Q54H07
44689.DDB0215072	Q54AW7
44689.DDB0184089	Q54E31
44689.DDB0191596	Q54EA8
44689.DDB0219491	Q54GX9
44689.DDB0188337	Q54HS2
44689.DDB0220079	Q54AL3
44689.DDB0215133	Q54AQ6
44689.DDB0192213	Q54B25
44689.DDB0191864	Q54C04
44689.DDB0183897	Q54EM6
44689.DDB0215974	Q54GF0
44689.DDB0188417	Q54HI6
44689.DDB0188403	Q54HK1
44689.DDB0190072	Q55EL7
44689.DDB0238146	B0G120
44689.DDB0216985	Q559Z1
44689.DDB0185180	Q54D97
44689.DDB0205455	Q54Y36
44689.DDB0218193	Q54W82
44689.DDB0202269	Q55F49
44689.DDB0189571	Q55G48
44689.DDB0217588	Q86AS4
44689.DDB0169034	Q86L03
44689.DDB0188076	Q54II6
44689.DDB0187250	Q54KX7
44689.DDB0186229	Q54P17
44689.DDB0204253	Q54TC4
44689.DDB0233803	Q54TQ4
44689.DDB0204555	Q54TR2
44689.DDB0205632	Q54TT9
44689.DDB0218298	Q54U33
44689.DDB0205729	Q54WX5
44689.DDB0206166	Q54XU2
44689.DDB0217536	Q555G0
44689.DDB0203676	Q55A73
44689.DDB0202833	Q55BD4
44689.DDB0190510	Q55D98
44689.DDB0191312	Q55GJ9
44689.DDB0189418	Q55GK7
44689.DDB0202086	Q55GN2
44689.DDB0168463	Q75JA4
44689.DDB0233286	Q75JF8
44689.DDB0217019	Q75JX2
44689.DDB0168852	Q7KWU6
44689.DDB0217068	Q86A19
44689.DDB0169113	Q86K61
44689.DDB0169276	Q8MND9
44689.DDB0202311	Q55EV8
44689.DDB0233217	Q1ZXJ5
44689.DDB0232258	Q1ZXL5
44689.DDB0191892	Q54BX9
44689.DDB0191803	Q54C69
44689.DDB0187926	Q54IZ8
44689.DDB0218735	Q54MX4
44689.DDB0204195	Q54SM9
44689.DDB0205980	Q54WG1
44689.DDB0231731	Q54EN7
44689.DDB0238208	Q555G2
44689.DDB0266336	C7G083
44689.DDB0267061	Q54D77
44689.DDB0215475	Q54DY4
44689.DDB0183773	Q54EZ8
44689.DDB0266800	Q54FR0
44689.DDB0186525	Q54N60
44689.DDB0190233	Q55E43
44689.DDB0233544	B0G148
44689.DDB0237858	B0G158
44689.DDB0231581	Q54X91
44689.DDB0304471	Q54BK8
44689.DDB0204719	Q54UX0
44689.DDB0205762	Q54WU4
44689.DDB0218860	Q54LD1
44689.DDB0186956	Q54LU6
44689.DDB0233176	Q54Q46
44689.DDB0185786	Q54QA5
44689.DDB0304450	Q54TQ3
44689.DDB0238788	Q54UR8
44689.DDB0218078	Q54YG7
44689.DDB0238341	Q54YU5
44689.DDB0217958	Q54ZU0
44689.DDB0233277	Q553P8
44689.DDB0217598	Q554I9
44689.DDB0203238	Q555K3
44689.DDB0302554	Q55C33
44689.DDB0216665	Q55DS7
44689.DDB0235249	Q55GW5
44689.DDB0167244	Q86H35
44689.DDB0217629	Q86I49
44689.DDB0167023	Q86IU4
44689.DDB0233205	Q86K57
44689.DDB0237696	Q86KB3
44689.DDB0169054	Q86KF2
44689.DDB0238388	Q86KQ6
44689.DDB0168966	Q86L42
44689.DDB0217507	Q8T145
44689.DDB0233625	Q54PB7
44689.DDB0232348	Q54VI9
44689.DDB0203682	Q55A63
44689.DDB0267075	Q55GG3
44689.DDB0219981	Q8T6I6
44689.DDB0203417	Q54ZD5
44689.DDB0191867	Q54C01
44689.DDB0188046	Q54IL6
44689.DDB0187729	Q54JK0
44689.DDB0235226	Q54N74
44689.DDB0238563	Q54N84
44689.DDB0235369	Q54JX5
44689.DDB0216345	Q54M87
44689.DDB0304754	Q54NJ3
44689.DDB0186178	Q54P66
44689.DDB0217798	Q551N1
44689.DDB0232249	Q54YX6
44689.DDB0206284	Q54XI1
44689.DDB0191515	Q95ZG7
44689.DDB0304480	Q54BE5
44689.DDB0184249	Q54DL9
44689.DDB0184034	Q54E72
44689.DDB0188359	Q54HP6
44689.DDB0304807	Q55GQ0
44689.DDB0187030	Q54LK5
44689.DDB0218639	Q54P58
44689.DDB0204634	Q54TI5
44689.DDB0185605	Q54QT1
44689.DDB0218506	Q54QZ2
44689.DDB0238172	Q55GC4
44689.DDB0169408	Q7KWR6
44689.DDB0217812	Q86HW2
44689.DDB0233454	Q86K90
44689.DDB0235265	Q54KG8
44689.DDB0186940	Q54LW2
44689.DDB0218680	Q54NL9
44689.DDB0185977	Q54PR1
44689.DDB0231317	Q54Q07
44689.DDB0204761	Q54SI6
44689.DDB0204067	Q54UA6
44689.DDB0235351	Q54VQ4
44689.DDB0233705	Q54XS9
44689.DDB0204423	Q54YS8
44689.DDB0304399	Q54Z55
44689.DDB0217858	Q550W4
44689.DDB0202917	Q550Y1
44689.DDB0202550	Q553R1
44689.DDB0217060	Q559C9
44689.DDB0190925	Q55C18
44689.DDB0190604	Q55CZ7
44689.DDB0218375	Q55DS9
44689.DDB0201712	Q55E50
44689.DDB0231728	Q55FB0
44689.DDB0189804	Q55FF2
44689.DDB0305278	Q55GM3
44689.DDB0237740	Q55GS0
44689.DDB0216527	Q55GX2
44689.DDB0216492	Q55H11
44689.DDB0220028	Q75JL4
44689.DDB0220136	Q7KWS3
44689.DDB0305116	Q86HT5
44689.DDB0219736	Q54DC5
44689.DDB0232099	Q54FM5
44689.DDB0216667	Q55DM9
44689.DDB0188305	Q54HV4
44689.DDB0220034	Q54MW1
44689.DDB0232328	Q86HI9
44689.DDB0186990	Q54LR4
44689.DDB0186155	Q54P86
44689.DDB0205945	Q54WJ2
44689.DDB0230137	Q54X84
44689.DDB0202948	Q551B0
44689.DDB0202891	Q55BJ2
44689.DDB0201730	Q55E12
44689.DDB0267135	Q55EQ4
44689.DDB0169514	Q75JH0
44689.DDB0231973	Q75JH8
44689.DDB0188188	Q54I75
44689.DDB0238506	Q54QN6
44689.DDB0204220	Q54SK6
44689.DDB0204713	Q54UX4
44689.DDB0217091	Q558S2
44689.DDB0190311	Q55DW2
44689.DDB0233676	Q55ER7
44689.DDB0216595	Q55F93
44689.DDB0266885	Q967Y0
44689.DDB0204295	Q54T83
44689.DDB0219308	Q54JF7
44689.DDB0217500	Q555R9
44689.DDB0217992	Q54ZF9
44689.DDB0191714	Q54CF7
44689.DDB0191705	Q54CG4
44689.DDB0201649	Q54DS6
44689.DDB0219682	Q54EB0
44689.DDB0188963	Q54FV9
44689.DDB0188831	Q54G89
44689.DDB0205694	Q54X10
44689.DDB0203176	Q554V9
44689.DDB0238209	Q555G3
44689.DDB0188508	Q54H74
44689.DDB0304898	Q54I31
44689.DDB0219360	Q54IP8
44689.DDB0187751	Q54JH9
44689.DDB0187723	Q54JK6
44689.DDB0204839	Q54SB2
44689.DDB0188021	Q54IP3
44689.DDB0202935	Q551C5
44689.DDB0305227	Q8MP27
44689.DDB0184068	Q54E55
44689.DDB0230169	Q54PM8
44689.DDB0237515	Q54CB5
44689.DDB0186653	Q54MT3
44689.DDB0231997	Q54WL2
44689.DDB0216518	Q55GY1
44689.DDB0190270	Q55E05
44689.DDB0183839	Q54ET1
44689.DDB0219690	Q54E81
44689.DDB0231605	Q54EK1
44689.DDB0188992	Q54FS8
44689.DDB0188727	Q54GK5
44689.DDB0304733	Q54GR8
44689.DDB0188621	Q54GW2
44689.DDB0233023	Q54HE3
44689.DDB0204265	Q54TB3
44689.DDB0190592	Q55D11
44689.DDB0186112	Q54PD0
44689.DDB0237660	Q54T77
44689.DDB0215290	Q54XF3
44689.DDB0238426	Q54XU9
44689.DDB0217635	Q553W5
44689.DDB0216683	Q55DD8
44689.DDB0229926	Q8T2U1
44689.DDB0238347	Q54K13
44689.DDB0191486	Q54LI9
44689.DDB0185803	Q54Q85
44689.DDB0218554	Q54QE0
44689.DDB0185594	Q54QU1
44689.DDB0237768	Q54RQ6
44689.DDB0237847	Q54TQ0
44689.DDB0206312	Q54W89
44689.DDB0231554	Q55A48
44689.DDB0203636	Q55AJ0
44689.DDB0304761	Q55AU1
44689.DDB0202733	Q55B40
44689.DDB0202780	Q55B83
44689.DDB0304715	Q55C71
44689.DDB0304618	Q55FP7
44689.DDB0305056	Q55G38
44689.DDB0189547	Q55G74
44689.DDB0189510	Q55GB2
44689.DDB0216449	Q55H46
44689.DDB0191353	Q6TMK0
44689.DDB0167398	Q86I54
44689.DDB0167158	Q86ID9
44689.DDB0185186	Q8MZN0
44689.DDB0216237	Q8T6G9
44689.DDB0204690	Q54X81
44689.DDB0205623	Q54TU6
44689.DDB0305071	Q54EB9
44689.DDB0234129	B0G156
44689.DDB0206086	Q54V39
44689.DDB0202064	Q55GW3
44689.DDB0187929	Q54IZ4
44689.DDB0231129	Q54JS3
44689.DDB0186433	Q54NF4
44689.DDB0219712	Q54DS5
44689.DDB0204476	Q54YM2
44689.DDB0184508	Q54CW4
44689.DDB0305295	Q54CJ0
44689.DDB0238566	Q54CK7
44689.DDB0219737	Q54DC2
44689.DDB0231135	Q54DJ3
44689.DDB0191602	Q54E37
44689.DDB0220623	Q54ET4
44689.DDB0233084	Q54EY0
44689.DDB0189301	Q54F03
44689.DDB0220479	Q54F12
44689.DDB0189015	Q54FQ5
44689.DDB0188651	Q54GT0
44689.DDB0187266	Q54KW0
44689.DDB0202185	Q55FX1
44689.DDB0188706	Q54GM4
44689.DDB0231546	Q1ZXH3
44689.DDB0169507	Q75JH7
44689.DDB0186703	Q54MN5
44689.DDB0233340	Q54Q30
44689.DDB0185446	Q54R94
44689.DDB0217772	Q551X7
44689.DDB0202846	Q55BE7
44689.DDB0190919	Q55C25
44689.DDB0168739	Q75JW4
44689.DDB0304806	Q7KWM8
44689.DDB0168320	Q86JB4
44689.DDB0167483	Q8T2U3
44689.DDB0188152	Q54IB3
44689.DDB0187587	Q54JZ8
44689.DDB0218813	Q54LT6
44689.DDB0185653	Q54QN5
44689.DDB0185358	Q54RK1
44689.DDB0204786	Q54SG5
44689.DDB0204080	Q54U92
44689.DDB0204025	Q54UE8
44689.DDB0218151	Q54X88
44689.DDB0204472	Q54YM6
44689.DDB0204418	Q54YT3
44689.DDB0203517	Q552D4
44689.DDB0220680	Q554N4
44689.DDB0203302	Q555X7
44689.DDB0217016	Q559Q5
44689.DDB0190480	Q55DD2
44689.DDB0229930	Q55DF8
44689.DDB0216570	Q55FS7
44689.DDB0216556	Q55G66
44689.DDB0189385	Q55GP1
44689.DDB0231697	Q55GU6
44689.DDB0189323	Q55GV7
44689.DDB0168502	Q75JE2
44689.DDB0237552	Q7KWS8
44689.DDB0185081	Q86AD8
44689.DDB0233453	Q86IE2
44689.DDB0202604	Q553N9
44689.DDB0169337	Q75K07
44689.DDB0216946	Q55AC9
44689.DDB0169194	Q75J89
44689.DDB0188800	Q54GC4
44689.DDB0186193	Q54P53
44689.DDB0216801	Q55BD0
44689.DDB0189610	Q55G06
44689.DDB0187579	Q54K04
44689.DDB0192178	Q54B61
44689.DDB0203738	Q54BB9
44689.DDB0184529	Q54CU5
44689.DDB0184183	Q54DT4
44689.DDB0184107	Q54E15
44689.DDB0220016	Q54EK0
44689.DDB0219631	Q54FB0
44689.DDB0219621	Q54FE2
44689.DDB0189008	Q54FR2
44689.DDB0302368	Q54G32
44689.DDB0185703	Q54QI3
44689.DDB0202566	Q553S3
44689.DDB0204580	Q54TN7
44689.DDB0190524	Q55D84
44689.DDB0220117	Q54CK5
44689.DDB0238154	Q54JK9
44689.DDB0233782	Q54BI8
44689.DDB0219782	Q54BR6
44689.DDB0215565	Q54BV4
44689.DDB0188254	Q54I07
44689.DDB0188058	Q54IK4
44689.DDB0187766	Q54JG4
44689.DDB0218697	Q54NE7
44689.DDB0216953	Q55A94
44689.DDB0191976	Q54BQ4
44689.DDB0218202	Q54W51
44689.DDB0252682	C7FZX8
44689.DDB0266618	C7FZZ0
44689.DDB0187450	Q54KF4
44689.DDB0201906	Q55CR8
44689.DDB0233906	Q55F84
44689.DDB0233714	Q76NX0
44689.DDB0168837	Q7KWV5
44689.DDB0232094	Q86AS1
44689.DDB0167680	Q86HQ6
44689.DDB0185190	O15716
44689.DDB0188179	Q54I85
44689.DDB0187251	Q54KX6
44689.DDB0305053	Q54LH9
44689.DDB0233955	Q54PE2
44689.DDB0185734	Q54QF3
44689.DDB0238070	Q54QJ2
44689.DDB0220598	Q54RH8
44689.DDB0205556	Q54U09
44689.DDB0215276	Q54XG6
44689.DDB0205498	Q54XZ6
44689.DDB0205404	Q54Y86
44689.DDB0233373	Q551Y7
44689.DDB0217625	Q553Y9
44689.DDB0203119	Q554G8
44689.DDB0233284	Q554V4
44689.DDB0203742	Q559R3
44689.DDB0216943	Q55AD5
44689.DDB0202856	Q55BF7
44689.DDB0190836	Q55CA7
44689.DDB0190728	Q55CM3
44689.DDB0202345	Q55EN6
44689.DDB0189568	Q55G51
44689.DDB0191234	Q9BKP6
44689.DDB0191302	Q9U9N6
44689.DDB0187912	Q54J12
44689.DDB0215303	Q54XE1
44689.DDB0215179	Q54ZT8
44689.DDB0216838	Q55B26
44689.DDB0190037	Q55EQ6
44689.DDB0216504	Q55GZ9
44689.DDB0216444	Q55H56
44689.DDB0232270	Q86H44
44689.DDB0167890	Q86IY2
44689.DDB0220457	Q23878
44689.DDB0216125	Q54H60
44689.DDB0218403	Q54S33
44689.DDB0204539	Q54TS8
44689.DDB0219487	Q54GZ6
44689.DDB0215089	Q54AV0
44689.DDB0192131	Q54B99
44689.DDB0191954	Q54BS3
44689.DDB0191698	Q54CH2
44689.DDB0184120	Q54E00
44689.DDB0231224	Q54FA0
44689.DDB0188936	Q54FY5
44689.DDB0186192	Q54P54
44689.DDB0216516	Q55GY3
44689.DDB0217554	Q869S2
44689.DDB0169043	Q86HX6
44689.DDB0234029	Q86I68
44689.DDB0206098	Q54V30
44689.DDB0238752	Q54V67
44689.DDB0188546	Q54H35
44689.DDB0188537	Q54H42
44689.DDB0188495	Q54H87
44689.DDB0234115	Q54JS8
44689.DDB0305104	Q54M50
44689.DDB0219951	Q54MV5
44689.DDB0203209	Q555D7
44689.DDB0190855	Q55C87
44689.DDB0216731	Q55CL8
44689.DDB0237578	Q55D50
44689.DDB0305223	Q55DR4
44689.DDB0238758	Q55DZ2
44689.DDB0188165	Q54I99
44689.DDB0219222	Q54KI7
44689.DDB0231974	Q54L24
44689.DDB0187072	Q54LG4
44689.DDB0186061	Q54PI2
44689.DDB0218599	Q54PS5
44689.DDB0185867	Q54Q25
44689.DDB0218391	Q54SC2
44689.DDB0218301	Q54U27
44689.DDB0215258	Q54UN6
44689.DDB0304742	Q54V05
44689.DDB0206270	Q54XJ5
44689.DDB0206176	Q54XT2
44689.DDB0237567	Q550V0
44689.DDB0217805	Q551Q4
44689.DDB0185083	Q555V9
44689.DDB0238710	Q556L9
44689.DDB0216914	Q55AM9
44689.DDB0190951	Q55BZ2
44689.DDB0201997	Q55C20
44689.DDB0190887	Q55C55
44689.DDB0233542	Q55F01
44689.DDB0216583	Q55FE1
44689.DDB0189601	Q55G17
44689.DDB0216545	Q55GE4
44689.DDB0216544	Q55GF7
44689.DDB0237529	Q75JF5
44689.DDB0167299	Q86H96
44689.DDB0191517	Q86IB7
44689.DDB0168369	Q86JJ3
44689.DDB0238262	Q550P3
44689.DDB0233223	Q1ZXN5
44689.DDB0219886	Q54BH6
44689.DDB0192029	Q54BJ9
44689.DDB0219862	Q54BR9
44689.DDB0188564	Q54H17
44689.DDB0187649	Q54JT2
44689.DDB0305107	Q54M34
44689.DDB0304576	Q54MI2
44689.DDB0205487	Q54Y05
44689.DDB0185173	Q8I7C4
44689.DDB0237860	Q54CP0
44689.DDB0238043	Q54TS3
44689.DDB0202523	Q553G1
44689.DDB0217677	Q553I0
44689.DDB0238223	Q54E77
44689.DDB0187110	Q54LC4
44689.DDB0218404	Q54S28
44689.DDB0218060	Q54YQ7
44689.DDB0219835	Q54C20
44689.DDB0204403	Q54YU8
44689.DDB0192177	Q54B62
44689.DDB0184581	Q54CP2
44689.DDB0219769	Q54CU0
44689.DDB0184182	Q54DT5
44689.DDB0231420	Q54DT7
44689.DDB0184111	Q54E09
44689.DDB0219676	Q54EI4
44689.DDB0189097	Q54FJ4
44689.DDB0188922	Q54FZ9
44689.DDB0188650	Q54GT1
44689.DDB0252588	Q54HJ7
44689.DDB0201680	Q55ED5
44689.DDB0191743	Q54CD0
44689.DDB0188156	Q54IA9
44689.DDB0304753	Q54K05
44689.DDB0187521	Q54K75
44689.DDB0187463	Q54KE0
44689.DDB0187075	Q54LG1
44689.DDB0233721	Q54PT7
44689.DDB0185762	Q54QC7
