9615.ENSCAFP00000014770	Q5IFP1
9615.ENSCAFP00000014901	F1PA89
9615.ENSCAFP00000024202	F1PAX5
9615.ENSCAFP00000038467	F1PH55
9615.ENSCAFP00000021788	F1PHM3
9615.ENSCAFP00000007499	F1PHN0
9615.ENSCAFP00000012089	F1PIR8
9615.ENSCAFP00000006708	F1PMI1
9615.ENSCAFP00000003011	F1PUY7
9615.ENSCAFP00000010632	F1PWF3
9615.ENSCAFP00000010121	F1PWP2
9615.ENSCAFP00000009337	F1PWZ8
9615.ENSCAFP00000004734	F1Q0I4
9615.ENSCAFP00000030945	F1Q1P0
9615.ENSCAFP00000004584	F1Q348
9615.ENSCAFP00000011449	Q70Z77
9615.ENSCAFP00000000588	Q9BG69
9615.ENSCAFP00000001253	Q9TV11
9615.ENSCAFP00000033145	F1P6I8
9615.ENSCAFP00000021468	F1PCV4
9615.ENSCAFP00000015961	F1PJP5
9615.ENSCAFP00000018019	F1PR30
9615.ENSCAFP00000009973	F1PR75
9615.ENSCAFP00000027161	F1PRL4
9615.ENSCAFP00000016878	F1PY40
9615.ENSCAFP00000016517	F1Q3Q2
9615.ENSCAFP00000004113	F1Q3T5
9615.ENSCAFP00000026044	C9E9X9
9615.ENSCAFP00000034525	H9GWR3
9615.ENSCAFP00000035789	H9GX26
9615.ENSCAFP00000005256	E2QWW0
9615.ENSCAFP00000024090	E2QY81
9615.ENSCAFP00000027788	E2QYC8
9615.ENSCAFP00000031488	E2QZT7
9615.ENSCAFP00000018765	E2QZZ9
9615.ENSCAFP00000042063	E2QXJ2
9615.ENSCAFP00000023858	E2QZW9
9615.ENSCAFP00000012036	E2R074
9615.ENSCAFP00000018059	E2QTG1
9615.ENSCAFP00000022271	F1PT74
9615.ENSCAFP00000001651	F1PTG6
9615.ENSCAFP00000030680	F1PZS8
9615.ENSCAFP00000031726	H2B3G5
9615.ENSCAFP00000035891	J9JHG2
9615.ENSCAFP00000035949	J9JHL8
9615.ENSCAFP00000036009	J9JHS8
9615.ENSCAFP00000036040	J9JHV9
9615.ENSCAFP00000013215	J9NSC8
9615.ENSCAFP00000036465	J9NTI0
9615.ENSCAFP00000007611	J9NW80
9615.ENSCAFP00000037902	J9NX90
9615.ENSCAFP00000025704	J9NYC4
9615.ENSCAFP00000038348	J9NYH9
9615.ENSCAFP00000038349	J9NYI0
9615.ENSCAFP00000008493	J9NYP9
9615.ENSCAFP00000038437	J9NYR8
9615.ENSCAFP00000038624	J9NZA4
9615.ENSCAFP00000028968	J9P1V4
9615.ENSCAFP00000039615	J9P239
9615.ENSCAFP00000039692	J9P2B5
9615.ENSCAFP00000039805	J9P2M8
9615.ENSCAFP00000039946	J9P317
9615.ENSCAFP00000040464	J9P4I5
9615.ENSCAFP00000040592	J9P4R9
9615.ENSCAFP00000040963	J9P5N4
9615.ENSCAFP00000041138	J9P656
9615.ENSCAFP00000041250	J9P6G7
9615.ENSCAFP00000041497	J9P761
9615.ENSCAFP00000041675	J9P7N6
9615.ENSCAFP00000041924	J9P857
9615.ENSCAFP00000041953	J9P885
9615.ENSCAFP00000042400	J9P9G7
9615.ENSCAFP00000038872	J9PAG8
9615.ENSCAFP00000024149	F1P985
9615.ENSCAFP00000034035	F1PK10
9615.ENSCAFP00000031083	F1PM32
9615.ENSCAFP00000013604	F1PTH8
9615.ENSCAFP00000011465	F1Q0R8
9615.ENSCAFP00000010411	E2QSW2
9615.ENSCAFP00000023633	E2QX65
9615.ENSCAFP00000004990	E2R1K0
9615.ENSCAFP00000028600	E2R3Q7
9615.ENSCAFP00000015673	E2R576
9615.ENSCAFP00000024289	E2R585
9615.ENSCAFP00000005390	E2R5D5
9615.ENSCAFP00000037930	E2R5I3
9615.ENSCAFP00000037412	E2R5I5
9615.ENSCAFP00000008742	E2R5T8
9615.ENSCAFP00000028042	E2R8Z1
9615.ENSCAFP00000010776	E2R8Z2
9615.ENSCAFP00000025812	E2R9W4
9615.ENSCAFP00000025568	E2RA54
9615.ENSCAFP00000034278	E2RAB2
9615.ENSCAFP00000001590	E2RBV9
9615.ENSCAFP00000033127	E2RBW8
9615.ENSCAFP00000008130	E2RC51
9615.ENSCAFP00000002810	E2RC81
9615.ENSCAFP00000006928	E2RCJ3
9615.ENSCAFP00000026272	E2RCL5
9615.ENSCAFP00000018623	E2RDM2
9615.ENSCAFP00000003279	E2REA2
9615.ENSCAFP00000022600	E2RF02
9615.ENSCAFP00000007573	E2RF78
9615.ENSCAFP00000019880	E2RFV4
9615.ENSCAFP00000008096	E2RG47
9615.ENSCAFP00000013717	E2RGL5
9615.ENSCAFP00000021882	E2RIY1
9615.ENSCAFP00000025928	E2RK55
9615.ENSCAFP00000025646	E2RKI4
9615.ENSCAFP00000022531	E2RKU6
9615.ENSCAFP00000026695	E2RKW7
9615.ENSCAFP00000014645	E2RLY4
9615.ENSCAFP00000018793	E2RM47
9615.ENSCAFP00000020799	E2RMD2
9615.ENSCAFP00000014894	E2RPM5
9615.ENSCAFP00000025281	E2RQI9
9615.ENSCAFP00000017665	E2RQK4
9615.ENSCAFP00000025402	E2RRL4
9615.ENSCAFP00000043065	E2RS76
9615.ENSCAFP00000006284	E2RS84
9615.ENSCAFP00000020523	E2RSF7
9615.ENSCAFP00000012912	E2RSG0
9615.ENSCAFP00000008460	E2R907
9615.ENSCAFP00000041435	G3FJA6
9615.ENSCAFP00000030310	Q49RX5
9615.ENSCAFP00000019912	F1PYJ0
9615.ENSCAFP00000030319	A0A059Q7C7
9615.ENSCAFP00000029029	I2FJU3
9615.ENSCAFP00000011546	Q9N0W3
9615.ENSCAFP00000020592	F6XPD9
9615.ENSCAFP00000017279	E2QV38
9615.ENSCAFP00000027733	E2QZ99
9615.ENSCAFP00000017617	F6ULU4
9615.ENSCAFP00000017606	F6UPA7
9615.ENSCAFP00000000689	F6USS9
9615.ENSCAFP00000012781	F6V033
9615.ENSCAFP00000016889	F6XH46
9615.ENSCAFP00000030425	F6Y5R7
9615.ENSCAFP00000019885	F1P6Z1
9615.ENSCAFP00000017855	F1P7D7
9615.ENSCAFP00000017759	F1PAM0
9615.ENSCAFP00000014838	F1PBX1
9615.ENSCAFP00000033837	F1PG14
9615.ENSCAFP00000012654	F1PGH5
9615.ENSCAFP00000010979	F1PNS6
9615.ENSCAFP00000001719	F1PQZ0
9615.ENSCAFP00000018424	F1PV13
9615.ENSCAFP00000011463	F1Q0S0
9615.ENSCAFP00000036674	F1Q1I3
9615.ENSCAFP00000019369	F1P773
9615.ENSCAFP00000043097	F1P9I5
9615.ENSCAFP00000012247	F1PAW4
9615.ENSCAFP00000026851	F1PB62
9615.ENSCAFP00000002354	F1PC18
9615.ENSCAFP00000021453	F1PCW9
9615.ENSCAFP00000029070	F1PDD1
9615.ENSCAFP00000026035	F1PHR2
9615.ENSCAFP00000014025	F1PHU9
9615.ENSCAFP00000019455	F1PI43
9615.ENSCAFP00000029923	F1PIG0
9615.ENSCAFP00000010092	F1PJZ9
9615.ENSCAFP00000020984	F1PNH8
9615.ENSCAFP00000032123	F1PNM5
9615.ENSCAFP00000008533	F1PRC9
9615.ENSCAFP00000025322	F1PS06
9615.ENSCAFP00000008430	F1PTV9
9615.ENSCAFP00000009794	F1PXY4
9615.ENSCAFP00000004464	F1PY82
9615.ENSCAFP00000028806	F1PYQ6
9615.ENSCAFP00000004837	F1PZ71
9615.ENSCAFP00000009236	F1PZF3
9615.ENSCAFP00000023460	F1Q0N9
9615.ENSCAFP00000013048	F1Q423
9615.ENSCAFP00000011669	F2Y836
9615.ENSCAFP00000040864	E2QY79
9615.ENSCAFP00000009558	E2R0T5
9615.ENSCAFP00000015986	E2R146
9615.ENSCAFP00000034536	L7N0N2
9615.ENSCAFP00000009557	Q1MX33
9615.ENSCAFP00000028028	A0JL92
9615.ENSCAFP00000015973	E0WCW5
9615.ENSCAFP00000007955	E2QWM5
9615.ENSCAFP00000023143	E2QXL7
9615.ENSCAFP00000030312	A0A060H5U4
9615.ENSCAFP00000027895	F1PLC5
9615.ENSCAFP00000018716	F1PLU7
9615.ENSCAFP00000035917	J9JHI7
9615.ENSCAFP00000036049	J9JHW8
9615.ENSCAFP00000037613	J9NSD4
9615.ENSCAFP00000037652	J9NSH3
9615.ENSCAFP00000040561	J9NSM2
9615.ENSCAFP00000040813	J9NSS2
9615.ENSCAFP00000036377	J9NT92
9615.ENSCAFP00000036482	J9NTJ7
9615.ENSCAFP00000036601	J9NTW5
9615.ENSCAFP00000037017	J9NV25
9615.ENSCAFP00000037432	J9NW87
9615.ENSCAFP00000025065	J9NWD8
9615.ENSCAFP00000031500	J9NWE7
9615.ENSCAFP00000037510	J9NWG5
9615.ENSCAFP00000008577	J9NWM7
9615.ENSCAFP00000037838	J9NX26
9615.ENSCAFP00000037967	J9NXF4
9615.ENSCAFP00000038171	J9NY04
9615.ENSCAFP00000038182	J9NY15
9615.ENSCAFP00000038192	J9NY25
9615.ENSCAFP00000017783	J9NY88
9615.ENSCAFP00000025298	J9NYY4
9615.ENSCAFP00000038629	J9NZA9
9615.ENSCAFP00000038979	J9P0A7
9615.ENSCAFP00000039025	J9P0F3
9615.ENSCAFP00000039451	J9P1M7
9615.ENSCAFP00000039543	J9P1W7
9615.ENSCAFP00000041733	J9P2D0
9615.ENSCAFP00000039726	J9P2E9
9615.ENSCAFP00000039944	J9P315
9615.ENSCAFP00000040188	J9P3Q9
9615.ENSCAFP00000040752	J9P576
9615.ENSCAFP00000040876	J9P5E9
9615.ENSCAFP00000002323	J9P5S3
9615.ENSCAFP00000041110	J9P630
9615.ENSCAFP00000008548	J9P6L2
9615.ENSCAFP00000021474	J9P6M2
9615.ENSCAFP00000041526	J9P790
9615.ENSCAFP00000041618	J9P7I1
9615.ENSCAFP00000009234	J9P7U9
9615.ENSCAFP00000008481	J9P9I9
9615.ENSCAFP00000042599	J9PA16
9615.ENSCAFP00000042818	J9PAJ1
9615.ENSCAFP00000043113	J9PBD4
9615.ENSCAFP00000012476	F1P8A9
9615.ENSCAFP00000023046	F1P8K5
9615.ENSCAFP00000026443	F1P8T3
9615.ENSCAFP00000024293	F1PF57
9615.ENSCAFP00000018277	F1PL53
9615.ENSCAFP00000008704	F1PLC0
9615.ENSCAFP00000027869	F1PLD2
9615.ENSCAFP00000003893	F1PLE5
9615.ENSCAFP00000020278	F1PM13
9615.ENSCAFP00000006263	F1PPF2
9615.ENSCAFP00000010380	F1PQP1
9615.ENSCAFP00000027680	F1PRG2
9615.ENSCAFP00000013225	F1PSS8
9615.ENSCAFP00000003601	F1PSY8
9615.ENSCAFP00000034208	F1PTC0
9615.ENSCAFP00000001672	F1PTF0
9615.ENSCAFP00000004848	F1PYS3
9615.ENSCAFP00000011914	F1Q019
9615.ENSCAFP00000016515	J9NTT4
9615.ENSCAFP00000037151	J9NVF9
9615.ENSCAFP00000037217	J9NVM5
9615.ENSCAFP00000003819	E2QUK0
9615.ENSCAFP00000023501	E2R3Z2
9615.ENSCAFP00000024185	E2R8N6
9615.ENSCAFP00000039834	E2RAR5
9615.ENSCAFP00000021909	E2REA4
9615.ENSCAFP00000032824	E2RIH3
9615.ENSCAFP00000018539	E2RIJ7
9615.ENSCAFP00000019457	E2RNX1
9615.ENSCAFP00000014319	E2RP07
9615.ENSCAFP00000017834	E2RRD3
9615.ENSCAFP00000008235	J9NSF3
9615.ENSCAFP00000039320	J9NUU7
9615.ENSCAFP00000014266	J9NX31
9615.ENSCAFP00000038033	J9NXM0
9615.ENSCAFP00000014371	J9NXP0
9615.ENSCAFP00000038228	J9NY60
9615.ENSCAFP00000038555	J9NZ35
9615.ENSCAFP00000036030	J9P026
9615.ENSCAFP00000038484	J9P2T9
9615.ENSCAFP00000040732	J9P556
9615.ENSCAFP00000040905	J9P5H7
9615.ENSCAFP00000041302	J9P6L9
9615.ENSCAFP00000041591	J9P7F4
9615.ENSCAFP00000019587	J9P978
9615.ENSCAFP00000011405	E2QUN0
9615.ENSCAFP00000023956	E2QV07
9615.ENSCAFP00000029245	E2QV33
9615.ENSCAFP00000004171	E2R3C7
9615.ENSCAFP00000009235	E2R3Y0
9615.ENSCAFP00000017329	E2R5J0
9615.ENSCAFP00000004850	E2R889
9615.ENSCAFP00000030853	E2R8M3
9615.ENSCAFP00000001881	E2R9V5
9615.ENSCAFP00000039937	E2RA60
9615.ENSCAFP00000002899	E2RA79
9615.ENSCAFP00000030021	E2RBD2
9615.ENSCAFP00000001811	E2RBP5
9615.ENSCAFP00000041128	E2RC70
9615.ENSCAFP00000002816	E2RC75
9615.ENSCAFP00000007085	E2RFN5
9615.ENSCAFP00000022366	E2RG59
9615.ENSCAFP00000022059	E2RHC8
9615.ENSCAFP00000032851	E2RHL6
9615.ENSCAFP00000022006	E2RIC2
9615.ENSCAFP00000002955	E2RKV0
9615.ENSCAFP00000010269	E2RM20
9615.ENSCAFP00000041325	E2RNZ0
9615.ENSCAFP00000020711	E2RPB9
9615.ENSCAFP00000029686	E2RQB6
9615.ENSCAFP00000017650	E2RQM9
9615.ENSCAFP00000021096	E2RRC1
9615.ENSCAFP00000018244	E2RSB1
9615.ENSCAFP00000024897	E2RT88
9615.ENSCAFP00000024819	E2RTM6
9615.ENSCAFP00000040931	J9P5K2
9615.ENSCAFP00000041698	J9P7Q9
9615.ENSCAFP00000041794	J9P805
9615.ENSCAFP00000043027	J9PB49
9615.ENSCAFP00000023676	J9PBL2
9615.ENSCAFP00000012124	L7N0B0
9615.ENSCAFP00000009276	Q1ZZT6
9615.ENSCAFP00000021891	Q8HZP7
9615.ENSCAFP00000027512	Q9XT88
9615.ENSCAFP00000000803	Q32KI5
9615.ENSCAFP00000033015	W0UV09
9615.ENSCAFP00000001171	Q1JRX5
9615.ENSCAFP00000004316	Q29474
9615.ENSCAFP00000028760	E2QX09
9615.ENSCAFP00000023342	E2QZH3
9615.ENSCAFP00000012704	F6UQM4
9615.ENSCAFP00000018088	F6V013
9615.ENSCAFP00000027601	F6X7C9
9615.ENSCAFP00000030438	F6XY66
9615.ENSCAFP00000009652	F6Y290
9615.ENSCAFP00000022816	F6Y5Q8
9615.ENSCAFP00000036341	J9NS66
9615.ENSCAFP00000037626	J9NSE7
9615.ENSCAFP00000036531	J9NTP6
9615.ENSCAFP00000024354	J9NWB3
9615.ENSCAFP00000001589	J9NX00
9615.ENSCAFP00000000577	J9NXH0
9615.ENSCAFP00000038585	J9NZ65
9615.ENSCAFP00000038915	J9P044
9615.ENSCAFP00000038946	J9P074
9615.ENSCAFP00000039941	J9P312
9615.ENSCAFP00000040025	J9P396
9615.ENSCAFP00000040090	J9P3G1
9615.ENSCAFP00000040288	J9P409
9615.ENSCAFP00000040985	J9P5Q6
9615.ENSCAFP00000041166	J9P684
9615.ENSCAFP00000041414	J9P6Y1
9615.ENSCAFP00000001164	B2ZWH7
9615.ENSCAFP00000018144	F1PMS2
9615.ENSCAFP00000018074	F1PNJ5
9615.ENSCAFP00000008105	F1PNZ7
9615.ENSCAFP00000000718	O98083
9615.ENSCAFP00000014030	Q864T0
9615.ENSCAFP00000030311	A5YMW5
9615.ENSCAFP00000002327	F1PC33
9615.ENSCAFP00000014297	F1PDQ3
9615.ENSCAFP00000017250	F1PE59
9615.ENSCAFP00000026750	F1PED5
9615.ENSCAFP00000019501	F1PGU7
9615.ENSCAFP00000026620	F1PH10
9615.ENSCAFP00000024002	F1PIW8
9615.ENSCAFP00000018892	F1PJ56
9615.ENSCAFP00000022027	F1PK63
9615.ENSCAFP00000022474	F1PMF1
9615.ENSCAFP00000020394	F1PNI9
9615.ENSCAFP00000006684	F1PP70
9615.ENSCAFP00000032913	F1PPB0
9615.ENSCAFP00000032513	F1PPG1
9615.ENSCAFP00000008075	F1PQN6
9615.ENSCAFP00000010374	F1PQQ7
9615.ENSCAFP00000018599	F1PR13
9615.ENSCAFP00000006003	F1PR67
9615.ENSCAFP00000010330	F1PRH7
9615.ENSCAFP00000008429	F1PTW6
9615.ENSCAFP00000015565	F1PUN4
9615.ENSCAFP00000003506	F1PVG3
9615.ENSCAFP00000001572	F1PVX8
9615.ENSCAFP00000031226	F1PW64
9615.ENSCAFP00000008314	F1PWF6
9615.ENSCAFP00000004055	F1PXT0
9615.ENSCAFP00000016027	F1PXT3
9615.ENSCAFP00000032081	F1PYM2
9615.ENSCAFP00000011873	F1Q0W4
9615.ENSCAFP00000011304	F1Q2R6
9615.ENSCAFP00000004156	F1Q3B8
9615.ENSCAFP00000011294	F1Q3X6
9615.ENSCAFP00000011685	F1Q4C3
9615.ENSCAFP00000025949	F1PKX6
9615.ENSCAFP00000024502	H9GWI0
9615.ENSCAFP00000035693	H9GX06
9615.ENSCAFP00000009861	E2QYL2
9615.ENSCAFP00000027094	G1K2D2
9615.ENSCAFP00000027969	E2R120
9615.ENSCAFP00000021307	A0JL79
9615.ENSCAFP00000015706	E2R0D9
9615.ENSCAFP00000003739	E2R0E5
9615.ENSCAFP00000037678	J9NSJ7
9615.ENSCAFP00000029410	J9NT48
9615.ENSCAFP00000042772	J9NT59
9615.ENSCAFP00000027920	J9NTJ5
9615.ENSCAFP00000037265	J9NVS3
9615.ENSCAFP00000037918	J9NXA6
9615.ENSCAFP00000038457	J9NYT8
9615.ENSCAFP00000038720	J9NZK0
9615.ENSCAFP00000022900	J9P0J3
9615.ENSCAFP00000040219	J9P3U0
9615.ENSCAFP00000007370	J9P5P6
9615.ENSCAFP00000041053	J9P5X3
9615.ENSCAFP00000041730	J9P7U1
9615.ENSCAFP00000042127	J9P8P8
9615.ENSCAFP00000042651	J9PA68
9615.ENSCAFP00000043090	J9PBB1
9615.ENSCAFP00000043118	J9PBD9
9615.ENSCAFP00000030268	J9PBH6
9615.ENSCAFP00000039971	E2R685
9615.ENSCAFP00000038446	F1PLK3
9615.ENSCAFP00000030367	F1PLY2
9615.ENSCAFP00000001647	F1PTH1
9615.ENSCAFP00000006429	F1PV58
9615.ENSCAFP00000011949	F1PZR5
9615.ENSCAFP00000004381	F1PZY0
9615.ENSCAFP00000035969	J9JHN8
9615.ENSCAFP00000037834	J9NX22
9615.ENSCAFP00000039828	J9P2Q0
9615.ENSCAFP00000018629	J9P337
9615.ENSCAFP00000040023	J9P394
9615.ENSCAFP00000040250	J9P3X1
9615.ENSCAFP00000015494	J9P499
9615.ENSCAFP00000029216	J9P4J2
9615.ENSCAFP00000042693	J9PAB0
9615.ENSCAFP00000034973	E2QUM5
9615.ENSCAFP00000027538	E2QVV7
9615.ENSCAFP00000017101	E2R1X0
9615.ENSCAFP00000020124	E2R3L0
9615.ENSCAFP00000035899	E2R3X6
9615.ENSCAFP00000029385	E2R4F0
9615.ENSCAFP00000004824	E2R8F3
9615.ENSCAFP00000008964	E2R8P0
9615.ENSCAFP00000003862	E2R8S4
9615.ENSCAFP00000006639	E2RDP5
9615.ENSCAFP00000003249	E2RF36
9615.ENSCAFP00000022369	E2RG56
9615.ENSCAFP00000002762	E2RH22
9615.ENSCAFP00000008050	E2RH49
9615.ENSCAFP00000010559	E2RLM0
9615.ENSCAFP00000002356	E2RNA0
9615.ENSCAFP00000018272	E2RS29
9615.ENSCAFP00000029582	E2QTV0
9615.ENSCAFP00000011412	E2QUL6
9615.ENSCAFP00000007990	E2QVP2
9615.ENSCAFP00000009391	E2QWA3
9615.ENSCAFP00000027996	E2R068
9615.ENSCAFP00000028160	E2R273
9615.ENSCAFP00000008517	E2R464
9615.ENSCAFP00000010818	E2R472
9615.ENSCAFP00000012239	E2R4P2
9615.ENSCAFP00000031371	E2R5P6
9615.ENSCAFP00000015868	E2R703
9615.ENSCAFP00000029000	E2R7K4
9615.ENSCAFP00000007197	E2R9T2
9615.ENSCAFP00000001884	E2R9V2
9615.ENSCAFP00000002049	E2R9X8
9615.ENSCAFP00000033175	E2RA59
9615.ENSCAFP00000026810	E2RAC2
9615.ENSCAFP00000034199	E2RAL7
9615.ENSCAFP00000039523	E2RAV9
9615.ENSCAFP00000018954	E2RBG4
9615.ENSCAFP00000022118	E2RDF8
9615.ENSCAFP00000010131	E2RDI2
9615.ENSCAFP00000014241	E2RDQ1
9615.ENSCAFP00000019617	E2RE73
9615.ENSCAFP00000030212	E2REZ8
9615.ENSCAFP00000021620	E2RFB7
9615.ENSCAFP00000013725	E2RGJ4
9615.ENSCAFP00000019260	E2RJE4
9615.ENSCAFP00000008976	E2RL13
9615.ENSCAFP00000001961	E2RL48
9615.ENSCAFP00000033221	E2RLE7
9615.ENSCAFP00000022241	E2RM03
9615.ENSCAFP00000001620	E2RMB4
9615.ENSCAFP00000026846	E2RPP2
9615.ENSCAFP00000018310	E2RR03
9615.ENSCAFP00000025317	E2RT26
9615.ENSCAFP00000001368	E2RT63
9615.ENSCAFP00000024879	E2RTA6
9615.ENSCAFP00000023468	L7N0H1
9615.ENSCAFP00000039524	Q70ZB8
9615.ENSCAFP00000020492	Q7YSA1
9615.ENSCAFP00000030321	C4MSR8
9615.ENSCAFP00000030314	C4MSX6
9615.ENSCAFP00000009112	Q28272
9615.ENSCAFP00000005164	Q6QT04
9615.ENSCAFP00000022438	K7S4C5
9615.ENSCAFP00000011762	V5KXV2
9615.ENSCAFP00000025222	F6UNN7
9615.ENSCAFP00000038541	F6UPV2
9615.ENSCAFP00000000741	F6UQF4
9615.ENSCAFP00000024677	F6V9Q0
9615.ENSCAFP00000004707	F6XCN6
9615.ENSCAFP00000012562	F6XDF2
9615.ENSCAFP00000009463	F6XQL1
9615.ENSCAFP00000041079	J9NRI5
9615.ENSCAFP00000007210	J9NY37
9615.ENSCAFP00000038416	J9NYP7
9615.ENSCAFP00000038904	J9P033
9615.ENSCAFP00000017636	J9P282
9615.ENSCAFP00000020420	J9P4D6
9615.ENSCAFP00000040649	J9P4X5
9615.ENSCAFP00000040729	J9P553
9615.ENSCAFP00000042473	J9P9P0
9615.ENSCAFP00000042809	J9PAI2
9615.ENSCAFP00000043208	J9PBM7
9615.ENSCAFP00000036855	J9NUL6
9615.ENSCAFP00000037803	J9NWZ2
9615.ENSCAFP00000042360	J9P0T6
9615.ENSCAFP00000039355	J9P1D1
9615.ENSCAFP00000039540	J9P1W4
9615.ENSCAFP00000030246	J9P5S2
9615.ENSCAFP00000021279	J9P855
9615.ENSCAFP00000027454	J9PA74
9615.ENSCAFP00000002451	F1P9J5
9615.ENSCAFP00000000867	F1PBI8
9615.ENSCAFP00000034400	F1PDX9
9615.ENSCAFP00000020422	F1PQ86
9615.ENSCAFP00000041041	F1PR29
9615.ENSCAFP00000015515	F1PUS3
9615.ENSCAFP00000035233	F1Q3Y8
9615.ENSCAFP00000026975	Q3HTU1
9615.ENSCAFP00000024553	F1P612
9615.ENSCAFP00000014541	F1P6D8
9615.ENSCAFP00000019851	F1P7N8
9615.ENSCAFP00000029720	F1PAM8
9615.ENSCAFP00000000417	F1PBL9
9615.ENSCAFP00000042219	F1PCF7
9615.ENSCAFP00000006929	F1PDK3
9615.ENSCAFP00000014278	F1PDR6
9615.ENSCAFP00000024645	F1PGG0
9615.ENSCAFP00000012077	F1PIS8
9615.ENSCAFP00000013994	F1PKW7
9615.ENSCAFP00000025937	F1PKY5
9615.ENSCAFP00000013959	F1PKY7
9615.ENSCAFP00000010966	F1PNU0
9615.ENSCAFP00000032951	F1PP57
9615.ENSCAFP00000006046	F1PR25
9615.ENSCAFP00000039595	F1PSK8
9615.ENSCAFP00000036411	F1PWJ8
9615.ENSCAFP00000016960	F1PWS0
9615.ENSCAFP00000020158	F1PXE6
9615.ENSCAFP00000004855	F1PYR2
9615.ENSCAFP00000004693	F1Q1F9
9615.ENSCAFP00000023363	F1Q2B2
9615.ENSCAFP00000009869	F1Q3F7
9615.ENSCAFP00000034864	H9GWS7
9615.ENSCAFP00000035406	H9GWW6
9615.ENSCAFP00000030321	B9TZQ0
9615.ENSCAFP00000028191	E2R1C4
9615.ENSCAFP00000028028	A0JL95
9615.ENSCAFP00000010951	E2QXC2
9615.ENSCAFP00000013046	E2R0H5
9615.ENSCAFP00000005077	A0JL45
9615.ENSCAFP00000016597	Q9TV83
9615.ENSCAFP00000031343	F1PFT6
9615.ENSCAFP00000039695	J9NRR6
9615.ENSCAFP00000037664	J9NSI4
9615.ENSCAFP00000040834	J9NSU3
9615.ENSCAFP00000041849	J9NSZ7
9615.ENSCAFP00000042768	J9NT55
9615.ENSCAFP00000036387	J9NTA2
9615.ENSCAFP00000036490	J9NTK5
9615.ENSCAFP00000036694	J9NU57
9615.ENSCAFP00000040545	J9NU74
9615.ENSCAFP00000036867	J9NUM8
9615.ENSCAFP00000037047	J9NV55
9615.ENSCAFP00000037502	J9NWF7
9615.ENSCAFP00000026535	J9NWF8
9615.ENSCAFP00000037552	J9NWK7
9615.ENSCAFP00000026944	J9NX92
9615.ENSCAFP00000038267	J9NY99
9615.ENSCAFP00000038423	J9NYQ4
9615.ENSCAFP00000038620	J9NZA0
9615.ENSCAFP00000039133	J9P0R0
9615.ENSCAFP00000016776	J9P104
9615.ENSCAFP00000039426	J9P1K2
9615.ENSCAFP00000010770	J9P2L6
9615.ENSCAFP00000040210	J9P3T1
9615.ENSCAFP00000014764	J9P3Y7
9615.ENSCAFP00000024193	J9P4J3
9615.ENSCAFP00000040532	J9P4Q3
9615.ENSCAFP00000040648	J9P4X4
9615.ENSCAFP00000040864	J9P5D7
9615.ENSCAFP00000041063	J9P5Y3
9615.ENSCAFP00000041327	J9P6P4
9615.ENSCAFP00000041464	J9P730
9615.ENSCAFP00000023263	J9P784
9615.ENSCAFP00000041523	J9P787
9615.ENSCAFP00000024778	J9P7W5
9615.ENSCAFP00000016325	J9PA14
9615.ENSCAFP00000001504	J9PAH9
9615.ENSCAFP00000042950	J9PAX2
9615.ENSCAFP00000016912	J9PBH3
9615.ENSCAFP00000009333	J9PBN7
9615.ENSCAFP00000016009	E2QUU0
9615.ENSCAFP00000029263	E2QUZ2
9615.ENSCAFP00000028537	E2R8P6
9615.ENSCAFP00000015830	E2R8R1
9615.ENSCAFP00000010157	E2RDF1
9615.ENSCAFP00000001720	E2RHG7
9615.ENSCAFP00000038469	E2RIS2
9615.ENSCAFP00000013675	E2RKJ3
9615.ENSCAFP00000021508	E2RLB7
9615.ENSCAFP00000007229	E2RLC1
9615.ENSCAFP00000021677	F1P774
9615.ENSCAFP00000017102	F1PF37
9615.ENSCAFP00000016789	F1Q040
9615.ENSCAFP00000022762	F1Q0E1
9615.ENSCAFP00000000622	E2QSI2
9615.ENSCAFP00000018057	E2QTG3
9615.ENSCAFP00000016029	E2QUQ7
9615.ENSCAFP00000023966	E2QUY7
9615.ENSCAFP00000008914	E2QV65
9615.ENSCAFP00000035189	E2QVM8
9615.ENSCAFP00000011697	E2QWB1
9615.ENSCAFP00000016189	E2R296
9615.ENSCAFP00000010865	E2R357
9615.ENSCAFP00000020136	E2R3J3
9615.ENSCAFP00000004168	E2R450
9615.ENSCAFP00000037165	E2R7A0
9615.ENSCAFP00000012181	E2R9L2
9615.ENSCAFP00000002800	E2RC95
9615.ENSCAFP00000008352	E2REW2
9615.ENSCAFP00000034070	E2RFA6
9615.ENSCAFP00000007082	E2RFN7
9615.ENSCAFP00000019839	E2RGT2
9615.ENSCAFP00000015455	E2RGY5
9615.ENSCAFP00000003467	E2RHV1
9615.ENSCAFP00000007288	E2RK81
9615.ENSCAFP00000001644	E2RLJ1
9615.ENSCAFP00000026064	E2RMJ5
9615.ENSCAFP00000018438	E2RND9
9615.ENSCAFP00000005745	E2RT20
9615.ENSCAFP00000012865	E2RTI7
9615.ENSCAFP00000042136	C1KG39
9615.ENSCAFP00000022042	E2RI71
9615.ENSCAFP00000039483	Q863J5
9615.ENSCAFP00000012073	Q38QA1
9615.ENSCAFP00000037785	Q70Z99
9615.ENSCAFP00000037160	J9NVG8
9615.ENSCAFP00000039521	J9P1U5
