353153.XP_810529.1	P18269
353153.XP_816713.1	K4E4M6
353153.XP_806810.1	K4E7I4
353153.XP_819374.1	K4EAP7
353153.XP_811502.1	A5YQ11
353153.XP_820889.1	G0Z1W4
353153.XP_817799.1	Q6BCB3
353153.XP_817703.1	K4E3N5
353153.XP_807762.1	K4E3T6
353153.XP_815687.1	K4E629
353153.XP_811130.1	G4WK02
353153.XP_811166.1	K4DJW4
353153.XP_812631.1	K4DTT7
353153.XP_815078.1	K4DWC6
353153.XP_821629.1	K4DXT2
353153.XP_804029.1	K4E620
353153.XP_807211.1	K4E838
353153.XP_812853.1	K4ECD5
353153.XP_805584.1	O43960
353153.XP_815719.1	K4DUP1
353153.XP_804324.1	K4E1D2
353153.XP_820051.1	K4DLJ1
353153.XP_812875.1	K4DM00
353153.XP_815817.1	K4DNL3
353153.XP_814400.1	K4DP86
353153.XP_822082.1	K4E1F9
353153.XP_821189.1	K4E1W0
353153.XP_814653.1	K4E2F4
353153.XP_820203.1	K4EAK3
353153.XP_817925.1	K4EBL4
353153.XP_811625.1	K4DNA7
353153.XP_821024.1	K4E300
353153.XP_821007.1	K4E319
353153.XP_806669.1	B2M0V3
353153.XP_820174.1	B5TYR9
353153.XP_808824.1	B5U6T9
353153.XP_804882.1	Q8I1N3
353153.XP_820888.1	Q8T2W8
353153.XP_819820.1	Q86M63
353153.XP_815286.1	G0Z1M3
353153.XP_812334.1	K4DR98
353153.XP_811833.1	K4DZR5
353153.XP_817811.1	K4E3J1
353153.XP_811566.1	K4E676
353153.XP_817115.1	K4EAR8
353153.XP_822081.1	G0Z1A1
353153.XP_819965.1	K4DJU7
353153.XP_814274.1	K4DJV2
353153.XP_818172.1	K4DKB9
353153.XP_808766.1	K4DMD3
353153.XP_821877.1	K4DWK5
353153.XP_815861.1	K4DZI9
353153.XP_808555.1	K4E0S6
353153.XP_812429.1	K4E9Q5
353153.XP_808568.1	K4EC63
353153.XP_809229.1	H2CRR3
353153.XP_807308.1	Q4R2S9
353153.XP_814829.1	K4E175
353153.XP_817801.1	K4E3T0
353153.XP_813635.1	K4EBF2
353153.XP_807431.1	Q26969
353153.XP_804556.1	K4DLH8
353153.XP_808540.1	K4DN35
353153.XP_813119.1	K4DR77
353153.XP_814813.1	K4DUL0
353153.XP_809002.1	K4E1M1
353153.XP_822060.1	K4E1U9
353153.XP_817296.1	K4E3Q6
353153.XP_818978.1	K4E4T8
353153.XP_811400.1	O61043
353153.XP_814431.1	A0A088CGZ7
353153.XP_820895.1	J7JUJ2
353153.XP_814885.1	D3JLF2
353153.XP_806848.1	K4DJS1
353153.XP_814231.1	K4DK63
353153.XP_806656.1	K4DLV0
353153.XP_816961.1	K4DMG0
353153.XP_816923.1	K4DS54
353153.XP_807419.1	K4DXD5
353153.XP_820946.1	K4DY25
353153.XP_813452.1	K4E160
353153.XP_822080.1	K4E1N2
353153.XP_821205.1	K4E2J6
353153.XP_821199.1	K4E2K0
353153.XP_812260.1	K4E311
353153.XP_810826.1	K4E7C6
353153.XP_813248.1	K4E9Y7
353153.XP_807387.1	K4EB29
353153.XP_807958.1	K4ECI8
353153.XP_817791.1	K4ECV3
353153.XP_808603.1	Q9GU26
353153.XP_821474.1	K4E0J8
353153.XP_821453.1	K4E0N6
353153.XP_811032.1	K4E0T3
353153.XP_820167.1	M4H1Y0
353153.XP_819301.1	A5YQS3
353153.XP_806055.1	F2WVH3
353153.XP_810126.1	K4DK14
353153.XP_813816.1	K4DU82
353153.XP_817266.1	K4EE99
353153.XP_809679.1	G0Z0W2
353153.XP_811565.1	G0Z0W9
353153.XP_810228.1	K4DJP1
353153.XP_814388.1	K4DKF2
353153.XP_821845.1	K4DWP1
353153.XP_818785.1	K4DZ30
353153.XP_821779.1	K4E3A4
353153.XP_807700.1	K4E8M5
353153.XP_816741.1	K4EA97
353153.XP_814499.1	K4EB63
353153.XP_817273.1	K4EEA2
353153.XP_820174.1	Q9NB56
353153.XP_821219.1	G4WJT4
353153.XP_811130.1	G4WK03
353153.XP_813434.1	I3QE13
353153.XP_802993.1	I3QF75
353153.XP_810857.1	Q7YZM6
353153.XP_811821.1	K4DLL1
353153.XP_822083.1	K4E1T1
353153.XP_816517.1	K4E461
353153.XP_810786.1	K4E7P7
353153.XP_814696.1	K4EBB8
353153.XP_816690.1	Q9UA67
353153.XP_816990.1	K4DT32
353153.XP_806483.1	K4E181
353153.XP_805368.1	K4E5I2
353153.XP_807304.1	K4E9H8
353153.XP_816673.1	K4EAZ6
353153.XP_813650.1	K4EB22
353153.XP_820895.1	J7JUC6
353153.XP_810296.1	K4DJN3
353153.XP_804087.1	K4DJZ7
353153.XP_815122.1	K4DP69
353153.XP_817973.1	K4DST3
353153.XP_819271.1	K4DX93
353153.XP_820955.1	K4DY41
353153.XP_805375.1	K4DYB1
353153.XP_813829.1	K4E1F5
353153.XP_819105.1	K4E2E6
353153.XP_815451.1	K4E356
353153.XP_817291.1	K4E434
353153.XP_807672.1	K4E4U6
353153.XP_807126.1	K4E602
353153.XP_807525.1	K4E716
353153.XP_810255.1	K4E792
353153.XP_818436.1	K4E7X7
353153.XP_809340.1	K4E8I0
353153.XP_809322.1	K4E8Q9
353153.XP_816983.1	K4E963
353153.XP_818109.1	K4E9D6
353153.XP_817921.1	K4EAC5
353153.XP_810470.1	K4EBP6
353153.XP_818015.1	K4EBS1
353153.XP_805625.1	K4ECL0
353153.XP_816073.1	K4EDD3
353153.XP_811345.1	K4DIQ4
353153.XP_821603.1	Q2TJB2
353153.XP_809745.1	G0Z0W0
353153.XP_803257.1	K4DIF6
353153.XP_804591.1	K4DJF2
353153.XP_816427.1	K4DL78
353153.XP_808092.1	K4DVK6
353153.XP_809874.1	K4DWC9
353153.XP_818022.1	K4DXM8
353153.XP_819829.1	K4E0M3
353153.XP_804079.1	K4E4D2
353153.XP_817241.1	K4EBE2
353153.XP_818650.1	G4WJZ7
353153.XP_820967.1	I3QED5
353153.XP_805651.1	O00804
353153.XP_816147.1	K4DUZ8
353153.XP_812979.1	K4DXX2
353153.XP_811913.1	K4DY34
353153.XP_816320.1	K4E4G7
353153.XP_820210.1	M1FYE4
353153.XP_817201.1	K4DTS2
353153.XP_808497.1	K4DWT1
353153.XP_812262.1	K4DX86
353153.XP_811060.1	K4DZQ3
353153.XP_819288.1	K4E2H4
353153.XP_817280.1	K4EDT2
353153.XP_808269.1	K4EDV4
353153.XP_810361.1	K4DIN8
353153.XP_821969.1	O61113
353153.XP_821958.1	A0A088CGD3
353153.XP_820895.1	J7K1C7
353153.XP_813103.1	K4DPK3
353153.XP_812648.1	K4DSX4
353153.XP_807486.1	K4E128
353153.XP_807624.1	K4E271
353153.XP_812451.1	K4E372
353153.XP_819356.1	K4E9Y6
353153.XP_818578.1	Q9GPN2
353153.XP_814793.1	K4DMN9
353153.XP_806243.1	K4DNJ9
353153.XP_815861.1	K4DNP2
353153.XP_812328.1	K4DRR2
353153.XP_822037.1	K4DTU9
353153.XP_821744.1	K4DVP1
353153.XP_817044.1	K4DVV5
353153.XP_820860.1	K4DWN3
353153.XP_813599.1	K4DXD8
353153.XP_814889.1	K4E0J5
353153.XP_810157.1	K4E1Q9
353153.XP_807653.1	K4E2A6
353153.XP_813384.1	K4E456
353153.XP_820113.1	K4E4D6
353153.XP_821796.1	K4E4I9
353153.XP_805766.1	K4E4L8
353153.XP_817571.1	K4E5L0
353153.XP_811794.1	K4E5T0
353153.XP_817466.1	K4E8J3
353153.XP_817894.1	K4EB19
353153.XP_814518.1	Q8WR04
353153.XP_821037.1	Q6WB09
353153.XP_807262.1	I6LE98
353153.XP_820174.1	O43959
353153.XP_810294.1	K4DJX4
353153.XP_820032.1	K4DLY3
353153.XP_804948.1	K4DU17
353153.XP_808996.1	K4DUV4
353153.XP_819162.1	K4DWB1
353153.XP_815257.1	K4DWK7
353153.XP_820844.1	K4DX94
353153.XP_820915.1	K4DYF5
353153.XP_808807.1	K4E0C0
353153.XP_818333.1	K4E0X2
353153.XP_811835.1	K4E120
353153.XP_811721.1	K4E1F8
353153.XP_814527.1	K4E2K5
353153.XP_822109.1	K4E2U0
353153.XP_821807.1	K4E4K7
353153.XP_817579.1	K4E4X8
353153.XP_815602.1	K4E6W8
353153.XP_814738.1	K4E764
353153.XP_813843.1	K4E822
353153.XP_812989.1	K4E902
353153.XP_820972.1	K4E9H4
353153.XP_819780.1	K4E9T0
353153.XP_807342.1	K4EA72
353153.XP_817678.1	K4EC73
353153.XP_806081.1	K4EE10
353153.XP_821739.1	K4DVN7
353153.XP_810822.1	K4E6M7
353153.XP_813188.1	A6Q0T4
353153.XP_815055.1	Q86M65
353153.XP_820047.1	K4DLD4
353153.XP_807644.1	K4DLM9
353153.XP_821876.1	K4DWK0
353153.XP_814349.1	K4DWW9
353153.XP_821645.1	K4DXS0
353153.XP_808415.1	K4E410
353153.XP_816715.1	K4E606
353153.XP_806866.1	K4E6D9
353153.XP_814427.1	K4E8P2
353153.XP_817108.1	K4EAS2
353153.XP_822068.1	Q1ZYW6
353153.XP_811509.1	K4DN18
353153.XP_816748.1	K4DR35
353153.XP_815311.1	K4E5X3
353153.XP_816734.1	K4E9F9
353153.XP_802537.1	Q5QQ44
353153.XP_819699.1	K4E1H7
353153.XP_817088.1	K4E1K2
353153.XP_807398.1	K4E2S9
353153.XP_820427.1	K4EB50
353153.XP_807543.1	Q6T436
353153.XP_820895.1	G4WJA5
353153.XP_813173.1	G4WJU5
353153.XP_802537.1	I3QET3
353153.XP_817923.1	I3QFC5
353153.XP_816035.1	I3QFE9
353153.XP_813796.1	Q5ZPF6
353153.XP_817374.1	G0Z1I7
353153.XP_803101.1	G1EC73
353153.XP_818648.1	K4DJJ5
353153.XP_817351.1	K4DM48
353153.XP_818088.1	K4DUG7
353153.XP_821131.1	K4DYJ0
353153.XP_817077.1	K4E1C2
353153.XP_816704.1	K4E4M3
353153.XP_805913.1	K4E7H7
353153.XP_813179.1	K4EDY4
353153.XP_817424.1	K4DJV9
353153.XP_819232.1	K4DY62
353153.XP_818216.1	K4DYA7
353153.XP_805566.1	K4E0T5
353153.XP_805462.1	K4E0U0
353153.XP_811663.1	K4E263
353153.XP_811669.1	K4E269
353153.XP_818724.1	K4E2B7
353153.XP_815958.1	K4E2D1
353153.XP_813381.1	K4E2W8
353153.XP_816718.1	K4E4N3
353153.XP_804092.1	K4E548
353153.XP_803349.1	K4E574
353153.XP_811796.1	K4E5N3
353153.XP_802965.1	K4E633
353153.XP_804547.1	K4EDX9
353153.XP_804225.1	K4EEB0
353153.XP_817923.1	G4WJU9
353153.XP_802722.1	I3QF54
353153.XP_821803.1	Q5XXD5
353153.XP_806045.1	I3QDY3
353153.XP_809497.1	I3QDZ4
353153.XP_802864.1	I3QF86
353153.XP_802864.1	I3QF91
353153.XP_817666.1	E3PA03
353153.XP_804217.1	Q26857
353153.XP_820895.1	Q6RZZ6
353153.XP_820203.1	Q9BKI9
353153.XP_815608.1	Q9GQL5
353153.XP_810645.1	G4WJZ3
353153.XP_813434.1	I3QDZ8
353153.XP_820623.1	I3QE62
353153.XP_820967.1	I3QED6
353153.XP_809973.1	K4DVW5
353153.XP_807956.1	K4ECW6
353153.XP_804238.1	Q2VLK7
353153.XP_812637.1	K4DU33
353153.XP_805275.1	K4DUJ4
353153.XP_820901.1	K4DYQ4
353153.XP_809566.1	K4E0U2
353153.XP_812372.1	K4E481
353153.XP_820233.1	K4E5G3
353153.XP_818542.1	K4E805
353153.XP_805980.1	K4EAD6
353153.XP_808009.1	K4DIK8
353153.XP_811843.1	K4DLA5
353153.XP_804058.1	K4DT09
353153.XP_819227.1	Q8T2W2
353153.XP_809038.1	K4DLL3
353153.XP_813814.1	K4DUH9
353153.XP_821104.1	K4DYR8
353153.XP_813867.1	K4E122
353153.XP_804968.1	K4E2U2
353153.XP_810044.1	K4E3N7
353153.XP_810979.1	K4DU94
353153.XP_814592.1	K4DWV4
353153.XP_806148.1	K4DWW4
353153.XP_821029.1	K4E365
353153.XP_817738.1	Q26936
353153.XP_811236.1	K4DM40
353153.XP_810304.1	K4DT70
353153.XP_821756.1	K4DVB4
353153.XP_808364.1	K4DW39
353153.XP_818877.1	K4DYD7
353153.XP_820546.1	K4DZ01
353153.XP_816835.1	K4DZ14
353153.XP_805550.1	K4E4E0
353153.XP_817581.1	K4E570
353153.XP_804671.1	K4E840
353153.XP_807157.1	K4EDY9
353153.XP_809943.1	O60947
353153.XP_820274.1	I3QE78
353153.XP_806417.1	I3QEY3
353153.XP_806809.1	I3QEZ2
353153.XP_816404.1	Q003G8
353153.XP_815023.1	K4DRG3
353153.XP_816498.1	K4E8Y9
353153.XP_818099.1	K4E9T7
353153.XP_820174.1	K4DJP0
353153.XP_804626.1	K4DJW8
353153.XP_817402.1	K4DJX6
353153.XP_820048.1	K4DLX2
353153.XP_805705.1	K4DM30
353153.XP_809485.1	K4DMD5
353153.XP_812704.1	K4DNI9
353153.XP_820512.1	K4DPH4
353153.XP_809916.1	K4DRY2
353153.XP_805696.1	K4DSN8
353153.XP_819334.1	K4DT08
353153.XP_818809.1	K4DTP2
353153.XP_818086.1	K4DUJ0
353153.XP_805245.1	K4DW82
353153.XP_805032.1	K4DWU7
353153.XP_810887.1	K4DXS2
353153.XP_815652.1	K4DYG2
353153.XP_813152.1	K4E262
353153.XP_819114.1	K4E2H1
353153.XP_821021.1	K4E2Y0
353153.XP_813090.1	K4E5E1
353153.XP_819095.1	K4E5J6
353153.XP_814741.1	K4E6I9
353153.XP_810241.1	K4E6V4
353153.XP_820207.1	K4E9G6
353153.XP_807307.1	K4E9R6
353153.XP_819491.1	K4EDV9
353153.XP_819905.1	K4DZX4
353153.XP_813153.1	K4E0Z1
353153.XP_815327.1	D3JL82
353153.XP_814791.1	Q2I5R9
353153.XP_811415.1	K4DKI9
353153.XP_816372.1	K4DPW3
353153.XP_816449.1	K4DQ05
353153.XP_806930.1	K4DRA3
353153.XP_812601.1	K4DTN1
353153.XP_812434.1	K4DTT6
353153.XP_806938.1	K4DTV2
353153.XP_803414.1	K4DUC4
353153.XP_817037.1	K4DVW8
353153.XP_813597.1	K4DW76
353153.XP_817041.1	K4DWG5
353153.XP_821635.1	K4DXV6
353153.XP_807785.1	K4E0X1
353153.XP_814830.1	K4E0Z9
353153.XP_815449.1	K4E361
353153.XP_818993.1	K4E4I1
353153.XP_809816.1	K4E5N7
353153.XP_819921.1	K4E8H0
353153.XP_814501.1	K4EA20
353153.XP_820397.1	K4DWS8
353153.XP_811127.1	K4DWV8
353153.XP_820942.1	K4DXG6
353153.XP_808486.1	K4E0A2
353153.XP_816214.1	K4E1K3
353153.XP_815989.1	K4E3X2
353153.XP_809390.1	K4E4C3
353153.XP_820076.1	K4E9L5
353153.XP_814233.1	K4DK02
353153.XP_813964.1	K4DM66
353153.XP_814126.1	K4DWP7
353153.XP_817289.1	K4E3Q9
353153.XP_805406.1	K4EAL8
353153.XP_809567.1	Q9U9R2
353153.XP_812389.1	A5YQE8
353153.XP_814947.1	K4DM02
353153.XP_813962.1	K4DMN0
353153.XP_816011.1	K4DP30
353153.XP_810475.1	K4DPK8
353153.XP_816439.1	K4DQ00
353153.XP_809869.1	K4DT69
353153.XP_804365.1	K4DTI8
353153.XP_820270.1	K4DUC7
353153.XP_818563.1	K4DV20
353153.XP_815371.1	K4DW48
353153.XP_818290.1	K4DXH3
353153.XP_815261.1	K4DXP7
353153.XP_813136.1	K4DZ23
353153.XP_807103.1	K4E1B8
353153.XP_808010.1	K4E1M6
353153.XP_819828.1	K4E1Y2
353153.XP_807484.1	K4E2B2
353153.XP_807652.1	K4E303
353153.XP_819043.1	K4E7M1
353153.XP_812025.1	K4E9M0
353153.XP_803314.1	K4EBA2
353153.XP_812722.1	K4EDH6
353153.XP_819306.1	Q9GQL7
353153.XP_822087.1	K4E2V5
353153.XP_818133.1	K4E3C1
353153.XP_816512.1	K4E545
353153.XP_818969.1	K4E5W4
353153.XP_815761.1	K4E9W9
353153.XP_802666.1	Q26960
353153.XP_806124.1	K4DVE2
353153.XP_818768.1	K4DVM9
353153.XP_819223.1	K4DYT1
353153.XP_807557.1	K4DLS0
353153.XP_820044.1	K4DLS4
353153.XP_812501.1	K4DR76
353153.XP_805189.1	K4DRE1
353153.XP_806550.1	K4DU77
353153.XP_809246.1	K4DUD7
353153.XP_821595.1	K4DUL8
353153.XP_818763.1	K4DV29
353153.XP_818558.1	K4DVL4
353153.XP_812322.1	K4DWC8
353153.XP_805769.1	K4DXC5
353153.XP_809515.1	K4DY76
353153.XP_810032.1	K4DYK9
353153.XP_809080.1	K4E2A0
353153.XP_804696.1	K4E2N7
353153.XP_805281.1	K4E3S1
353153.XP_816709.1	K4E5D5
353153.XP_814868.1	K4E6E7
353153.XP_806448.1	K4E790
353153.XP_812659.1	K4E802
353153.XP_820987.1	K4E8X2
353153.XP_806345.1	K4E954
353153.XP_816566.1	K4E978
353153.XP_806924.1	K4E9R2
353153.XP_814087.1	K4EA10
353153.XP_804217.1	A5YQ27
353153.XP_813774.1	G0Z1Y8
353153.XP_817929.1	A7UL80
353153.XP_816530.1	O61057
353153.XP_814071.1	O96865
353153.XP_807002.1	Q95WL3
353153.XP_815942.1	A6N830
353153.XP_815269.1	K4DKW3
353153.XP_804336.1	K4E1I9
353153.XP_818124.1	K4E2R8
353153.XP_807306.1	K4E936
353153.XP_818250.1	K4E9R0
353153.XP_813625.1	K4EB06
353153.XP_821045.1	K4EBG7
353153.XP_809750.1	K4DTA7
353153.XP_805674.1	K4DVI0
353153.XP_816801.1	K4DXG9
353153.XP_821099.1	K4DZQ7
353153.XP_818679.1	K4E097
353153.XP_818789.1	K4E0D1
353153.XP_803004.1	K4E0L1
353153.XP_817472.1	K4E4K3
353153.XP_817689.1	K4E4W8
353153.XP_807212.1	K4E7H3
353153.XP_815526.1	K4E9Q9
353153.XP_816335.1	K4EAY2
353153.XP_806268.1	U5XMM5
353153.XP_815360.1	Q6QT31
353153.XP_814261.1	K4DJ06
353153.XP_818647.1	K4DJI6
353153.XP_807636.1	K4DLZ1
353153.XP_817363.1	K4DPU5
353153.XP_811529.1	K4DU71
353153.XP_812668.1	K4DW10
353153.XP_821522.1	K4DZF0
353153.XP_812120.1	K4DZI3
353153.XP_817128.1	K4E196
353153.XP_817696.1	K4E493
353153.XP_813791.1	K4E4S9
353153.XP_809792.1	K4E4W0
353153.XP_813891.1	K4E5D6
353153.XP_803350.1	K4E5X8
353153.XP_814436.1	K4E823
353153.XP_819368.1	K4E9K6
353153.XP_804112.1	K4DXM6
353153.XP_818442.1	K4DXN9
353153.XP_820917.1	K4DZL5
353153.XP_810079.1	K4E0P0
353153.XP_819119.1	K4E309
353153.XP_802499.1	K4DR80
353153.XP_804572.1	K4DUU2
353153.XP_813750.1	K4DWY7
353153.XP_813190.1	K4EE96
353153.XP_816417.1	K4DLH4
353153.XP_806912.1	K4DM94
353153.XP_816912.1	K4DRL2
353153.XP_817155.1	K4DU99
353153.XP_812636.1	K4DUG6
353153.XP_817254.1	K4DXN0
353153.XP_821893.1	K4DXW3
353153.XP_816838.1	K4DYT9
353153.XP_802537.1	K4DZF5
353153.XP_811394.1	K4E3Y6
353153.XP_805506.1	K4E5Z5
353153.XP_813204.1	K4E6Z3
353153.XP_806897.1	K4E9S5
353153.XP_819311.1	K4EAC0
353153.XP_821063.1	K4EBE6
353153.XP_810622.1	K4EBJ5
353153.XP_820848.1	Q6UBE0
353153.XP_821038.1	Q9NIP9
353153.XP_812389.1	A5YQI3
353153.XP_818578.1	C4PD07
353153.XP_807505.1	O96314
353153.XP_807380.1	A2TEJ6
353153.XP_806095.1	K4DX23
353153.XP_809387.1	K4E327
353153.XP_818996.1	K4E4I7
353153.XP_815517.1	K4EAW0
353153.XP_819787.1	K4EB23
353153.XP_812840.1	G0Z158
353153.XP_806417.1	I3QEW8
353153.XP_810848.1	K4DLS6
353153.XP_807151.1	K4DST1
353153.XP_821484.1	K4DZY7
353153.XP_819300.1	K4E278
353153.XP_815336.1	K4E5E3
353153.XP_810794.1	K4E8J8
353153.XP_818868.1	G4WJX7
353153.XP_809497.1	I3QDX2
353153.XP_819758.1	I3QEF7
353153.XP_816035.1	I3QFE2
353153.XP_815271.1	K4DKI1
353153.XP_809622.1	K4DQU4
353153.XP_817160.1	K4DTW1
353153.XP_807933.1	K4DMJ8
353153.XP_820564.1	K4DN46
353153.XP_815121.1	K4DPA5
353153.XP_807467.1	K4DVW0
353153.XP_803320.1	K4DWG6
353153.XP_813755.1	K4DX65
353153.XP_820719.1	K4DZH1
353153.XP_811436.1	K4DZQ1
353153.XP_804758.1	K4DZX2
353153.XP_816213.1	K4E0I6
353153.XP_804015.1	K4E470
353153.XP_804703.1	K4E681
353153.XP_815305.1	K4E6F9
353153.XP_812010.1	K4E757
353153.XP_818241.1	K4E9S0
353153.XP_815527.1	K4EA18
353153.XP_817785.1	K4ECM4
353153.XP_820895.1	J7JVE2
353153.XP_820581.1	K4DNZ0
353153.XP_810590.1	K4DPF7
353153.XP_815218.1	K4DR70
353153.XP_821466.1	K4DU50
353153.XP_809122.1	K4DU68
353153.XP_810090.1	K4E068
353153.XP_811719.1	K4E076
353153.XP_813391.1	K4E2U3
353153.XP_811501.1	K4E3J5
353153.XP_821806.1	K4E3U0
353153.XP_817475.1	K4E4K0
353153.XP_804067.1	K4E607
353153.XP_810134.1	K4E6P7
353153.XP_818412.1	K4E774
353153.XP_810874.1	K4E7F8
353153.XP_810486.1	K4EA32
353153.XP_804314.1	A7UL79
353153.XP_819223.1	Q5J6K5
353153.XP_806174.1	G0Z169
353153.XP_814885.1	G0Z1H5
353153.XP_813582.1	O61028
353153.XP_807262.1	I6LE92
353153.XP_815327.1	I6LEA6
353153.XP_817585.1	Q5EFD0
353153.XP_811997.1	G0Z1N0
353153.XP_821038.1	G1ECD3
353153.XP_807073.1	K4DU43
353153.XP_803093.1	K4EC12
353153.XP_807478.1	K4DJC5
353153.XP_807769.1	K4DK42
353153.XP_815128.1	K4DNX9
353153.XP_808114.1	K4DR88
353153.XP_816947.1	K4DX28
353153.XP_807586.1	K4DXA1
353153.XP_821475.1	K4DZX6
353153.XP_819847.1	K4E0D9
353153.XP_820317.1	K4E139
353153.XP_817084.1	K4E1B6
353153.XP_818979.1	K4E4J2
353153.XP_807717.1	K4E7T9
353153.XP_816223.1	K4E886
353153.XP_819933.1	K4E9M2
353153.XP_821186.1	G4WJU1
353153.XP_806045.1	I3QDZ2
353153.XP_808337.1	K4DJN8
353153.XP_812077.1	K4DKE3
353153.XP_802935.1	K4DMK3
353153.XP_805559.1	K4DPD2
353153.XP_820291.1	K4DUW1
353153.XP_813703.1	K4DY89
353153.XP_821611.1	K4DYJ7
353153.XP_808847.1	K4E1M3
353153.XP_819112.1	K4E234
353153.XP_805347.1	K4E2N0
353153.XP_821012.1	K4E4A0
353153.XP_816227.1	K4E7L6
353153.XP_811079.1	K4E8B4
353153.XP_819364.1	K4E9X4
353153.XP_807388.1	K4EAU5
353153.XP_809701.1	K4ECD6
353153.XP_811996.1	K4DLK8
353153.XP_807814.1	K4DU35
353153.XP_821368.1	K4DX03
353153.XP_806794.1	K4DYH1
353153.XP_816882.1	K4E117
353153.XP_819852.1	K4E1Q5
353153.XP_819120.1	K4E2I1
353153.XP_816140.1	K4EA43
353153.XP_814984.1	K4ED77
353153.XP_808601.1	K4EDN7
353153.XP_814209.1	K4DKS1
353153.XP_814402.1	K4DPM0
353153.XP_806611.1	K4DTM6
353153.XP_806566.1	K4DUA6
353153.XP_820155.1	K4DV08
353153.XP_812261.1	K4DX11
353153.XP_809879.1	K4E0K1
353153.XP_807270.1	K4E407
353153.XP_820254.1	K4E582
353153.XP_809633.1	K4E6T1
353153.XP_814609.1	K4EDW5
353153.XP_816785.1	K4EE94
353153.XP_805752.1	U5XMS0
353153.XP_807750.1	Q95UN5
353153.XP_812389.1	A5YQE4
353153.XP_815357.1	K4DUH3
353153.XP_820879.1	K4DV85
353153.XP_821606.1	K4DZ63
353153.XP_813451.1	K4DZY5
353153.XP_821486.1	K4E187
353153.XP_805043.1	K4E1U6
353153.XP_821798.1	K4E3W8
353153.XP_804392.1	K4E988
353153.XP_818101.1	K4EA24
353153.XP_816138.1	K4EA47
353153.XP_821035.1	K4EBL5
353153.XP_819963.1	K4DJU4
353153.XP_812476.1	K4DLT1
353153.XP_809484.1	K4DM43
353153.XP_805652.1	K4DML9
353153.XP_817032.1	K4DVT9
353153.XP_803475.1	K4E0E1
353153.XP_822139.1	K4E1G5
353153.XP_804637.1	K4E2M7
353153.XP_810045.1	K4E3E3
353153.XP_820221.1	K4E6D1
353153.XP_807732.1	K4E9D0
353153.XP_817793.1	K4EDT5
353153.XP_821950.1	G0Z1U4
353153.XP_805843.1	H2CSA6
353153.XP_812633.1	H2CSC1
353153.XP_809419.1	A5PGV4
353153.XP_821219.1	I3QEM7
353153.XP_821186.1	I3QF31
353153.XP_802993.1	I3QF64
353153.XP_817923.1	I3QFA6
353153.XP_802183.1	E2IKR6
353153.XP_816684.1	O15887
353153.XP_806409.1	K4DUF3
353153.XP_803496.1	K4E2M3
353153.XP_813254.1	K4DRT4
353153.XP_808503.1	K4DWT9
353153.XP_814639.1	K4E5Y1
353153.XP_807213.1	K4E6T8
353153.XP_810251.1	K4E7I1
353153.XP_812420.1	Q6T433
353153.XP_819233.1	Q8T2V5
353153.XP_817412.1	K4DJM7
353153.XP_821580.1	K4DU14
353153.XP_802962.1	K4DWH9
353153.XP_821892.1	K4DXB2
353153.XP_811191.1	K4DXU6
353153.XP_805589.1	K4DY20
353153.XP_814364.1	K4DY56
353153.XP_806950.1	K4DZ71
353153.XP_808671.1	K4DZS7
353153.XP_818677.1	K4E1I1
353153.XP_806038.1	K4E1U8
353153.XP_819702.1	K4E1V8
353153.XP_810047.1	K4E415
353153.XP_809133.1	K4E668
353153.XP_808255.1	K4E861
353153.XP_819041.1	K4E877
353153.XP_813249.1	K4E996
353153.XP_805899.1	K4EAP5
353153.XP_803077.1	K4EDH2
353153.XP_821603.1	Q8I6L9
353153.XP_809354.1	Q6QHT8
353153.XP_809291.1	A8W1M1
353153.XP_819758.1	I3QEH4
353153.XP_808955.1	A5PGW6
353153.XP_816160.1	Q9GZ32
353153.XP_813115.1	K4DRH8
353153.XP_815788.1	K4DYL6
353153.XP_820712.1	K4DZ97
353153.XP_820338.1	K4E1B9
353153.XP_815794.1	Q26907
353153.XP_821578.1	Q9U664
353153.XP_817738.1	B5U6T4
353153.XP_815267.1	C9DS89
353153.XP_819877.1	D5JAA3
353153.XP_816313.1	G0Z178
353153.XP_820889.1	G0Z1W3
353153.XP_820556.1	K4DT88
353153.XP_818811.1	K4DTL6
353153.XP_818075.1	K4DUG3
353153.XP_820866.1	K4DW00
353153.XP_803239.1	K4DW60
353153.XP_820797.1	K4DZE8
353153.XP_816496.1	K4E9V9
353153.XP_820431.1	K4EBW9
353153.XP_821956.1	Q8I734
353153.XP_819942.1	Q58XP3
353153.XP_807683.1	Q6BCA6
353153.XP_821631.1	Q5XTP6
353153.XP_819923.1	Q5EFC9
353153.XP_804858.1	Q6BCA8
353153.XP_804554.1	Q6T439
353153.XP_814927.1	Q26853
353153.XP_819440.1	I6LEB7
353153.XP_819439.1	I6LEB9
353153.XP_818578.1	B5TYS1
353153.XP_812251.1	K4DJ00
353153.XP_820508.1	K4DPJ4
353153.XP_813941.1	K4E879
353153.XP_806898.1	K4EAD8
353153.XP_820895.1	K4LAQ0
353153.XP_811133.1	G0Z106
353153.XP_812840.1	G0Z155
353153.XP_816313.1	G0Z180
353153.XP_817751.1	G0Z1L8
353153.XP_803099.1	G1ECE1
353153.XP_806781.1	K4DL04
353153.XP_808022.1	K4DNJ2
