7460.GB18323-PA	P15450
7460.GB13999-PA	G5D3U1
7460.GB13999-PA	G5D465
7460.GB10753-PA	A0A087ZUF4
7460.GB18262-PA	A0A087ZUX5
7460.GB20136-PA	A0A087ZVP3
7460.GB10547-PA	A0A087ZYA7
7460.GB13082-PA	A0A088A2C4
7460.GB12572-PA	A0A088A974
7460.GB10778-PA	A0A088AA96
7460.GB19223-PA	A0A088ACM4
7460.GB30186-RA_2	A0A087ZNM9
7460.GB19500-PA	A0A087ZNT5
7460.GB14400-PA	A0A087ZP53
7460.GB13269-PA	A0A087ZQW2
7460.GB13909-PA	A0A087ZS40
7460.GB18093-PA	A0A087ZSL1
7460.GB10228-PA	A0A087ZU39
7460.GB10500-PA	A0A087ZVU1
7460.GB18527-PA	A0A087ZVZ6
7460.GB12733-PA	A0A087ZY82
7460.GB12702-PA	A0A087ZYB6
7460.GB12519-PA	A0A087ZYL6
7460.GB10456-PA	A0A087ZYS7
7460.GB18569-PA	A0A087ZZR8
7460.GB10338-PA	A0A088A0Z0
7460.GB10038-PA	A0A088A160
7460.GB19245-PA	A0A088A1A7
7460.GB18649-PA	A0A088A241
7460.GB15447-PA	A0A088A2F7
7460.GB13051-PA	A0A088A3T4
7460.GB10170-PA	A0A088A719
7460.GB17492-PA	A0A088A9J1
7460.GB17563-PA	A0A088AAM7
7460.GB19829-PA	A0A088ABK2
7460.GB18139-PA	A0A088ABQ7
7460.GB30385-PA	A0A088AC60
7460.GB19269-PA	A0A088ACJ7
7460.GB18615-PA	A0A088ACP4
7460.GB12619-PA	A0A088ACQ9
7460.GB30044-PA	A0A088AF18
7460.GB10947-PA	A0A088AG10
7460.GB14849-PA	A0A088AHT8
7460.GB16350-PA	A0A088AI26
7460.GB16055-PA	A0A088AJA1
7460.GB10546-PA	A0A088AJW7
7460.GB10098-PA	A0A088AK72
7460.GB19330-PA	A0A088AKB4
7460.GB15510-PA	A0A088AKP4
7460.GB15514-PA	A0A088ALQ5
7460.GB14155-PA	A0A088ALZ4
7460.GB17077-PA	A0A088AMP0
7460.GB13970-PA	A0A088ANJ8
7460.GB14481-PA	A0A088ARC9
7460.GB18919-PA	A0A088AS08
7460.GB18610-PA	A0A088ASF5
7460.GB12775-PA	A0A087ZP31
7460.GB19267-PA	A0A087ZWP7
7460.GB12474-PA	A0A088ABX6
7460.GB13992-PA	A0A088AJA7
7460.GB30362-PA	A0A088AJI5
7460.GB16345-PA	A0A088A5P6
7460.GB15171-PA	A0A088AFG8
7460.GB10268-PA	A0A088AG32
7460.GB11242-PA	A0A088AGM6
7460.GB18613-PA	A0A088AM10
7460.GB19065-PA	A0A088AMC3
7460.GB13321-PA	A0A088ATX0
7460.GB17000-PA	A1EGW1
7460.GB18151-PA	E5BBP1
7460.GB14193-PA	E2IFU8
7460.GB11515-PA	I2CLL5
7460.GB17455-PA	A0A087ZMS0
7460.GB10311-PA	A0A087ZP17
7460.GB15913-PA	A0A087ZPH9
7460.GB19958-PA	A0A087ZT66
7460.GB18670-PA	A0A087ZUB9
7460.GB17942-PA	A0A088A2I0
7460.GB17129-PA	A0A088A7X5
7460.GB15063-PA	A0A088ACM5
7460.GB12916-PA	A0A088ALZ9
7460.GB10346-PA	A0A087ZN03
7460.GB15150-PA	A0A087ZNW1
7460.GB16106-PA	A0A087ZQK8
7460.GB16361-PA	A0A087ZTB4
7460.GB12488-PA	A0A087ZXK3
7460.GB17859-PA	A0A087ZZV4
7460.GB17408-PA	A0A088A1D6
7460.GB15440-PA	A0A088AQM3
7460.GB18978-PA	A0A088ASZ1
7460.GB12139-PA	A0A088AT90
7460.GB19765-PA	A0A088ATN0
7460.GB11325-PA	A0A088AUW3
7460.GB14451-PA	A0A088AUZ2
7460.GB19613-PA	A0A087ZNH1
7460.GB19920-PA	A0A087ZPP8
7460.GB17654-PA	A0A087ZWX1
7460.GB17718-PA	A0A087ZXE8
7460.GB17166-PA	A0A087ZYV8
7460.GB17604-PA	A0A088A125
7460.GB10916-PA	A0A088A2R3
7460.GB17829-PA	A0A088A3H9
7460.GB30561-RA_2	A0A088A4G1
7460.GB18289-PA	A0A088A586
7460.GB15681-PA	A0A088A6A1
7460.GB11115-PA	A0A088A7C7
7460.GB14203-PA	A0A088A8N1
7460.GB13606-PA	A0A088A9G7
7460.GB13898-PA	A0A088AAF7
7460.GB16428-PA	A0A088AAL3
7460.GB13548-PA	A0A088ABX4
7460.GB17429-PA	A0A088AC41
7460.GB13166-PA	A0A088ACZ1
7460.GB12131-PA	A0A088ADY2
7460.GB12374-PA	A0A088AE98
7460.GB16256-PA	A0A088AFF3
7460.GB12064-PA	A0A088AGP3
7460.GB30442-PA	A0A088ALB7
7460.GB10477-PA	A0A088AMB1
7460.GB10318-PA	A0A088APY7
7460.GB16901-PA	A0A088AQ01
7460.GB20121-PA	A0A088AQ38
7460.GB18229-PA	A0A088ARE1
7460.GB11081-PA	A0A088ARX7
7460.GB13999-PA	G5D2V7
7460.GB16051-PA	A0A088A3U9
7460.GB15651-PA	A0A088A3X7
7460.GB14575-PA	A0A088A7D4
7460.GB19889-PA	A0A088AIN6
7460.GB15904-PA	A0A088AV02
7460.GB13999-PA	G5D3V2
7460.GB18225-PA	A0A087ZRF5
7460.GB14057-PA	A0A087ZYA9
7460.GB14249-PA	A0A088A082
7460.GB20001-PA	A0A088A358
7460.GB16153-PA	A0A088A656
7460.GB17037-PA	A0A088A8G9
7460.GB15633-PA	A0A088AD88
7460.GB12210-PA	A0A088AHB0
7460.GB11084-PA	A0A088AS60
7460.GB11331-PA	A0A088AT63
7460.GB30298-PA	Q86DQ8
7460.GB15065-PA	A0A087ZSK2
7460.GB14666-PA	A0A087ZX94
7460.GB10482-PA	A0A088A0I7
7460.GB19525-PA	A0A088A8P7
7460.GB18942-PA	A0A088A9N8
7460.GB11261-PA	A0A088ABL9
7460.GB17707-PA	A0A088AE84
7460.GB13704-PA	A0A088AFU4
7460.GB10760-PA	A0A088AGX4
7460.GB16548-PA	A0A088AJT1
7460.GB18025-PA	A0A088AM02
7460.GB18526-PA	A0A088AMA8
7460.GB11408-PA	A0A088AN05
7460.GB14585-PA	A0A088ANN4
7460.GB13537-PA	A0A088ATG9
7460.GB17251-PA	A0A088ATV8
7460.GB30366-PA	Q1W639
7460.GB19536-PA	A0A087ZPB8
7460.GB10115-PA	A0A087ZPC7
7460.GB19532-PA	A0A087ZPR2
7460.GB10495-PA	A0A087ZQP1
7460.GB13769-PA	A0A087ZSI4
7460.GB10352-PA	A0A087ZWB6
7460.GB14785-PA	A0A087ZWN5
7460.GB12935-PA	A0A087ZZE1
7460.GB16722-PA	A0A087ZZI7
7460.GB13379-PA	A0A088A854
7460.GB14631-PA	A0A088AFS0
7460.GB19673-PA	A0A088AFT7
7460.GB19753-PA	A0A088AHJ1
7460.GB11560-PA	A0A088ATB5
7460.GB12924-PA	A0A088AUG2
7460.GB14802-PA	A0A088AUG6
7460.GB15288-PA	A0A088AUK1
7460.GB12166-PA	A0A088AUY6
7460.GB12878-PA	A0A088AV51
7460.GB15021-PA	A0A087ZVT8
7460.GB17604-PA	A0A088A126
7460.GB14958-PA	A0A088A174
7460.GB12693-PA	A0A088A3U0
7460.GB13947-PA	A0A088A5A1
7460.GB10242-PA	A0A088A801
7460.GB19614-PA	A0A088A941
7460.GB19966-PA	A0A088ADE9
7460.GB12416-PA	A0A088AEE2
7460.GB13175-PA	A0A088AF99
7460.GB18948-PA	A0A088AFI1
7460.GB15295-PA	A0A088AG62
7460.GB13550-PA	A0A088AGN2
7460.GB10792-PA	A0A088AGR0
7460.GB18986-PA	A0A088AHE3
7460.GB16176-PA	A0A088AIW2
7460.GB11473-PA	A0A088AKX3
7460.GB12440-PA	A0A088ALI6
7460.GB15048-PA	A0A088APD8
7460.GB14340-PA	A0A088AQV7
7460.GB14633-PA	A0A088ARD9
7460.GB13430-PA	A0A088ARI8
7460.GB13490-PA	A0A087ZXN5
7460.GB19947-PA	A0A088AEF2
7460.GB14169-PA	A0A088AHF5
7460.GB15129-PA	A0A088A0G2
7460.GB15014-PA	A0A088AW23
7460.GB17069-PA	A0A087ZUP4
7460.GB12569-PA	A0A087ZYU3
7460.GB11176-PA	A0A088ADW2
7460.GB15056-PA	A0A088ARY1
7460.GB17050-PA	I2CJD8
7460.GB30336-PA	A5A5E4
7460.GB11515-PA	G5D4U7
7460.GB13999-PA	G5D2U7
7460.GB11616-PA	A0A087ZPI2
7460.GB19633-PA	A0A087ZRX1
7460.GB17047-PA	A0A087ZSD3
7460.GB13892-PA	A0A087ZUI5
7460.GB14020-PA	A0A087ZW37
7460.GB19309-PA	A0A087ZZK4
7460.GB30331-PA	A0A088A283
7460.GB15232-PA	A0A088A5L4
7460.GB14736-PA	A0A088AAF1
7460.GB16960-PA	A0A088AAN7
7460.GB19358-PA	A0A088AD86
7460.GB19045-PA	A0A087ZMU7
7460.GB14594-PA	A0A087ZNI0
7460.GB18809-PA	A0A087ZP69
7460.GB13479-PA	A0A087ZQ64
7460.GB17803-PA	A0A087ZUX9
7460.GB19739-PA	A0A087ZV39
7460.GB10924-PA	A0A087ZVK4
7460.GB16725-PA	A0A087ZVV3
7460.GB17165-PA	A0A087ZWA6
7460.GB11415-PA	A0A087ZWH1
7460.GB13065-PA	A0A088A030
7460.GB12521-PA	A0A088A0U2
7460.GB11180-PA	A0A088A0X7
7460.GB14755-PA	A0A088A1V6
7460.GB12579-PA	A0A088A2H8
7460.GB15519-PA	A0A088A3R0
7460.GB30337-PA	A0A088A4T4
7460.GB13712-PA	A0A088A5N0
7460.GB17885-PA	A0A088A676
7460.GB10613-PA	A0A088A812
7460.GB30343-PA	A0A088A8E1
7460.GB12819-PA	A0A088A8H3
7460.GB14025-PA	A0A088A8X7
7460.GB10617-PA	A0A088A9F0
7460.GB14622-PA	A0A088AA46
7460.GB20034-PA	A0A088AAV2
7460.GB10255-PA	A0A088ABX1
7460.GB12902-PA	A0A088AEQ0
7460.GB10165-PA	A0A088AG27
7460.GB16967-PA	A0A088AJV3
7460.GB11912-PA	A0A088ALP5
7460.GB17773-PA	A0A088AMD3
7460.GB30510-RA_2	A0A088ANQ1
7460.GB17593-PA	A0A088ANT0
7460.GB14732-PA	A0A088ARF3
7460.GB16081-PA	A0A088ASQ9
7460.GB20074-PA	A0A088AUH1
7460.GB11591-PA	A0A088AUV3
7460.GB12283-PA	A0A088AV56
7460.GB15557-PA	A0A088AVB7
7460.GB15734-PA	A0A088AFB0
7460.GB19325-PA	A0A088AMF2
7460.GB13420-PA	A0A088AS20
7460.GB12700-PA	A0A088A825
7460.GB13762-PA	A0A087ZQ32
7460.GB10706-PA	A0A087ZYA0
7460.GB18056-PA	A0A088A635
7460.GB13551-PA	A0A088AHX3
7460.GB17227-PA	A0A088ANS1
7460.GB13507-PA	A0A088AT35
7460.GB17888-PA	I2CKV0
7460.GB18869-PA	W0U9P0
7460.GB11515-PA	I2CLL9
7460.GB12240-PA	W0U8S1
7460.GB15706-PA	A0A087ZX03
7460.GB18286-PA	A0A088A0H3
7460.GB18332-PA	A0A088A5W2
7460.GB17534-PA	A0A088A6D3
7460.GB14473-PA	A0A088A9Q7
7460.GB19464-PA	A0A088ABJ7
7460.GB10347-PA	A0A088ABR2
7460.GB11812-PA	A0A088ACB7
7460.GB14511-PA	A0A088AGG4
7460.GB18647-PA	A0A088AGQ1
7460.GB15554-PA	A0A088AGY0
7460.GB30076-PA	A0A088AIF1
7460.GB11682-PA	A0A088AR63
7460.GB14543-PA	A0A088AS53
7460.GB15338-PA	A0A088ASJ1
7460.GB16058-PA	A0A087ZPH1
7460.GB15123-PA	A0A087ZSW2
7460.GB10892-PA	A0A087ZSY6
7460.GB15311-PA	A0A087ZT54
7460.GB19260-PA	A0A087ZXW7
7460.GB17578-PA	A0A087ZXZ5
7460.GB17903-PA	A0A087ZZV6
7460.GB10493-PA	A0A088A0G1
7460.GB10666-PA	A0A088A0J7
7460.GB10779-PA	A0A088A3J2
7460.GB11828-PA	A0A088A5B4
7460.GB11396-PA	A0A088A8I5
7460.GB14124-PA	A0A088AFN6
7460.GB13942-PA	A0A088AHZ5
7460.GB14269-PA	A0A088AJN6
7460.GB19450-PA	A0A088ALP4
7460.GB10111-PA	A0A088ATQ8
7460.GB18801-PA	A0A088AVI5
7460.GB16589-PA	A0A087ZYZ6
7460.GB15518-PA	A0A088A0Z6
7460.GB14974-PA	A0A088A954
7460.GB18611-PA	A0A088ABB8
7460.GB13740-PA	A0A088AEF6
7460.GB14009-PA	Q93117
7460.GB18935-PA	A0A088A5V6
7460.GB19649-PA	A0A088A7N5
7460.GB12657-PA	A0A088ABR3
7460.GB30304-PA	A0A088ADH4
7460.GB30022-PA	A0A088AEV9
7460.GB15258-PA	A0A088AF00
7460.GB12448-PA	A0A088AF44
7460.GB10643-PA	A0A088AJ03
7460.GB17423-PA	A0A088AJ94
7460.GB16031-PA	A0A088AKT6
7460.GB13895-PA	A0A088AM37
7460.GB18424-PA	A0A088AMC8
7460.GB13133-PA	A0A088AS11
7460.GB11928-PA	A0A087ZPD3
7460.GB14185-PA	A0A088A176
7460.GB12291-PA	A0A088A337
7460.GB18126-PA	A0A088AQC6
7460.GB17897-PA	A0A088AR62
7460.GB18089-PA	A0EM59
7460.GB13999-PA	G5D2Y7
7460.GB13999-PA	G5D3V3
7460.GB13999-PA	G5D433
7460.GB14819-PA	A0A087ZNT3
7460.GB19558-PA	A0A087ZPU8
7460.GB15078-PA	A0A087ZSH0
7460.GB18558-PA	A0A087ZT90
7460.GB14487-PA	A0A088A188
7460.GB11626-PA	A0A088A385
7460.GB14967-PA	A0A088A6L1
7460.GB16445-PA	A0A088ARU2
7460.GB30556-PA	A0A088ATM2
7460.GB13999-PA	G5D3A3
7460.GB19756-PA	A0A087ZND7
7460.GB19300-PA	A0A087ZSU0
7460.GB11087-PA	A0A087ZYZ0
7460.GB30566-PA	A0A088A4J8
7460.GB15050-PA	A0A088A6Y3
7460.GB17792-PA	A0A088AHW8
7460.GB11417-PA	A0A088AJA5
7460.GB17081-PA	A0A088AQX6
7460.GB16806-PA	A0A087ZMS8
7460.GB12267-PA	A0A087ZZ77
7460.GB12414-PA	A0A088A1I7
7460.GB14661-PA	A0A088A755
7460.GB18486-PA	A0A088A809
7460.GB11914-PA	A0A088AL08
7460.GB15612-PA	A0A088AMU8
7460.GB16682-PA	A0A087ZPQ4
7460.GB14432-PA	A0A087ZQI1
7460.GB12325-PA	A0A087ZRI0
7460.GB19981-PA	A0A087ZS35
7460.GB11734-PA	A0A087ZS71
7460.GB19145-PA	A0A087ZST0
7460.GB19131-PA	A0A087ZST9
7460.GB13153-PA	A0A087ZUA1
7460.GB15899-PA	A0A087ZVZ2
7460.GB10710-PA	A0A087ZW20
7460.GB19219-PA	A0A087ZWP2
7460.GB18479-PA	A0A087ZXJ7
7460.GB19002-PA	A0A088A1U2
7460.GB17862-PA	A0A088A3F6
7460.GB11180-PA	A0A088A4A1
7460.GB12551-PA	A0A088A4E2
7460.GB12414-PA	A0A088A6V6
7460.GB11947-PA	A0A088AA20
7460.GB17591-PA	A0A088AA87
7460.GB11112-PA	A0A088AHT0
7460.GB16705-PA	A0A088AJP4
7460.GB18500-PA	A0A088ATM9
7460.GB19461-PA	A0A088AV12
7460.GB18164-PA	A0A088AVH4
7460.GB14571-PA	A0A088AVK9
7460.GB19208-PA	H9KQA6
7460.GB16235-PA	A0A087ZZA2
7460.GB14565-PA	A0A088A2U9
7460.GB19339-PA	A0A088A3Z0
7460.GB12337-PA	A0A088A9K5
7460.GB19332-PA	A0A088AB39
7460.GB10254-PA	A0A088ABP5
7460.GB13723-PA	A0A088ACE6
7460.GB11478-PA	A0A088ACM6
7460.GB12872-PA	A0A088ADG3
7460.GB14892-PA	A0A088AEA2
7460.GB19251-PA	A0A088AEV6
7460.GB17296-PA	A0A088AF91
7460.GB16763-PA	A0A088AFG1
7460.GB19102-PA	A0A088AFX6
7460.GB11610-PA	A0A088AGB8
7460.GB18279-PA	A0A088AH20
7460.GB16992-PA	A0A088AHA0
7460.GB20087-PA	A0A088AHD2
7460.GB18549-PA	A0A088AI92
7460.GB10341-PA	A0A088AID8
7460.GB15684-PA	A0A088AIS5
7460.GB11865-PA	A0A088AJ41
7460.GB15998-PA	A0A088APV0
7460.GB16084-PA	A0A087ZVT2
7460.GB12330-PA	A0A088A594
7460.GB11771-PA	A0A088AM57
7460.GB18808-PA	A0A087ZRE1
7460.GB18808-PA	A0A087ZRE2
7460.GB19693-PA	A0A087ZS87
7460.GB15191-PA	A0A087ZW87
7460.GB14310-PA	A0A088AF26
7460.GB10494-PA	A0A088AJC0
7460.GB14128-PA	A0A088AQ32
7460.GB30362-PA	A6YLP7
7460.GB18473-PA	F8J1K8
7460.GB19738-PA	Q66UG7
7460.GB18334-PA	A0A088AQI9
7460.GB30372-PA	A0A087ZNG8
7460.GB13897-PA	A0A087ZRA8
7460.GB19766-PA	A0A087ZS22
7460.GB18125-PA	A0A087ZZZ4
7460.GB18210-PA	A0A088A449
7460.GB16440-PA	A0A088ALP0
7460.GB12038-PA	A0A088ABM4
7460.GB19286-PA	A0A088AIM4
7460.GB14672-PA	A0A088AL55
7460.GB18751-PA	A0A088AM29
7460.GB10022-PA	A0A087ZMW0
7460.GB20145-PA	A0A087ZMW8
7460.GB11834-PA	A0A087ZPE3
7460.GB11891-PA	A0A087ZPG4
7460.GB14884-PA	A0A087ZQA6
7460.GB10549-PA	A0A087ZQG8
7460.GB17333-PA	A0A087ZR44
7460.GB18226-PA	A0A087ZRP6
7460.GB15220-PA	A0A087ZSC3
7460.GB18766-PA	A0A087ZT34
7460.GB15609-PA	A0A087ZU60
7460.GB17350-PA	A0A087ZVW9
7460.GB13694-PA	A0A087ZVY8
7460.GB16070-PA	A0A087ZZ28
7460.GB12470-PA	A0A088A0V6
7460.GB13323-PA	A0A088A116
7460.GB14526-PA	A0A088A1H3
7460.GB17440-PA	A0A088A1H4
7460.GB12457-PA	A0A088A6E6
7460.GB14703-PA	A0A088A8P4
7460.GB18979-PA	A0A088A8U6
7460.GB19564-PA	A0A088AAI6
7460.GB14404-PA	A0A088AAN2
7460.GB15740-PA	A0A088AAW2
7460.GB12417-PA	A0A088ADR3
7460.GB17261-PA	A0A088AED1
7460.GB19138-PA	A0A088AHI0
7460.GB16085-PA	A0A088AHI2
7460.GB10811-PA	A0A088AHQ7
7460.GB13241-PA	A0A088AJP5
7460.GB18730-PA	A0A088AK20
7460.GB14407-PA	A0A088ANU2
7460.GB10915-PA	A0A088ASQ2
7460.GB10070-PA	A0A088AU95
7460.GB16845-PA	A0A088AVZ1
7460.GB16082-PA	A0A088A3W2
7460.GB17797-PA	A0A088A5J8
7460.GB18967-PA	A0A088A627
7460.GB30265-PA	A0A088A9L7
7460.GB12883-PA	A0A088AB98
7460.GB13615-PA	A0A088AEW2
7460.GB19386-PA	A0A088AH07
7460.GB12044-PA	A0A088AKW0
7460.GB13453-PA	A0A088AMI0
7460.GB18057-PA	A0A088ANG0
7460.GB15532-PA	A0A088APK9
7460.GB19989-PA	A0A088APW0
7460.GB14128-PA	A0A088AQ31
7460.GB13807-PA	A0A088ARB2
7460.GB17696-PA	A0A087ZW68
7460.GB14645-PA	A0A088AGA1
7460.GB17000-PA	A1EGV8
7460.GB17224-PA	I2CK67
7460.GB20139-PA	A0A087ZVF0
7460.GB16172-PA	A0A087ZY29
7460.GB10982-PA	A0A087ZYX6
7460.GB12276-PA	A0A088A1I4
7460.GB18747-PA	A0A088A4G0
7460.GB19918-PA	A0A088A5Y3
7460.GB13556-PA	A0A088AHK0
7460.GB15207-PA	A0A088AN15
7460.GB14845-PA	A0A088ANU0
7460.GB17340-PA	A0A088ASG1
7460.GB13999-PA	G5D3C0
7460.GB17615-PA	A0A087ZSH1
7460.GB10593-PA	A0A087ZQE3
7460.GB19933-PA	A0A087ZZH8
7460.GB13960-PA	A0A088A1B2
7460.GB17159-PA	A0A088A1K9
7460.GB16745-PA	A0A088A1P9
7460.GB30521-PA	A0A088A4I4
7460.GB11827-PA	A0A088A7K3
7460.GB10657-PA	A0A088A9R3
7460.GB30087-PA	A0A088AIK0
7460.GB20007-PA	A0A088AL58
7460.GB18694-PA	A0A088ALP7
7460.GB15936-PA	A0A088ANL8
7460.GB16626-PA	A0A088AP51
7460.GB11274-PA	A0A088AR23
7460.GB15820-PA	A0A088ATT4
7460.GB14603-PA	A0A087ZN40
7460.GB10815-PA	A0A087ZNK8
7460.GB18326-PA	A0A087ZP16
7460.GB12910-PA	A0A087ZPM6
7460.GB17232-PA	A0A087ZRA3
7460.GB17581-PA	A0A087ZS46
7460.GB10007-PA	A0A087ZSG5
7460.GB10360-PA	A0A087ZUD5
7460.GB18112-PA	A0A087ZY60
7460.GB10612-PA	A0A087ZZK2
7460.GB15290-PA	A0A087ZZR5
7460.GB18376-PA	A0A088A4R2
7460.GB18514-PA	A0A088A8E0
7460.GB13429-PA	A0A088A8J0
7460.GB10004-PA	A0A088AHK3
7460.GB11451-PA	A0A088AHN2
7460.GB14015-PA	A0A088ALV3
7460.GB16616-PA	A0A088AQH4
7460.GB17883-PA	A0A088ATD9
7460.GB19363-PA	A0A088ATL1
7460.GB19218-PA	A0A088ATP4
7460.GB14230-PA	A0A088ATW3
7460.GB13106-PA	A0A088AVN5
7460.GB15103-PA	A0A088AVZ3
7460.GB14447-PA	A0A087ZVT0
7460.GB15341-PA	A0A088A137
7460.GB11229-PA	A0A088A307
7460.GB11476-PA	A0A088A572
7460.GB18589-PA	A0A088A931
7460.GB10149-PA	A0A088A9Q8
7460.GB16657-PA	A0A088ACM3
7460.GB14208-PA	A0A088ACX1
7460.GB18460-PA	A0A088ADF9
7460.GB18434-PA	A0A088ADJ3
7460.GB13089-PA	A0A088AE35
7460.GB11168-PA	A0A088AG03
7460.GB12599-PA	A0A088AGK3
7460.GB19875-PA	A0A088AGP4
7460.GB18791-PA	A0A088AH13
7460.GB15915-PA	A0A088AH42
7460.GB13581-PA	A0A088AIR0
7460.GB10413-PA	A0A088AQ15
7460.GB17897-PA	A0A088AR61
7460.GB16308-PA	A0A088AR94
7460.GB30554-PA	A0A088ARP2
7460.GB14820-PA	A0A088ARS5
7460.GB16057-PA	A0A088AS99
7460.GB19497-PA	A0A088ASD7
7460.GB19700-PA	A0A088AIW7
7460.GB11515-PA	G5D4S2
7460.GB19389-PA	C9E0T2
7460.GB14567-PA	A0A087ZNA5
7460.GB16888-PA	A0A087ZNE7
7460.GB30291-PA	A0A087ZNM7
7460.GB19210-PA	A0A087ZQH7
7460.GB30376-PA	A0A087ZQS9
7460.GB10429-PA	A0A087ZR26
7460.GB17208-PA	A0A087ZV99
7460.GB17389-PA	A0A087ZVD9
7460.GB16269-PA	A0A087ZVF6
7460.GB19735-PA	A0A087ZVK5
7460.GB17763-PA	A0A087ZZA6
7460.GB15209-PA	A0A088A2F5
7460.GB12368-PA	A0A088A350
7460.GB18068-PA	A0A088A6K5
7460.GB15350-PA	A0A088A7U7
7460.GB15874-PA	A0A088A893
7460.GB14515-PA	A0A088A913
7460.GB30514-PA	A0A088A9N5
7460.GB11457-PA	A0A088A9Q1
7460.GB20076-PA	A0A088ADK7
7460.GB14177-PA	A0A088AEW4
7460.GB11168-PA	A0A088AG01
7460.GB16245-PA	A0A088AG96
7460.GB18483-PA	A0A088AH70
7460.GB15172-PA	A0A088AHQ9
7460.GB15513-PA	A0A088AI91
7460.GB14508-PA	A0A088AIA1
7460.GB12247-PA	A0A088AIM1
7460.GB17808-PA	A0A088AJ05
7460.GB16133-PA	A0A088AJ49
7460.GB11272-PA	A0A088AJI7
7460.GB19928-PA	A0A088AMZ1
7460.GB15468-PA	A0A088ARH6
7460.GB15252-PA	A0A088ARL3
7460.GB14640-PA	A0A088ASA0
7460.GB17708-PA	A0A088AUI7
7460.GB12989-PA	A0A088AUS8
7460.GB13766-PA	A0A088AVC8
7460.GB15176-PA	A0A088AVE6
7460.GB11167-PA	B1NW35
7460.GB13999-PA	G5D2Z6
7460.GB11515-PA	G5D4U6
7460.GB16827-PA	A0A087ZNY3
7460.GB13673-PA	A0A087ZSS2
7460.GB19563-PA	A0A087ZT20
7460.GB13122-PA	A0A088A2Q9
7460.GB16043-PA	A0A088A6D0
7460.GB16905-PA	A0A088ADC6
7460.GB15974-PA	A0A088AE68
7460.GB18394-PA	A0A088AEL8
7460.GB16675-PA	A0A088AG98
7460.GB30104-PB	A0A088AHV8
7460.GB18202-PA	A0A088APS6
7460.GB11358-PA	A0A088AUT2
7460.GB11231-PA	A0A087ZPS0
7460.GB13235-PA	A0A087ZPU2
7460.GB11161-PA	A0A087ZRN3
7460.GB10010-PA	A0A087ZWJ2
7460.GB16103-PA	A0A087ZYY8
7460.GB12520-PA	A0A087ZZD5
7460.GB16348-PA	A0A088A114
7460.GB17247-PA	A0A088A1F3
7460.GB10740-PA	A0A088A4K1
7460.GB13676-PA	A0A088A5L3
7460.GB13309-PA	A0A088A6Y5
7460.GB18103-PA	A0A088ABV0
7460.GB12617-PA	A0A088ACB4
7460.GB19311-PA	A0A088ACJ4
7460.GB15712-PA	A0A088AEC5
7460.GB14452-PA	A0A088AES6
7460.GB17381-PA	A0A088AH35
7460.GB16183-PA	A0A088AJ50
7460.GB13708-PA	A0A088AJ98
7460.GB14825-PA	A0A088AMZ9
7460.GB10718-PA	A0A088ANH6
7460.GB11763-PA	A0A088AQG4
7460.GB18562-PA	A0A088AQZ8
7460.GB19119-PA	A0A088ARG7
7460.GB19538-PA	A0A088ARQ0
7460.GB13474-PA	A0A088ASS7
7460.GB19746-PA	A0A088AT34
7460.GB10565-PA	A0A088ATC4
7460.GB14533-PA	A0A088ATK5
7460.GB30309-PA	A0A088AU86
7460.GB18805-PA	A0A088AVP2
7460.GB17817-PA	Q9U5H7
7460.GB18814-PA	A0A087ZXP4
7460.GB19402-PA	A0A088A0H8
7460.GB30358-PA	Q963D5
7460.GB17254-PA	Q6Q069
7460.GB15076-PA	A0A087ZQ41
7460.GB17627-PA	A0A087ZVJ6
7460.GB18139-PA	A0A088ABQ8
7460.GB11531-PA	A0A087ZR85
7460.GB14467-PA	A0A087ZSW8
7460.GB15404-PA	A0A087ZU70
7460.GB17750-PA	A0A088A8Q8
7460.GB12917-PA	A0A088AAF4
7460.GB19870-PA	I2CLH8
7460.GB11515-PA	I2CLN1
7460.GB14428-PA	F8J1K6
7460.GB10066-PA	B9VMQ8
7460.GB19464-PA	A0EM57
7460.GB13603-PA	A0A088ASE0
7460.GB19979-PA	A0A087ZN21
7460.GB17098-PA	A0A088A6I1
7460.GB10198-PA	A0A088AMK0
7460.GB14389-PA	A0A088APZ2
7460.GB11284-PA	A0A088ATC7
7460.GB10583-PA	A0EIZ2
7460.GB19867-PA	A0A087ZQR8
7460.GB18640-PA	A0A087ZQV5
7460.GB19739-PA	A0A087ZV40
7460.GB18031-PA	A0A088A206
7460.GB19097-PA	A0A088A6S6
7460.GB12459-PA	A0A088A7L4
7460.GB17714-PA	A0A088A7M8
7460.GB19139-PA	A0A088ABI7
7460.GB13450-PA	A0A088ABR9
7460.GB15630-PA	A0A088AFP8
7460.GB12597-PA	A0A088AJ28
7460.GB11421-PA	A0A088AJ52
7460.GB19561-PA	A0A088ALJ6
7460.GB19076-PA	A0A088AVS4
7460.GB18952-PA	A0A088A7V7
7460.GB30370-PA	A0A087ZNG2
7460.GB18599-PA	A0A087ZP36
7460.GB16574-PA	A0A087ZPI5
7460.GB30548-PA	A0A087ZS53
7460.GB19472-PA	A0A087ZSI8
7460.GB14113-PA	A0A087ZSL5
7460.GB14071-PA	A0A087ZT48
7460.GB17395-PA	A0A087ZUV3
7460.GB12499-PA	A0A087ZVD8
7460.GB16201-PA	A0A087ZW94
