169963.lmo0928	P58621
169963.lmo2000	Q8Y5Q6
169963.lmo1566	Q8Y6W5
169963.lmo1339	Q8Y7E4
169963.lmo1160	Q8Y7V9
169963.lmo0253	Q8YAA1
169963.lmo1461	Q8Y751
169963.lmo1795	Q8Y6A0
169963.lmo0352	Q8YA14
169963.lmo0113	Q8YAK5
169963.lmo1771	Q92AN7
169963.lmo0317	Q8YA45
169963.lmo0108	Q8YAL0
169963.lmo1880	Q8Y622
169963.lmo0379	Q8Y9Y8
169963.lmo0809	Q92DL4
169963.lmo0062	Q92FP8
169963.lmo2359	Q8Y4S3
169963.lmo2177	Q8Y592
169963.lmo1883	Q8Y619
169963.lmo1676	Q8Y6K8
169963.lmo0145	Q8YAI1
169963.lmo2684	Q8Y3Z4
169963.lmo2135	Q8Y5D0
169963.lmo0904	Q8Y8J7
169963.lmo0579	Q8Y9F0
169963.lmo2649	Q8Y426
169963.lmo2114	Q8Y5F0
169963.lmo1463	Q8Y749
169963.lmo1413	Q8Y783
169963.lmo0506	Q8Y9M0
169963.lmo0022	Q8YAU1
169963.lmo0322	Q8YA42
169963.lmo0663	Q8Y970
169963.lmo2757	Q8Y3S4
169963.lmo0702	Q8Y939
169963.lmo2705	Q8Y3X4
169963.lmo1076	Q8Y842
169963.lmo0093	Q8YAM5
169963.lmo2319	Q8Y4W0
169963.lmo0460	Q8Y9R3
169963.lmo0979	Q8Y8C9
169963.lmo0319	Q7AP84
169963.lmo2160	Q8Y5A8
169963.lmo1525	Q8Y705
169963.lmo1136	Q8Y7Y3
169963.lmo0867	Q8Y8M9
169963.lmo2322	Q8Y4V8
169963.lmo1641	Q8Y6P3
169963.lmo1620	Q8Y6R4
169963.lmo1495	Q8Y728
169963.lmo1337	Q8Y7E6
169963.lmo1091	Q8Y827
169963.lmo1084	Q8Y834
169963.lmo1016	Q8Y898
169963.lmo0852	Q8Y8P4
169963.lmo0015	Q8YAU8
169963.lmo1073	Q8Y845
169963.lmo2493	Q8Y4F1
169963.lmo2450	Q8Y4I9
169963.lmo2013	Q8Y5P3
169963.lmo1945	Q8Y5W0
169963.lmo1595	Q8Y6T7
169963.lmo0349	Q8YA17
169963.lmo0304	Q8YA57
169963.lmo1920	Q8Y5Y3
169963.lmo0686	Q7AP81
169963.lmo2567	Q8Y488
169963.lmo2661	Q8Y416
169963.lmo2409	Q8Y4M7
169963.lmo1484	Q8Y738
169963.lmo1203	Q8Y7R8
169963.lmo0932	Q8Y8H2
169963.lmo2774	Q8Y3Q9
169963.lmo2568	Q8Y487
169963.lmo2405	Q8Y4N1
169963.lmo2032	Q8Y5M5
169963.lmo1971	Q8Y5T4
169963.lmo1956	Q8Y5U9
169963.lmo1911	Q8Y5Z2
169963.lmo1729	Q8Y6F8
169963.lmo0227	Q8YAB9
169963.lmo2079	Q8Y5I3
169963.lmo1163	Q8Y7V6
169963.lmo2360	Q8Y4S2
169963.lmo1140	Q8Y7X9
169963.lmo1726	Q8Y6G1
169963.lmo1721	Q8Y6G6
169963.lmo0705	Q8Y936
169963.lmo0325	Q8YA39
169963.lmo2707	Q8Y3X2
169963.lmo2822	Q8Y3L3
169963.lmo0694	Q8Y946
169963.lmo1292	Q8Y7I5
169963.lmo2687	Q8Y3Z2
169963.lmo0282	Q8YA77
169963.lmo2418	Q8Y4L9
169963.lmo2272	Q8Y506
169963.lmo2186	Q8Y585
169963.lmo2103	Q8Y5G0
169963.lmo0944	Q8Y8G0
169963.lmo2576	Q8Y479
169963.lmo0425	Q8Y9U5
169963.lmo1800	Q8Y696
169963.lmo2372	Q8Y4R2
169963.lmo1964	Q8Y5U1
169963.lmo1932	Q8Y5X2
169963.lmo1817	Q8Y682
169963.lmo1799	Q8Y697
169963.lmo1750	Q8Y6D7
169963.lmo0671	Q8Y962
169963.lmo0330	Q8YA35
169963.lmo0309	Q8YA53
169963.lmo0214	Q8YAD0
169963.lmo2741	Q8Y3U0
169963.lmo2172	Q8Y597
169963.lmo1922	Q8Y5Y1
169963.lmo0336	Q8YA29
169963.lmo0252	Q8YAA2
169963.lmo2612	Q8Y448
169963.lmo2426	Q8Y4L1
169963.lmo2396	Q8Y4N9
169963.lmo1649	Q8Y6N5
169963.lmo0766	Q8Y8X6
169963.lmo0382	Q8Y9Y5
169963.lmo1132	Q8Y7Y7
169963.lmo2660	Q8Y417
169963.lmo2563	Q8Y492
169963.lmo2410	Q8Y4M6
169963.lmo2195	Q8Y579
169963.lmo1229	Q8Y7P4
169963.lmo1127	Q8Y7Z2
169963.lmo1080	Q8Y838
169963.lmo0743	Q8Y8Z9
169963.lmo0524	Q8Y9K3
169963.lmo2192	Q8Y581
169963.lmo1007	Q92D15
169963.lmo0306	Q8YA55
169963.lmo2708	Q8Y3X1
169963.lmo1979	Q8Y5S6
169963.lmo1748	Q8Y6D9
169963.lmo0334	Q8YA31
169963.lmo0328	Q8YA36
169963.lmo2511	Q927Y2
169963.lmo0771	Q8Y8X1
169963.lmo1442	Q8Y761
169963.lmo2651	Q8Y424
169963.lmo2433	Q8Y4K5
169963.lmo1351	Q8Y7D2
169963.lmo1344	Q8Y7D9
169963.lmo1340	Q8Y7E3
169963.lmo0798	Q8Y8U4
169963.lmo0030	Q8YAT3
169963.lmo0114	Q7AP97
169963.lmo1653	Q8Y6N1
169963.lmo1400	Q8Y792
169963.lmo1115	Q8Y804
169963.lmo0980	Q8Y8C8
169963.lmo0084	Q8YAN3
169963.lmo0133	Q8YAJ2
169963.lmo1850	Q8Y650
169963.lmo0157	Q8YAG9
169963.lmo2370	Q8Y4R4
169963.lmo0039	Q8YAS4
169963.lmo2351	Q8Y4T1
169963.lmo2336	Q8Y4U5
169963.lmo0516	Q8Y9L1
169963.lmo1010	Q8Y8A2
169963.lmo1788	Q7AP58
169963.lmo2341	Q8Y4U1
169963.lmo2282	Q8Y4Z7
169963.lmo1181	Q8Y7U0
169963.lmo2853	Q8Y3I3
169963.lmo2424	Q8Y4L3
169963.lmo0647	Q8Y986
169963.lmo0396	Q8Y9X2
169963.lmo0212	Q8YAD2
169963.lmo2751	Q8Y3T0
169963.lmo2123	Q8Y5E1
169963.lmo0245	Q8YAA7
169963.lmo1492	Q8Y731
169963.lmo0880	Q8Y8L7
169963.lmo1601	Q7AP59
169963.lmo2551	Q8Y4A3
169963.lmo1712	Q8Y6H4
169963.lmo1554	Q8Y6X7
169963.lmo1353	Q8Y7D0
169963.lmo1146	Q8Y7X3
169963.lmo0981	Q8Y8C7
169963.lmo0708	Q8Y933
169963.lmo2808	Q8Y3M7
169963.lmo2795	Q8Y3P0
169963.lmo0274	Q8YA85
169963.lmo2592	Q8Y463
169963.lmo1871	Q8Y629
169963.lmo0339	Q8YA26
169963.lmo0332	Q8YA33
169963.lmo2237	Q8Y539
169963.lmo2062	Q8Y5J8
169963.lmo1873	Q8Y627
169963.lmo1946	Q8Y5V9
169963.lmo0707	Q8Y934
169963.lmo0498	Q8Y9M8
169963.lmo0007	Q8YAV6
169963.lmo1757	Q8Y6D1
169963.lmo0985	Q8Y8C3
169963.lmo2152	Q929L9
169963.lmo1071	Q8Y847
169963.lmo2427	Q8Y4L0
169963.lmo2276	Q8Y502
169963.lmo2170	Q8Y599
169963.lmo2111	Q8Y5F3
169963.lmo1635	Q8Y6P9
169963.lmo1603	Q8Y6T0
169963.lmo1490	Q8Y733
169963.lmo1130	Q8Y7Y9
169963.lmo1105	Q8Y814
169963.lmo1048	Q8Y869
169963.lmo0820	Q8Y8S4
169963.lmo0637	Q8Y996
169963.lmo0510	Q8Y9L7
169963.lmo0483	Q8Y9P1
169963.lmo0437	Q8Y9T6
169963.lmo0041	Q8YAS2
169963.lmo1798	Q8Y698
169963.lmo0635	Q8Y997
169963.lmo2800	Q8Y3N5
169963.lmo0497	Q8Y9M9
169963.lmo2490	Q8Y4F4
169963.lmo2109	Q8Y5F5
169963.lmo1411	Q8Y784
169963.lmo1410	Q8Y785
169963.lmo1165	Q8Y7V4
169963.lmo0812	Q8Y8T2
169963.lmo0778	Q8Y8W4
169963.lmo0413	Q8Y9V7
169963.lmo2715	Q8Y3W4
169963.lmo2449	Q8Y4J0
169963.lmo2039	Q8Y5L8
169963.lmo2028	Q8Y5M9
169963.lmo1841	Q8Y659
169963.lmo0067	Q8YAQ0
169963.lmo2210	Q8Y566
169963.lmo0123	Q8YAK1
169963.lmo2786	Q8Y3P8
169963.lmo2679	Q8Y3Z9
169963.lmo0639	Q8Y994
169963.lmo2110	Q8Y5F4
169963.lmo1334	Q8Y7E8
169963.lmo0544	Q8Y9I4
169963.lmo0398	Q8Y9X0
169963.lmo1782	Q8Y6A9
169963.lmo2247	Q8Y529
169963.lmo0606	Q8Y9C6
169963.lmo0094	Q8YAM4
169963.lmo2078	Q8Y5I4
169963.lmo1899	Q8Y604
169963.lmo1341	Q8Y7E2
169963.lmo0085	Q8YAN2
169963.lmo0115	Q7AP96
169963.lmo1575	Q8Y6V6
169963.lmo2258	Q8Y520
169963.lmo2217	Q8Y559
169963.lmo1696	Q8Y6I8
169963.lmo1509	Q8Y717
169963.lmo0475	Q8Y9P9
169963.lmo0452	Q8Y9S1
169963.lmo2793	Q8Y3P2
169963.lmo1391	Q8Y799
169963.lmo2321	Q928W7
169963.lmo2269	Q8Y509
169963.lmo1380	Q8Y7A8
169963.lmo2369	Q8Y4R5
169963.lmo1643	Q8Y6P1
169963.lmo2203	Q8Y572
169963.lmo1565	Q8Y6W6
169963.lmo0448	Q8Y9S5
169963.lmo0792	Q8Y8V0
169963.lmo0079	Q8YAN8
169963.lmo2133	Q8Y5D2
169963.lmo0366	Q8YA01
169963.lmo0057	Q8YAQ9
169963.lmo0412	Q8Y9V8
169963.lmo1513	Q8Y713
169963.lmo1426	Q7AP67
169963.lmo2144	Q8Y5C1
169963.lmo1175	Q8Y7U5
169963.lmo1041	Q8Y876
169963.lmo1020	Q8Y894
169963.lmo0987	Q8Y8C1
169963.lmo0359	Q8YA07
169963.lmo1467	Q7AP63
169963.lmo2683	Q8Y3Z5
169963.lmo2443	Q8Y4J5
169963.lmo1376	Q8Y7B0
169963.lmo1090	Q8Y828
169963.lmo1089	Q8Y829
169963.lmo0868	Q8Y8M8
169963.lmo0529	Q8Y9J8
169963.lmo0441	Q8Y9T2
169963.lmo2782	Q8Y3Q2
169963.lmo2546	Q8Y4A5
169963.lmo1908	Q8Y5Z5
169963.lmo1839	Q8Y661
169963.lmo0347	Q8YA19
169963.lmo0076	Q8YAP1
169963.lmo2523	Q8Y4C7
169963.lmo1602	Q8Y6T1
169963.lmo0042	Q8YAS1
169963.lmo1382	Q8Y7A6
169963.lmo0357	Q8YA09
169963.lmo1904	Q8Y5Z9
169963.lmo1443	Q8Y760
169963.lmo2402	Q928N1
169963.lmo2502	Q8Y4E4
169963.lmo1711	Q92AU6
169963.lmo2466	Q8Y4H5
169963.lmo2724	Q8Y3V7
169963.lmo2183	Q8Y586
169963.lmo0105	Q8YAL3
169963.lmo0536	Q92EC0
169963.lmo0289	Q8YA70
169963.lmo1941	Q8Y5W4
169963.lmo0381	Q8Y9Y6
169963.lmo0375	Q8Y9Z2
169963.lmo2540	Q8Y4B1
169963.lmo2227	Q8Y549
169963.lmo1546	Q8Y6Y5
169963.lmo0747	Q8Y8Z5
169963.lmo1248	Q8Y7M6
169963.lmo1244	Q8Y7N0
169963.lmo2345	Q8Y4T7
169963.lmo2001	Q8Y5Q5
169963.lmo0066	Q8YAQ1
169963.lmo2735	Q8Y3U6
169963.lmo2494	Q8Y4F0
169963.lmo1727	Q8Y6G0
169963.lmo0111	Q8YAK7
169963.lmo2093	Q8Y5H0
169963.lmo1801	Q8Y695
169963.lmo0845	Q8Y8Q1
169963.lmo0552	Q8Y9H6
169963.lmo1159	Q8Y7W0
169963.lmo2461	Q7AP50
169963.lmo0895	Q7AP79
169963.lmo2574	Q8Y481
169963.lmo2350	Q8Y4T2
169963.lmo2342	Q8Y4U0
169963.lmo2199	Q8Y576
169963.lmo2112	Q8Y5F2
169963.lmo1261	Q8Y7L6
169963.lmo0984	Q8Y8C4
169963.lmo0933	Q8Y8H1
169963.lmo0456	Q8Y9R7
169963.lmo2779	Q926X1
169963.lmo2558	Q8Y496
169963.lmo2295	Q8Y4Y4
169963.lmo1198	Q8Y7S3
169963.lmo1050	Q8Y867
169963.lmo0865	Q8Y8N1
169963.lmo0501	Q8Y9M5
169963.lmo2722	Q8Y3V9
169963.lmo1683	Q8Y6K1
169963.lmo2447	Q8Y4J1
169963.lmo0080	Q8YAN7
169963.lmo2491	Q8Y4F3
169963.lmo2469	Q8Y4H3
169963.lmo2435	Q8Y4K3
169963.lmo2007	Q8Y5P9
169963.lmo1179	Q8Y7U1
169963.lmo0419	Q8Y9V1
169963.lmo0757	Q8Y8Y5
169963.lmo2585	Q8Y470
169963.lmo2371	Q8Y4R3
169963.lmo2310	Q8Y4W9
169963.lmo1269	Q8Y7K8
169963.lmo1184	Q8Y7T7
169963.lmo0601	Q8Y9D1
169963.lmo0522	Q8Y9K5
169963.lmo2430	Q928K8
169963.lmo2335	Q8Y4U6
169963.lmo1150	Q8Y7W9
169963.lmo1035	Q8Y882
169963.lmo0765	Q8Y8X7
169963.lmo2758	Q926Y9
169963.lmo1357	Q8Y7C7
169963.lmo1275	Q8Y7K2
169963.lmo2753	Q8Y3S8
169963.lmo2076	Q8Y5I6
169963.lmo1766	Q8Y6C4
169963.lmo0140	Q8YAI6
169963.lmo2595	Q8Y460
169963.lmo1491	Q8Y732
169963.lmo1612	Q8Y6S1
169963.lmo1199	Q8Y7S2
169963.lmo1139	Q8Y7Y0
169963.lmo2279	Q8Y500
169963.lmo2250	Q8Y527
169963.lmo2228	Q8Y548
169963.lmo2143	Q8Y5C2
169963.lmo2136	Q8Y5C9
169963.lmo1661	Q8Y6M3
169963.lmo1498	Q8Y726
169963.lmo1493	Q8Y730
169963.lmo1128	Q8Y7Z1
169963.lmo1033	Q8Y884
169963.lmo2464	Q8Y4H7
169963.lmo1773	Q8Y6B8
169963.lmo0272	Q8YA87
169963.lmo0242	Q8YAA9
169963.lmo0138	Q8YAI8
169963.lmo2137	Q8Y5C8
169963.lmo1600	Q8Y6T2
169963.lmo0730	Q8Y912
169963.lmo0876	Q8Y8M1
169963.lmo2796	Q8Y3N9
169963.lmo2728	Q8Y3V3
169963.lmo1518	Q7AP60
169963.lmo1425	Q7AP68
169963.lmo2814	Q8Y3M1
169963.lmo2742	Q8Y3T9
169963.lmo2588	Q8Y467
169963.lmo2242	Q8Y534
169963.lmo1346	Q8Y7D7
169963.lmo1158	Q8Y7W1
169963.lmo0508	Q8Y9L9
169963.lmo2277	Q8Y501
169963.lmo0225	Q8YAC1
169963.lmo0130	Q8YAJ5
169963.lmo2776	Q8Y3Q7
169963.lmo1875	Q8Y625
169963.lmo2695	Q8Y3Y4
169963.lmo1618	Q8Y6R5
169963.lmo1815	Q92AJ3
169963.lmo0781	Q8Y8W1
169963.lmo2393	Q8Y4P2
169963.lmo1202	Q8Y7R9
169963.lmo0629	Q8Y9A3
169963.lmo0597	Q8Y9D3
169963.lmo1529	Q8Y701
169963.lmo2518	Q8Y4D2
169963.lmo2438	Q8Y4K0
169963.lmo1714	Q8Y6H2
169963.lmo1372	Q8Y7B4
169963.lmo0858	Q8Y8N8
169963.lmo0632	Q8Y9A0
169963.lmo0531	Q8Y9J6
169963.lmo0664	Q8Y969
169963.lmo2832	Q8Y3K3
169963.lmo2806	Q8Y3M9
169963.lmo2522	Q8Y4C8
169963.lmo1734	Q8Y6F3
169963.lmo0377	Q8Y9Z0
169963.lmo1947	Q8Y5V8
169963.lmo1698	Q8Y6I6
169963.lmo0279	Q8YA80
169963.lmo0103	Q8YAL5
169963.lmo0659	Q8Y974
169963.lmo1274	Q8Y7K3
169963.lmo1311	Q8Y7G9
169963.lmo1030	Q8Y887
169963.lmo0997	Q8Y8B1
169963.lmo1692	Q8Y6J2
169963.lmo1667	Q8Y6L7
169963.lmo0387	Q8Y9Y0
169963.lmo2839	Q8Y3J6
169963.lmo2010	Q8Y5P6
169963.lmo1978	Q8Y5S7
169963.lmo1395	Q8Y795
169963.lmo0168	Q8YAF8
169963.lmo0559	Q8Y9G9
169963.lmo1486	Q92BM7
169963.lmo1138	Q8Y7Y1
169963.lmo1753	Q8Y6D4
169963.lmo0320	Q7AP83
169963.lmo2727	Q8Y3V4
169963.lmo2121	Q8Y5E3
169963.lmo1614	Q8Y6R9
169963.lmo0999	Q8Y8A9
169963.lmo0969	Q8Y8D6
169963.lmo0949	Q8Y8F5
169963.lmo2668	Q8Y410
169963.lmo0715	Q8Y927
169963.lmo2788	Q8Y3P6
169963.lmo2073	Q8Y5I9
169963.lmo2142	Q8Y5C3
169963.lmo2750	Q8Y3T1
169963.lmo0612	Q8Y9C0
169963.lmo0017	Q8YAU6
169963.lmo0767	Q8Y8X5
169963.lmo2662	Q8Y415
169963.lmo1935	Q8Y5X0
169963.lmo0337	Q8YA28
169963.lmo0900	Q8Y8K1
169963.lmo0553	Q8Y9H5
169963.lmo2678	Q8Y400
169963.lmo2108	Q8Y5F6
169963.lmo0929	Q8Y8H5
169963.lmo1394	Q8Y796
169963.lmo1312	Q8Y7G8
169963.lmo0840	Q8Y8Q6
169963.lmo0714	Q8Y928
169963.lmo0354	Q8YA12
169963.lmo0353	Q8YA13
169963.lmo0185	Q8YAE5
169963.lmo2169	Q8Y5A0
169963.lmo2055	Q8Y5K5
169963.lmo1777	Q8Y6B4
169963.lmo0373	Q8Y9Z4
169963.lmo2204	Q929G9
169963.lmo0054	Q92FQ6
169963.lmo1969	Q8Y5T6
169963.lmo0736	Q8Y906
169963.lmo0462	Q8Y9R1
169963.lmo0147	Q8YAH9
169963.lmo2711	Q8Y3W8
169963.lmo2602	Q8Y453
169963.lmo2280	Q8Y4Z9
169963.lmo1514	Q8Y712
169963.lmo0127	Q8YAJ7
169963.lmo0110	Q8YAK8
169963.lmo2330	Q8Y4V0
169963.lmo2124	Q8Y5E0
169963.lmo1329	Q8Y7F2
169963.lmo0860	Q8Y8N6
169963.lmo0844	Q8Y8Q2
169963.lmo0699	Q8Y942
169963.lmo0619	Q8Y9B3
169963.lmo0517	Q8Y9L0
169963.lmo1219	Q8Y7Q3
169963.lmo0682	Q8Y952
169963.lmo2346	Q8Y4T6
169963.lmo1651	Q8Y6N3
169963.lmo2521	Q8Y4C9
169963.lmo0495	Q8Y9N0
169963.lmo2577	Q8Y478
169963.lmo2444	Q8Y4J4
169963.lmo2168	Q8Y5A1
169963.lmo1170	Q8Y7U9
169963.lmo0735	Q8Y907
169963.lmo0675	Q8Y959
169963.lmo0474	Q8Y9Q0
169963.lmo0275	Q8YA84
169963.lmo0065	Q8YAQ2
169963.lmo0003	Q8YAW0
169963.lmo1087	Q8Y831
169963.lmo0528	Q8Y9J9
169963.lmo1375	Q8Y7B1
169963.lmo0636	Q92E21
169963.lmo2002	Q8Y5Q4
169963.lmo2771	Q8Y3R2
169963.lmo0098	Q8YAM0
169963.lmo2092	Q7AP57
169963.lmo2525	Q8Y4C5
169963.lmo0832	Q8Y8R3
169963.lmo1854	Q8Y646
169963.lmo0327	Q8YA37
169963.lmo0271	Q8YA88
169963.lmo0047	Q8YAR7
169963.lmo2647	Q8Y428
169963.lmo1626	Q8Y6Q8
169963.lmo1625	Q8Y6Q9
169963.lmo1584	Q8Y6U7
169963.lmo1117	Q8Y802
169963.lmo1056	Q8Y861
169963.lmo0954	Q8Y8F0
169963.lmo0777	Q8Y8W5
169963.lmo0711	Q92DU3
169963.lmo0695	Q8Y945
169963.lmo2329	Q8Y4V1
169963.lmo1790	Q8Y6A5
169963.lmo2852	Q8Y3I4
169963.lmo1775	Q8Y6B6
169963.lmo0141	Q8YAI5
169963.lmo1953	Q8Y5V2
169963.lmo0593	Q8Y9D7
169963.lmo1029	Q8Y888
169963.lmo2248	Q929C7
169963.lmo0470	Q8Y9Q3
169963.lmo0388	Q8Y9X9
169963.lmo1606	Q8Y6S7
169963.lmo1187	Q8Y7T4
169963.lmo0828	Q8Y8R7
169963.lmo2385	Q8Y4Q0
169963.lmo2197	Q8Y578
169963.lmo1049	Q8Y868
169963.lmo0950	Q8Y8F4
169963.lmo0696	Q8Y944
169963.lmo1188	Q8Y7T3
169963.lmo2460	Q8Y4I0
169963.lmo2024	Q8Y5N3
169963.lmo2009	Q8Y5P7
169963.lmo1845	Q8Y655
169963.lmo0350	Q8YA16
169963.lmo0126	Q8YAJ8
169963.lmo2431	Q8Y4K7
169963.lmo2184	Q7AP55
169963.lmo1310	Q8Y7H0
169963.lmo0440	Q8Y9T3
169963.lmo2244	Q8Y532
169963.lmo1668	Q8Y6L6
169963.lmo1642	Q8Y6P2
169963.lmo1296	Q8Y7I2
169963.lmo0811	Q8Y8T3
169963.lmo0638	Q8Y995
169963.lmo0450	Q8Y9S3
169963.lmo2021	Q8Y5N6
169963.lmo0418	Q8Y9V2
169963.lmo0806	Q8Y8T7
169963.lmo1789	Q8Y6A6
169963.lmo1299	Q8Y7I0
169963.lmo2578	Q8Y477
169963.lmo0916	Q8Y8I6
169963.lmo0407	Q8Y9W2
169963.lmo2011	Q8Y5P5
169963.lmo0756	Q8Y8Y6
169963.lmo0648	Q8Y985
169963.lmo0408	Q8Y9W1
169963.lmo0013	Q8YAV0
169963.lmo2718	Q927C3
169963.lmo0776	Q8Y8W6
169963.lmo0668	Q8Y965
169963.lmo0265	Q7AP85
169963.lmo1720	Q8Y6G7
169963.lmo1263	Q8Y7L4
169963.lmo2700	Q8Y3X9
169963.lmo1678	Q8Y6K6
169963.lmo1190	Q8Y7T1
169963.lmo0801	Q8Y8U2
169963.lmo0642	Q8Y991
169963.lmo2050	Q8Y5K9
169963.lmo1039	Q8Y878
169963.lmo0703	Q8Y938
169963.lmo1934	Q92A74
169963.lmo0613	Q8Y9B9
169963.lmo0660	Q8Y973
169963.lmo2792	Q8Y3P3
169963.lmo2575	Q8Y480
169963.lmo1515	Q8Y711
169963.lmo1291	Q8Y7I6
169963.lmo1062	Q8Y856
169963.lmo0921	Q8Y8I1
169963.lmo0802	Q8Y8U1
169963.lmo0002	Q8YAW1
169963.lmo2284	Q8Y4Z5
169963.lmo0718	Q8Y924
169963.lmo0006	Q8YAV7
169963.lmo2480	Q8Y4G4
169963.lmo1830	Q8Y669
169963.lmo0763	Q8Y8X9
169963.lmo0344	Q8YA22
169963.lmo1034	Q8Y883
169963.lmo2777	Q8Y3Q6
169963.lmo1240	Q8Y7N4
169963.lmo0107	Q8YAL1
169963.lmo2149	Q8Y5B6
169963.lmo2639	Q8Y434
169963.lmo2337	Q8Y4U4
169963.lmo1204	Q8Y7R7
169963.lmo0897	Q8Y8K4
169963.lmo0847	Q8Y8P9
169963.lmo0541	Q8Y9I7
169963.lmo2778	Q8Y3Q5
169963.lmo2216	Q8Y560
169963.lmo0746	Q8Y8Z6
169963.lmo0160	Q8YAG6
169963.lmo0285	Q8YA74
169963.lmo1358	Q92BZ6
169963.lmo1560	Q8Y6X1
169963.lmo0540	Q8Y9I8
169963.lmo1613	Q8Y6S0
169963.lmo1597	Q8Y6T5
169963.lmo1387	Q8Y7A2
169963.lmo0625	Q8Y9A7
169963.lmo0551	Q8Y9H7
169963.lmo2726	Q8Y3V5
169963.lmo1818	Q8Y681
169963.lmo1743	Q8Y6E4
169963.lmo0380	Q8Y9Y7
169963.lmo0342	Q8YA23
169963.lmo0159	Q8YAG7
169963.lmo1428	Q7AP65
169963.lmo1265	Q8Y7L2
169963.lmo0394	Q8Y9X4
169963.lmo1417	Q8Y779
169963.lmo1254	Q8Y7M0
169963.lmo0633	Q8Y999
169963.lmo2020	Q8Y5N7
169963.lmo0870	Q8Y8M6
169963.lmo1094	Q8Y824
169963.lmo2844	Q8Y3J1
169963.lmo2105	Q8Y5F9
169963.lmo1125	Q8Y7Z4
169963.lmo0061	Q8YAQ5
169963.lmo1948	Q8Y5V7
169963.lmo2459	Q8Y4I1
169963.lmo1733	Q8Y6F4
169963.lmo0230	Q8YAB7
169963.lmo2752	Q8Y3S9
169963.lmo1914	Q8Y5Y9
169963.lmo0151	Q8YAH5
169963.lmo0942	Q8Y8G2
169963.lmo2384	Q8Y4Q1
169963.lmo2226	Q8Y550
169963.lmo2213	Q8Y563
169963.lmo1482	Q8Y740
169963.lmo1249	Q8Y7M5
169963.lmo0471	Q8Y9Q2
169963.lmo0089	Q8YAM9
169963.lmo0217	Q7AP90
169963.lmo2129	Q8Y5D6
169963.lmo2048	Q8Y5L1
169963.lmo1123	Q8Y7Z6
169963.lmo2484	Q8Y4G0
169963.lmo2451	Q8Y4I8
169963.lmo1213	Q8Y7Q9
169963.lmo1017	Q8Y897
169963.lmo0940	Q8Y8G4
169963.lmo0167	Q8YAF9
169963.lmo2417	Q8Y4M0
169963.lmo0994	Q8Y8B4
169963.lmo0446	Q8Y9S7
169963.lmo0487	Q8Y9N8
169963.lmo1633	Q8Y6Q1
169963.lmo1423	Q8Y774
169963.lmo1640	Q8Y6P4
169963.lmo1527	Q8Y703
169963.lmo1402	Q8Y790
169963.lmo0892	Q8Y8K7
169963.lmo0281	Q8YA78
169963.lmo2453	Q8Y4I6
169963.lmo2732	Q8Y3U9
169963.lmo2240	Q8Y536
169963.lmo0323	Q8YA41
169963.lmo0270	Q8YA89
169963.lmo0051	Q8YAR4
169963.lmo1024	Q8Y891
169963.lmo0911	Q8Y8J0
169963.lmo0479	Q8Y9P5
169963.lmo2164	Q7AP56
169963.lmo2232	Q8Y544
169963.lmo2086	Q8Y5H6
169963.lmo1523	Q8Y706
169963.lmo1322	Q8Y7F9
169963.lmo1059	Q8Y859
169963.lmo2154	Q8Y5B3
169963.lmo1544	Q8Y6Y7
169963.lmo0762	Q8Y8Y0
169963.lmo0753	Q8Y8Y9
169963.lmo0861	Q8Y8N5
169963.lmo0773	Q8Y8W9
169963.lmo1195	Q8Y7S6
169963.lmo0728	Q8Y914
169963.lmo2586	Q8Y469
169963.lmo1098	Q8Y820
169963.lmo0744	Q8Y8Z8
169963.lmo2066	Q8Y5J4
169963.lmo1963	Q8Y5U2
169963.lmo2222	Q8Y554
169963.lmo1865	Q8Y635
169963.lmo1052	Q8Y865
169963.lmo1536	Q8Y6Z4
169963.lmo2842	Q8Y3J3
169963.lmo2729	Q8Y3V2
169963.lmo2704	Q8Y3X5
169963.lmo1959	Q8Y5U6
169963.lmo0851	Q8Y8P5
169963.lmo0296	Q8YA63
169963.lmo1271	Q8Y7K6
169963.lmo0056	Q8YAR0
169963.lmo0468	Q8Y9Q5
169963.lmo0573	Q8Y9F5
169963.lmo1807	Q8Y690
169963.lmo1634	Q8Y6Q0
169963.lmo0689	Q8Y948
169963.lmo1778	Q8Y6B3
169963.lmo2636	Q8Y437
169963.lmo2399	Q8Y4N6
169963.lmo2235	Q8Y541
169963.lmo2221	Q8Y555
169963.lmo1695	Q8Y6I9
169963.lmo1694	Q8Y6J0
169963.lmo1609	Q8Y6S4
169963.lmo0605	Q8Y9C7
169963.lmo0154	Q8YAH2
169963.lmo2809	Q8Y3M6
169963.lmo2508	Q8Y4D9
169963.lmo1745	Q8Y6E2
169963.lmo1147	Q8Y7X2
169963.lmo0608	Q8Y9C4
169963.lmo0186	Q8YAE4
169963.lmo2254	Q8Y523
169963.lmo1621	Q8Y6R3
169963.lmo1716	Q8Y6H0
169963.lmo0422	Q8Y9U8
169963.lmo0764	Q8Y8X8
169963.lmo0600	Q8Y9D2
169963.lmo0049	Q92FR1
169963.lmo2163	Q8Y5A5
169963.lmo1593	Q8Y6T9
169963.lmo1336	Q8Y7E7
169963.lmo0745	Q8Y8Z7
169963.lmo0684	Q8Y951
169963.lmo0624	Q8Y9A8
169963.lmo0550	Q8Y9H8
169963.lmo0527	Q8Y9K0
