,EC_number,RID,Organism,Turnover_Number
5338,3.6.1.7,R01421,Pyrococcus horikoshii,282.5
5339,3.6.1.7,R01421,Sulfolobus solfataricus,524.0
5340,3.6.1.9,R00103,Opuntia ficus-indica,197.0
5341,3.6.1.9,R00287,Oryza sativa,198.5
5342,3.6.3.14,R00086,Bacillus sp.,16.5
5343,3.6.3.14,R00086,Bacillus sp. PS3,5.34
5344,3.6.3.14,R00086,Escherichia coli,20.0
5345,3.6.3.14,R00086,Geobacillus stearothermophilus,217.0
5346,3.6.3.18,R00086,Escherichia coli,0.255
5347,3.6.3.32,R00086,Bacillus subtilis,0.038
5348,3.6.3.33,R00086,Escherichia coli,0.845
5349,3.6.3.43,R00086,Escherichia coli,0.2
5350,3.6.3.43,R00086,Homo sapiens,5.0
5351,3.6.3.43,R00086,Saccharomyces cerevisiae,25.0
5352,3.6.3.44,R00086,Homo sapiens,2.38
5353,3.6.3.49,R00086,Homo sapiens,0.22
5354,3.6.3.5,R00086,Noccaea caerulescens,300.0
5355,3.6.3.50,R00086,Escherichia coli,0.35
5356,3.6.3.50,R00086,Xanthomonas campestris,0.00405
5357,3.6.3.51,R00086,Homo sapiens,0.00068
5358,3.6.3.6,R00086,Arabidopsis thaliana,56.7
5359,3.6.3.6,R00086,Kluyveromyces lactis,3.0
5360,3.6.3.8,R00086,Homo sapiens,21.385
5361,3.6.4.1,R00086,Acanthamoeba castellanii,17.0
5362,3.6.4.1,R00086,Caenorhabditis elegans,0.56
5363,3.6.4.1,R00086,Dictyostelium sp.,3.0
5364,3.6.4.1,R00086,Drosophila melanogaster,1.83
5365,3.6.4.1,R00086,Gallus gallus,0.057
5366,3.6.4.1,R00086,Homo sapiens,0.13
5367,3.6.4.1,R00086,Lethocerus griseus,1.75
5368,3.6.4.1,R00086,Lethocerus indicus,1.75
5369,3.6.4.1,R00086,Oryctolagus cuniculus,11.3
5370,3.6.4.10,R00086,Bos taurus,0.004415
5371,3.6.4.10,R00086,Escherichia coli,0.0083
5372,3.6.4.10,R00086,Plasmodium falciparum,0.017
5373,3.6.4.10,R00086,Saccharomyces cerevisiae,0.0136
5374,3.6.4.10,R00086,Tetragenococcus halophilus,0.0037
5375,3.6.4.12,R00086,Drosophila melanogaster,7.5215
5376,3.6.4.12,R00086,Geobacillus stearothermophilus,8.6
5377,3.6.4.12,R00086,Homo sapiens,2.04
5378,3.6.4.12,R00086,Mycobacterium tuberculosis,21.0
5379,3.6.4.12,R00086,SARS coronavirus,19.1
5380,3.6.4.12,R00086,Saccharomyces cerevisiae,8.8
5381,3.6.4.12,R00086,Sulfolobus solfataricus,0.0675
5382,3.6.4.12,R00086,West Nile virus,7980.0
5383,3.6.4.13,R00086,Saccharomyces cerevisiae,12.85
5384,3.6.4.13,R00086,West Nile virus,3.0
5385,3.6.4.2,R00086,Chlamydomonas sp.,
5386,3.6.4.2,R00086,Dictyostelium discoideum,63.0
5387,3.6.4.2,R00086,Saccharomyces cerevisiae,8.92
5388,3.6.4.2,R00086,Tetrahymena thermophila,2.505
5389,3.6.4.3,R00086,Drosophila melanogaster,1.8
5390,3.6.4.3,R00086,Homo sapiens,2.615
5391,3.6.4.3,R00086,Strongylocentrotus purpuratus,0.005
5392,3.6.4.4,R00086,Dictyostelium discoideum,60.5
5393,3.6.4.4,R00086,Drosophila melanogaster,20.0
5394,3.6.4.4,R00086,Homo sapiens,3.65
5395,3.6.4.4,R00086,Neurospora crassa,29.0
5396,3.6.4.4,R00086,Schizosaccharomyces pombe,2.4
5397,3.6.4.5,R00086,Drosophila melanogaster,0.9
5398,3.6.4.5,R00086,Eremothecium gossypii,0.165
5399,3.6.4.5,R00086,Saccharomyces cerevisiae,5.0
5400,3.6.4.5,R00086,Schizosaccharomyces pombe,1.9
5401,3.6.4.6,R00086,Saccharomyces cerevisiae,0.85
5402,3.6.4.9,R00086,Aeropyrum pernix,2.21
5403,3.6.4.9,R00086,Allochromatium vinosum,0.06
5404,3.6.4.9,R00086,Bos taurus,0.0265
5405,3.6.4.9,R00086,Escherichia coli,0.09165
5406,3.6.4.9,R00086,Methanococcus maripaludis,0.99
5407,3.6.4.9,R00086,Rhizobium leguminosarum,0.009
5408,3.6.4.9,R00086,Rhodobacter sphaeroides,0.13
5409,3.6.4.9,R00086,Ruminiclostridium thermocellum,0.07
5410,3.6.4.9,R00086,Saccharomyces cerevisiae,0.0417
5411,3.6.4.9,R00086,Thermoanaerobacter brockii,1.0
5412,3.6.4.9,R00086,Thermoplasma acidophilum,0.001915
5413,3.6.5.1,R00335,Bos taurus,21.0
5414,3.6.5.1,R00335,Mus musculus,0.0104
5415,3.6.5.1,R00335,Oryza sativa,0.6
5416,3.6.5.1,R00335,Sulfolobus solfataricus,3.1
5417,3.6.5.2,R00335,Homo sapiens,0.0005
5418,3.6.5.3,R00335,Sulfolobus solfataricus,0.135
5419,3.6.5.4,R00335,Escherichia coli,0.13
5420,3.6.5.5,R00335,Bos taurus,3.1
5421,3.6.5.5,R00335,Homo sapiens,0.0865
5422,3.6.5.5,R00335,Rattus norvegicus,0.024
5423,3.6.5.6,R00335,Bos taurus,0.0002165
5424,3.6.5.6,R00335,Prosthecobacter sp.,0.01435
5425,3.6.5.6,R00335,Saccharomyces cerevisiae,1500.0
5426,3.7.1.1,R00338,Aspergillus niger,0.4925
5427,3.7.1.1,R00338,Botrytis cinerea,12.15
5428,3.7.1.1,R00338,Cryphonectria parasitica,3.6
5429,3.7.1.1,R00338,Dianthus caryophyllus,2.72
5430,3.7.1.11,R05100,Azoarcus sp.,1.6
5431,3.7.1.8,R02606,Burkholderia xenovorans,6.5
5432,3.7.1.8,R02606,Mycobacterium tuberculosis,0.066
5433,3.7.1.9,R02604,Flavobacterium sp.,42.0
5434,3.8.1.5,R05284,Sphingomonas paucimobilis,1.05
5435,3.8.1.7,R04101,Arthrobacter sp.,1.15
5436,3.8.1.7,R04101,Pseudomonas sp.,0.65
5437,3.8.1.7,R08118,Arthrobacter sp.,0.003
5438,3.8.1.8,R05558,Arthrobacter aurescens,1.49
5439,3.8.1.8,R05558,Escherichia coli,2.2
5440,3.8.1.8,R05558,Pseudomonas sp.,3.2
5441,3.8.1.8,R05558,Thermotoga maritima,2.2
5442,4.1.1.1,R00014,Candida glabrata,60.3
5443,4.1.1.1,R00014,Gluconobacter oxydans,47.0
5444,4.1.1.1,R00014,Kluyveromyces lactis,40.0
5445,4.1.1.1,R00014,Neurospora crassa,15.45
5446,4.1.1.1,R00014,Saccharomyces cerevisiae,35.0
5447,4.1.1.1,R00014,Zymomonas mobilis,135.0
5448,4.1.1.1,R00224,Candida glabrata,60.3
5449,4.1.1.1,R00224,Gluconobacter oxydans,47.0
5450,4.1.1.1,R00224,Kluyveromyces lactis,40.0
5451,4.1.1.1,R00224,Neurospora crassa,15.45
5452,4.1.1.1,R00224,Saccharomyces cerevisiae,35.0
5453,4.1.1.1,R00224,Zymomonas mobilis,135.0
5454,4.1.1.11,R00489,Aedes aegypti,7.03
5455,4.1.1.11,R00489,Escherichia coli,0.57
5456,4.1.1.11,R00489,Mycobacterium tuberculosis,0.65
5457,4.1.1.12,R00397,Alcaligenes faecalis,442.0
5458,4.1.1.12,R00397,Mycobacterium tuberculosis,0.65
5459,4.1.1.12,R00397,Pseudomonas dacunhae,4.3
5460,4.1.1.15,R00261,Escherichia coli,42.055
5461,4.1.1.15,R00261,Felis catus,7.0
5462,4.1.1.15,R00261,Homo sapiens,4.0
5463,4.1.1.15,R00261,Lactobacillus brevis,3.393
5464,4.1.1.17,R00670,Erythroxylum coca,0.18
5465,4.1.1.17,R00670,Escherichia coli,3.4
5466,4.1.1.17,R00670,Lactobacillus brevis,4.8
5467,4.1.1.17,R00670,Lactobacillus gasseri,0.14
5468,4.1.1.17,R00670,Lactobacillus saerimneri 30a,9.77
5469,4.1.1.17,R00670,Nicotiana glutinosa,40.4
5470,4.1.1.17,R00670,Oenococcus oeni,6.9
5471,4.1.1.17,R00670,Plasmodium falciparum,0.0045
5472,4.1.1.17,R00670,Saccharomyces cerevisiae,3.75
5473,4.1.1.17,R00670,Trypanosoma brucei,15.0
5474,4.1.1.18,R00462,Escherichia coli,30.0
5475,4.1.1.18,R00462,Hafnia alvei,175.0
5476,4.1.1.18,R00462,Lactobacillus saerimneri 30a,1.68
5477,4.1.1.18,R00462,Selenomonas ruminantium,636.0
5478,4.1.1.19,R00566,Avena sativa,5.4
5479,4.1.1.19,R00566,Bacillus subtilis,0.805
5480,4.1.1.19,R00566,Chlamydia pneumoniae,6.9
5481,4.1.1.19,R00566,Chlamydia trachomatis,6.9
5482,4.1.1.19,R00566,Chloroflexus aurantiacus,11.0
5483,4.1.1.19,R00566,Gramella forsetii,0.48
5484,4.1.1.19,R00566,Methanocaldococcus jannaschii,2.7
5485,4.1.1.19,R00566,Peptoclostridium difficile,0.025
5486,4.1.1.19,R00566,Sulfolobus solfataricus,2.6
5487,4.1.1.19,R00566,Yersinia pestis,5.46
5488,4.1.1.2,R00522,Bacillus subtilis,54.0
5489,4.1.1.21,R04209,Treponema denticola,77.0
5490,4.1.1.23,R00965,Escherichia coli,22.0
5491,4.1.1.23,R00965,Homo sapiens,4.425
5492,4.1.1.23,R00965,Methanobacterium thermoautotrophicus,4.0
5493,4.1.1.23,R00965,Methanothermobacter thermautotrophicum,20.7
5494,4.1.1.23,R00965,Plasmodium falciparum,11.55
5495,4.1.1.23,R00965,Saccharomyces cerevisiae,19.0
5496,4.1.1.28,R02080,Homo sapiens,2.48
5497,4.1.1.29,R02466,Aedes aegypti,5.86
5498,4.1.1.3,R00217,Corynebacterium glutamicum,104.0
5499,4.1.1.3,R00217,Enterococcus faecalis,11.2
5500,4.1.1.3,R00217,Lactococcus lactis,11.88
5501,4.1.1.3,R00217,Pseudomonas aeruginosa,7500.0
5502,4.1.1.31,R00345,Alternanthera ficoidea,33.0
5503,4.1.1.31,R00345,Alternanthera pungens,38.0
5504,4.1.1.31,R00345,Alternanthera sessilis,11.05
5505,4.1.1.31,R00345,Escherichia coli,540.0
5506,4.1.1.31,R00345,Sorghum bicolor,9.5
5507,4.1.1.31,R00345,Spinacia oleracea,56.0
5508,4.1.1.32,R00431,Ascaris suum,11.6
5509,4.1.1.32,R00431,Corynebacterium glutamicum,6.65
5510,4.1.1.32,R00431,Rattus norvegicus,19.0
5511,4.1.1.32,R00726,Ascaris suum,12.45
5512,4.1.1.32,R00726,Corynebacterium glutamicum,6.1
5513,4.1.1.32,R00726,Rattus norvegicus,19.0
5514,4.1.1.35,R01384,Hordeum vulgare,2.7
5515,4.1.1.35,R01384,Oryza sativa,0.925
5516,4.1.1.36,R03269,Homo sapiens,2.9
5517,4.1.1.37,R03197,Homo sapiens,0.317
5518,4.1.1.37,R04972,Homo sapiens,0.124
5519,4.1.1.39,R00024,Acidovorax facilis,1.04
5520,4.1.1.39,R00024,Agave victoriae-reginae,3.4
5521,4.1.1.39,R00024,Allochromatium vinosum,6.7
5522,4.1.1.39,R00024,Amaranthus hybridus,3.8
5523,4.1.1.39,R00024,Arabidopsis thaliana,4.1
5524,4.1.1.39,R00024,Archaeoglobus fulgidus,23.1
5525,4.1.1.39,R00024,Atrichum undulatum,3.0
5526,4.1.1.39,R00024,Carpobrotus edulis,3.6
5527,4.1.1.39,R00024,Ceratophyllum demersum,3.5
5528,4.1.1.39,R00024,Chlamydomonas reinhardtii,5.8
5529,4.1.1.39,R00024,Crithmum maritimum,3.4
5530,4.1.1.39,R00024,Cupriavidus necator,1.38
5531,4.1.1.39,R00024,Cycas panzhihuaensis,3.1
5532,4.1.1.39,R00024,Cylindrotheca fusiformis,1.95
5533,4.1.1.39,R00024,Cylindrotheca sp.,0.78
5534,4.1.1.39,R00024,Dactylis glomerata,3.2
5535,4.1.1.39,R00024,Drosera capensis,4.7
5536,4.1.1.39,R00024,Drosera venusta,3.3
5537,4.1.1.39,R00024,Echeveria elegans,4.5
5538,4.1.1.39,R00024,Eucalyptus moorei,3.2
5539,4.1.1.39,R00024,Eucalyptus neglecta,2.5
5540,4.1.1.39,R00024,Galdieria sulphuraria,1.2
5541,4.1.1.39,R00024,Griffithsia monilis,2.6
5542,4.1.1.39,R00024,Iris douglasiana,3.5
5543,4.1.1.39,R00024,Limonium gibertii,2.5
5544,4.1.1.39,R00024,Limonium latebracteatum,2.7
5545,4.1.1.39,R00024,Limonium stenophyllum,2.6
5546,4.1.1.39,R00024,Limonium virgatum,2.4
5547,4.1.1.39,R00024,Marchantia polymorpha,2.6
5548,4.1.1.39,R00024,Metasequoia glyptostroboides,2.7
5549,4.1.1.39,R00024,Methanococcoides burtonii,2.4
5550,4.1.1.39,R00024,Nicotiana tabacum,3.3
5551,4.1.1.39,R00024,Nymphaea alba,2.4
5552,4.1.1.39,R00024,Olisthodiscus luteus,0.83
5553,4.1.1.39,R00024,Pallenis maritima,2.7
5554,4.1.1.39,R00024,Phaeodactylum tricornutum,3.4
5555,4.1.1.39,R00024,Platycerium superbum,2.3
5556,4.1.1.39,R00024,Porphyridium purpureum,1.59
5557,4.1.1.39,R00024,Pteridium aquilinum,4.0
5558,4.1.1.39,R00024,Rhodospirillum rubrum,5.64
5559,4.1.1.39,R00024,Sarracenia flava,4.4
5560,4.1.1.39,R00024,Sideritis cretica subsp. spicata,2.0
5561,4.1.1.39,R00024,Sorghum bicolor,2.52
5562,4.1.1.39,R00024,Spinacia oleracea,3.7
5563,4.1.1.39,R00024,Synechococcus sp.,11.6
5564,4.1.1.39,R00024,Synechocystis sp.,11.68
5565,4.1.1.39,R00024,Teucrium heterophyllum,2.7
5566,4.1.1.39,R00024,Thermococcus kodakarensis,0.28
5567,4.1.1.39,R00024,Thermosynechococcus elongatus,2.65
5568,4.1.1.39,R00024,Thiobacillus denitrificans,2.7
5569,4.1.1.39,R00024,Trachycarpus fortunei,2.8
5570,4.1.1.39,R00024,Triticum aestivum,3.8
5571,4.1.1.39,R00024,Zea mays,4.55
5572,4.1.1.39,R03140,Agave victoriae-reginae,3.4
5573,4.1.1.39,R03140,Arabidopsis thaliana,4.1
5574,4.1.1.39,R03140,Archaeoglobus fulgidus,23.1
5575,4.1.1.39,R03140,Atrichum undulatum,3.0
5576,4.1.1.39,R03140,Carpobrotus edulis,3.6
5577,4.1.1.39,R03140,Ceratophyllum demersum,3.5
5578,4.1.1.39,R03140,Crithmum maritimum,3.4
5579,4.1.1.39,R03140,Cycas panzhihuaensis,3.1
5580,4.1.1.39,R03140,Dactylis glomerata,3.2
5581,4.1.1.39,R03140,Drosera capensis,4.7
5582,4.1.1.39,R03140,Drosera venusta,3.3
5583,4.1.1.39,R03140,Echeveria elegans,4.5
5584,4.1.1.39,R03140,Eucalyptus moorei,3.2
5585,4.1.1.39,R03140,Eucalyptus neglecta,2.5
5586,4.1.1.39,R03140,Galdieria sulphuraria,1.2
5587,4.1.1.39,R03140,Griffithsia monilis,2.6
5588,4.1.1.39,R03140,Iris douglasiana,3.5
5589,4.1.1.39,R03140,Limonium gibertii,2.5
5590,4.1.1.39,R03140,Limonium latebracteatum,2.7
5591,4.1.1.39,R03140,Limonium stenophyllum,2.6
5592,4.1.1.39,R03140,Limonium virgatum,2.4
5593,4.1.1.39,R03140,Marchantia polymorpha,2.6
5594,4.1.1.39,R03140,Metasequoia glyptostroboides,2.7
5595,4.1.1.39,R03140,Methanococcoides burtonii,2.4
5596,4.1.1.39,R03140,Nicotiana tabacum,3.4
5597,4.1.1.39,R03140,Nymphaea alba,2.4
5598,4.1.1.39,R03140,Pallenis maritima,2.7
5599,4.1.1.39,R03140,Phaeodactylum tricornutum,3.4
5600,4.1.1.39,R03140,Platycerium superbum,2.3
5601,4.1.1.39,R03140,Pteridium aquilinum,4.0
5602,4.1.1.39,R03140,Rhodospirillum rubrum,5.64
5603,4.1.1.39,R03140,Sarracenia flava,4.4
5604,4.1.1.39,R03140,Sideritis cretica subsp. spicata,2.0
5605,4.1.1.39,R03140,Synechococcus sp.,3.5
5606,4.1.1.39,R03140,Synechocystis sp.,11.68
5607,4.1.1.39,R03140,Teucrium heterophyllum,2.7
5608,4.1.1.39,R03140,Trachycarpus fortunei,2.8
5609,4.1.1.39,R03140,Triticum aestivum,4.0
5610,4.1.1.4,R01366,Chromobacterium violaceum,349.0
5611,4.1.1.4,R01366,Clostridium acetobutylicum,862.5
5612,4.1.1.43,R01377,Azospirillum brasilense,5.56
5613,4.1.1.43,R01377,Saccharomyces cerevisiae,20.0
5614,4.1.1.43,R01974,Azospirillum brasilense,0.07
5615,4.1.1.43,R01974,Saccharomyces cerevisiae,5.4
5616,4.1.1.45,R04323,Pseudomonas fluorescens,6.5
5617,4.1.1.47,R00013,Escherichia coli K-12,18.9
5618,4.1.1.48,R03508,Escherichia coli,3.85
5619,4.1.1.48,R03508,Mycobacterium tuberculosis,0.16
5620,4.1.1.48,R03508,Pseudomonas aeruginosa,11.1
5621,4.1.1.48,R03508,Sulfolobus solfataricus,0.15
5622,4.1.1.48,R03508,Thermotoga maritima,0.095
5623,4.1.1.49,R00341,Anaerobiospirillum succiniciproducens,15.835
5624,4.1.1.49,R00341,Escherichia coli,0.67
5625,4.1.1.49,R00341,Saccharomyces cerevisiae,45.5
5626,4.1.1.5,R02947,Lactobacillus casei,5.57
5627,4.1.1.5,R02948,Leuconostoc lactis,33.685
5628,4.1.1.50,R00178,Methanocaldococcus jannaschii,0.0075
5629,4.1.1.50,R00178,Plasmodium falciparum,0.088
5630,4.1.1.50,R00178,Streptomyces griseochromogenes,0.027
5631,4.1.1.50,R00178,Thermotoga maritima,1.0
5632,4.1.1.50,R00178,Trypanosoma brucei,0.00735
5633,4.1.1.50,R00178,Trypanosoma cruzi,6.0
5634,4.1.1.51,R03461,Mesorhizobium loti,0.6
5635,4.1.1.61,R01238,Sedimentibacter hydroxybenzoicus,55.0
5636,4.1.1.63,R00822,Sedimentibacter hydroxybenzoicus,90.0
5637,4.1.1.7,R01764,Pseudomonas putida,320.0
5638,4.1.1.7,R01764,Pseudomonas stutzeri,253.0
5639,4.1.1.74,R01974,Enterobacter cloacae,0.98
5640,4.1.1.74,R01974,Methylobacterium extorquens,0.64
5641,4.1.1.77,R02602,Pseudomonas putida,68.0
5642,4.1.1.82,R04053,Bacteroides fragilis,10.2
5643,4.1.1.82,R04053,Streptomyces viridochromogenes,1.18
5644,4.1.1.83,R07312,Clostridium scatologenes,135.0
5645,4.1.1.83,R07312,Peptoclostridium difficile,110.0
5646,4.1.1.85,R07125,Escherichia coli K-12,51.0
5647,4.1.1.85,R07125,Methylomonas aminofaciens,15.0
5648,4.1.1.86,R07650,Anabaena variabilis,0.34
5649,4.1.1.86,R07650,Vibrio cholerae,8.3
5650,4.1.1.9,R00233,Homo sapiens,109.2
5651,4.1.1.90,R05144,Bos taurus,0.66
5652,4.1.1.91,R09539,Trichosporon moniliiforme,0.567
5653,4.1.2.13,R01068,Bacillus methanolicus,4.28
5654,4.1.2.13,R01068,Methylococcus capsulatus,0.002
5655,4.1.2.13,R01068,Sulfolobus tokodaii,0.91
5656,4.1.2.13,R01070,Bacillus cereus,2.95
5657,4.1.2.13,R01070,Bacillus methanolicus,3.35
5658,4.1.2.13,R01070,Daucus carota,64.5
5659,4.1.2.13,R01070,Edwardsiella ictaluri,13.0
5660,4.1.2.13,R01070,Escherichia coli,10.5
5661,4.1.2.13,R01070,Gallus gallus,45.9
5662,4.1.2.13,R01070,Giardia intestinalis,3.55
5663,4.1.2.13,R01070,Homo sapiens,3.65
5664,4.1.2.13,R01070,Leishmania mexicana,8.2
5665,4.1.2.13,R01070,Lethenteron camtschaticum,32.0
5666,4.1.2.13,R01070,Magnaporthe grisea,45.85
5667,4.1.2.13,R01070,Methylococcus capsulatus,0.005
5668,4.1.2.13,R01070,Mycobacterium tuberculosis,21.0
5669,4.1.2.13,R01070,Neisseria meningitidis,2.1
5670,4.1.2.13,R01070,Oryctolagus cuniculus,5.47
5671,4.1.2.13,R01070,Pseudomonas aeruginosa,1.53
5672,4.1.2.13,R01070,Rattus norvegicus,33.0
5673,4.1.2.13,R01070,Staphylococcus aureus,7.87
5674,4.1.2.13,R01070,Staphylococcus carnosus,18.53
5675,4.1.2.13,R01070,Sulfolobus tokodaii,0.91
5676,4.1.2.13,R01070,Trypanosoma brucei,7.79
5677,4.1.2.13,R01070,Vigna radiata,40.0
5678,4.1.2.13,R01829,Bacillus methanolicus,4.2
5679,4.1.2.13,R01829,Daucus carota,25.2
5680,4.1.2.13,R01829,Methylococcus capsulatus,0.0025
5681,4.1.2.13,R01829,Sulfolobus tokodaii,0.91
5682,4.1.2.13,R02568,Bacillus methanolicus,4.2
5683,4.1.2.13,R02568,Methylococcus capsulatus,0.002
5684,4.1.2.13,R02568,Sulfolobus tokodaii,0.91
5685,4.1.2.14,R00471,Escherichia coli,0.0121
5686,4.1.2.14,R05605,Escherichia coli,66.0
5687,4.1.2.14,R05605,Pseudomonas fluorescens,533.0
5688,4.1.2.14,R05605,Thermotoga maritima,2.95
5689,4.1.2.17,R02262,Escherichia coli,19.0
5690,4.1.2.19,R01785,Escherichia coli,9.1
5691,4.1.2.19,R02263,Escherichia coli,9.1
5692,4.1.2.20,R02754,Escherichia coli,27.3
5693,4.1.2.22,R00761,Bifidobacterium breve,25.7
5694,4.1.2.22,R01621,Bifidobacterium breve,25.7
5695,4.1.2.25,R03504,Escherichia coli,0.082
5696,4.1.2.25,R03504,Mycobacterium tuberculosis,0.0054
5697,4.1.2.25,R03504,Staphylococcus aureus,0.045
5698,4.1.2.30,R03403,Homo sapiens,128.0
5699,4.1.2.30,R08516,Homo sapiens,128.0
5700,4.1.2.38,R00027,Pseudomonas fluorescens,66.9
5701,4.1.2.4,R01066,Escherichia coli,294.5
5702,4.1.2.4,R01066,Paenibacillus sp.,320.0
5703,4.1.2.4,R01066,Rhodococcus erythropolis,18.0
5704,4.1.2.4,R01066,Thermococcus kodakarensis,116.0
5705,4.1.2.4,R01066,Thermus thermophilus,8.2
5706,4.1.2.40,R01069,Streptococcus pyogenes,19.45
5707,4.1.2.43,R05338,Pyrococcus horikoshii,110.6
5708,4.1.2.8,R02340,Oryza sativa,6.55
5709,4.1.2.8,R02340,Zea mays,1.153
5710,4.1.3.1,R00479,Aspergillus fumigatus,8.43
5711,4.1.3.1,R00479,Colwellia maris,18.1
5712,4.1.3.1,R00479,Colwellia psychrerythraea,28.5
5713,4.1.3.1,R00479,Fomitopsis palustris,32.0
5714,4.1.3.1,R00479,Geobacillus stearothermophilus,24.0
5715,4.1.3.1,R00479,Mycobacterium tuberculosis,5.2
5716,4.1.3.1,R00479,Pinus pinea,44.5
5717,4.1.3.1,R00479,Pseudomonas aeruginosa,9.81
5718,4.1.3.1,R00479,Turbatrix aceti,800.0
5719,4.1.3.1,R00479,Vogesella indigofera,122.0
5720,4.1.3.16,R00470,Bos taurus,13.5
5721,4.1.3.16,R00470,Homo sapiens,6.1
5722,4.1.3.17,R00008,Pseudomonas putida,15.6
5723,4.1.3.17,R00008,Saccharomyces cerevisiae,0.0276
5724,4.1.3.17,R00008,Thermus thermophilus,0.356
5725,4.1.3.17,R00350,Pseudomonas putida,1.685
5726,4.1.3.24,R00237,Rhodobacter sphaeroides,8.6
5727,4.1.3.24,R00473,Chloroflexus aurantiacus,8.8
5728,4.1.3.24,R00473,Rhodobacter sphaeroides,5.55
5729,4.1.3.24,R00934,Rhodobacter sphaeroides,12.0
5730,4.1.3.27,R00985,Archaeoglobus fulgidus,0.25
5731,4.1.3.27,R00985,Bacillus caldotenax,383.0
5732,4.1.3.27,R00985,Oryza sativa,0.2265
5733,4.1.3.27,R00985,Serratia marcescens,5.6
5734,4.1.3.27,R00986,Archaeoglobus fulgidus,0.25
5735,4.1.3.27,R00986,Bacillus caldotenax,383.0
5736,4.1.3.27,R00986,Oryza sativa,0.2265
5737,4.1.3.27,R00986,Serratia marcescens,5.6
5738,4.1.3.3,R01811,Escherichia coli K-12,5.4
5739,4.1.3.3,R01811,Pasteurella multocida,6.45
5740,4.1.3.3,R01811,Staphylococcus carnosus,3.7
5741,4.1.3.30,R00409,Aspergillus nidulans,56.15
5742,4.1.3.30,R00409,Escherichia coli,19.0
5743,4.1.3.30,R00409,Salmonella enterica,105.0
5744,4.1.3.32,R01355,Aspergillus niger,19.2
5745,4.1.3.36,R04150,Escherichia coli,0.062
5746,4.1.3.36,R04150,Mycobacterium tuberculosis,0.462
5747,4.1.3.36,R07263,Escherichia coli,0.062
5748,4.1.3.36,R07263,Mycobacterium tuberculosis,0.462
5749,4.1.3.39,R00750,Burkholderia xenovorans,0.86
5750,4.1.3.39,R00750,Burkholderia xenovorans LB400,0.86
5751,4.1.3.39,R00750,Escherichia coli,205.4
5752,4.1.3.39,R05298,Burkholderia xenovorans,1.79
5753,4.1.3.39,R05298,Burkholderia xenovorans LB400,1.79
5754,4.1.3.39,R05298,Escherichia coli,358.4
5755,4.1.3.4,R01360,Anas sp.,158.0
5756,4.1.3.4,R01360,Homo sapiens,0.116
5757,4.1.3.40,R01302,Escherichia coli,1.5
5758,4.1.3.40,R01302,Mycobacterium tuberculosis,0.1585
5759,4.1.99.11,R05598,Thauera aromatica,0.23
5760,4.1.99.5,R03728,Nostoc punctiforme,0.0018
5761,4.2.1.1,R00132,Acipenser gueldenstaedtii,1200000.0
5762,4.2.1.1,R00132,Anguilla anguilla,25000.0
5763,4.2.1.1,R00132,Arabidopsis thaliana,0.32
5764,4.2.1.1,R00132,Astrosclera willeyana,900000.0
5765,4.2.1.1,R00132,Brucella suis,352000.0
5766,4.2.1.1,R00132,Caenorhabditis elegans,685000.0
5767,4.2.1.1,R00132,Candida albicans,800000.0
5768,4.2.1.1,R00132,Chionodraco hamatus,66685.0
5769,4.2.1.1,R00132,Clostridium perfringens,15000.0
5770,4.2.1.1,R00132,Columba livia,1300000.0
5771,4.2.1.1,R00132,Cryptococcus neoformans,390000.0
5772,4.2.1.1,R00132,Cyprinus carpio,26000.0
5773,4.2.1.1,R00132,Drosophila melanogaster,950000.0
5774,4.2.1.1,R00132,Dunaliella salina,41200.0
5775,4.2.1.1,R00132,Felis catus,6000.0
5776,4.2.1.1,R00132,Flaveria bidentis,120000.0
5777,4.2.1.1,R00132,Halothiobacillus neapolitanus,67500.0
5778,4.2.1.1,R00132,Helicobacter pylori,240000.0
5779,4.2.1.1,R00132,Homo sapiens,140000.0
5780,4.2.1.1,R00132,Leishmania chagasi,935000.0
5781,4.2.1.1,R00132,Malassezia globosa,860000.0
5782,4.2.1.1,R00132,Mesorhizobium loti,467550.0
5783,4.2.1.1,R00132,Methanosarcina thermophila,1075.0
5784,4.2.1.1,R00132,Methanothermobacter thermautotrophicum,15000.0
5785,4.2.1.1,R00132,Micropterus salmoides,49000.0
5786,4.2.1.1,R00132,Mus musculus,400000.0
5787,4.2.1.1,R00132,Mycobacterium tuberculosis,410000.0
5788,4.2.1.1,R00132,Neisseria gonorrhoeae,18300.0
5789,4.2.1.1,R00132,Nostoc sp.,20000.0
5790,4.2.1.1,R00132,Oncorhynchus mykiss,89000.0
5791,4.2.1.1,R00132,Oryctolagus cuniculus,5170.0
5792,4.2.1.1,R00132,Oryza sativa,110000.0
5793,4.2.1.1,R00132,Pisum sativum,0.31
5794,4.2.1.1,R00132,Populus tremula,2835.0
5795,4.2.1.1,R00132,Porphyromonas gingivalis,410000.0
5796,4.2.1.1,R00132,Rattus norvegicus,58300.0
5797,4.2.1.1,R00132,Saccharomyces cerevisiae,940000.0
5798,4.2.1.1,R00132,Sander vitreus,22000.0
5799,4.2.1.1,R00132,Sordaria macrospora,12500.0
5800,4.2.1.1,R00132,Struthio camelus,1200000.0
5801,4.2.1.1,R00132,Stylophora pistillata,490000.0
